method,block,target_step,branch,horizon,relative_l2,error_sq,target_sq,sample_count,row_count,mean_runtime_macs,mean_observable_macs
broyden4,23,6,0,3,1.1514734642396955,1372102.9538142104,1034853.4005636317,4,4,539136000,0
broyden4,23,6,1,1,0.5101567463313521,268702.7905115598,1032440.2049456197,4,4,227635200,0
broyden4,23,6,1,2,0.6849524077800584,484379.4410179103,1032440.2049456197,4,4,455270400,0
broyden4,23,6,1,3,0.8894802612619532,816841.018707576,1032440.2049456197,4,4,539136000,0
broyden4,24,4,0,1,0.22742748679234281,237442.53254194866,4590633.39229573,4,4,179712000,0
broyden4,24,4,0,2,0.3221695275362948,476476.550346946,4590633.39229573,4,4,263577600,0
broyden4,24,4,0,3,0.41031074297128195,772855.6523114732,4590633.39229573,4,4,251596800,0
broyden4,24,4,1,1,0.26012909890185776,270517.2422496421,3997763.314450399,4,4,179712000,0
broyden4,24,4,1,2,0.3570159585313071,509556.4897612607,3997763.314450399,4,4,263577600,0
broyden4,24,4,1,3,0.4467266299339256,797812.3641282913,3997763.314450399,4,4,251596800,0
broyden4,24,6,0,1,0.18447130099284245,125792.13334307418,3696543.8400848024,4,4,227635200,0
broyden4,24,6,0,2,0.2787058782557765,287136.31230678933,3696543.8400848024,4,4,455270400,0
broyden4,24,6,0,3,0.3540403938902575,463341.81088822894,3696543.8400848024,4,4,539136000,0
broyden4,24,6,1,1,0.22586896846047314,179271.91451706548,3513978.6589356894,4,4,227635200,0
broyden4,24,6,1,2,0.30701654057314215,331224.6632451324,3513978.6589356894,4,4,455270400,0
broyden4,24,6,1,3,0.3772071815973597,499987.3595612249,3513978.6589356894,4,4,539136000,0
broyden4,25,4,0,1,0.16737755824535955,122561.69312997957,4374821.079096621,4,4,179712000,0
broyden4,25,4,0,2,0.25881545557720687,293049.31510421634,4374821.079096621,4,4,263577600,0
broyden4,25,4,0,3,0.3965662668850121,688005.3796753195,4374821.079096621,4,4,251596800,0
broyden4,25,4,1,1,0.19416542711871704,169815.18050766955,4504355.986275547,4,4,179712000,0
broyden4,25,4,1,2,0.2618260459542084,308786.56792726694,4504355.986275547,4,4,263577600,0
broyden4,25,4,1,3,0.376968842092497,640093.79523064,4504355.986275547,4,4,251596800,0
broyden4,25,6,0,1,0.11695691759783039,64305.47895951476,4701063.845769359,4,4,227635200,0
broyden4,25,6,0,2,0.18342216803927766,158161.142821787,4701063.845769359,4,4,455270400,0
broyden4,25,6,0,3,0.24959084267887488,292855.5400195496,4701063.845769359,4,4,539136000,0
broyden4,25,6,1,1,0.15000218304901078,104972.79202214052,4665321.6272079125,4,4,227635200,0
broyden4,25,6,1,2,0.21585481422103706,217372.7340097396,4665321.6272079125,4,4,455270400,0
broyden4,25,6,1,3,0.2758323002200006,354953.8013554376,4665321.6272079125,4,4,539136000,0
broyden4,26,4,0,1,0.22147332710670065,117811.34469461553,2401840.9950494375,4,4,179712000,0
broyden4,26,4,0,2,0.33873811744568466,275595.67154348636,2401840.9950494375,4,4,263577600,0
broyden4,26,4,0,3,0.5241523491875097,659871.4314173654,2401840.9950494375,4,4,251596800,0
broyden4,26,4,1,1,0.28545108877381437,192512.60016714127,2362630.2064363915,4,4,179712000,0
broyden4,26,4,1,2,0.3884557700809353,356515.9019188251,2362630.2064363915,4,4,263577600,0
broyden4,26,4,1,3,0.5755458895264804,782628.5114032426,2362630.2064363915,4,4,251596800,0
broyden4,26,6,0,1,0.16383077605736734,64397.892667099215,2399278.5918027544,4,4,227635200,0
broyden4,26,6,0,2,0.27025756677579493,175241.27471571486,2399278.5918027544,4,4,455270400,0
broyden4,26,6,0,3,0.3777549967607452,342374.2660753395,2399278.5918027544,4,4,539136000,0
broyden4,26,6,1,1,0.2328110484211116,127357.1598358202,2349720.425898402,4,4,227635200,0
broyden4,26,6,1,2,0.33673993168391775,266443.6847730356,2349720.425898402,4,4,455270400,0
broyden4,26,6,1,3,0.44599387688454767,467384.1545784755,2349720.425898402,4,4,539136000,0
broyden4,27,4,0,1,0.17239623601611703,188491.7480667909,6342153.996319756,4,4,179712000,0
broyden4,27,4,0,2,0.2786111994896855,492304.63329221576,6342153.996319756,4,4,263577600,0
broyden4,27,4,0,3,0.43780374062470195,1215614.0720645483,6342153.996319756,4,4,251596800,0
broyden4,27,4,1,1,0.23353639019145506,339179.7255132616,6219002.887411921,4,4,179712000,0
broyden4,27,4,1,2,0.33890857927335033,714308.6087738158,6219002.887411921,4,4,263577600,0
broyden4,27,4,1,3,0.5133761860326083,1639049.9800408846,6219002.887411921,4,4,251596800,0
broyden4,27,6,0,1,0.12217553648745436,90531.50160921525,6065005.714643393,4,4,227635200,0
broyden4,27,6,0,2,0.2104974993034421,268735.53430812195,6065005.714643393,4,4,455270400,0
broyden4,27,6,0,3,0.3113914739625253,588091.1567113972,6065005.714643393,4,4,539136000,0
broyden4,27,6,1,1,0.18344753087935475,201782.59156401828,5995976.94220104,4,4,227635200,0
broyden4,27,6,1,2,0.267304509964172,428422.75195996976,5995976.94220104,4,4,455270400,0
broyden4,27,6,1,3,0.3730670878826509,834514.3869966026,5995976.94220104,4,4,539136000,0
broyden4,28,4,0,1,0.19895369629439066,288633.44543338136,7291932.322600366,4,4,179712000,0
broyden4,28,4,0,2,0.36200169845710195,955572.9460686678,7291932.322600366,4,4,263577600,0
broyden4,28,4,0,3,0.6370512772686757,2959316.467597368,7291932.322600366,4,4,251596800,0
broyden4,28,4,1,1,0.23784379366044747,436144.03056405846,7709856.344481888,4,4,179712000,0
broyden4,28,4,1,2,0.3420014984630468,901783.5397007137,7709856.344481888,4,4,263577600,0
broyden4,28,4,1,3,0.5553913207737221,2378178.5810488644,7709856.344481888,4,4,251596800,0
broyden4,28,6,0,1,0.12563931189264815,109911.23876569366,6962913.569450749,4,4,227635200,0
broyden4,28,6,0,2,0.22753157479937752,360474.3353032495,6962913.569450749,4,4,455270400,0
broyden4,28,6,0,3,0.37911191357338786,1000750.6225978868,6962913.569450749,4,4,539136000,0
broyden4,28,6,1,1,0.17596436666963827,219415.66120019008,7086277.598869856,4,4,227635200,0
broyden4,28,6,1,2,0.2673520761494637,506506.8037266797,7086277.598869856,4,4,455270400,0
broyden4,28,6,1,3,0.41300418561256447,1208723.7833865485,7086277.598869856,4,4,539136000,0
broyden4,29,4,0,1,0.0632581781977079,180075.79240429294,45000980.23464198,4,4,179712000,0
broyden4,29,4,0,2,0.11518635668319059,597068.3601196604,45000980.23464198,4,4,263577600,0
broyden4,29,4,0,3,0.3371457181332107,5115137.00706178,45000980.23464198,4,4,251596800,0
broyden4,29,4,1,1,0.07786072782075475,267852.17765935394,44183311.57084072,4,4,179712000,0
broyden4,29,4,1,2,0.12707370419458183,713460.0221733549,44183311.57084072,4,4,263577600,0
broyden4,29,4,1,3,0.3307543249351533,4833584.629238151,44183311.57084072,4,4,251596800,0
broyden4,29,6,0,1,0.04290234745854752,77001.116854572,41834531.78894504,4,4,227635200,0
broyden4,29,6,0,2,0.08605701651239502,309818.5976754414,41834531.78894504,4,4,455270400,0
broyden4,29,6,0,3,0.12284123140563155,631281.7515646952,41834531.78894504,4,4,539136000,0
broyden4,29,6,1,1,0.06179041584275268,158522.6406616682,41519208.1613317,4,4,227635200,0
broyden4,29,6,1,2,0.10072685767944012,421249.7281872559,41519208.1613317,4,4,455270400,0
broyden4,29,6,1,3,0.13541420552034575,761338.0130432029,41519208.1613317,4,4,539136000,0
diagonal,20,4,0,1,0.37038454491638756,286631.56557016814,2089384.1831560656,4,4,47923200,0
diagonal,20,4,0,2,0.5620227169445557,659972.8090362914,2089384.1831560656,4,4,95846400,0
diagonal,20,4,0,3,1.0083549013630941,2124443.228836595,2089384.1831560656,4,4,143769600,0
diagonal,20,4,1,1,0.39219542110194366,300657.9196793948,1954643.727781761,4,4,47923200,0
diagonal,20,4,1,2,0.5510633234013611,593568.1979437048,1954643.727781761,4,4,95846400,0
diagonal,20,4,1,3,1.031950270728598,2081541.859361471,1954643.727781761,4,4,143769600,0
diagonal,20,6,0,1,0.25111196855707696,145601.06850565074,2309030.8574949875,4,4,47923200,0
diagonal,20,6,0,2,0.39934608651793607,368237.99942078086,2309030.8574949875,4,4,95846400,0
diagonal,20,6,0,3,0.5426753396620007,680001.5619812331,2309030.8574949875,4,4,143769600,0
diagonal,20,6,1,1,0.29278529969156086,193039.43233503576,2251891.6806094116,4,4,47923200,0
diagonal,20,6,1,2,0.4388199616393429,433630.92476472375,2251891.6806094116,4,4,95846400,0
diagonal,20,6,1,3,0.5547507590840357,693016.0722744626,2251891.6806094116,4,4,143769600,0
diagonal,21,4,0,1,0.47751713435019094,3613824.169003411,15848534.10799962,4,4,47923200,0
diagonal,21,4,0,2,0.7269455583847726,8375155.390557104,15848534.10799962,4,4,95846400,0
diagonal,21,4,0,3,1.5018420538776887,35746837.08077854,15848534.10799962,4,4,143769600,0
diagonal,21,4,1,1,0.4857169059797664,3714596.369033564,15745091.54641192,4,4,47923200,0
diagonal,21,4,1,2,0.6972246405089007,7654038.5312375,15745091.54641192,4,4,95846400,0
diagonal,21,4,1,3,1.4335868558043179,32358859.839065097,15745091.54641192,4,4,143769600,0
diagonal,21,6,0,1,0.32739551210791373,1613736.8333895644,15055225.613218475,4,4,47923200,0
diagonal,21,6,0,2,0.5267807465118568,4177794.3181598177,15055225.613218475,4,4,95846400,0
diagonal,21,6,0,3,0.6748170968724233,6855820.24907458,15055225.613218475,4,4,143769600,0
diagonal,21,6,1,1,0.3570669295625661,1901655.1543946948,14915317.646595946,4,4,47923200,0
diagonal,21,6,1,2,0.569293307090833,4833977.926200956,14915317.646595946,4,4,95846400,0
diagonal,21,6,1,3,0.6949221135032042,7202856.631170168,14915317.646595946,4,4,143769600,0
diagonal,22,4,0,1,0.5007042860987638,278021.7652347322,1108960.75809291,4,4,47923200,0
diagonal,22,4,0,2,0.7026673827616332,547539.893577827,1108960.75809291,4,4,95846400,0
diagonal,22,4,0,3,0.8867094319007094,871924.406742069,1108960.75809291,4,4,143769600,0
diagonal,22,4,1,1,0.5152618194311087,287432.69567006896,1082630.4615104347,4,4,47923200,0
diagonal,22,4,1,2,0.6812585070791882,502463.03753186896,1082630.4615104347,4,4,95846400,0
diagonal,22,4,1,3,0.8782189474541854,834998.7933961356,1082630.4615104347,4,4,143769600,0
diagonal,22,6,0,1,0.3905320790586492,180556.12416128477,1183855.773877834,4,4,47923200,0
diagonal,22,6,0,2,0.5937519194548441,417358.1030872338,1183855.773877834,4,4,95846400,0
diagonal,22,6,0,3,0.7442210165185315,655696.1851807842,1183855.773877834,4,4,143769600,0
diagonal,22,6,1,1,0.4272135816445875,218414.12523714203,1196714.6828795476,4,4,47923200,0
diagonal,22,6,1,2,0.595771145532201,424765.8082567015,1196714.6828795476,4,4,95846400,0
diagonal,22,6,1,3,0.7174675154632506,616020.4142497807,1196714.6828795476,4,4,143769600,0
diagonal,23,4,0,1,0.47833325530944015,284516.81435234006,1243502.8540050033,4,4,47923200,0
diagonal,23,4,0,2,0.6691102996924048,556726.9133501356,1243502.8540050033,4,4,95846400,0
diagonal,23,4,0,3,1.0663389445799947,1413960.6642976662,1243502.8540050033,4,4,143769600,0
diagonal,23,4,1,1,0.5368899739037333,317076.0979972468,1100000.588067871,4,4,47923200,0
diagonal,23,4,1,2,0.7178358325836912,566817.4138197165,1100000.588067871,4,4,95846400,0
diagonal,23,4,1,3,0.9927510246973665,1084110.6363144321,1100000.588067871,4,4,143769600,0
diagonal,23,6,0,1,0.4061732889041181,170726.74104367112,1034853.4005636317,4,4,47923200,0
diagonal,23,6,0,2,0.5979524461074225,370008.8610716433,1034853.4005636317,4,4,95846400,0
diagonal,23,6,0,3,0.7502813842314373,582541.906896871,1034853.4005636317,4,4,143769600,0
diagonal,23,6,1,1,0.493069893158345,251004.71467498544,1032440.2049456197,4,4,47923200,0
diagonal,23,6,1,2,0.6599610909207984,449677.92872436927,1032440.2049456197,4,4,95846400,0
diagonal,23,6,1,3,0.7814815918003176,630525.1487226008,1032440.2049456197,4,4,143769600,0
diagonal,24,4,0,1,0.22441395787159757,231191.75506301277,4590633.39229573,4,4,47923200,0
diagonal,24,4,0,2,0.3151205792660871,455854.39227476297,4590633.39229573,4,4,95846400,0
diagonal,24,4,0,3,0.41094794291338144,775257.9582502168,4590633.39229573,4,4,143769600,0
diagonal,24,4,1,1,0.25756536821921844,265211.2940856278,3997763.314450399,4,4,47923200,0
diagonal,24,4,1,2,0.35976072045160307,517421.6146831749,3997763.314450399,4,4,95846400,0
diagonal,24,4,1,3,0.4806590770792562,923615.8450102719,3997763.314450399,4,4,143769600,0
diagonal,24,6,0,1,0.18522730333844994,126825.29151508579,3696543.8400848024,4,4,47923200,0
diagonal,24,6,0,2,0.2779704778297573,285623.02108078275,3696543.8400848024,4,4,95846400,0
diagonal,24,6,0,3,0.34906426783590866,450408.57460752106,3696543.8400848024,4,4,143769600,0
diagonal,24,6,1,1,0.2229495423622703,174667.57472698393,3513978.6589356894,4,4,47923200,0
diagonal,24,6,1,2,0.30120328105875693,318800.1495189832,3513978.6589356894,4,4,95846400,0
diagonal,24,6,1,3,0.36658951665302975,472236.1202714798,3513978.6589356894,4,4,143769600,0
diagonal,25,4,0,1,0.17047212418288776,127135.56034021797,4374821.079096621,4,4,47923200,0
diagonal,25,4,0,2,0.26617373083106644,309949.3142877456,4374821.079096621,4,4,95846400,0
diagonal,25,4,0,3,0.42977572549106685,808060.8392440339,4374821.079096621,4,4,143769600,0
diagonal,25,4,1,1,0.19589868838709837,172860.49912220388,4504355.986275547,4,4,47923200,0
diagonal,25,4,1,2,0.2742632155744033,338819.060021628,4504355.986275547,4,4,95846400,0
diagonal,25,4,1,3,0.6120633832807205,1687428.9796721404,4504355.986275547,4,4,143769600,0
diagonal,25,6,0,1,0.11954295751823961,67180.64076122855,4701063.845769359,4,4,47923200,0
diagonal,25,6,0,2,0.18858632714479304,167192.40855900757,4701063.845769359,4,4,95846400,0
diagonal,25,6,0,3,0.2559900018552484,308064.8556848626,4701063.845769359,4,4,143769600,0
diagonal,25,6,1,1,0.15427149207896695,111033.22372537816,4665321.6272079125,4,4,47923200,0
diagonal,25,6,1,2,0.2233651693222634,232762.22133587784,4665321.6272079125,4,4,95846400,0
diagonal,25,6,1,3,0.2832933377568803,374415.92471795704,4665321.6272079125,4,4,143769600,0
diagonal,26,4,0,1,0.23254865568344196,129888.86436973762,2401840.9950494375,4,4,47923200,0
diagonal,26,4,0,2,0.35636388990918216,305022.33044995053,2401840.9950494375,4,4,95846400,0
diagonal,26,4,0,3,1.3970056259800856,4687492.257094102,2401840.9950494375,4,4,143769600,0
diagonal,26,4,1,1,0.303966785728743,218297.12415579206,2362630.2064363915,4,4,47923200,0
diagonal,26,4,1,2,0.42883788981149645,434492.26839666907,2362630.2064363915,4,4,95846400,0
diagonal,26,4,1,3,1.8553198377816091,8132673.340469692,2362630.2064363915,4,4,143769600,0
diagonal,26,6,0,1,0.1762747717039931,74552.29216518292,2399278.5918027544,4,4,47923200,0
diagonal,26,6,0,2,0.29190091040485205,204433.27117950525,2399278.5918027544,4,4,95846400,0
diagonal,26,6,0,3,0.4044995166537049,392569.6248278988,2399278.5918027544,4,4,143769600,0
diagonal,26,6,1,1,0.24535517608595409,141451.20158884447,2349720.425898402,4,4,47923200,0
diagonal,26,6,1,2,0.3613666756483516,306840.2961040011,2349720.425898402,4,4,95846400,0
diagonal,26,6,1,3,0.482346533552727,546681.6741100661,2349720.425898402,4,4,143769600,0
diagonal,27,4,0,1,0.18603330914498217,219491.7523357228,6342153.996319756,4,4,47923200,0
diagonal,27,4,0,2,0.29849612249950225,565085.5097658855,6342153.996319756,4,4,95846400,0
diagonal,27,4,0,3,0.8558957999754382,4645993.239853259,6342153.996319756,4,4,143769600,0
diagonal,27,4,1,1,0.250147642807763,389146.9115514415,6219002.887411921,4,4,47923200,0
diagonal,27,4,1,2,0.3738731309783563,869299.1768678172,6219002.887411921,4,4,95846400,0
diagonal,27,4,1,3,4.370426784007297,118786874.82768439,6219002.887411921,4,4,143769600,0
diagonal,27,6,0,1,0.13675877403443543,113433.57308107152,6065005.714643393,4,4,47923200,0
diagonal,27,6,0,2,0.23552176352744134,336428.9061357685,6065005.714643393,4,4,95846400,0
diagonal,27,6,0,3,0.3396553251911955,699693.8719539819,6065005.714643393,4,4,143769600,0
diagonal,27,6,1,1,0.1978291067037813,234660.68493524345,5995976.94220104,4,4,47923200,0
diagonal,27,6,1,2,0.293366204466723,516036.14017939154,5995976.94220104,4,4,95846400,0
diagonal,27,6,1,3,0.40199619645323775,968955.5218473376,5995976.94220104,4,4,143769600,0
diagonal,28,4,0,1,0.2110558355873061,324815.95868256816,7291932.322600366,4,4,47923200,0
diagonal,28,4,0,2,0.4802191766699327,1681595.8500060665,7291932.322600366,4,4,95846400,0
diagonal,28,4,0,3,1.0999896501363613,8823072.076016108,7291932.322600366,4,4,143769600,0
diagonal,28,4,1,1,0.2455247922840109,464768.82625448355,7709856.344481888,4,4,47923200,0
diagonal,28,4,1,2,0.4135298216093533,1318438.7359208926,7709856.344481888,4,4,95846400,0
diagonal,28,4,1,3,4.154243798180228,133054708.06288098,7709856.344481888,4,4,143769600,0
diagonal,28,6,0,1,0.14697091725996922,150402.07003360576,6962913.569450749,4,4,47923200,0
diagonal,28,6,0,2,0.26340589568000905,483105.5057334717,6962913.569450749,4,4,95846400,0
diagonal,28,6,0,3,0.43010532322990813,1288073.4828610905,6962913.569450749,4,4,143769600,0
diagonal,28,6,1,1,0.18962280026397682,254799.91157715488,7086277.598869856,4,4,47923200,0
diagonal,28,6,1,2,0.29324924642736605,609385.2962253976,7086277.598869856,4,4,95846400,0
diagonal,28,6,1,3,0.44433557730424744,1399072.8773447964,7086277.598869856,4,4,143769600,0
diagonal,29,4,0,1,0.07702550182255237,266987.57255720714,45000980.23464198,4,4,47923200,0
diagonal,29,4,0,2,0.14397742386571283,932847.7560079428,45000980.23464198,4,4,95846400,0
diagonal,29,4,0,3,0.858403332608829,33159254.95658069,45000980.23464198,4,4,143769600,0
diagonal,29,4,1,1,0.09504775362492743,399155.3712077184,44183311.57084072,4,4,47923200,0
diagonal,29,4,1,2,0.16484131874779925,1200578.119182303,44183311.57084072,4,4,95846400,0
diagonal,29,4,1,3,7.280396466677593,2341899877.4894614,44183311.57084072,4,4,143769600,0
diagonal,29,6,0,1,0.05438750195163599,123746.56044936465,41834531.78894504,4,4,47923200,0
diagonal,29,6,0,2,0.09875693480439073,408009.35098323016,41834531.78894504,4,4,95846400,0
diagonal,29,6,0,3,0.15763368681983264,1039520.3104001323,41834531.78894504,4,4,143769600,0
diagonal,29,6,1,1,0.0694946800426279,200517.45401830855,41519208.1613317,4,4,47923200,0
diagonal,29,6,1,2,0.10713259811414438,476532.29314302787,41519208.1613317,4,4,95846400,0
diagonal,29,6,1,3,0.17404676317638731,1257711.3034655007,41519208.1613317,4,4,143769600,0
dplr16,20,4,0,1,0.28043405362385737,164315.98027948453,2089384.1831560656,4,4,407347200,0
dplr16,20,4,1,1,0.3117283914117129,189941.702866982,1954643.727781761,4,4,407347200,0
dplr16,20,6,0,1,0.2053712519134953,97388.8052062008,2309030.8574949875,4,4,407347200,0
dplr16,20,6,1,1,0.25134957986893974,142266.88539622322,2251891.6806094116,4,4,407347200,0
dplr16,21,4,0,1,0.2580762312392601,1055565.3236159997,15848534.10799962,4,4,407347200,0
dplr16,21,4,1,1,0.26170608539131274,1078382.502955786,15745091.54641192,4,4,407347200,0
dplr16,21,6,0,1,0.18617734260336619,521844.27384823735,15055225.613218475,4,4,407347200,0
dplr16,21,6,1,1,0.2149746332609701,689297.8760342543,14915317.646595946,4,4,407347200,0
dplr16,22,4,0,1,0.4543147779879804,228891.62690070947,1108960.75809291,4,4,407347200,0
dplr16,22,4,1,1,0.484147713769446,253767.50701863205,1082630.4615104347,4,4,407347200,0
dplr16,22,6,0,1,0.3330009844173343,131277.35907251103,1183855.773877834,4,4,407347200,0
dplr16,22,6,1,1,0.39420874957219154,185970.10583832,1196714.6828795476,4,4,407347200,0
dplr16,23,4,0,1,0.4369069786791283,237369.4097155087,1243502.8540050033,4,4,407347200,0
dplr16,23,4,1,1,0.49781859692637814,272605.8367272756,1100000.588067871,4,4,407347200,0
dplr16,23,6,0,1,0.3682362943874579,140324.0188160984,1034853.4005636317,4,4,407347200,0
dplr16,23,6,1,1,0.466068300923584,224266.3114509353,1032440.2049456197,4,4,407347200,0
dplr16,24,4,0,1,0.19903983359242436,181866.4590972988,4590633.39229573,4,4,407347200,0
dplr16,24,4,1,1,0.23555771763984384,221825.64540725082,3997763.314450399,4,4,407347200,0
dplr16,24,6,0,1,0.1671351134856989,103259.79591532351,3696543.8400848024,4,4,407347200,0
dplr16,24,6,1,1,0.20544510243661168,148316.92230774803,3513978.6589356894,4,4,407347200,0
dplr16,25,4,0,1,0.14469282523811228,91591.31393933774,4374821.079096621,4,4,407347200,0
dplr16,25,4,1,1,0.17871654261475992,143867.34018937006,4504355.986275547,4,4,407347200,0
dplr16,25,6,0,1,0.10948769540511918,56354.26350222879,4701063.845769359,4,4,407347200,0
dplr16,25,6,1,1,0.1440733002058579,96838.62141045628,4665321.6272079125,4,4,407347200,0
dplr16,26,4,0,1,0.20482331387078398,100763.45028234947,2401840.9950494375,4,4,407347200,0
dplr16,26,4,1,1,0.26672521749613876,168083.04533503906,2362630.2064363915,4,4,407347200,0
dplr16,26,6,0,1,0.15740624922672247,59446.27137532819,2399278.5918027544,4,4,407347200,0
dplr16,26,6,1,1,0.21933855675606465,113043.64568463175,2349720.425898402,4,4,407347200,0
dplr16,27,4,0,1,0.15878382608447755,159900.31092979462,6342153.996319756,4,4,407347200,0
dplr16,27,4,1,1,0.21592634929937543,289955.96179623704,6219002.887411921,4,4,407347200,0
dplr16,27,6,0,1,0.11737189956393501,83552.50615180747,6065005.714643393,4,4,407347200,0
dplr16,27,6,1,1,0.17175130345609832,176872.3872215384,5995976.94220104,4,4,407347200,0
dplr16,28,4,0,1,0.18139235033615295,239927.79647138953,7291932.322600366,4,4,407347200,0
dplr16,28,4,1,1,0.220038532716042,373287.77447059687,7709856.344481888,4,4,407347200,0
dplr16,28,6,0,1,0.12123323850460284,102337.40908498483,6962913.569450749,4,4,407347200,0
dplr16,28,6,1,1,0.1658414772745615,194896.69602407014,7086277.598869856,4,4,407347200,0
dplr16,29,4,0,1,0.05756441051570723,149118.00927659386,45000980.23464198,4,4,407347200,0
dplr16,29,4,1,1,0.07426342339565302,243673.43998406347,44183311.57084072,4,4,407347200,0
dplr16,29,6,0,1,0.0417434096880467,72897.1842149893,41834531.78894504,4,4,407347200,0
dplr16,29,6,1,1,0.058620345235256416,142674.31820003694,41519208.1613317,4,4,407347200,0
dplr8,20,4,0,1,0.28756668719568707,172780.78840470078,2089384.1831560656,4,4,215654400,0
dplr8,20,4,1,1,0.318101596561081,197787.71261520457,1954643.727781761,4,4,215654400,0
dplr8,20,6,0,1,0.20943161080740294,101277.78694792045,2309030.8574949875,4,4,215654400,0
dplr8,20,6,1,1,0.2565292234139463,148190.7818315959,2251891.6806094116,4,4,215654400,0
dplr8,21,4,0,1,0.2592223553174007,1064961.735101092,15848534.10799962,4,4,215654400,0
dplr8,21,4,1,1,0.2628098962113198,1087498.382174219,15745091.54641192,4,4,215654400,0
dplr8,21,6,0,1,0.18704303489998272,526708.5269990064,15055225.613218475,4,4,215654400,0
dplr8,21,6,1,1,0.21601919478747694,696012.7456392052,14915317.646595946,4,4,215654400,0
dplr8,22,4,0,1,0.4630241110103087,237751.56893641755,1108960.75809291,4,4,215654400,0
dplr8,22,4,1,1,0.4911223509511877,261131.72706925927,1082630.4615104347,4,4,215654400,0
dplr8,22,6,0,1,0.3381757944834759,135389.14156887593,1183855.773877834,4,4,215654400,0
dplr8,22,6,1,1,0.39980653276344497,191289.17398713232,1196714.6828795476,4,4,215654400,0
dplr8,23,4,0,1,0.4424993253665607,243484.88827346583,1243502.8540050033,4,4,215654400,0
dplr8,23,4,1,1,0.5027796270564813,278066.2373774806,1100000.588067871,4,4,215654400,0
dplr8,23,6,0,1,0.372270066267351,143415.16083383505,1034853.4005636317,4,4,215654400,0
dplr8,23,6,1,1,0.4700393234844254,228104.2060665275,1032440.2049456197,4,4,215654400,0
dplr8,24,4,0,1,0.20203871360870668,187388.01069330247,4590633.39229573,4,4,215654400,0
dplr8,24,4,1,1,0.23802262487957931,226492.3609129864,3997763.314450399,4,4,215654400,0
dplr8,24,6,0,1,0.16898279411157197,105555.49212653842,3696543.8400848024,4,4,215654400,0
dplr8,24,6,1,1,0.20761457285549614,151465.87148776336,3513978.6589356894,4,4,215654400,0
dplr8,25,4,0,1,0.1490513505495176,97192.35985390056,4374821.079096621,4,4,215654400,0
dplr8,25,4,1,1,0.1822844393407781,149669.01475888037,4504355.986275547,4,4,215654400,0
dplr8,25,6,0,1,0.11216490836940272,59143.92755489341,4701063.845769359,4,4,215654400,0
dplr8,25,6,1,1,0.1475800904028899,101610.1595866966,4665321.6272079125,4,4,215654400,0
dplr8,26,4,0,1,0.21302777166717635,108997.54148969187,2401840.9950494375,4,4,215654400,0
dplr8,26,4,1,1,0.2743746203058151,177862.18586007808,2362630.2064363915,4,4,215654400,0
dplr8,26,6,0,1,0.16191171277553737,62898.05455495314,2399278.5918027544,4,4,215654400,0
dplr8,26,6,1,1,0.22668625968373896,120744.28539470259,2349720.425898402,4,4,215654400,0
dplr8,27,4,0,1,0.16497237998731892,172607.3411646581,6342153.996319756,4,4,215654400,0
dplr8,27,4,1,1,0.22337595895609766,310308.4616796703,6219002.887411921,4,4,215654400,0
dplr8,27,6,0,1,0.12237929070642088,90833.71525088456,6065005.714643393,4,4,215654400,0
dplr8,27,6,1,1,0.17844841116388882,190934.90309095444,5995976.94220104,4,4,215654400,0
dplr8,28,4,0,1,0.1899248780178293,263030.63992075116,7291932.322600366,4,4,215654400,0
dplr8,28,4,1,1,0.2275882583267217,399342.92133946926,7709856.344481888,4,4,215654400,0
dplr8,28,6,0,1,0.12761068893878336,113387.48198931733,6962913.569450749,4,4,215654400,0
dplr8,28,6,1,1,0.17193223322833434,209475.27535786416,7086277.598869856,4,4,215654400,0
dplr8,29,4,0,1,0.061137028719689616,168201.79648883178,45000980.23464198,4,4,215654400,0
dplr8,29,4,1,1,0.07626322687642079,256973.66475802922,44183311.57084072,4,4,215654400,0
dplr8,29,6,0,1,0.04429668159937738,82087.5509681202,41834531.78894504,4,4,215654400,0
dplr8,29,6,1,1,0.06091464512902851,154060.9243226316,41519208.1613317,4,4,215654400,0
online_ar2,20,4,0,1,0.4024601996304025,338426.3572306668,2089384.1831560656,4,4,35942400,0
online_ar2,20,4,0,2,0.5835873405117309,711590.3132524899,2089384.1831560656,4,4,71884800,0
online_ar2,20,4,1,1,0.4285335331182961,358952.70732587826,1954643.727781761,4,4,35942400,0
online_ar2,20,4,1,2,0.5830044075244692,664371.947283295,1954643.727781761,4,4,71884800,0
online_ar2,20,6,0,1,0.277199499234488,177424.9206022506,2309030.8574949875,4,4,35942400,0
online_ar2,20,6,0,2,0.43667065704291014,440288.919571869,2309030.8574949875,4,4,71884800,0
online_ar2,20,6,1,1,0.3245656542625149,237220.7188884526,2251891.6806094116,4,4,35942400,0
online_ar2,20,6,1,2,0.48289876225511513,525121.3561208453,2251891.6806094116,4,4,71884800,0
online_ar2,21,4,0,1,0.619376277621657,6079925.170784029,15848534.10799962,4,4,35942400,0
online_ar2,21,4,0,2,0.7981315927525449,10095738.729908556,15848534.10799962,4,4,71884800,0
online_ar2,21,4,1,1,0.6474526011725995,6600261.61598384,15745091.54641192,4,4,35942400,0
online_ar2,21,4,1,2,0.8260658356424948,10744210.591900488,15745091.54641192,4,4,71884800,0
