sample_id,split,block,target_step,branch,horizon,method,relative_l2,error_sq,target_sq,output_relative_l2,output_target_sq,effective_secants,selected_shifts,fit_and_predict_ms,input_drift_relative_l2,residual_drift_relative_l2,adaln_drift_relative_l2,qk_sketch_drift_relative_l2,predictor_macs,observable_macs,qk_projection_macs,routing_macs,total_runtime_macs
p00_seed2026082001,calibration,20,4,0,1,broyden4,0.29556875069234684,45104.959816755385,516306.1145871001,0.08833350441257129,5780606.13644691,3,[],3.3584260381758213,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,179712000,0,0,0,179712000
p00_seed2026082001,calibration,20,4,0,2,broyden4,0.5341607065365129,147316.41572926863,516306.1145871001,0.1596389571540961,5780606.13644691,2,[],4.479977302253246,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,263577600,0,0,0,263577600
p00_seed2026082001,calibration,20,4,0,3,broyden4,1.0338953983159922,551900.1004773013,516306.1145871001,0.3089893756202408,5780606.13644691,1,[],3.519674763083458,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,251596800,0,0,0,251596800
p00_seed2026082001,calibration,20,4,0,1,transport2_history,0.3028546028736627,47356.06691723077,516306.1145871001,0.09051094994529443,5780606.13644691,0,"[[0, 0, 1], [0, -1, 0]]",35.69235512986779,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,119808000,9360000,0,9360000,129168000
p00_seed2026082001,calibration,20,4,0,2,transport2_history,0.5079164312446823,133196.1873482428,516306.1145871001,0.1517956083499166,5780606.13644691,0,"[[0, 0, 1], [0, -1, 0]]",26.173465885221958,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,239616000,18720000,0,18720000,258336000
p00_seed2026082001,calibration,20,4,0,3,transport2_history,0.9979216788841,514162.2449289368,516306.1145871001,0.29823829081601105,5780606.13644691,0,"[[0, -1, 0], [0, -1, -1]]",25.93467989936471,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,359424000,28080000,0,28080000,387504000
p00_seed2026082001,calibration,20,4,0,1,transport4_history,0.30587013773596755,48303.81425981509,516306.1145871001,0.09141217093513762,5780606.13644691,0,"[[0, 0, 1], [0, -1, 0], [0, 1, 0], [0, 0, -1]]",37.67889691516757,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,191692800,9360000,0,9360000,201052800
p00_seed2026082001,calibration,20,4,0,2,transport4_history,0.5006426663029754,129408.55443337985,516306.1145871001,0.1496217752025719,5780606.13644691,0,"[[0, 0, 1], [0, -1, 0], [0, 1, 0], [0, 0, -1]]",29.634518083184958,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,383385600,18720000,0,18720000,402105600
p00_seed2026082001,calibration,20,4,0,3,transport4_history,0.9936059854435138,509724.6853233951,516306.1145871001,0.2969485051919072,5780606.13644691,0,"[[0, -1, 0], [0, -1, -1], [0, 0, 1], [0, -1, 1]]",25.455794297158718,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,575078400,28080000,0,28080000,603158400
p00_seed2026082001,calibration,20,4,0,1,transport2_qk,0.30678948616689367,48594.62247272744,516306.1145871001,0.09168692687090443,5780606.13644691,0,"[[-1, 0, 0], [1, 0, 0]]",29.104432091116905,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,119808000,201052800,191692800,9360000,320860800
p00_seed2026082001,calibration,20,4,0,2,transport2_qk,0.5217865467958545,140570.1225401946,516306.1145871001,0.15594082299244025,5780606.13644691,0,"[[-1, 0, 0], [1, 0, 0]]",26.783459819853306,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,239616000,402105600,383385600,18720000,641721600
p00_seed2026082001,calibration,20,4,0,3,transport2_qk,0.9713937497044617,487189.4530589309,516306.1145871001,0.29031016937639015,5780606.13644691,0,"[[-1, 0, 0], [1, 0, 0]]",20.685395691543818,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,359424000,603158400,575078400,28080000,962582400
p00_seed2026082001,calibration,20,4,0,1,transport4_qk,0.3102118291740515,49684.849371943885,516306.1145871001,0.09270972630560777,5780606.13644691,0,"[[-1, 0, 0], [1, 0, 0], [0, 1, 0], [0, -1, 0]]",34.58587173372507,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,191692800,201052800,191692800,9360000,392745600
p00_seed2026082001,calibration,20,4,0,2,transport4_qk,0.5244333937719513,141999.8692162261,516306.1145871001,0.1567318581356845,5780606.13644691,0,"[[-1, 0, 0], [1, 0, 0], [0, 1, 0], [0, -1, 0]]",45.34128401428461,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,383385600,402105600,383385600,18720000,785491200
p00_seed2026082001,calibration,20,4,0,3,transport4_qk,0.9647509348533592,480549.007438408,516306.1145871001,0.2883249016050603,5780606.13644691,0,"[[-1, 0, 0], [1, 0, 0], [0, 1, 0], [0, -1, 0]]",23.059485014528036,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,575078400,603158400,575078400,28080000,1178236800
p00_seed2026082001,calibration,20,4,0,1,dplr8,0.2132063869578227,23469.7081744323,516306.1145871001,0.06371873643276481,5780606.13644691,0,[],22.768075112253428,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,215654400,0,0,0,215654400
p00_seed2026082001,calibration,20,4,0,1,dplr16,0.20753505947136702,22237.717869885033,516306.1145871001,0.06202380680851836,5780606.13644691,0,[],5.755966994911432,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,407347200,0,0,0,407347200
p00_seed2026082001,calibration,20,4,0,1,oracle_transport75_token_ls,0.22899875575746115,27075.31473206731,516306.1145871001,0.06843843455978313,5780606.13644691,0,target-visible 75-shift per-token selection,193.79097316414118,0.10116600168278733,0.3126320225854006,0.027704170912119422,0.16550238661415106,0,0,0,0,0
p00_seed2026082001,calibration,20,6,0,1,taylor1,0.3550646985415244,70808.44541718633,561655.5673553521,0.11589419852529728,5271833.272813346,0,[],1.2096473947167397,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,35942400,0,0,0,35942400
p00_seed2026082001,calibration,20,6,0,2,taylor1,0.7015056687814633,276396.4354540887,561655.5673553521,0.2289735858797924,5271833.272813346,0,[],1.291576772928238,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,71884800,0,0,0,71884800
p00_seed2026082001,calibration,20,6,0,3,taylor1,1.3154172022744983,971845.2182884437,561655.5673553521,0.4293561793391384,5271833.272813346,0,[],1.384098082780838,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,107827200,0,0,0,107827200
p00_seed2026082001,calibration,20,6,0,1,online_ar2,0.2693732687742932,40754.82764967224,561655.5673553521,0.08792425497936454,5271833.272813346,0,[],5.4209185764193535,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,35942400,0,0,0,35942400
p00_seed2026082001,calibration,20,6,0,2,online_ar2,0.430448936665253,104067.07469097615,561655.5673553521,0.14049984334066873,5271833.272813346,0,[],4.491562955081463,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,71884800,0,0,0,71884800
p00_seed2026082001,calibration,20,6,0,1,diagonal,0.25345845672957384,36081.421616986634,561655.5673553521,0.08272961187860078,5271833.272813346,0,[],2.6440792717039585,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,47923200,0,0,0,47923200
p00_seed2026082001,calibration,20,6,0,2,diagonal,0.4099552748430606,94393.703486552,561655.5673553521,0.1338106497331727,5271833.272813346,0,[],2.5578606873750687,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,95846400,0,0,0,95846400
p00_seed2026082001,calibration,20,6,0,3,diagonal,0.5273699262182839,156207.1066865097,561655.5673553521,0.17213514938676838,5271833.272813346,0,[],2.469814382493496,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,143769600,0,0,0,143769600
p00_seed2026082001,calibration,20,6,0,1,broyden2,0.24529824717384452,33795.506361503474,561655.5673553521,0.08006609463753346,5271833.272813346,2,[],3.4869019873440266,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,131788800,0,0,0,131788800
p00_seed2026082001,calibration,20,6,0,2,broyden2,0.40492250957107223,92090.30423410473,561655.5673553521,0.1321679398271784,5271833.272813346,2,[],4.784929100424051,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,263577600,0,0,0,263577600
p00_seed2026082001,calibration,20,6,0,3,broyden2,0.5214180644351694,152701.1171861312,561655.5673553521,0.17019244358154245,5271833.272813346,2,[],6.044432986527681,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,395366400,0,0,0,395366400
p00_seed2026082001,calibration,20,6,0,1,broyden4,0.24543693896231264,33833.73316772745,561655.5673553521,0.08011136405950803,5271833.272813346,4,[],3.6783963441848755,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,227635200,0,0,0,227635200
p00_seed2026082001,calibration,20,6,0,2,broyden4,0.4049979800401724,92124.63547519007,561655.5673553521,0.13219257361804698,5271833.272813346,4,[],4.952562041580677,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,455270400,0,0,0,455270400
p00_seed2026082001,calibration,20,6,0,3,broyden4,0.5214108116214757,152696.86913595168,561655.5673553521,0.17019007624107318,5271833.272813346,3,[],6.220242008566856,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,539136000,0,0,0,539136000
p00_seed2026082001,calibration,20,6,0,1,transport2_history,0.25055371844012353,35259.144687936736,561655.5673553521,0.08178149645804675,5271833.272813346,0,"[[0, 0, 1], [0, -1, 0]]",46.71671986579895,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,119808000,9360000,0,9360000,129168000
p00_seed2026082001,calibration,20,6,0,2,transport2_history,0.4011733575354195,90392.88228002904,561655.5673553521,0.13094420518922018,5271833.272813346,0,"[[0, 0, 1], [0, -1, 0]]",40.12688109651208,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,239616000,18720000,0,18720000,258336000
p00_seed2026082001,calibration,20,6,0,3,transport2_history,0.5079662646128674,144923.83214251057,561655.5673553521,0.16580173516830912,5271833.272813346,0,"[[0, 0, 1], [0, -1, 0]]",33.52732490748167,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,359424000,28080000,0,28080000,387504000
p00_seed2026082001,calibration,20,6,0,1,transport4_history,0.2517921273297732,35608.55598642232,561655.5673553521,0.08218571688970919,5271833.272813346,0,"[[0, 0, 1], [0, -1, 0], [0, 0, -1], [0, 1, 0]]",56.23164400458336,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,191692800,9360000,0,9360000,201052800
p00_seed2026082001,calibration,20,6,0,2,transport4_history,0.4055114973511891,92358.40250248562,561655.5673553521,0.13236018723166051,5271833.272813346,0,"[[0, 0, 1], [0, -1, 0], [0, 0, -1], [0, 1, 0]]",47.315264120697975,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,383385600,18720000,0,18720000,402105600
p00_seed2026082001,calibration,20,6,0,3,transport4_history,0.5305032878371161,158068.8260173541,561655.5673553521,0.17315788815802927,5271833.272813346,0,"[[0, 0, 1], [0, -1, 0], [0, 1, 0], [0, 0, -1]]",39.175208657979965,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,575078400,28080000,0,28080000,603158400
p00_seed2026082001,calibration,20,6,0,1,transport2_qk,0.25345267427548,36079.77529761056,561655.5673553521,0.08272772446798106,5271833.272813346,0,"[[-1, 0, 0], [1, 0, 0]]",29.286851175129414,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,119808000,201052800,191692800,9360000,320860800
p00_seed2026082001,calibration,20,6,0,2,transport2_qk,0.4198306218035699,98996.14714091434,561655.5673553521,0.13703399304454275,5271833.272813346,0,"[[-1, 0, 0], [1, 0, 0]]",27.127271983772516,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,239616000,402105600,383385600,18720000,641721600
p00_seed2026082001,calibration,20,6,0,3,transport2_qk,0.5730627152254862,184448.1800947817,561655.5673553521,0.18704941482100418,5271833.272813346,0,"[[-1, 0, 0], [1, 0, 0]]",25.12726467102766,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,359424000,603158400,575078400,28080000,962582400
p00_seed2026082001,calibration,20,6,0,1,transport4_qk,0.25405050039031063,36250.180839170906,561655.5673553521,0.08292285673182025,5271833.272813346,0,"[[-1, 0, 0], [1, 0, 0], [0, -1, 0], [0, 1, 0]]",38.46984915435314,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,191692800,201052800,191692800,9360000,392745600
p00_seed2026082001,calibration,20,6,0,2,transport4_qk,0.42476241533002645,101335.64391732006,561655.5673553521,0.1386437454654078,5271833.272813346,0,"[[-1, 0, 0], [1, 0, 0], [0, -1, 0], [0, 1, 0]]",34.364182967692614,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,383385600,402105600,383385600,18720000,785491200
p00_seed2026082001,calibration,20,6,0,3,transport4_qk,0.6002815028548089,202385.77793043613,561655.5673553521,0.19593370996520793,5271833.272813346,0,"[[-1, 0, 0], [1, 0, 0], [0, -1, 0], [0, 1, 0]]",30.8515802025795,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,575078400,603158400,575078400,28080000,1178236800
p00_seed2026082001,calibration,20,6,0,1,dplr8,0.18414688719926184,19045.783011450505,561655.5673553521,0.06010610457910928,5271833.272813346,0,[],7.4866400100290775,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,215654400,0,0,0,215654400
p00_seed2026082001,calibration,20,6,0,1,dplr16,0.17997019707078135,18191.61484798118,561655.5673553521,0.05874282020610041,5271833.272813346,0,[],7.62436306104064,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,407347200,0,0,0,407347200
p00_seed2026082001,calibration,20,6,0,1,oracle_transport75_token_ls,0.18733349046246311,19710.64873368576,561655.5673553521,0.061146221585175485,5271833.272813346,0,target-visible 75-shift per-token selection,126.48674286901951,0.08672748789477813,0.266385257769835,0.023274840047061488,0.1513928488177409,0,0,0,0,0
p00_seed2026082001,calibration,20,4,1,1,taylor1,0.5481548970224048,152517.30655365222,507589.38402000815,0.16261700564166942,5767494.7420511795,0,[],1.2081470340490341,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,35942400,0,0,0,35942400
p00_seed2026082001,calibration,20,4,1,2,taylor1,1.2819256414232043,834138.5629362329,507589.38402000815,0.38029927379267275,5767494.7420511795,0,[],1.2869960628449917,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,71884800,0,0,0,71884800
p00_seed2026082001,calibration,20,4,1,3,taylor1,2.034493783519374,2100996.189956502,507589.38402000815,0.6035580250576303,5767494.7420511795,0,[],1.3841157779097557,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,107827200,0,0,0,107827200
p00_seed2026082001,calibration,20,4,1,1,online_ar2,0.3526321270329059,63118.44398627243,507589.38402000815,0.10461273063989451,5767494.7420511795,0,[],3.3234888687729836,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,35942400,0,0,0,35942400
p00_seed2026082001,calibration,20,4,1,2,online_ar2,0.5922568927633276,178046.22828975107,507589.38402000815,0.17570041423505717,5767494.7420511795,0,[],2.3906859569251537,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,71884800,0,0,0,71884800
p00_seed2026082001,calibration,20,4,1,1,diagonal,0.317338944482735,51116.28421420787,507589.38402000815,0.09414256664601334,5767494.7420511795,0,[],2.232458908110857,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,47923200,0,0,0,47923200
p00_seed2026082001,calibration,20,4,1,2,diagonal,0.5857851560192507,174176.3779862621,507589.38402000815,0.17378049259185066,5767494.7420511795,0,[],2.0613702945411205,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,95846400,0,0,0,95846400
p00_seed2026082001,calibration,20,4,1,3,diagonal,0.9947592780247858,502283.0553686789,507589.38402000815,0.29510778067544613,5767494.7420511795,0,[],1.9340068101882935,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,143769600,0,0,0,143769600
p00_seed2026082001,calibration,20,4,1,1,broyden2,0.30826563004812374,48235.05103221975,507589.38402000815,0.09145085444455962,5767494.7420511795,2,[],3.224506974220276,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,131788800,0,0,0,131788800
p00_seed2026082001,calibration,20,4,1,2,broyden2,0.5871516254956869,174989.93327157584,507589.38402000815,0.17418587285163828,5767494.7420511795,2,[],4.489625338464975,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,263577600,0,0,0,263577600
p00_seed2026082001,calibration,20,4,1,3,broyden2,0.9289653709060854,438037.79144698515,507589.38402000815,0.2755891952842955,5767494.7420511795,1,[],3.5227551124989986,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,251596800,0,0,0,251596800
p00_seed2026082001,calibration,20,4,1,1,broyden4,0.3079962148618764,48150.77581465441,507589.38402000815,0.09137092906014743,5767494.7420511795,3,[],3.2974909991025925,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,179712000,0,0,0,179712000
p00_seed2026082001,calibration,20,4,1,2,broyden4,0.5871516254956869,174989.93327157584,507589.38402000815,0.17418587285163828,5767494.7420511795,2,[],4.467349033802748,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,263577600,0,0,0,263577600
p00_seed2026082001,calibration,20,4,1,3,broyden4,0.9289653709060854,438037.79144698515,507589.38402000815,0.2755891952842955,5767494.7420511795,1,[],3.5315491259098053,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,251596800,0,0,0,251596800
p00_seed2026082001,calibration,20,4,1,1,transport2_history,0.3135380035425128,49899.12242279481,507589.38402000815,0.09301496998003939,5767494.7420511795,0,"[[0, -1, 0], [0, 0, 1]]",31.912820879369974,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,119808000,9360000,0,9360000,129168000
p00_seed2026082001,calibration,20,4,1,2,transport2_history,0.5392214445977239,147586.57068115333,507589.38402000815,0.15996678525463065,5767494.7420511795,0,"[[0, -1, 0], [0, 0, 1]]",31.857462134212255,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,239616000,18720000,0,18720000,258336000
p00_seed2026082001,calibration,20,4,1,3,transport2_history,1.0709442411756107,582165.2120717621,507589.38402000815,0.3177090027931456,5767494.7420511795,0,"[[0, -1, 0], [0, 0, 1]]",21.21348585933447,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,359424000,28080000,0,28080000,387504000
p00_seed2026082001,calibration,20,4,1,1,transport4_history,0.31545386913013257,50510.800057250206,507589.38402000815,0.09358333546717268,5767494.7420511795,0,"[[0, -1, 0], [0, 0, 1], [0, 0, -1], [0, 1, 0]]",38.54380873963237,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,191692800,9360000,0,9360000,201052800
p00_seed2026082001,calibration,20,4,1,2,transport4_history,0.5315872148558045,143437.12933190595,507589.38402000815,0.15770199552502112,5767494.7420511795,0,"[[0, -1, 0], [0, 0, 1], [0, 0, -1], [0, 1, 0]]",29.566893819719553,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,383385600,18720000,0,18720000,402105600
p00_seed2026082001,calibration,20,4,1,3,transport4_history,1.131348877410495,649689.1754287814,507589.38402000815,0.3356287935762783,5767494.7420511795,0,"[[0, -1, 0], [0, 0, 1], [0, -1, 1], [0, 0, -1]]",21.474883891642094,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,575078400,28080000,0,28080000,603158400
p00_seed2026082001,calibration,20,4,1,1,transport2_qk,0.3149882197082689,50361.78958268145,507589.38402000815,0.09344519474258269,5767494.7420511795,0,"[[-1, 0, 0], [1, 0, 0]]",24.780993815511465,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,119808000,201052800,191692800,9360000,320860800
p00_seed2026082001,calibration,20,4,1,2,transport2_qk,0.5429700043072428,149645.68785781672,507589.38402000815,0.16107884237341624,5767494.7420511795,0,"[[-1, 0, 0], [1, 0, 0]]",22.354834247380495,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,239616000,402105600,383385600,18720000,641721600
p00_seed2026082001,calibration,20,4,1,3,transport2_qk,1.0517756465171184,561511.6248469696,507589.38402000815,0.31202239945774657,5767494.7420511795,0,"[[-1, 0, 0], [1, 0, 0]]",20.660010632127523,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,359424000,603158400,575078400,28080000,962582400
p00_seed2026082001,calibration,20,4,1,1,transport4_qk,0.316516119795293,50851.55016129201,507589.38402000815,0.09389846541191567,5767494.7420511795,0,"[[-1, 0, 0], [1, 0, 0], [0, 1, 0], [0, -1, 0]]",29.21333536505699,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,191692800,201052800,191692800,9360000,392745600
p00_seed2026082001,calibration,20,4,1,2,transport4_qk,0.5402080659980529,148127.14741364986,507589.38402000815,0.16025947883211217,5767494.7420511795,0,"[[-1, 0, 0], [1, 0, 0], [0, 1, 0], [0, -1, 0]]",25.95760626718402,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,383385600,402105600,383385600,18720000,785491200
p00_seed2026082001,calibration,20,4,1,3,transport4_qk,1.1280380892017146,645892.2283028461,507589.38402000815,0.33464660684812875,5767494.7420511795,0,"[[-1, 0, 0], [1, 0, 0], [0, 1, 0], [0, -1, 0]]",23.050892166793346,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,575078400,603158400,575078400,28080000,1178236800
p00_seed2026082001,calibration,20,4,1,1,dplr8,0.28123529257815366,40146.91424539348,507589.38402000815,0.08343196678209897,5767494.7420511795,0,[],5.522987339645624,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,215654400,0,0,0,215654400
p00_seed2026082001,calibration,20,4,1,1,dplr16,0.27528463357584826,38465.9506293029,507589.38402000815,0.08166662936779144,5767494.7420511795,0,[],5.628352984786034,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,407347200,0,0,0,407347200
p00_seed2026082001,calibration,20,4,1,1,oracle_transport75_token_ls,0.27013883062107147,37041.32911100032,507589.38402000815,0.08014006256582842,5767494.7420511795,0,target-visible 75-shift per-token selection,129.50288597494364,0.1103245927250648,0.32686516802888477,0.027704170912119422,0.19236554767066436,0,0,0,0,0
p00_seed2026082001,calibration,20,6,1,1,taylor1,0.3707346792480186,74739.21203455151,543778.5714569469,0.11862533794571392,5311211.420366664,0,[],1.2119528837502003,0.08862348920119792,0.27108889540638786,0.023274840047061488,0.16195206026419018,35942400,0,0,0,35942400
p00_seed2026082001,calibration,20,6,1,2,taylor1,0.7502288669336517,306062.1543290464,543778.5714569469,0.2400534880015817,5311211.420366664,0,[],1.2846169993281364,0.08862348920119792,0.27108889540638786,0.023274840047061488,0.16195206026419018,71884800,0,0,0,71884800
p00_seed2026082001,calibration,20,6,1,3,taylor1,1.4515763062787732,1145781.5662091107,543778.5714569469,0.4644662059551066,5311211.420366664,0,[],1.3850079849362373,0.08862348920119792,0.27108889540638786,0.023274840047061488,0.16195206026419018,107827200,0,0,0,107827200
p00_seed2026082001,calibration,20,6,1,1,online_ar2,0.2794432018383857,42462.85463774632,543778.5714569469,0.08941446837924326,5311211.420366664,0,[],5.410319194197655,0.08862348920119792,0.27108889540638786,0.023274840047061488,0.16195206026419018,35942400,0,0,0,35942400
p00_seed2026082001,calibration,20,6,1,2,online_ar2,0.4224019774016914,97022.8381587303,543778.5714569469,0.13515751323790207,5311211.420366664,0,[],4.510749131441116,0.08862348920119792,0.27108889540638786,0.023274840047061488,0.16195206026419018,71884800,0,0,0,71884800
p00_seed2026082001,calibration,20,6,1,1,diagonal,0.2585822403693495,36359.63184901359,543778.5714569469,0.08273950986401511,5311211.420366664,0,[],2.6407032273709774,0.08862348920119792,0.27108889540638786,0.023274840047061488,0.16195206026419018,47923200,0,0,0,47923200
