method,selection_complete,step4_passing_layers,step6_passing_layers,step4_oracle_recovery,step6_oracle_recovery,maximum_branch_harm_ratio,maximum_open_loop_risk_ratio,coverage_pass,recovery_pass,branch_pass,open_loop_pass,missing_registered_metrics,aggregate_h1_residual_risk,aggregate_h1_output_relative_l2,mean_h1_runtime_macs,g024_pass
diagonal,True,2,2,0.4502599598255567,0.5102162573946027,0.7475173724653807,6.769397717277737,False,False,True,False,False,0.23174896708406265,0.10414875515127058,47923200,False
broyden2,True,2,2,0.45392781549379513,0.5752634208016166,0.7485236750888542,1.52955959650223,False,False,True,False,False,0.22744748231721612,0.10221565361728739,131788800,False
broyden4,True,2,2,0.452079289856528,0.5734389339539429,0.7491466674252601,1.52955959650223,False,False,True,False,False,0.22776967026846912,0.10236044595215708,203673600,False
transport2_history,True,2,2,0.44531885185995457,0.5024387268477252,0.7506883102545476,14.116790674924099,False,False,True,False,False,0.23278613491876385,0.10461486181930109,129168000,False
transport4_history,True,2,2,0.44255265077130646,0.5005627812205841,0.7521239508084783,14.187690727483501,False,False,True,False,False,0.2332165643771026,0.10480829824678756,201052800,False
transport2_qk,True,2,2,0.44901560484848224,0.5042930052384414,0.7485713603465891,7.631357515289408,False,False,True,False,False,0.23225056012036516,0.10437417272693772,320860800,False
transport4_qk,True,2,2,0.4455923288595309,0.5012212712002818,0.749884325228961,7.925399699068757,False,False,True,False,False,0.23282869760160307,0.10463398963026561,392745600,False
dplr8,True,3,3,0.8453683184042549,0.8413603307111556,0.5695140402197404,inf,False,True,True,False,True,0.16651062261835922,0.07483042657478023,215654400,False
dplr16,True,3,3,0.862186358528633,0.8591807945816439,0.55936243017883,inf,False,True,True,False,True,0.163503311601362,0.07347893102028505,407347200,False
