weight_file,layer_key,method,trainable_params,stored_params,estimated_bits_fp16,estimated_bits_int8,estimated_bits_int4_delta,bcm_direct_ops,bcm_fft_ops,lowrank_ops,total_ops,activation_memory,extra_latency_proxy,block_size,rank,num_bcm_basis,sparse_ratio,delta_mode,objective,relative_fro_error,spectral_error,activation_error
results/matrix_fit/subsets/qwen3_qproj_only/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_only,131072,131072,2097152,1048576,524288,2097152,4194304,0,2097152,3072,1.0,16,0,1,0.0,horizontal,0.0009407936595380306,0.9785813689231873,0.9399559497833252,0.9794481992721558
results/matrix_fit/subsets/qwen3_qproj_only/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_only,65536,65536,1048576,524288,262144,2097152,2621440,0,2097152,3072,1.0,32,0,1,0.0,horizontal,0.000957921554800123,0.9874476790428162,0.9695174098014832,0.9878696203231812
results/matrix_fit/subsets/qwen3_qproj_only/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_only,32768,32768,524288,262144,131072,2097152,1572864,0,2097152,3072,1.0,64,0,1,0.0,horizontal,0.0009696244378574193,0.993463933467865,0.9847169518470764,0.9935195446014404
results/matrix_fit/subsets/qwen3_qproj_only/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,143360,143360,2293760,1146880,573440,2097152,4194304,12288,2109440,3072,1.005859375,16,4,1,0.0,horizontal,0.000858549028635025,0.9348293542861938,0.3963428735733032,0.9374122619628906
results/matrix_fit/subsets/qwen3_qproj_only/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,155648,155648,2490368,1245184,622592,2097152,4194304,24576,2121728,3072,1.01171875,16,8,1,0.0,horizontal,0.000836295890621841,0.9226334095001221,0.33024364709854126,0.9255087971687317
results/matrix_fit/subsets/qwen3_qproj_only/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,180224,180224,2883584,1441792,720896,2097152,4194304,49152,2146304,3072,1.0234375,16,16,1,0.0,horizontal,0.000804886338301003,0.9051374793052673,0.27737775444984436,0.9088760018348694
results/matrix_fit/subsets/qwen3_qproj_only/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,77824,77824,1245184,622592,311296,2097152,2621440,12288,2109440,3072,1.005859375,32,4,1,0.0,horizontal,0.0008759682532399893,0.9442622661590576,0.4467690885066986,0.9465178847312927
results/matrix_fit/subsets/qwen3_qproj_only/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,90112,90112,1441792,720896,360448,2097152,2621440,24576,2121728,3072,1.01171875,32,8,1,0.0,horizontal,0.0008493514033034444,0.929805338382721,0.330782026052475,0.9329121112823486
results/matrix_fit/subsets/qwen3_qproj_only/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,114688,114688,1835008,917504,458752,2097152,2621440,49152,2146304,3072,1.0234375,32,16,1,0.0,horizontal,0.0008182572782970965,0.9126290082931519,0.29821863770484924,0.9157972931861877
results/matrix_fit/subsets/qwen3_qproj_only/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,45056,45056,720896,360448,180224,2097152,1572864,12288,2109440,3072,1.005859375,64,4,1,0.0,horizontal,0.0008834481122903526,0.9482884407043457,0.41085755825042725,0.9499588012695312
results/matrix_fit/subsets/qwen3_qproj_only/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,57344,57344,917504,458752,229376,2097152,1572864,24576,2121728,3072,1.01171875,64,8,1,0.0,horizontal,0.0008600782603025436,0.9356613159179688,0.3417978882789612,0.9383750557899475
results/matrix_fit/subsets/qwen3_qproj_only/model__layers__0__self_attn__q_proj__weight.pt,model.layers.0.self_attn.q_proj.weight,bcm_plus_lowrank,81920,81920,1310720,655360,327680,2097152,1572864,49152,2146304,3072,1.0234375,64,16,1,0.0,horizontal,0.0008278603199869394,0.9179668426513672,0.28483954071998596,0.9208997488021851
