run_id,step,block,branch,signal,control,requested_density,actual_density,lowpass_retained_energy,channels_sampled,temporal_normalized_difference,height_normalized_difference,width_normalized_difference
p00_seed20260723,0,24,1,ffn_input,original,0.125,0.1249999925494194,0.38686466217041016,32,0.7587684988975525,0.6648634672164917,0.671726405620575
p00_seed20260723,0,24,1,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12520968914031982,32,1.0003684759140015,0.9977461099624634,1.0043741464614868
p00_seed20260723,0,24,1,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.3619542717933655,32,0.6887105703353882,0.6796249151229858,0.6863996982574463
p00_seed20260723,0,24,1,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12955139577388763,32,1.01176917552948,0.9916307926177979,0.996903657913208
p00_seed20260723,0,24,1,ffn_output,original,0.125,0.1249999925494194,0.32390788197517395,32,0.7430582642555237,0.7631735801696777,0.7605579495429993
p00_seed20260723,0,24,1,ffn_output,token_shuffled,0.125,0.1249999925494194,0.1230238825082779,32,0.9832968711853027,0.9801971912384033,1.003130316734314
p00_seed20260723,0,29,1,ffn_input,original,0.125,0.1249999925494194,0.4416458010673523,32,0.8583999872207642,0.3100564181804657,0.29599422216415405
p00_seed20260723,0,29,1,ffn_input,token_shuffled,0.125,0.1249999925494194,0.1280302256345749,32,1.0020815134048462,0.997451663017273,1.0018706321716309
p00_seed20260723,0,29,1,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.6109099984169006,32,0.5042054057121277,0.17233015596866608,0.1556042581796646
p00_seed20260723,0,29,1,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12434932589530945,32,0.9886438250541687,1.0078761577606201,1.005561113357544
p00_seed20260723,0,29,1,ffn_output,original,0.125,0.1249999925494194,0.6280322074890137,32,0.6085938215255737,0.07651710510253906,0.07355128228664398
p00_seed20260723,0,29,1,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12440206855535507,32,1.0001347064971924,1.0153850317001343,0.9975126385688782
p00_seed20260723,5,0,0,ffn_input,original,0.125,0.1249999925494194,0.1539369523525238,32,0.9792385697364807,0.9563926458358765,0.9596708416938782
p00_seed20260723,5,0,0,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12195771187543869,32,1.002730369567871,1.0022704601287842,0.9983596205711365
p00_seed20260723,5,0,0,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.2347651720046997,32,0.8922073245048523,0.8126638531684875,0.8186702132225037
p00_seed20260723,5,0,0,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12554286420345306,32,1.0017821788787842,0.9993771910667419,0.9989113807678223
p00_seed20260723,5,0,0,ffn_output,original,0.125,0.1249999925494194,0.1487690955400467,32,0.9826664924621582,0.9686615467071533,0.9718717932701111
p00_seed20260723,5,0,0,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12408629804849625,32,0.9960849285125732,1.002979040145874,1.0013290643692017
p00_seed20260723,5,12,0,ffn_input,original,0.125,0.1249999925494194,0.49261367321014404,32,0.5812127590179443,0.6173985600471497,0.6193723082542419
p00_seed20260723,5,12,0,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12387409806251526,32,1.006045937538147,1.0004385709762573,1.0069624185562134
p00_seed20260723,5,12,0,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.45654648542404175,32,0.6359258890151978,0.679027259349823,0.6814645528793335
p00_seed20260723,5,12,0,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12461365014314651,32,0.9979994893074036,1.0006858110427856,1.0010665655136108
p00_seed20260723,5,12,0,ffn_output,original,0.125,0.1249999925494194,0.4060980975627899,32,0.6775530576705933,0.7260882258415222,0.7458216547966003
p00_seed20260723,5,12,0,ffn_output,token_shuffled,0.125,0.1249999925494194,0.1267135739326477,32,0.9992232918739319,1.0028733015060425,0.9994599223136902
p00_seed20260723,5,24,0,ffn_input,original,0.125,0.1249999925494194,0.46528366208076477,32,0.6596782207489014,0.5840792655944824,0.5936760902404785
p00_seed20260723,5,24,0,ffn_input,token_shuffled,0.125,0.1249999925494194,0.1238514706492424,32,0.9984754323959351,1.0036499500274658,1.0038771629333496
p00_seed20260723,5,24,0,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.5337451696395874,32,0.5908094644546509,0.49498891830444336,0.5389143824577332
p00_seed20260723,5,24,0,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12553271651268005,32,1.0074331760406494,0.9994319081306458,0.9989092350006104
p00_seed20260723,5,24,0,ffn_output,original,0.125,0.1249999925494194,0.4142128527164459,32,0.644784152507782,0.6546071171760559,0.6798862814903259
p00_seed20260723,5,24,0,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12403836101293564,32,1.0114727020263672,0.9979314804077148,0.9952094554901123
p00_seed20260723,5,29,0,ffn_input,original,0.125,0.1249999925494194,0.5588383078575134,32,0.7303661108016968,0.2427956759929657,0.2385365068912506
p00_seed20260723,5,29,0,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12452942878007889,32,1.004018783569336,0.9992417693138123,1.0019108057022095
p00_seed20260723,5,29,0,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.6837905049324036,32,0.48292890191078186,0.13554127514362335,0.11956463009119034
p00_seed20260723,5,29,0,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12280969321727753,32,0.9991186261177063,0.9996936321258545,1.0060694217681885
p00_seed20260723,5,29,0,ffn_output,original,0.125,0.1249999925494194,0.701309323310852,32,0.4160555899143219,0.11570955812931061,0.10711342096328735
p00_seed20260723,5,29,0,ffn_output,token_shuffled,0.125,0.1249999925494194,0.1246485784649849,32,0.9948136210441589,1.004014253616333,1.0013172626495361
p00_seed20260723,5,0,1,ffn_input,original,0.125,0.1249999925494194,0.1533881425857544,32,0.9793529510498047,0.957026481628418,0.9604282975196838
p00_seed20260723,5,0,1,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12527798116207123,32,0.999238133430481,0.9980214834213257,1.0055580139160156
p00_seed20260723,5,0,1,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.23918983340263367,32,0.8868135213851929,0.8051525950431824,0.8117595911026001
p00_seed20260723,5,0,1,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12517616152763367,32,0.9996253252029419,1.0038793087005615,1.0014417171478271
p00_seed20260723,5,0,1,ffn_output,original,0.125,0.1249999925494194,0.14755934476852417,32,0.9830137491226196,0.9701108932495117,0.9732006788253784
p00_seed20260723,5,0,1,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12432058155536652,32,1.0017520189285278,1.0035977363586426,0.9955520033836365
p00_seed20260723,5,12,1,ffn_input,original,0.125,0.1249999925494194,0.410922646522522,32,0.6675543785095215,0.7006747126579285,0.7040708065032959
p00_seed20260723,5,12,1,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12454550713300705,32,1.0021811723709106,1.0043015480041504,0.9971222877502441
p00_seed20260723,5,12,1,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.3770923912525177,32,0.7220565676689148,0.7643528580665588,0.769008457660675
p00_seed20260723,5,12,1,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12451811879873276,32,1.0005146265029907,0.9996747970581055,0.9974295496940613
p00_seed20260723,5,12,1,ffn_output,original,0.125,0.1249999925494194,0.35619935393333435,32,0.7289265990257263,0.7623911499977112,0.7898042798042297
p00_seed20260723,5,12,1,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12675119936466217,32,1.0005385875701904,0.9984530806541443,0.9947649836540222
p00_seed20260723,5,24,1,ffn_input,original,0.125,0.1249999925494194,0.45827755331993103,32,0.6648685932159424,0.5933077931404114,0.5924209952354431
p00_seed20260723,5,24,1,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12612119317054749,32,1.0021097660064697,0.999237596988678,0.9983420968055725
p00_seed20260723,5,24,1,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.5254029631614685,32,0.5848419070243835,0.49311625957489014,0.5440397262573242
p00_seed20260723,5,24,1,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.1221698746085167,32,1.001373052597046,1.0000758171081543,1.0023903846740723
p00_seed20260723,5,24,1,ffn_output,original,0.125,0.1249999925494194,0.40514737367630005,32,0.6414637565612793,0.6532302498817444,0.681107223033905
p00_seed20260723,5,24,1,ffn_output,token_shuffled,0.125,0.1249999925494194,0.11899559944868088,32,0.9971081614494324,1.0076080560684204,0.9966480731964111
p00_seed20260723,5,29,1,ffn_input,original,0.125,0.1249999925494194,0.5586305260658264,32,0.7350317239761353,0.2289341241121292,0.22665144503116608
p00_seed20260723,5,29,1,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12656815350055695,32,0.9903442859649658,1.0003695487976074,1.0041875839233398
p00_seed20260723,5,29,1,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.6815224885940552,32,0.4875570237636566,0.13248635828495026,0.11766034364700317
p00_seed20260723,5,29,1,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.1259630173444748,32,1.0049909353256226,0.9988158345222473,1.0067235231399536
p00_seed20260723,5,29,1,ffn_output,original,0.125,0.1249999925494194,0.703896701335907,32,0.41136524081230164,0.11238265037536621,0.10454561561346054
p00_seed20260723,5,29,1,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12652915716171265,32,0.9852918982505798,0.9863477349281311,1.013213038444519
p00_seed20260723,10,0,0,ffn_input,original,0.125,0.1249999925494194,0.1630132645368576,32,0.9691678285598755,0.9459661245346069,0.9486793279647827
p00_seed20260723,10,0,0,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12441545724868774,32,0.9934003353118896,1.005497694015503,1.0030522346496582
p00_seed20260723,10,0,0,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.2077796459197998,32,0.9139326810836792,0.8670118451118469,0.8694312572479248
p00_seed20260723,10,0,0,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12433820217847824,32,1.0028375387191772,0.9974234104156494,0.9989824295043945
p00_seed20260723,10,0,0,ffn_output,original,0.125,0.1249999925494194,0.1467452347278595,32,0.9811826348304749,0.9720668792724609,0.9745782613754272
p00_seed20260723,10,0,0,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12414120137691498,32,1.0019177198410034,1.0045911073684692,0.99755859375
p00_seed20260723,10,12,0,ffn_input,original,0.125,0.1249999925494194,0.4943807125091553,32,0.5742275714874268,0.6113514304161072,0.6074119210243225
p00_seed20260723,10,12,0,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12471333146095276,32,0.9973744750022888,0.9999328851699829,1.000903606414795
p00_seed20260723,10,12,0,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.4827044904232025,32,0.6081410646438599,0.6608472466468811,0.6404685378074646
p00_seed20260723,10,12,0,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.1256060004234314,32,0.9949806332588196,0.997979462146759,1.0023072957992554
p00_seed20260723,10,12,0,ffn_output,original,0.125,0.1249999925494194,0.42228788137435913,32,0.6463505029678345,0.7079188227653503,0.7111243009567261
p00_seed20260723,10,12,0,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12298060208559036,32,0.9935109615325928,0.9981112480163574,1.0019398927688599
p00_seed20260723,10,24,0,ffn_input,original,0.125,0.1249999925494194,0.3740958571434021,32,0.7785614728927612,0.6510860919952393,0.6712299585342407
p00_seed20260723,10,24,0,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12437129020690918,32,0.9958394169807434,0.9955757260322571,1.000542402267456
p00_seed20260723,10,24,0,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.45535165071487427,32,0.7229658365249634,0.5629385113716125,0.5999515056610107
p00_seed20260723,10,24,0,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12524650990962982,32,1.0066083669662476,1.0022884607315063,0.9962337613105774
p00_seed20260723,10,24,0,ffn_output,original,0.125,0.1249999925494194,0.4719403088092804,32,0.5896462798118591,0.5601471066474915,0.5587397217750549
p00_seed20260723,10,24,0,ffn_output,token_shuffled,0.125,0.1249999925494194,0.1250103861093521,32,1.0256959199905396,0.99626624584198,0.9944530725479126
p00_seed20260723,10,29,0,ffn_input,original,0.125,0.1249999925494194,0.46466150879859924,32,0.8305419683456421,0.3745756447315216,0.38298168778419495
p00_seed20260723,10,29,0,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12512147426605225,32,1.0006201267242432,0.9996481537818909,0.997036874294281
p00_seed20260723,10,29,0,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.6313393115997314,32,0.6417869329452515,0.20999714732170105,0.20363478362560272
p00_seed20260723,10,29,0,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12665992975234985,32,1.0057176351547241,1.0023506879806519,0.9987892508506775
p00_seed20260723,10,29,0,ffn_output,original,0.125,0.1249999925494194,0.6760213375091553,32,0.4824049472808838,0.17558938264846802,0.16653384268283844
p00_seed20260723,10,29,0,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12625712156295776,32,0.9912782907485962,1.000667691230774,0.9981272220611572
p00_seed20260723,10,0,1,ffn_input,original,0.125,0.1249999925494194,0.162455216050148,32,0.9697214961051941,0.9468415379524231,0.9496825933456421
p00_seed20260723,10,0,1,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12460174411535263,32,1.0024808645248413,0.9972759485244751,0.9991116523742676
p00_seed20260723,10,0,1,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.20987458527088165,32,0.9119426012039185,0.8628112077713013,0.865715742111206
p00_seed20260723,10,0,1,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.1234545037150383,32,0.999383270740509,1.000279188156128,0.9971165657043457
p00_seed20260723,10,0,1,ffn_output,original,0.125,0.1249999925494194,0.14644783735275269,32,0.9810433387756348,0.9724106192588806,0.9748260378837585
p00_seed20260723,10,0,1,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12401964515447617,32,0.9980592727661133,1.0003405809402466,0.9956536889076233
p00_seed20260723,10,12,1,ffn_input,original,0.125,0.1249999925494194,0.45608171820640564,32,0.6097723245620728,0.6506575345993042,0.640957772731781
p00_seed20260723,10,12,1,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12499605119228363,32,1.001290202140808,1.0013347864151,0.9966825246810913
p00_seed20260723,10,12,1,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.44266194105148315,32,0.6442180871963501,0.7053839564323425,0.6821284890174866
p00_seed20260723,10,12,1,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12629055976867676,32,1.0060802698135376,0.9959802627563477,1.0015718936920166
p00_seed20260723,10,12,1,ffn_output,original,0.125,0.1249999925494194,0.37321290373802185,32,0.6888990998268127,0.7515093684196472,0.7574264407157898
p00_seed20260723,10,12,1,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12549926340579987,32,0.9992190599441528,0.9951289296150208,1.0179017782211304
p00_seed20260723,10,24,1,ffn_input,original,0.125,0.1249999925494194,0.36410972476005554,32,0.7897817492485046,0.6604931354522705,0.6761361956596375
p00_seed20260723,10,24,1,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12561152875423431,32,1.0029736757278442,0.9997776746749878,0.998163104057312
p00_seed20260723,10,24,1,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.44632160663604736,32,0.7288057804107666,0.5757880210876465,0.6104377508163452
p00_seed20260723,10,24,1,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12425723671913147,32,0.9978601336479187,0.9978488087654114,1.0015158653259277
p00_seed20260723,10,24,1,ffn_output,original,0.125,0.1249999925494194,0.4400060176849365,32,0.6223339438438416,0.5884525179862976,0.5830550789833069
p00_seed20260723,10,24,1,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12073561549186707,32,0.9821664690971375,0.9959539175033569,1.0015099048614502
p00_seed20260723,10,29,1,ffn_input,original,0.125,0.1249999925494194,0.47176459431648254,32,0.8257867097854614,0.3619067072868347,0.36426645517349243
p00_seed20260723,10,29,1,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12671075761318207,32,0.9948827028274536,0.9983097910881042,0.9966652989387512
p00_seed20260723,10,29,1,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.622658908367157,32,0.6564227342605591,0.20228657126426697,0.1941891461610794
p00_seed20260723,10,29,1,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12462280690670013,32,0.9997907280921936,1.006795048713684,1.0047930479049683
p00_seed20260723,10,29,1,ffn_output,original,0.125,0.1249999925494194,0.6809569597244263,32,0.4813775420188904,0.16897958517074585,0.156973734498024
p00_seed20260723,10,29,1,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12589852511882782,32,0.9953771829605103,1.0015994310379028,0.9998726844787598
p00_seed20260723,15,0,0,ffn_input,original,0.125,0.1249999925494194,0.2174965888261795,32,0.9182315468788147,0.8797020316123962,0.8826519250869751
p00_seed20260723,15,0,0,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12271688878536224,32,1.0035748481750488,1.0000922679901123,1.0040373802185059
p00_seed20260723,15,0,0,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.254087895154953,32,0.8697210550308228,0.8308751583099365,0.8306064605712891
p00_seed20260723,15,0,0,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12474752217531204,32,0.9979128837585449,1.0009011030197144,1.000453233718872
p00_seed20260723,15,0,0,ffn_output,original,0.125,0.1249999925494194,0.1693330556154251,32,0.9595568180084229,0.9442048668861389,0.9482735991477966
p00_seed20260723,15,0,0,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12176866084337234,32,0.9967418909072876,0.9989421963691711,0.9987508058547974
p00_seed20260723,15,12,0,ffn_input,original,0.125,0.1249999925494194,0.4473443627357483,32,0.6129623055458069,0.6269212961196899,0.6441219449043274
p00_seed20260723,15,12,0,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12505212426185608,32,0.9923568367958069,0.9989933371543884,0.9991872310638428
p00_seed20260723,15,12,0,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.47193166613578796,32,0.5927808284759521,0.6436774730682373,0.6135435104370117
p00_seed20260723,15,12,0,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12620073556900024,32,0.9944756627082825,1.004372000694275,0.9955899715423584
p00_seed20260723,15,12,0,ffn_output,original,0.125,0.1249999925494194,0.445569783449173,32,0.5972885489463806,0.6454720497131348,0.638850212097168
p00_seed20260723,15,12,0,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12391430884599686,32,0.9985305070877075,1.0044910907745361,1.00640869140625
p00_seed20260723,15,24,0,ffn_input,original,0.125,0.1249999925494194,0.33158576488494873,32,0.8194453716278076,0.6873515248298645,0.7246615290641785
p00_seed20260723,15,24,0,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12628960609436035,32,0.9992289543151855,0.9975889921188354,0.9998397827148438
p00_seed20260723,15,24,0,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.40777817368507385,32,0.8021754622459412,0.5925547480583191,0.6405754089355469
p00_seed20260723,15,24,0,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12477390468120575,32,0.9995642304420471,1.0037484169006348,0.9966648817062378
p00_seed20260723,15,24,0,ffn_output,original,0.125,0.1249999925494194,0.4654693007469177,32,0.6356240510940552,0.5561610460281372,0.5472399592399597
p00_seed20260723,15,24,0,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12152737379074097,32,1.0267149209976196,1.0042628049850464,0.9993410110473633
p00_seed20260723,15,29,0,ffn_input,original,0.125,0.1249999925494194,0.36965328454971313,32,0.9095203876495361,0.5438166260719299,0.6031271815299988
p00_seed20260723,15,29,0,ffn_input,token_shuffled,0.125,0.1249999925494194,0.1247137188911438,32,0.9978612661361694,0.9970363974571228,1.0043851137161255
p00_seed20260723,15,29,0,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.5091504454612732,32,0.7561668753623962,0.37270233035087585,0.4048505425453186
p00_seed20260723,15,29,0,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12680134177207947,32,0.9979815483093262,1.0044866800308228,0.9996293783187866
p00_seed20260723,15,29,0,ffn_output,original,0.125,0.1249999925494194,0.6271615028381348,32,0.5493698716163635,0.2532155215740204,0.26757365465164185
p00_seed20260723,15,29,0,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12609867751598358,32,0.9951748251914978,1.003034234046936,0.9983693957328796
p00_seed20260723,15,0,1,ffn_input,original,0.125,0.1249999925494194,0.21734191477298737,32,0.9185404777526855,0.8802074193954468,0.8832315802574158
p00_seed20260723,15,0,1,ffn_input,token_shuffled,0.125,0.1249999925494194,0.12387683987617493,32,1.0017602443695068,1.006961703300476,1.0007989406585693
p00_seed20260723,15,0,1,ffn_hidden_post_gelu,original,0.125,0.1249999925494194,0.25492459535598755,32,0.8690978288650513,0.8300284743309021,0.8299978971481323
p00_seed20260723,15,0,1,ffn_hidden_post_gelu,token_shuffled,0.125,0.1249999925494194,0.12453826516866684,32,1.0002317428588867,1.0021001100540161,1.0000197887420654
p00_seed20260723,15,0,1,ffn_output,original,0.125,0.1249999925494194,0.16909025609493256,32,0.9595798850059509,0.9444440603256226,0.9485127329826355
p00_seed20260723,15,0,1,ffn_output,token_shuffled,0.125,0.1249999925494194,0.12479066103696823,32,0.9969532489776611,1.0008519887924194,1.0051679611206055
p00_seed20260723,15,12,1,ffn_input,original,0.125,0.1249999925494194,0.4191596508026123,32,0.638615608215332,0.6516315340995789,0.6691204905509949
