method,iteration,rank,block_size,sparse_kind,high_precision_params,relative_fro_error,activation_relative_l2,activation_cosine,spectral_error_proxy,best_activation_relative_l2_so_far,lowrank_norm,bcm_norm,sparse_norm,weight_key,shape,activation_source,lr16_budget_params,budget_ratio_vs_lr16
alternating_svd_r16,1,16,0,none,167936,0.48424476385116577,0.48869070410728455,0.8947110772132874,2.616075277328491,0.48869070410728455,33.8139762878418,0.0,0.0,blocks.15.ffn.0.weight,8960x1536,real:q,167936,1.0
alternating_svd_r16,2,16,0,none,167936,0.48328447341918945,0.487350732088089,0.8954824209213257,2.606067419052124,0.487350732088089,34.070377349853516,0.0,0.0,blocks.15.ffn.0.weight,8960x1536,real:q,167936,1.0
alternating_svd_r16,3,16,0,none,167936,0.4827900230884552,0.4868261516094208,0.8956636190414429,2.602461099624634,0.4868261516094208,34.250518798828125,0.0,0.0,blocks.15.ffn.0.weight,8960x1536,real:q,167936,1.0
alternating_bcm_b256_svd_r10,0,10,256,none,158720,0.49163585901260376,0.49555495381355286,0.8928883075714111,2.894045352935791,0.49555495381355286,29.88998031616211,0.0,0.0,blocks.15.ffn.0.weight,8960x1536,real:q,167936,0.9451219512195121
alternating_bcm_b256_svd_r10,1,10,256,none,158720,0.48903921246528625,0.49297547340393066,0.8943607807159424,2.868936777114868,0.49297547340393066,30.039810180664062,3.376340866088867,0.0,blocks.15.ffn.0.weight,8960x1536,real:q,167936,0.9451219512195121
alternating_bcm_b256_svd_r10,2,10,256,none,158720,0.4879375696182251,0.4917992055416107,0.895017147064209,2.873568296432495,0.4917992055416107,30.22345542907715,5.185800075531006,0.0,blocks.15.ffn.0.weight,8960x1536,real:q,167936,0.9451219512195121
alternating_bcm_b256_svd_r10,3,10,256,none,158720,0.4873993396759033,0.49092841148376465,0.8953933715820312,2.8680715560913086,0.49092841148376465,30.356502532958984,6.184440612792969,0.0,blocks.15.ffn.0.weight,8960x1536,real:q,167936,0.9451219512195121
alternating_svd_r8_rowsparse_b16,0,8,0,row,157696,0.4937715530395508,0.4979434013366699,0.8916263580322266,3.0696675777435303,0.4979434013366699,28.22252655029297,0.0,0.0,blocks.15.ffn.0.weight,8960x1536,real:q,167936,0.9390243902439024
alternating_svd_r8_rowsparse_b16,1,8,0,row,157696,0.491217702627182,0.4952927529811859,0.8933120965957642,3.053690195083618,0.4952927529811859,28.346500396728516,0.0,4.553102016448975,blocks.15.ffn.0.weight,8960x1536,real:q,167936,0.9390243902439024
alternating_svd_r8_rowsparse_b16,2,8,0,row,157696,0.4905736744403839,0.4949106276035309,0.8933583498001099,3.056210994720459,0.4949106276035309,28.506296157836914,0.0,5.629854202270508,blocks.15.ffn.0.weight,8960x1536,real:q,167936,0.9390243902439024
alternating_svd_r8_rowsparse_b16,3,8,0,row,157696,0.49025237560272217,0.4948294758796692,0.8933373689651489,3.0515291690826416,0.4948294758796692,28.6218318939209,0.0,6.567944049835205,blocks.15.ffn.0.weight,8960x1536,real:q,167936,0.9390243902439024
alternating_svd_r8_tilesparse_b32,0,8,0,tile,167936,0.4937680959701538,0.4982982873916626,0.8914636373519897,3.0582962036132812,0.4982982873916626,28.224069595336914,0.0,0.0,blocks.15.ffn.0.weight,8960x1536,real:q,167936,1.0
alternating_svd_r8_tilesparse_b32,1,8,0,tile,167936,0.49121010303497314,0.4958818554878235,0.8928703665733337,3.0525171756744385,0.4958818554878235,28.345094680786133,0.0,4.842380523681641,blocks.15.ffn.0.weight,8960x1536,real:q,167936,1.0
alternating_svd_r8_tilesparse_b32,2,8,0,tile,167936,0.4907130300998688,0.49537360668182373,0.8929843902587891,3.047166109085083,0.49537360668182373,28.5056095123291,0.0,5.256048679351807,blocks.15.ffn.0.weight,8960x1536,real:q,167936,1.0
alternating_svd_r8_tilesparse_b32,3,8,0,tile,167936,0.4903526306152344,0.4951554834842682,0.8931401968002319,3.0420188903808594,0.4951554834842682,28.62931251525879,0.0,5.6170125007629395,blocks.15.ffn.0.weight,8960x1536,real:q,167936,1.0
alternating_svd_r16,0,16,0,none,49152,0.4536581337451935,0.4654550850391388,0.899681568145752,1.466456413269043,0.4654550850391388,19.86119270324707,0.0,0.0,blocks.29.self_attn.q.weight,1536x1536,real:q,49152,1.0
alternating_svd_r16,1,16,0,none,49152,0.45019128918647766,0.4620216488838196,0.901699423789978,1.4480143785476685,0.4620216488838196,19.94712257385254,0.0,0.0,blocks.29.self_attn.q.weight,1536x1536,real:q,49152,1.0
alternating_svd_r16,2,16,0,none,49152,0.4486970007419586,0.4597162902355194,0.9028736352920532,1.4372570514678955,0.4597162902355194,20.03841209411621,0.0,0.0,blocks.29.self_attn.q.weight,1536x1536,real:q,49152,1.0
alternating_svd_r16,3,16,0,none,49152,0.44795188307762146,0.4591468274593353,0.9032856822013855,1.431451439857483,0.4591468274593353,20.099720001220703,0.0,0.0,blocks.29.self_attn.q.weight,1536x1536,real:q,49152,1.0
alternating_bcm_b256_svd_r13,0,13,256,none,49152,0.45929092168807983,0.46814802289009094,0.8987360000610352,1.5194950103759766,0.46814802289009094,18.93500328063965,0.0,0.0,blocks.29.self_attn.q.weight,1536x1536,real:q,49152,1.0
alternating_bcm_b256_svd_r13,1,13,256,none,49152,0.45526885986328125,0.46415114402770996,0.901023268699646,1.5140049457550049,0.46415114402770996,18.99896240234375,1.265619158744812,0.0,blocks.29.self_attn.q.weight,1536x1536,real:q,49152,1.0
alternating_bcm_b256_svd_r13,2,13,256,none,49152,0.45360204577445984,0.4628315567970276,0.9022761583328247,1.509682297706604,0.4628315567970276,19.080432891845703,1.912519931793213,0.0,blocks.29.self_attn.q.weight,1536x1536,real:q,49152,1.0
alternating_bcm_b256_svd_r13,3,13,256,none,49152,0.45275136828422546,0.46217814087867737,0.9025542736053467,1.5049257278442383,0.46217814087867737,19.13903045654297,2.263582944869995,0.0,blocks.29.self_attn.q.weight,1536x1536,real:q,49152,1.0
alternating_svd_r8_rowsparse_b16,0,8,0,row,49152,0.4702645540237427,0.4817338287830353,0.8945623636245728,1.7470756769180298,0.4817338287830353,16.908910751342773,0.0,0.0,blocks.29.self_attn.q.weight,1536x1536,real:q,49152,1.0
alternating_svd_r8_rowsparse_b16,1,8,0,row,49152,0.4647071361541748,0.47717025876045227,0.89787757396698,1.7390031814575195,0.47717025876045227,16.967552185058594,0.0,2.792358875274658,blocks.29.self_attn.q.weight,1536x1536,real:q,49152,1.0
alternating_svd_r8_rowsparse_b16,2,8,0,row,49152,0.46353456377983093,0.4780237376689911,0.8974744081497192,1.7332795858383179,0.47717025876045227,17.027324676513672,0.0,3.450437545776367,blocks.29.self_attn.q.weight,1536x1536,real:q,49152,1.0
