protocol_id,prompt_id,split,seed,layer,current_start_frame,denoising_call_index,denoising_timestep,head_index,method,kind,bits,stages,block_size,exact_policy,quantized_frames,record_seed,relative_av_l2,av_numerator_sq,av_denominator_sq,relative_k_l2,k_numerator_sq,k_denominator_sq,relative_v_l2,v_numerator_sq,v_denominator_sq,dense_reference_parity,packed_kv_bytes,bf16_kv_bytes,cache_compression_ratio,measured_attention_speedup
ar-video-qvg-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,0,rtn_int2_b64_all,naive_block_quantization,2,0,64,none,12,1097883270,0.30424851179122925,1094.6783447265625,11825.7744140625,0.6473832130432129,166299.75,396797.3125,0.7260262370109558,2481393.5,4707507.5,0.0007484668749384582,15275520,115015680,7.529411764705882,
ar-video-qvg-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,1,rtn_int2_b64_all,naive_block_quantization,2,0,64,none,12,1097883270,0.6203479766845703,13691.529296875,35577.9765625,0.5746342539787292,2018635.25,6113288.0,0.7202067971229553,4771132.0,9198288.0,0.0013855071738362312,15275520,115015680,7.529411764705882,
ar-video-qvg-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,2,rtn_int2_b64_all,naive_block_quantization,2,0,64,none,12,1097883270,0.278073787689209,980.6302490234375,12681.9248046875,0.6740124821662903,74335.140625,163628.234375,0.7342260479927063,2794861.0,5184425.5,0.0006151401321403682,15275520,115015680,7.529411764705882,
ar-video-qvg-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,3,rtn_int2_b64_all,naive_block_quantization,2,0,64,none,12,1097883270,0.28570106625556946,735.2196044921875,9007.2724609375,0.6580515503883362,57934.44140625,133787.953125,0.7265116572380066,2195833.25,4160199.75,0.0005429477896541357,15275520,115015680,7.529411764705882,
ar-video-qvg-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,4,rtn_int2_b64_all,naive_block_quantization,2,0,64,none,12,1097883270,1.7279495000839233,106365.46875,35623.6640625,0.719102144241333,3319349.75,6419066.0,0.7341023683547974,2152459.75,3994126.5,0.0018873019143939018,15275520,115015680,7.529411764705882,
ar-video-qvg-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,5,rtn_int2_b64_all,naive_block_quantization,2,0,64,none,12,1097883270,0.9224170446395874,21136.62890625,24841.6875,0.6318628191947937,2642508.5,6618670.5,0.7235438227653503,3209952.25,6131531.0,0.0016997777856886387,15275520,115015680,7.529411764705882,
ar-video-qvg-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,6,rtn_int2_b64_all,naive_block_quantization,2,0,64,none,12,1097883270,0.7720357179641724,12527.546875,21017.990234375,0.6928954124450684,1840851.375,3834276.0,0.7197231650352478,4374403.0,8444770.0,0.0010447273962199688,15275520,115015680,7.529411764705882,
ar-video-qvg-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,7,rtn_int2_b64_all,naive_block_quantization,2,0,64,none,12,1097883270,0.5630274415016174,3267.73486328125,10308.31640625,0.5855455994606018,763124.375,2225737.0,0.7188606262207031,2604412.5,5039882.5,0.0012594006257131696,15275520,115015680,7.529411764705882,
ar-video-qvg-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,8,rtn_int2_b64_all,naive_block_quantization,2,0,64,none,12,1097883270,0.40359821915626526,799.7527465820312,4909.72607421875,0.6819869875907898,66582.453125,143155.359375,0.7274238467216492,2142079.0,4048186.0,0.0006108018569648266,15275520,115015680,7.529411764705882,
ar-video-qvg-longlive-v1,calib_fluid_s1,calibration,1,0,15,1,1000,9,rtn_int2_b64_all,naive_block_quantization,2,0,64,none,12,1097883270,0.5217753052711487,977.442138671875,3590.244140625,0.6800044775009155,146740.78125,317341.8125,0.7328820824623108,1993838.875,3712119.0,0.0007717185653746128,15275520,115015680,7.529411764705882,
