rank,block,target_step,horizon,aggregate_output_relative_l2,worst_output_relative_l2,aggregate_residual_relative_l2,mean_defect_remaining_energy,maximum_render_to_exact_macs,sample_count,row_count,quality_pass,cost_pass,cell_pass
32,27,6,2,0.054412454529959145,0.0708745643394275,0.1510492017437256,0.23849983050908882,0.0016135538523598225,4,8,False,True,False
32,27,6,3,0.06502871380720987,0.0769329685986366,0.18051998197567093,0.18346292149751398,0.0016135538523598225,4,8,False,True,False
32,28,4,1,0.03402327980622404,0.05256730674805585,0.09239173994089696,0.12883197066706387,0.0016135538523598225,4,8,False,True,False
32,28,4,2,0.04642073249118352,0.06430395375917822,0.12605757788838412,0.08780833430183548,0.0016135538523598225,4,8,False,True,False
32,28,4,3,0.06602902182442115,0.08680396958048042,0.1793047656692324,0.018288626389219704,0.0016135538523598225,4,8,False,True,False
32,28,6,1,0.04080527756755893,0.06007772117185342,0.10971948733630721,0.2677553086600636,0.0016135538523598225,4,8,False,True,False
32,28,6,2,0.054505433398560524,0.07314437674986556,0.14655722411474953,0.20622936270683598,0.0016135538523598225,4,8,False,True,False
32,28,6,3,0.06627046631497428,0.08175250683721486,0.17819169536534957,0.14254040120849665,0.0016135538523598225,4,8,False,True,False
32,29,4,1,0.01834522206259837,0.028504188107641472,0.03210484596766873,0.09851101355830616,0.0016135538523598225,4,8,False,True,False
32,29,4,2,0.025078431566237475,0.036008401583510825,0.04388822221924838,0.06611953795033235,0.0016135538523598225,4,8,False,True,False
32,29,4,3,0.036821740982149465,0.05237662908970985,0.06443946649757076,0.006693002151515902,0.0016135538523598225,4,8,False,True,False
32,29,6,1,0.022567894431195785,0.03353816604767484,0.039347909729696304,0.22394580072972806,0.0016135538523598225,4,8,False,True,False
32,29,6,2,0.030071449016549207,0.04074513957104192,0.05243061841465939,0.1699653475200779,0.0016135538523598225,4,8,False,True,False
32,29,6,3,0.03594181443454528,0.04409925716867537,0.06266580492051017,0.1148629817521926,0.0016135538523598225,4,8,False,True,False
64,20,4,1,0.06428678708657062,0.07573980818038586,0.2118815078618623,0.2547166312647576,0.003227107704719645,4,8,False,True,False
64,20,4,2,0.07913968565570038,0.08834713500804064,0.26083487273773626,0.20424151276227476,0.003227107704719645,4,8,False,True,False
64,20,4,3,0.08920650420665269,0.09747942314234075,0.2940138942849667,0.09484306767588277,0.003227107704719645,4,8,False,True,False
64,20,6,1,0.06690048227784252,0.08724494003191369,0.19876055900612616,0.35604717798686975,0.003227107704719645,4,8,False,True,False
64,20,6,2,0.08567978626585582,0.10405157782858511,0.2545536539333317,0.29663539020888174,0.003227107704719645,4,8,False,True,False
64,20,6,3,0.09806984006052062,0.11092767241000043,0.29136436044088676,0.24898721853602318,0.003227107704719645,4,8,False,True,False
64,21,4,1,0.05396906373113212,0.06127261946642934,0.08054208297607619,0.024955494553150725,0.003227107704719645,4,8,False,True,False
64,21,4,2,0.06533468596900949,0.07286254081546575,0.09750385377718425,0.02039455258007932,0.003227107704719645,4,8,False,True,False
64,21,4,3,0.07169592621599248,0.07886064657973196,0.10699720986643785,0.008660036011409973,0.003227107704719645,4,8,False,True,False
64,21,6,1,0.06036984455626871,0.07541020207130295,0.08484848637769737,0.04699521127031826,0.003227107704719645,4,8,False,True,False
64,21,6,2,0.07597860300394375,0.08855016785076646,0.10678625246364305,0.035709599395915025,0.003227107704719645,4,8,False,True,False
64,21,6,3,0.08523096433477313,0.09357144289758473,0.11979024245418697,0.030808291363784508,0.003227107704719645,4,8,False,True,False
64,22,4,1,0.047310670933326686,0.05511011832181963,0.2445357141325324,0.19783998756715646,0.003227107704719645,4,8,False,True,False
64,22,4,2,0.056255214226401326,0.06117534042251749,0.29076757342794995,0.15411919837289811,0.003227107704719645,4,8,False,True,False
64,22,4,3,0.06221281457868988,0.06692367721915742,0.3215607544994294,0.12683424930805376,0.003227107704719645,4,8,False,True,False
64,22,6,1,0.053072837273834425,0.06778782609362725,0.2298372321216711,0.2759683500453289,0.003227107704719645,4,8,False,True,False
64,22,6,2,0.0651621697374363,0.07856055943332924,0.2821912959772847,0.2182781194432385,0.003227107704719645,4,8,False,True,False
64,22,6,3,0.07190312759540554,0.08186643164577272,0.3113836884610443,0.17039991462454346,0.003227107704719645,4,8,False,True,False
64,23,4,1,0.04626219098849775,0.05460911400195284,0.23758056576047518,0.17640643935005126,0.003227107704719645,4,8,False,True,False
64,23,4,2,0.05567387804611892,0.061216438988884694,0.2859145051639532,0.14907264251662478,0.003227107704719645,4,8,False,True,False
64,23,4,3,0.06202492045648539,0.0685559329511782,0.3185304322694981,0.09307791177466987,0.003227107704719645,4,8,False,True,False
64,23,6,1,0.054805554549033346,0.07214283098152525,0.2525570992240034,0.22200181810386566,0.003227107704719645,4,8,False,True,False
64,23,6,2,0.06773153295635646,0.0841255922468833,0.31212309829194296,0.19108432134488756,0.003227107704719645,4,8,False,True,False
64,23,6,3,0.07519585377014011,0.08807130092001297,0.34652047330107505,0.16898189251743345,0.003227107704719645,4,8,False,True,False
64,24,4,1,0.05102260351716808,0.06020731933898946,0.10765112547822372,0.16660838346278303,0.003227107704719645,4,8,False,True,False
64,24,4,2,0.06248969296810954,0.06729709158796982,0.1318452081055038,0.1355367580340445,0.003227107704719645,4,8,False,True,False
64,24,4,3,0.06976231222964765,0.07522136504573969,0.14718949857111585,0.10137109830572014,0.003227107704719645,4,8,False,True,False
64,24,6,1,0.060952205791766245,0.07690737775027444,0.13419852955470413,0.26488408398142527,0.003227107704719645,4,8,False,True,False
64,24,6,2,0.07525904423995036,0.0900697658447553,0.1656979093947422,0.23736450811899873,0.003227107704719645,4,8,False,True,False
64,24,6,3,0.08400001378326273,0.09446217892644533,0.18494291036488644,0.207342936875248,0.003227107704719645,4,8,False,True,False
64,25,4,1,0.04133958850768714,0.054597610930345736,0.09026660011329157,0.22849876727211776,0.003227107704719645,4,8,False,True,False
64,25,4,2,0.05196823249518473,0.06226319961850657,0.11347465784196446,0.1719651430708849,0.003227107704719645,4,8,False,True,False
64,25,4,3,0.06136593235568409,0.0690075008495946,0.13399490117081836,0.0830374433917026,0.003227107704719645,4,8,False,True,False
64,25,6,1,0.04799952439384651,0.06340686695861045,0.09679644912801334,0.3274628241923412,0.003227107704719645,4,8,False,True,False
64,25,6,2,0.06047102536342313,0.07543880916526612,0.1219466360183308,0.2801495473362853,0.003227107704719645,4,8,False,True,False
64,25,6,3,0.06896076209077438,0.07950826746288657,0.13906714668207049,0.23375905128044935,0.003227107704719645,4,8,False,True,False
64,26,4,1,0.03347604928293896,0.04767571201733372,0.11565636174595122,0.15567769403781154,0.003227107704719645,4,8,False,True,False
64,26,4,2,0.04347834609844992,0.05712205694606066,0.1502132847868875,0.12268559924566155,0.003227107704719645,4,8,False,True,False
64,26,4,3,0.056202941970364705,0.06723527947028721,0.1941754755100101,0.0341828684118731,0.003227107704719645,4,8,False,True,False
64,26,6,1,0.039827858303822725,0.05550723217766517,0.13163684769191603,0.23811541808326891,0.003227107704719645,4,8,False,True,False
64,26,6,2,0.05087792047152292,0.06621949383186963,0.16815890568106331,0.19227374360241703,0.003227107704719645,4,8,False,True,False
64,26,6,3,0.059319639465595056,0.0709472667578635,0.19606001120884836,0.15189991213795973,0.003227107704719645,4,8,False,True,False
64,27,4,1,0.028119719606438446,0.04165818418811685,0.08006083435337573,0.10952811595383016,0.003227107704719645,4,8,False,True,False
64,27,4,2,0.03731265516948757,0.05095496376265424,0.10623442717846264,0.08341694490550335,0.003227107704719645,4,8,False,True,False
64,27,4,3,0.05047388021355271,0.06677137601391307,0.1437063036014103,0.01971985189225852,0.003227107704719645,4,8,False,True,False
64,27,6,1,0.03419973227297574,0.04851411662050125,0.09493860007432374,0.20328279366273144,0.003227107704719645,4,8,False,True,False
64,27,6,2,0.04431850674119811,0.0572207673314307,0.12302836039212443,0.15844893223397302,0.003227107704719645,4,8,False,True,False
64,27,6,3,0.05248591708321255,0.06224225945651615,0.14570112572006003,0.11988118819608584,0.003227107704719645,4,8,False,True,False
64,28,4,1,0.02684521076343987,0.039884193282755984,0.07289937200765036,0.08261592827385826,0.003227107704719645,4,8,False,True,False
64,28,4,2,0.03666413606771755,0.04895562482210895,0.09956310338154217,0.0555069063716488,0.003227107704719645,4,8,False,True,False
64,28,4,3,0.050901873948860976,0.0651284253039787,0.13822631819073347,0.01115371599787721,0.003227107704719645,4,8,False,True,False
64,28,6,1,0.03284585972655209,0.047391031571539996,0.08831776439581622,0.17477636061897278,0.003227107704719645,4,8,False,True,False
64,28,6,2,0.04344825989029352,0.05793780349342174,0.11682608439374045,0.13185975636336947,0.003227107704719645,4,8,False,True,False
64,28,6,3,0.05249585006676137,0.06471203815064858,0.141153745298571,0.08958271333759517,0.003227107704719645,4,8,False,True,False
64,29,4,1,0.014042510279724125,0.0208537931084882,0.02457493444296269,0.0594121690335458,0.003227107704719645,4,8,False,True,False
64,29,4,2,0.019152255491278126,0.026099628910981745,0.03351718558558739,0.0399437154125386,0.003227107704719645,4,8,False,True,False
64,29,4,3,0.026693427943260895,0.035232888088364465,0.04671452815033811,0.003833040860405439,0.003227107704719645,4,8,False,True,False
64,29,6,1,0.017750635367279725,0.02580622118524121,0.03094885082017237,0.13976740674816968,0.003227107704719645,4,8,False,True,False
64,29,6,2,0.023307513150634424,0.030813169948794773,0.04063746071973623,0.10294132902087347,0.003227107704719645,4,8,False,True,False
64,29,6,3,0.027579577309296215,0.03373704456637584,0.04808595332887098,0.06805537489755686,0.003227107704719645,4,8,False,True,False
96,20,4,1,0.05893229929823698,0.06933062809527028,0.19423376097894088,0.21399576504308632,0.004840661557079467,4,8,False,True,False
96,20,4,2,0.07224154503899209,0.08086890786007617,0.23809943204223083,0.17006902982322805,0.004840661557079467,4,8,False,True,False
96,20,4,3,0.08122870658793634,0.08902976681296973,0.26772003413927115,0.07859246227224939,0.004840661557079467,4,8,False,True,False
96,20,6,1,0.06170215314105445,0.08079361521745793,0.18331638327007116,0.30334752690782,0.004840661557079467,4,8,False,True,False
96,20,6,2,0.07888728209189506,0.09594865974565957,0.2343732026017419,0.25155752822122324,0.004840661557079467,4,8,False,True,False
96,20,6,3,0.08999304229582072,0.10209707458322045,0.2673682877067014,0.20961917595785673,0.004840661557079467,4,8,False,True,False
96,21,4,1,0.049560648935498934,0.05616873003631605,0.07396307482370701,0.02104911547495344,0.004840661557079467,4,8,False,True,False
96,21,4,2,0.05973487000374805,0.06685191247575893,0.08914682827139117,0.01704178478785883,0.004840661557079467,4,8,False,True,False
96,21,4,3,0.06540452412545472,0.07223102744768267,0.09760807849783774,0.0071989457698939064,0.004840661557079467,4,8,False,True,False
96,21,6,1,0.055774461748058266,0.06953431986700206,0.07838977709214794,0.040132491556636625,0.004840661557079467,4,8,False,True,False
96,21,6,2,0.07001764357027132,0.08172856950396327,0.09840825531914914,0.030318031561956667,0.004840661557079467,4,8,False,True,False
96,21,6,3,0.07827494206972367,0.08610221136697045,0.11001370642469802,0.025980508819233195,0.004840661557079467,4,8,False,True,False
96,22,4,1,0.04339636030855693,0.05042353844300832,0.22430372999276899,0.16630716411361116,0.004840661557079467,4,8,False,True,False
96,22,4,2,0.051419963604865865,0.05613101173348945,0.26577550630184116,0.12863974006453793,0.004840661557079467,4,8,False,True,False
96,22,4,3,0.05671327816776334,0.06113067678987709,0.2931351786808363,0.10531819663575283,0.004840661557079467,4,8,False,True,False
96,22,6,1,0.049027910170347716,0.06292178771331686,0.2123202705768687,0.23556548131262234,0.004840661557079467,4,8,False,True,False
96,22,6,2,0.06003593464143354,0.07253889128396941,0.2599916219784893,0.1852569574173452,0.004840661557079467,4,8,False,True,False
96,22,6,3,0.06605927162948594,0.07538866279605082,0.28607628548210357,0.14375523324143447,0.004840661557079467,4,8,False,True,False
96,23,4,1,0.04239808921858307,0.049917198690697696,0.21773638058384495,0.1481094478563785,0.004840661557079467,4,8,False,True,False
96,23,4,2,0.05081135992440292,0.05598148067089304,0.26094292941940883,0.12407784665347435,0.004840661557079467,4,8,False,True,False
96,23,4,3,0.056468005668052795,0.062470991107931716,0.28999276617307795,0.07714478632552581,0.004840661557079467,4,8,False,True,False
96,23,6,1,0.050628203404155095,0.06692504265164159,0.23330686635487663,0.1897647441201219,0.004840661557079467,4,8,False,True,False
96,23,6,2,0.062418521997552504,0.07779374616874139,0.2876394734670111,0.16239305183910185,0.004840661557079467,4,8,False,True,False
96,23,6,3,0.06903147226347615,0.08111923011461872,0.31811352943117494,0.1424622033287805,0.004840661557079467,4,8,False,True,False
96,24,4,1,0.04659567425016462,0.05483019632626165,0.09831087458638015,0.13893240836449067,0.004840661557079467,4,8,False,True,False
96,24,4,2,0.056822747137535684,0.06119349458168616,0.11988868188707723,0.11202262939842514,0.004840661557079467,4,8,False,True,False
96,24,4,3,0.06325975323764343,0.06821315962971883,0.13346993614733127,0.08330837286744378,0.004840661557079467,4,8,False,True,False
96,24,6,1,0.05617281058203226,0.07109523530787314,0.12367573056858867,0.22505576712672404,0.004840661557079467,4,8,False,True,False
96,24,6,2,0.06918419395594808,0.08283762663707618,0.15232290573756185,0.2006169775215901,0.004840661557079467,4,8,False,True,False
96,24,6,3,0.07695539890464158,0.08664645075226536,0.16943277507593754,0.17395456538046497,0.004840661557079467,4,8,False,True,False
96,25,4,1,0.037182050549900494,0.0487217761771296,0.08118845420427816,0.18538488341648987,0.004840661557079467,4,8,False,True,False
96,25,4,2,0.046610530405143985,0.055621987974252905,0.10177590684936752,0.13841320731794804,0.004840661557079467,4,8,False,True,False
96,25,4,3,0.054688272548825516,0.061296840839321326,0.11941397114133301,0.06616485937075692,0.004840661557079467,4,8,False,True,False
96,25,6,1,0.043525216307824945,0.057711147632299835,0.08777350274467026,0.2692557802952419,0.004840661557079467,4,8,False,True,False
96,25,6,2,0.05464135215724138,0.06810596406650392,0.1101904431588979,0.2287613585845115,0.004840661557079467,4,8,False,True,False
96,25,6,3,0.062143267841279805,0.07177708889799266,0.12531890138932494,0.1897844600154411,0.004840661557079467,4,8,False,True,False
96,26,4,1,0.029599297908490228,0.04156037322850624,0.1022625781613731,0.12266526949457573,0.004840661557079467,4,8,False,True,False
96,26,4,2,0.0383984162232535,0.04994861859968293,0.13266264127086141,0.09617062663562125,0.004840661557079467,4,8,False,True,False
96,26,4,3,0.04893830305328599,0.05783112320837016,0.16907688339580923,0.026301096041369723,0.004840661557079467,4,8,False,True,False
96,26,6,1,0.035505844586511286,0.049222222407042486,0.1173519655602175,0.18969452012438084,0.004840661557079467,4,8,False,True,False
96,26,6,2,0.04516368678983517,0.058660726959328044,0.149272534661707,0.15177070825197464,0.004840661557079467,4,8,False,True,False
96,26,6,3,0.05245678099077283,0.0627623750927758,0.1733772686699497,0.11895021739459763,0.004840661557079467,4,8,False,True,False
96,27,4,1,0.02448480832527809,0.035608310068034395,0.06971172582586524,0.08419837280016416,0.004840661557079467,4,8,False,True,False
96,27,4,2,0.032521063086498124,0.043843642482200955,0.09259208417453989,0.06390797257902373,0.004840661557079467,4,8,False,True,False
96,27,4,3,0.043210067402393186,0.05641600253508077,0.12302519716125158,0.014752975152981015,0.004840661557079467,4,8,False,True,False
96,27,6,1,0.030049915137945256,0.04233590915090967,0.08341869032124208,0.15733459514607206,0.004840661557079467,4,8,False,True,False
96,27,6,2,0.038794192245498925,0.05004531404559893,0.10769284020717826,0.12158916789901456,0.004840661557079467,4,8,False,True,False
96,27,6,3,0.04573705021530675,0.05435122467336707,0.12696624301943552,0.09118371352784613,0.004840661557079467,4,8,False,True,False
96,28,4,1,0.02309073507406061,0.033528071359078954,0.06270392514058812,0.06208336420008388,0.004840661557079467,4,8,False,True,False
96,28,4,2,0.03157247388591023,0.04156889420589803,0.0857364667125405,0.04132243592109433,0.004840661557079467,4,8,False,True,False
96,28,4,3,0.043102341069630394,0.054526661443369456,0.1170463373792856,0.008100486684393032,0.004840661557079467,4,8,False,True,False
96,28,6,1,0.028499136441514136,0.0406371412979613,0.07663005440199143,0.1321337576926631,0.004840661557079467,4,8,False,True,False
96,28,6,2,0.037643809250885174,0.05000970084142125,0.10121875645998557,0.09923926777853712,0.004840661557079467,4,8,False,True,False
96,28,6,3,0.04527249925325655,0.05584767433630241,0.12173120009480708,0.06664768300916979,0.004840661557079467,4,8,False,True,False
96,29,4,1,0.011891235210327776,0.01715598915191601,0.020810120122297375,0.043344498300144974,0.004840661557079467,4,8,False,True,False
96,29,4,2,0.01629198060248304,0.02169223730761589,0.028511594243241404,0.029381998635330458,0.004840661557079467,4,8,False,True,False
96,29,4,3,0.021987803733493707,0.02812197111508978,0.038479504343005094,0.0027006290828692527,0.004840661557079467,4,8,False,True,False
96,29,6,1,0.015150125876974068,0.021752329932040626,0.02641477197698524,0.102426152794,0.004840661557079467,4,8,False,True,False
96,29,6,2,0.019801406724502986,0.02592909318602214,0.03452444208706187,0.0745888017094098,0.004840661557079467,4,8,False,True,False
96,29,6,3,0.023347888343847253,0.02850287025818198,0.04070785627492198,0.04893270683081243,0.004840661557079467,4,8,False,True,False
