layer,method,count,mean_error_mean,mean_error_std,stable_error_mean,stable_error_std,event_like_error_mean,event_like_error_std,mean_centered_error_mean,mean_centered_error_std,stable_centered_error_mean,stable_centered_error_std,event_like_centered_error_mean,event_like_centered_error_std
0,global_bccb_causal,12,0.52965950457021,0.31135991447309563,0.4630225975937215,0.2921095774292219,0.6673571798554666,0.35608613240642645,0.6140999183576988,0.3582113894061118,0.5359589977601734,0.3376033082279991,0.777328022529428,0.4087766817977938
0,global_bccb_pair,12,0.4533114146145972,0.2761226728013403,0.401154352380775,0.27014788482543817,0.559841832075059,0.3038711168312501,0.5192830089948516,0.3114343055622629,0.4670143479739668,0.30995265341866307,0.6253216161900619,0.328461329956992
0,hidden_shift_cyclic,12,0.5716209638669699,0.3567782956736509,0.48727546525619353,0.34717457579594985,0.749483373025075,0.4086091567646559,0.6749772898371895,0.4190992804205342,0.5692393010382705,0.40213609066104833,0.9067427922159347,0.4924335892937433
0,identity,12,0.5725491889780304,0.35723858663413066,0.4876457332577797,0.34763327528436005,0.7513912812194051,0.40977505374996875,0.6760656623501968,0.4197538874938653,0.5697008353315717,0.40271162890722906,0.9089256437519341,0.4945791481577608
0,local_bccb_causal,12,0.5167783415919013,0.30303835318262534,0.45297941121587737,0.28755234098727905,0.6522322205247184,0.34414154510467226,0.5949604989607947,0.3446663253014377,0.5211245131465623,0.32968291120536763,0.7535592827290302,0.38741869514886557
0,local_bccb_pair,12,0.4781727700809581,0.29199052829641603,0.4174279640950791,0.28391288178288737,0.6030676870089773,0.3257439501814306,0.5497829356140895,0.3320954648063268,0.4857189884431032,0.326167356085457,0.6818991549255266,0.36051512424845455
0,local_bttb_causal,12,0.5181134016610083,0.3038428953572077,0.45421036005940185,0.28836693442571176,0.6530945870039525,0.3444396808767297,0.5961201301081633,0.345449068003823,0.5218325581000921,0.3302044597245815,0.7548667709784009,0.38779978545756355
0,local_bttb_pair,12,0.4797659275512051,0.29292749866941525,0.4183221402320614,0.28469268621385313,0.6060373187399093,0.3271793042367381,0.5510564505541747,0.33294217187900205,0.48644345803729433,0.3267861547363678,0.6842005528153314,0.3615954666605532
0,optical_flow_warp,12,0.5779944971943826,0.2839957873970138,0.5122429326689771,0.2697092494598793,0.7177496190689362,0.3329811473966552,0.689264688904564,0.33339652148111654,0.6112990150858663,0.31183234037312646,0.8655552441578306,0.4010111779011041
0,pixel_shift_cyclic,12,0.6089654171905844,0.3229923171445413,0.5190362393968903,0.3180298892587783,0.8010501531215081,0.3725562386525407,0.7748761991802748,0.3835106670773228,0.6617048265660213,0.3878834320015923,1.0256465420930192,0.42543830265739135
0,pixel_shift_zero,12,0.6195415121389977,0.31619765438680825,0.5309041762015038,0.31499601434863256,0.8084033754781306,0.35900206333635665,0.803620634772872,0.41969604682969164,0.6911226535008858,0.43130769929733415,1.0528226064123787,0.44299456462576453
15,global_bccb_causal,12,0.9193557166962685,0.5219378330932949,0.867820364346064,0.5339486394179626,1.0134973284690763,0.5246927932326797,0.9456653899638083,0.5372510058352583,0.8933148639046476,0.5502301386773504,1.041195367814038,0.5387899752475079
15,global_bccb_pair,12,0.4213131926868741,0.23459529434344908,0.39381776436652816,0.23548827945688844,0.4805293845886322,0.24439152015662777,0.43137973107827227,0.24016941065810235,0.4045115713226801,0.24174240970484467,0.48889586786432443,0.24864313725357226
15,hidden_shift_cyclic,12,0.7352294996852765,0.4301927440310483,0.6662259644244336,0.42046460766656396,0.8953597501892748,0.4747868453657323,0.7557402427295435,0.44222636256191133,0.6854607588099366,0.4325324308653928,0.9189069937938764,0.4871056950595784
15,identity,12,0.7786485594267814,0.46417603666398294,0.7106183510365565,0.4564343761640861,0.9246769515180557,0.4941204323487431,0.800521589705236,0.47731816125392135,0.7312139807688928,0.469616771972124,0.9492319473002339,0.5071417763763798
15,local_bccb_causal,12,0.6910946448868849,0.37779364899786544,0.6472170022769438,0.38369944352364715,0.7930071341414983,0.4060743639977991,0.707187573557453,0.3863673575647416,0.6626366536973335,0.39292484803476624,0.8107647335035599,0.41453260387604735
15,local_bccb_pair,12,0.5954558904838839,0.34015788936997415,0.5526035463945029,0.33739588672286563,0.6923460940059908,0.3581031070639756,0.6088110897239384,0.3475522556939301,0.56660341663378,0.34553151003214866,0.7040469370949224,0.36379865362898706
15,local_bttb_causal,12,0.6916521272611371,0.378189825454549,0.6477344089629314,0.3840954710678907,0.7936152097586366,0.40646052751728834,0.7074738993875872,0.38657660737690114,0.6628998699445693,0.39314395245805256,0.811090812807104,0.4147535469495423
15,local_bttb_pair,12,0.5956336300112435,0.34035645544800935,0.552687423413016,0.33757686111489116,0.6926511338606179,0.35829252127126154,0.6087018970475432,0.34754399939850483,0.5664627751468517,0.3455274740347258,0.7039348731978813,0.3637467375953581
15,optical_flow_warp,12,0.7508645962306034,0.4118462311799085,0.6998303621895597,0.4057808092686784,0.8650216343701942,0.4374488983354615,0.7714644815368188,0.42355851849592585,0.7196986070992725,0.417647457024962,0.8872454059671814,0.4487328738902286
15,pixel_shift_cyclic,12,0.8972201800389409,0.4261779254591556,0.823738664995334,0.4334710083036917,1.0481575091709405,0.4245412436475659,0.9251670946338556,0.4412213884183409,0.8502436251095977,0.44921270107859645,1.0789058156607465,0.43778437590808505
15,pixel_shift_zero,12,0.8872020693440686,0.41898689869883743,0.8172894955451065,0.4261967052094284,1.028429369208177,0.4191710286073627,0.9145529550754717,0.4331734348460091,0.8433591066253553,0.44107657867370925,1.0581417887845956,0.43182934595264255
22,global_bccb_causal,12,0.661790837092097,0.34035432297422147,0.6166224894865961,0.33494536321024915,0.7498201870723343,0.358451547921413,0.7821392438476845,0.39998888472276806,0.7316901778324336,0.39614835821298244,0.8832864124072737,0.41786108351394474
22,global_bccb_pair,12,0.46733994548673397,0.24621974164095328,0.4342257105652155,0.2423775773179779,0.5364691933786702,0.25795920087252117,0.5493428448912583,0.28627124050612535,0.5133864441448515,0.28307346740995204,0.6252305935952129,0.2972070389884104
22,hidden_shift_cyclic,12,0.6638566779983602,0.3667290891277995,0.5996500636284999,0.3558892195458474,0.7993619650957285,0.3967830806159921,0.7845612192793817,0.4306364474019449,0.7113876655026324,0.41901747623176705,0.9414634563118414,0.465265909394225
22,identity,12,0.6675289805211259,0.3697516514509333,0.601695374547141,0.3581077041903654,0.8064813966297922,0.4007184926180005,0.788999304659742,0.4342716787899174,0.7138114943698005,0.42162056722611657,0.950232479859129,0.4700982035479102
22,local_bccb_causal,12,0.5765862057166298,0.29608386317440355,0.5309893025127376,0.29013245985504477,0.6780973498414452,0.3233036049009435,0.6762978342818866,0.3436121974586934,0.6252277263921578,0.338972915663445,0.791829617038536,0.3721988681817435
22,local_bccb_pair,12,0.5444956325462855,0.2865955455940547,0.5015389083785579,0.2795301828908126,0.6362706312376243,0.3059102124954047,0.6393769141105535,0.33365508818163164,0.5933470733736511,0.3274309114122305,0.7386650863374938,0.35225411703887727
22,local_bttb_causal,12,0.5773246421870589,0.2966303695813509,0.5314985818753541,0.29061466734255526,0.6791161783001063,0.3238690099790752,0.6766843509602158,0.3439429884146887,0.6254944072788766,0.3393617924020814,0.7923718640759997,0.3724309151581337
22,local_bttb_pair,12,0.5451768772470674,0.2870659808524909,0.5020035936509494,0.27996271479072865,0.6371758009655456,0.30645868070206955,0.6396461637344945,0.33386023685822747,0.593565484485321,0.3276673818309237,0.7387427668296721,0.35231712582375296
22,optical_flow_warp,12,0.6620368484700853,0.30753185897090435,0.6114727834974018,0.297334309918696,0.7685952138485632,0.3369161649360616,0.7843372220687618,0.35826350317105715,0.7275968227885811,0.3481628581675121,0.9062350821709031,0.39162586255041815
22,pixel_shift_cyclic,12,0.7539336059824264,0.32068046363492314,0.6841614565448101,0.3222006547714158,0.8993913306146358,0.32641438897848774,0.9118449842997193,0.39653626738986414,0.831949960714645,0.4030473301216067,1.0807536587188589,0.39387312286708825
22,pixel_shift_zero,12,0.7481417143668211,0.3177889477368288,0.6804328446291493,0.3189265842229466,0.8880581039940956,0.3239466188460737,0.9036820532727531,0.38895505894749854,0.8259939665026144,0.3948776593845028,1.0666726579169283,0.3874860408218771
23,global_bccb_causal,12,0.6251669132441935,0.32056086703515596,0.5837399146741035,0.31627455645823205,0.707021514530728,0.3369270658823431,0.781293389237185,0.3992326812159984,0.7315530763905391,0.3957413257014963,0.881436369840995,0.41649470639564906
23,global_bccb_pair,12,0.44589197713345397,0.2339546271766267,0.41548632320251894,0.23096874372781076,0.5100179558601086,0.24420265793279017,0.5543460812855042,0.28841841687932634,0.5189564237469662,0.28552824572762125,0.6290277528969431,0.29847755389227987
23,hidden_shift_cyclic,12,0.6309072433364723,0.34770510197863014,0.5715075024398831,0.33836716823949353,0.7570787485091883,0.3751215001081265,0.7885098349711908,0.4325120591277828,0.7160979325096394,0.4213026082212612,0.9436907145938694,0.4660512212927315
23,identity,12,0.6345223474610256,0.3506761608155311,0.5735368339913162,0.3405600867393175,0.7639684470487363,0.3789118677163001,0.7931230904106056,0.43628743033478934,0.7186363033263642,0.42401624430538554,0.9526535471074932,0.47100632995548547
23,local_bccb_causal,12,0.548001643686057,0.2808253296754648,0.5054632460175544,0.27569724855915834,0.6431297097129708,0.30607958334199326,0.6799190254913605,0.3454941707270899,0.6288926120426171,0.3409442535069061,0.7950152106823712,0.37355703081701314
23,local_bccb_pair,12,0.5184081998995446,0.2721105026542129,0.47805110775868415,0.26571912822369237,0.6054298714619665,0.29034725898479385,0.6439185229782446,0.3358966771279825,0.5973725570799256,0.329409507745097,0.7445261716759247,0.3549501820521041
23,local_bttb_causal,12,0.549016956630609,0.2815839313513795,0.5061763953560209,0.2763424394302484,0.6444940689372557,0.3068513262677127,0.6805876250775884,0.346044476755845,0.6293736921065366,0.3415270970323152,0.7958988849915829,0.3739782182381677
23,local_bttb_pair,12,0.5194964319883363,0.2728593794061467,0.4788299903350363,0.2663919417544684,0.6069060636274893,0.2912191296085927,0.6446252270405867,0.33639407877092004,0.5979528015373551,0.32991898442540696,0.7451560884429975,0.3553182262317843
23,optical_flow_warp,12,0.6340590808712737,0.29140352406043696,0.5876650004835974,0.2824343908977345,0.7324242479539341,0.31837883905837944,0.7931811512070488,0.3603413116204954,0.7373258393478741,0.3503792397663576,0.9128976555162277,0.39283800048138784
23,pixel_shift_cyclic,12,0.7155354917424318,0.3031027697532248,0.6508402969658629,0.30505233172995083,0.8510344909550772,0.30802534541468335,0.9159729036687843,0.39754582445700687,0.8368157839063585,0.4041951946006509,1.0830417387022206,0.39415776990320217
23,pixel_shift_zero,12,0.7113762474636173,0.3011693883069656,0.6482215758805758,0.30283048330368917,0.8426833187093518,0.3064756137590856,0.9093630417018738,0.3914024551472818,0.831966532021205,0.39753582845464913,1.0716378467214682,0.38919765116145705
7,global_bccb_causal,12,0.4847628972562961,0.28393871439477775,0.42325452513128403,0.2721816677533026,0.6244620857748487,0.3239087426805766,0.5187574370447384,0.3034464207233086,0.45632311057442204,0.2941572176902823,0.6630820183080327,0.340992908669736
7,global_bccb_pair,12,0.4388734982962746,0.2683572470119531,0.3807049099354598,0.258209384296537,0.5629367519516487,0.29773717360430757,0.4692793742613517,0.28738879450665905,0.4109314779670848,0.2786885404203301,0.594305525310865,0.3135216401322324
7,hidden_shift_cyclic,12,0.5283695180485938,0.33661838443595404,0.44419198357344936,0.32087623490523637,0.711465683570188,0.38170568443597713,0.5681435638506849,0.3626673433706461,0.48084680729973245,0.347290712956716,0.760738114300469,0.40775749714111414
7,identity,12,0.5284892738112226,0.3367222887490859,0.44430897540766345,0.32102819605690913,0.7116807840116178,0.38186306878142967,0.5682713255596826,0.3627805780341338,0.48097143997729636,0.3474513064776451,0.7609679553540828,0.4079422239436909
7,local_bccb_causal,12,0.4846781774037916,0.2855604173118629,0.42095703396081974,0.2728777160761298,0.6282159621121519,0.3265809536852088,0.5175999526261076,0.3046290788129247,0.45213726324562103,0.29376221824196014,0.6664271239817866,0.34343656526446076
7,local_bccb_pair,12,0.4525938744357691,0.2787432462085083,0.3894653841717201,0.2666910737928652,0.5878968076625645,0.31225542214462504,0.48362409940777734,0.2983989269194779,0.4203721141185137,0.2877180634573994,0.6197817324869591,0.3287198088995577
7,local_bttb_causal,12,0.48526355899048346,0.2861709297216143,0.4212427646971595,0.2733441394993992,0.6293076636785694,0.3273479201892438,0.5178880186645446,0.3050541697676691,0.45204120383618585,0.2939976350401144,0.6673579358127367,0.34409747610107005
7,local_bttb_pair,12,0.45332365981117656,0.279323516412048,0.3897717677817741,0.26706076663923656,0.5894748899219581,0.3132137874311072,0.48411968451933096,0.29881614443003673,0.4205620918726913,0.2879607723279032,0.6208293184554247,0.3293953814379107
7,optical_flow_warp,12,0.5569571615937708,0.2754205676241346,0.488544626201362,0.258773456888925,0.7067084907205695,0.3204587425935172,0.5988459503900904,0.29615970025306604,0.5287664875797649,0.280298804143884,0.7549414046992572,0.3410711900230252
7,pixel_shift_cyclic,12,0.5957329029722301,0.30331369327917923,0.5015295661369897,0.29737432221725213,0.80334230053435,0.3372235070335665,0.6802379044731935,0.36183690772852306,0.5817307733356007,0.3675965994652566,0.9003092575126979,0.36995616580262336
7,pixel_shift_zero,12,0.5964352620369517,0.3033204753172195,0.5044422781345513,0.29913517600798734,0.7984882765821589,0.3324521351497862,0.6815566592404038,0.36690752401233356,0.5852775838396406,0.3739782031738958,0.8960592023238614,0.3707640607412742
