layer,method,fraction,count,energy_ratio_mean,energy_ratio_std,pixel_change_recall_mean,pixel_change_recall_std,gini_mean,gini_std
0,identity,0.05,180,0.2486087870861688,0.1963642602284117,0.16414956058552316,0.08963551416204729,0.49639428254076784,0.26795029789063596
0,identity,0.1,180,0.376856102436583,0.2570901322790952,0.3152222105042224,0.14122407616515711,0.49639428254076784,0.26795029789063596
0,identity,0.2,180,0.5389460812024169,0.28599613278199004,0.5656789648052533,0.2293452124439093,0.49639428254076784,0.26795029789063596
0,local_bccb_causal,0.05,168,0.23746318236828892,0.1875155215842801,0.17069267008422417,0.0848799593922726,0.4588529530349533,0.25493802307381036
0,local_bccb_causal,0.1,168,0.3622044199526616,0.24092672792684167,0.307262077685987,0.14543239739734173,0.4588529530349533,0.25493802307381036
0,local_bccb_causal,0.2,168,0.5249123806810487,0.2510819260239377,0.5526518196335187,0.2311725482879762,0.4588529530349533,0.25493802307381036
0,local_bttb_causal,0.05,168,0.2536722547790314,0.18351423544349704,0.1729935929135106,0.0850394346770107,0.47498215625278306,0.23964241469459846
0,local_bttb_causal,0.1,168,0.37729816910094993,0.23398189550968557,0.31350235207307053,0.14161341019103454,0.47498215625278306,0.23964241469459846
0,local_bttb_causal,0.2,168,0.5383571204798749,0.24212659501606135,0.5624287213286967,0.2273055787078007,0.47498215625278306,0.23964241469459846
0,optical_flow_warp,0.05,180,0.20736325182185766,0.145970438017276,0.1174095577979722,0.08534769716212662,0.4619018568130028,0.25966249685537574
0,optical_flow_warp,0.1,180,0.3334070639611116,0.21465350346241405,0.22449402207154698,0.13876665745120512,0.4619018568130028,0.25966249685537574
0,optical_flow_warp,0.2,180,0.5135415169684675,0.2806038392324061,0.41150263480345844,0.19680897403793954,0.4619018568130028,0.25966249685537574
0,pixel_shift_zero,0.05,180,0.26557589744649135,0.18251834387494995,0.1691097302826809,0.08478618452158386,0.5307827525030563,0.2253224969572157
0,pixel_shift_zero,0.1,180,0.40831751097677804,0.23107817129108463,0.30519899298825104,0.14932164244564494,0.5307827525030563,0.2253224969572157
0,pixel_shift_zero,0.2,180,0.5885741035969129,0.23609826287316446,0.551294601401883,0.24262878759693923,0.5307827525030563,0.2253224969572157
15,identity,0.05,180,0.6994536528614852,0.27022994063016803,0.07599944437904017,0.06267168478915504,0.7584909360358354,0.24766248729888898
15,identity,0.1,180,0.7410756579103887,0.26214182745350706,0.17730378769349803,0.0963058551791896,0.7584909360358354,0.24766248729888898
15,identity,0.2,180,0.7902017964637574,0.25663149735539925,0.3411335834767067,0.1466802855667349,0.7584909360358354,0.24766248729888898
15,local_bccb_causal,0.05,168,0.7645588147161737,0.1307605631541427,0.07304818916281207,0.06538089916214754,0.8110577754235229,0.07817635409403845
15,local_bccb_causal,0.1,168,0.8059249428176152,0.1070281907493633,0.15853935946865982,0.1042960349357407,0.8110577754235229,0.07817635409403845
15,local_bccb_causal,0.2,168,0.8521597724393379,0.07683388161753926,0.3105550643682087,0.14751183826651543,0.8110577754235229,0.07817635409403845
15,local_bttb_causal,0.05,168,0.764033779295793,0.13055974236886755,0.0724497064154718,0.0652452131551245,0.8105062549676374,0.07813871717427356
15,local_bttb_causal,0.1,168,0.8054515293163116,0.10690043507441556,0.15801958489701654,0.10414021631393054,0.8105062549676374,0.07813871717427356
15,local_bttb_causal,0.2,168,0.8517253377967241,0.07675437559874615,0.3145379804728079,0.1489561438250972,0.8105062549676374,0.07813871717427356
15,optical_flow_warp,0.05,180,0.6471555528906625,0.2782303748387347,0.051740007826892906,0.046086428222827595,0.74520821093361,0.24518284706937532
15,optical_flow_warp,0.1,180,0.7115155452484613,0.2587657086215343,0.12859859163327275,0.08043123687141482,0.74520821093361,0.24518284706937532
15,optical_flow_warp,0.2,180,0.7890901839955416,0.26145750833359643,0.26668138498639665,0.12741416768164687,0.74520821093361,0.24518284706937532
15,pixel_shift_zero,0.05,180,0.7684602773097505,0.16948308832427234,0.07885996132639578,0.061843229151906355,0.8319245708500864,0.09562904953036878
15,pixel_shift_zero,0.1,180,0.8184970672413212,0.14048186444845356,0.17110545868979077,0.09221546120660863,0.8319245708500864,0.09562904953036878
15,pixel_shift_zero,0.2,180,0.8686289034965575,0.09732212437923948,0.324777267369991,0.14313146021397535,0.8319245708500864,0.09562904953036878
22,identity,0.05,180,0.4143167477314917,0.23502461272146757,0.05546312278218402,0.05010945339195116,0.5728515768374925,0.23873716599683392
22,identity,0.1,180,0.49733643349947526,0.2415985580464648,0.13565944149173473,0.09024122389194134,0.5728515768374925,0.23873716599683392
22,identity,0.2,180,0.6123953296771195,0.24386092217301406,0.25717105527548995,0.1332573227947458,0.5728515768374925,0.23873716599683392
22,local_bccb_causal,0.05,168,0.4342018022145805,0.1962855731341473,0.06503651671076745,0.06019002367422166,0.5729962809413349,0.16907424479389427
22,local_bccb_causal,0.1,168,0.516025086047542,0.1883457785579805,0.13071183997327177,0.09371273726283158,0.5729962809413349,0.16907424479389427
22,local_bccb_causal,0.2,168,0.6307572639252041,0.15889639519995705,0.2272699423597801,0.12314452963615384,0.5729962809413349,0.16907424479389427
22,local_bttb_causal,0.05,168,0.43390242912668664,0.19637986328181864,0.06515277875292054,0.060712207196768835,0.5733075666624463,0.16878587304574902
