category,layer,alignment,rank,count,energy_ratio_mean,energy_ratio_std,effective_rank_mean,effective_rank_std,stable_rank_mean,stable_rank_std
camera_motion,0,frame_spatial_centered,1,2,0.10600447687815218,0.003682807584825816,79.6804012064404,1.6826523471353596,9.73716684617861,0.10974234480600131
camera_motion,0,frame_spatial_centered,16,2,0.5056097526043017,0.005204349900469918,79.6804012064404,1.6826523471353596,9.73716684617861,0.10974234480600131
camera_motion,0,frame_spatial_centered,2,2,0.15983005064107308,0.0044550433007330414,79.6804012064404,1.6826523471353596,9.73716684617861,0.10974234480600131
camera_motion,0,frame_spatial_centered,32,2,0.6760238758844178,0.005298824115977374,79.6804012064404,1.6826523471353596,9.73716684617861,0.10974234480600131
camera_motion,0,frame_spatial_centered,4,2,0.2413580680118325,0.008168575312968301,79.6804012064404,1.6826523471353596,9.73716684617861,0.10974234480600131
camera_motion,0,frame_spatial_centered,64,2,0.8385712399418079,0.004841940564098757,79.6804012064404,1.6826523471353596,9.73716684617861,0.10974234480600131
camera_motion,0,frame_spatial_centered,8,2,0.3580182180547824,0.005743025674284502,79.6804012064404,1.6826523471353596,9.73716684617861,0.10974234480600131
camera_motion,0,frame_spatial_raw,1,2,0.16359933533780158,0.04108428030233947,63.53183773403608,8.391400711320337,6.810759234963886,1.8299412348828574
camera_motion,0,frame_spatial_raw,16,2,0.5626314972169849,0.024867235939451615,63.53183773403608,8.391400711320337,6.810759234963886,1.8299412348828574
camera_motion,0,frame_spatial_raw,2,2,0.2390853548476241,0.03774452056508641,63.53183773403608,8.391400711320337,6.810759234963886,1.8299412348828574
camera_motion,0,frame_spatial_raw,32,2,0.7145210749703237,0.017725581939867008,63.53183773403608,8.391400711320337,6.810759234963886,1.8299412348828574
camera_motion,0,frame_spatial_raw,4,2,0.31903987228707265,0.040639483477934196,63.53183773403608,8.391400711320337,6.810759234963886,1.8299412348828574
camera_motion,0,frame_spatial_raw,64,2,0.8582635689192548,0.010687710501329384,63.53183773403608,8.391400711320337,6.810759234963886,1.8299412348828574
camera_motion,0,frame_spatial_raw,8,2,0.42844425383049634,0.03387529019097982,63.53183773403608,8.391400711320337,6.810759234963886,1.8299412348828574
camera_motion,0,frame_spatial_token_normalized,1,2,0.1409679176062733,0.01312557862494379,70.56974908276737,0.22092645492750052,7.681297437969251,0.2616150052114725
camera_motion,0,frame_spatial_token_normalized,16,2,0.538644227179749,0.0008317110139217654,70.56974908276737,0.22092645492750052,7.681297437969251,0.2616150052114725
camera_motion,0,frame_spatial_token_normalized,2,2,0.1991687275742862,0.0030227038131463158,70.56974908276737,0.22092645492750052,7.681297437969251,0.2616150052114725
camera_motion,0,frame_spatial_token_normalized,32,2,0.7008479486254109,0.002336124293023545,70.56974908276737,0.22092645492750052,7.681297437969251,0.2616150052114725
camera_motion,0,frame_spatial_token_normalized,4,2,0.282440259901103,0.0010787411628421506,70.56974908276737,0.22092645492750052,7.681297437969251,0.2616150052114725
camera_motion,0,frame_spatial_token_normalized,64,2,0.8499968522855761,0.0030539285908093294,70.56974908276737,0.22092645492750052,7.681297437969251,0.2616150052114725
camera_motion,0,frame_spatial_token_normalized,8,2,0.39523408933468546,0.0002413718707397483,70.56974908276737,0.22092645492750052,7.681297437969251,0.2616150052114725
camera_motion,0,hidden_aligned_temporal,1,2,0.47726577164615835,0.10964437515203851,6.018043136554679,3.207219005568655,2.212014097983683,0.5081757754476781
camera_motion,0,hidden_aligned_temporal,16,2,0.9999999999999997,1.1102230246251565e-16,6.018043136554679,3.207219005568655,2.212014097983683,0.5081757754476781
camera_motion,0,hidden_aligned_temporal,2,2,0.7074798678110283,0.20613550505070566,6.018043136554679,3.207219005568655,2.212014097983683,0.5081757754476781
camera_motion,0,hidden_aligned_temporal,32,2,0.9999999999999997,1.1102230246251565e-16,6.018043136554679,3.207219005568655,2.212014097983683,0.5081757754476781
camera_motion,0,hidden_aligned_temporal,4,2,0.8045978851255504,0.1687140369861802,6.018043136554679,3.207219005568655,2.212014097983683,0.5081757754476781
camera_motion,0,hidden_aligned_temporal,64,2,0.9999999999999997,1.1102230246251565e-16,6.018043136554679,3.207219005568655,2.212014097983683,0.5081757754476781
camera_motion,0,hidden_aligned_temporal,8,2,0.9105800285034362,0.07935377098852464,6.018043136554679,3.207219005568655,2.212014097983683,0.5081757754476781
