method,label,pairs,ssim_mean,ssim_ci_low,ssim_ci_high,ssim_min,speedup_geomean,speedup_ci_low,speedup_ci_high,speedup_min,pixel_psnr_db_mean,cache_fraction_mean
dense_cache007,Dense + cache .07,8,1.0,1.0,1.0,1.0,0.9944203614276849,0.9893834157844679,0.9987648349800659,0.9819189221900068,,0.0
dense_cache008,Dense + cache .08,8,0.95512459508911,0.9449640203806929,0.964786610134706,0.9328615485266512,1.0376379283957349,1.0338796232345633,1.040036239815104,1.0253689112020596,33.93326561439352,0.05
fp8,Full FP8,8,0.7966277787895204,0.7271793320125738,0.8601020766619409,0.6415549985979242,1.016833396029587,1.0025114687959542,1.0298478657650423,0.9794436554669916,23.28484742536143,0.0
fp8_middle1,FP8 middle-1,8,0.9541840204653578,0.9434588167029733,0.9642537527914915,0.92918214019911,0.9982931319614681,0.9939261011177407,1.002293373263233,0.9879921102723744,33.83735181887797,0.0
hybrid_middle1,Hybrid middle-1,8,0.9482709448965427,0.9310138745943628,0.9622033393573135,0.8983662151316217,0.9899152551641296,0.981157470290062,0.997355955899618,0.9651889631461644,33.04535685923203,0.0
hybrid_middle1_cache008,Hybrid + cache .08,8,0.9431248970768078,0.9255069347050002,0.9584924556433736,0.8930057615273116,1.0256915972853673,1.0175738917365285,1.0331475712576585,1.0049492188068605,32.27477631089744,0.05
