prompt_index,seed,method,reference_method,status,reference_video,candidate_video,reference_seconds,candidate_seconds,paired_speedup,cached_model_forward_fraction,hybrid_residual_calls,peak_allocated_mib,frames,height,width,pixel_mae,pixel_rmse,pixel_psnr_db,pixel_max_abs,exact_pixel_fraction,frame_psnr_mean_db,frame_psnr_p05_db,frame_ssim_mean,frame_ssim_p05,frame_ssim_min,temporal_delta_mae,reference_frame_delta_mae,candidate_frame_delta_mae,variant,label
0,20260723,fp8_middle1,dense,ok,p00_dense_seed20260723.mp4,p00_fp8_middle1_seed20260723.mp4,5.815873506013304,5.938499156996841,0.9793507336211276,0.0,0,21524.865234375,17,480,832,3.4226248271744595,5.727601579040545,32.971347605791415,208.0,0.1565877462763951,32.98152549157428,32.52453065579275,0.9652432647293164,0.962240269924714,0.961017351755689,3.956097568609776,16.231849292200856,16.2357902852898,fp8_middle1,FP8 middle-1
1,20260723,fp8_middle1,dense,ok,p01_dense_seed20260723.mp4,p01_fp8_middle1_seed20260723.mp4,6.056938441994134,5.961663531983504,1.0159812625284024,0.0,0,21524.865234375,17,480,832,4.412916156045752,9.29738806909245,28.76358443653024,250.0,0.178050027102187,29.154441608670837,25.9252023057752,0.92918214019911,0.9250888562163804,0.925067897588138,3.2717352451422275,6.183109120426015,6.21070791391226,fp8_middle1,FP8 middle-1
0,20260723,hybrid_middle1,dense,ok,p00_dense_seed20260723.mp4,p00_hybrid_middle1_seed20260723.mp4,6.00174718501512,5.908147276000818,1.0158425145213472,0.0,120,21532.7978515625,17,480,832,3.3292228349673203,5.586165901367012,33.18852701869291,213.0,0.1602166407428356,33.19799102858183,32.730602109055944,0.9663907713368004,0.9634149608703488,0.9627624559290818,3.880620920556223,16.231849292200856,16.21702322674613,sparse,Sparse only
1,20260723,hybrid_middle1,dense,ok,p01_dense_seed20260723.mp4,p01_hybrid_middle1_seed20260723.mp4,6.096583982987795,5.977287482994143,1.0199583005390087,0.0,120,21532.7978515625,17,480,832,6.112609145220588,12.99631482090831,25.854399146898796,255.0,0.1497433147938662,27.16034331774544,21.49017913759609,0.8941809249735344,0.8706983805762124,0.8674371204120789,3.693242938701923,6.183109120426015,6.07444327590812,sparse,Sparse only
0,20260723,hybrid_middle1,dense,ok,p00_dense_seed20260723.mp4,p00_hybrid_middle1_seed20260723.mp4,5.815873506013304,6.129638661019271,0.9488118023985131,0.0,120,21526.740234375,17,480,832,3.2005144014737303,5.239359900097962,33.74523897143189,188.0,0.1602783080379587,33.752036892684494,33.32264786473554,0.9676130135308272,0.9644157329377872,0.9642468370695054,3.739085088224493,16.231849292200856,16.24280781542134,lr8,Rank-8 only
1,20260723,hybrid_middle1,dense,ok,p01_dense_seed20260723.mp4,p01_hybrid_middle1_seed20260723.mp4,6.056938441994134,6.057509439997375,0.9999057371665868,0.0,120,21526.740234375,17,480,832,5.508971265789969,11.322264055467834,27.05213802484885,255.0,0.1579345580379587,27.174883415836156,25.22928935017608,0.9036382278428678,0.8944485255905285,0.8935568179883125,3.695368996644632,6.183109120426015,6.127428729717548,lr8,Rank-8 only
0,20260723,hybrid_middle1,dense,ok,p00_dense_seed20260723.mp4,p00_hybrid_middle1_seed20260723.mp4,5.947301015985431,6.06960605198401,0.9798495923868732,0.0,120,21535.119140625,17,480,832,3.5143151591566117,5.785227322091089,32.88439503682131,218.0,0.1520634976747109,32.89514957937328,32.381680802207406,0.9631069076985304,0.9605605607382524,0.9591683017461536,4.0505199464977295,16.231849292200856,16.2271972134582,lr8_sparse,Rank-8 + sparse
1,20260723,hybrid_middle1,dense,ok,p01_dense_seed20260723.mp4,p01_hybrid_middle1_seed20260723.mp4,6.06129854201572,6.067254322988447,0.9990183729483432,0.0,120,21535.119140625,17,480,832,5.869349881378834,12.13356394738046,26.4510359419764,255.0,0.1509429793552036,27.39150494958032,22.51541293694569,0.8983662151316217,0.8833128515378924,0.8801681938658102,3.7053228394598015,6.183109120426015,6.076062168219151,lr8_sparse,Rank-8 + sparse
0,20260723,hybrid_middle1,dense,ok,p00_dense_seed20260723.mp4,p00_hybrid_middle1_seed20260723.mp4,6.028130447986769,6.08426358201541,0.990774046312759,0.0,120,21533.68359375,17,480,832,3.298252350820136,5.671935908448777,33.05617731314891,221.0,0.1594300390428607,33.09036083292007,32.0481748970082,0.9661956826247464,0.9630725097400196,0.9617651319780774,3.855167956229968,16.231849292200856,16.17872126652644,lr12sparse,Rank-12 + sparse
1,20260723,hybrid_middle1,dense,ok,p01_dense_seed20260723.mp4,p01_hybrid_middle1_seed20260723.mp4,6.1205584069830365,6.042135652998695,1.012979310377684,0.0,120,21533.68359375,17,480,832,4.61416796285822,9.500277255875512,28.57607801039739,255.0,0.1786265868526897,28.957420344467717,25.70350312470634,0.9245259633203284,0.9206372695793368,0.9197753270572818,3.3151910765558226,6.183109120426015,6.174774639423077,lr12sparse,Rank-12 + sparse
0,20260723,hybrid_middle1,dense,ok,p00_dense_seed20260723.mp4,p00_hybrid_middle1_seed20260723.mp4,5.953406770015135,6.166661115974421,0.9654181830412472,0.0,120,21536.349609375,17,480,832,3.3212285735608345,5.492210630704395,33.33585992012863,201.0,0.159092587355455,33.34283712240416,32.9340414309068,0.9663733023507094,0.962994936478219,0.9629095791669564,3.8681395441039,16.231849292200856,16.242030269264156,lr16,Rank-16 only
1,20260723,hybrid_middle1,dense,ok,p01_dense_seed20260723.mp4,p01_hybrid_middle1_seed20260723.mp4,6.138722110015806,6.137237796006957,1.0002418537554163,0.0,120,21536.349609375,17,480,832,4.417314566050779,9.167969594731064,28.88534032263169,250.0,0.1799606330913775,29.582146026773536,25.334970047854902,0.9300488708675064,0.9253526870480696,0.9224469532729463,3.243578527727698,6.183109120426015,6.173674806774172,lr16,Rank-16 only
