prompt_index,prompt,seed,repeat,method,schedule_order_index,status,seconds_including_text_and_vae,self_attention_calls,cross_attention_calls,peak_allocated_mib,video_file,video_sha256,event_file,schedule_family,schedule_action,schedule_cell_count,schedule_metadata,tri_mode_schedule,tri_mode_model_calls,tri_mode_block_calls,tri_mode_requested_dense,tri_mode_requested_quant,tri_mode_requested_cache,tri_mode_executed_dense,tri_mode_executed_quant,tri_mode_executed_cache,tri_mode_cache_fallbacks,tri_mode_cache_refreshes,tri_mode_max_cache_age,hybrid_linear_count,hybrid_dense_calls,hybrid_fp8_calls,hybrid_residual_calls,static_scale_min,static_scale_max,source_run_dir,logical_sample,dense_video_file,dense_seconds,candidate_seconds,end_to_end_speedup,candidate_fps,reference_fps,fps_match,step_start,step_end,block_start,block_end,frames,height,width,pixel_mae,pixel_rmse,pixel_psnr_db,pixel_max_abs,exact_pixel_fraction,frame_psnr_mean_db,frame_psnr_p05_db,frame_ssim_mean,frame_ssim_p05,frame_ssim_min,temporal_delta_mae,reference_frame_delta_mae,candidate_frame_delta_mae
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,dense,0,ok,5.986020712996833,1200,1200,21517.130859375,p00_dense_seed20260723_r0.mp4,05e9c5f36db0801e12f5ceae616a122ee3aa3964ab365ae740b677128d7d5742,events/p00_dense_seed20260723_r0.jsonl,reference,,0,"{""cell_count"": 0, ""family"": ""reference""}",dense,40,1200,1200,0,0,1200,0,0,0,0,0,60,2400,0,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_cache_refine_s08-13_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.986020712996833,5.986020712996833,1.0,16.0,16.0,True,,,,,17,480,832,0.0,0.0,inf,0.0,1.0,inf,nan,1.0,1.0,1.0,0.0,16.231849292200856,16.231849292200856
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,all_c,1,ok,1.625834856997244,60,60,22885.521484375,p00_all_c_seed20260723_r0.mp4,a4ff797104092b33de322a301dd8a93222c0d55633e55433a2d75155c7ddc6a3,events/p00_all_c_seed20260723_r0.jsonl,global_cost_anchor,C,60,"{""action"": ""C"", ""cell_count"": 60, ""family"": ""global_cost_anchor""}",all_c,40,1200,0,0,1200,60,0,1140,60,60,19,60,120,0,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_cache_refine_s08-13_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.986020712996833,1.625834856997244,3.6818134924554515,16.0,16.0,True,,,,,17,480,832,61.25759592799459,81.57430414305048,9.899736052799229,255.0,0.015871374591503267,9.912012673935052,9.492889534458257,0.20266811695779158,0.170219957892575,0.1550974257814319,18.825782658503606,16.231849292200856,7.008550921057025
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,c_s08-08_b00-02,2,ok,5.988387090998003,1194,1194,21654.537109375,p00_c_s08-08_b00-02_seed20260723_r0.mp4,9b3c4246ee167dd8fa3c83ba3747c719a41d0312dc57312713b5f35820b3f9d6,events/p00_c_s08-08_b00-02_seed20260723_r0.jsonl,single_cell,C,1,"{""action"": ""C"", ""block_end"": 2, ""block_start"": 0, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 8, ""step_start"": 8}",c_s08-08_b00-02,40,1200,1194,0,6,1194,0,6,0,6,1,60,2388,0,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_cache_refine_s08-13_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.986020712996833,5.988387090998003,0.9996048388380357,16.0,16.0,True,8,8,0,2,17,480,832,4.817599875487054,8.951347883409353,29.093034892859343,237.0,0.13124351904223228,29.1709626931555,27.895955512476945,0.9426428978430771,0.9358803359525354,0.9302192633607076,5.080498954577323,16.231849292200856,16.21167717306023
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,c_s08-08_b03-05,3,ok,5.9861826059932355,1194,1194,21654.537109375,p00_c_s08-08_b03-05_seed20260723_r0.mp4,587708dcf9581662c01a2dcd20ca1fa76e5817d67d0793aa2732473fe5971e7e,events/p00_c_s08-08_b03-05_seed20260723_r0.jsonl,single_cell,C,1,"{""action"": ""C"", ""block_end"": 5, ""block_start"": 3, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 8, ""step_start"": 8}",c_s08-08_b03-05,40,1200,1194,0,6,1194,0,6,0,6,1,60,2388,0,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_cache_refine_s08-13_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.986020712996833,5.9861826059932355,0.9999729555533037,16.0,16.0,True,8,8,3,5,17,480,832,3.6272048021933134,6.0026640559899445,32.56392284088659,224.0,0.14583627922322775,32.57499904587014,32.10084961456514,0.9620104818574989,0.9573999084310699,0.9567768170588319,4.138458408453526,16.231849292200856,16.19409690922142
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,c_s08-08_b06-08,4,ok,5.975850928021828,1194,1194,21654.537109375,p00_c_s08-08_b06-08_seed20260723_r0.mp4,4876e02702c2faac6211728152ea421e3830dbda189cb6ced3162be1e7414238,events/p00_c_s08-08_b06-08_seed20260723_r0.jsonl,single_cell,C,1,"{""action"": ""C"", ""block_end"": 8, ""block_start"": 6, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 8, ""step_start"": 8}",c_s08-08_b06-08,40,1200,1194,0,6,1194,0,6,0,6,1,60,2388,0,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_cache_refine_s08-13_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.986020712996833,5.975850928021828,1.001701813699421,16.0,16.0,True,8,8,6,8,17,480,832,5.236345947633861,10.253794181152164,27.913111691992274,235.0,0.12492630365447462,28.21311217591442,26.05622374026373,0.9361922777098867,0.9224994140338226,0.9155384170551106,5.422058314135951,16.231849292200856,16.322450086805556
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,c_s08-08_b09-11,5,ok,6.028132694016676,1194,1194,21654.537109375,p00_c_s08-08_b09-11_seed20260723_r0.mp4,66cafa9ac896eaf67bc2b79ffcfd3c0bcc3d672ff9f73f395d8c80e7adbf53fb,events/p00_c_s08-08_b09-11_seed20260723_r0.jsonl,single_cell,C,1,"{""action"": ""C"", ""block_end"": 11, ""block_start"": 9, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 8, ""step_start"": 8}",c_s08-08_b09-11,40,1200,1194,0,6,1194,0,6,0,6,1,60,2388,0,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_cache_refine_s08-13_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.986020712996833,6.028132694016676,0.9930140918991975,16.0,16.0,True,8,8,9,11,17,480,832,5.179704782554047,10.085234402246018,28.057083676852727,248.0,0.12511783559577677,28.378486520179816,26.167666793040922,0.9372916474732655,0.9241501097697605,0.9192474558442143,5.361085601545807,16.231849292200856,16.280816441723424
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,c_s08-08_b12-14,6,ok,5.987883772002533,1194,1194,21654.537109375,p00_c_s08-08_b12-14_seed20260723_r0.mp4,fcd9f9f97a2c4a6df554598033c3bff853280c7162d95f217c8b71dfc11111b9,events/p00_c_s08-08_b12-14_seed20260723_r0.jsonl,single_cell,C,1,"{""action"": ""C"", ""block_end"": 14, ""block_start"": 12, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 8, ""step_start"": 8}",c_s08-08_b12-14,40,1200,1194,0,6,1194,0,6,0,6,1,60,2388,0,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_cache_refine_s08-13_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.986020712996833,5.987883772002533,0.9996888618622808,16.0,16.0,True,8,8,12,14,17,480,832,4.9218344449157865,8.905039074930029,29.138087019298553,242.0,0.12892181411827552,29.273264311139485,27.43494650065194,0.9397058261205934,0.9282705212010999,0.9234315450073005,5.123688787476629,16.231849292200856,16.350987882695648
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,c_s08-08_b15-17,7,ok,6.043520375009393,1194,1194,21654.537109375,p00_c_s08-08_b15-17_seed20260723_r0.mp4,1aa569a0f320568383fba95d5dd1f5739a86e9c79a08928d244357fc2cacf5b1,events/p00_c_s08-08_b15-17_seed20260723_r0.jsonl,single_cell,C,1,"{""action"": ""C"", ""block_end"": 17, ""block_start"": 15, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 8, ""step_start"": 8}",c_s08-08_b15-17,40,1200,1194,0,6,1194,0,6,0,6,1,60,2388,0,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_cache_refine_s08-13_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.986020712996833,6.043520375009393,0.9904857337371894,16.0,16.0,True,8,8,15,17,17,480,832,4.495616957720588,7.799286661058457,30.289705948031145,248.0,0.12987667522938662,30.33748457436643,29.28000361820708,0.9489161915920794,0.9418841122316918,0.9365107737312929,4.906196842030583,16.231849292200856,16.26427007169805
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,c_s08-08_b18-20,8,ok,6.007292970025446,1194,1194,21654.537109375,p00_c_s08-08_b18-20_seed20260723_r0.mp4,6aa15ba6bd0ac3c98749840893b8c2e9810d8fff638abccc572d341f9add526d,events/p00_c_s08-08_b18-20_seed20260723_r0.jsonl,single_cell,C,1,"{""action"": ""C"", ""block_end"": 20, ""block_start"": 18, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 8, ""step_start"": 8}",c_s08-08_b18-20,40,1200,1194,0,6,1194,0,6,0,6,1,60,2388,0,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_cache_refine_s08-13_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.986020712996833,6.007292970025446,0.9964589279839097,16.0,16.0,True,8,8,18,20,17,480,832,4.555745221766592,8.305308170356904,29.74368857503213,229.0,0.13492126618275516,29.808036489243946,28.759788544840333,0.9471757048184064,0.9381267895654196,0.928438717336828,5.008156540047409,16.231849292200856,16.113677665514825
0,A red panda runs through a bamboo forest while the camera tracks smoothly.,20260723,0,c_s08-08_b21-23,9,ok,5.995387892005965,1194,1194,21654.537109375,p00_c_s08-08_b21-23_seed20260723_r0.mp4,fc51738be7ac87f4354ac37b0ce0c270eb292f2f00620c2f6a03dfdbc4103607,events/p00_c_s08-08_b21-23_seed20260723_r0.jsonl,single_cell,C,1,"{""action"": ""C"", ""block_end"": 23, ""block_start"": 21, ""cell_count"": 1, ""family"": ""single_cell"", ""step_end"": 8, ""step_start"": 8}",c_s08-08_b21-23,40,1200,1194,0,6,1194,0,6,0,6,1,60,2388,0,0,0.0075439452193677425,0.05654297024011612,/home/wangmeiqi/codex_runs/robuq_structured_probe_20260723/results/tri_mode_oracle_f17_cache_refine_s08-13_v1/data,p00_seed20260723_r0,p00_dense_seed20260723_r0.mp4,5.986020712996833,5.995387892005965,0.9984376025074838,16.0,16.0,True,8,8,21,23,17,480,832,4.51085575155543,8.460518271619794,29.582864254256908,241.0,0.13531198937908498,29.738804930832657,28.11441659764796,0.9473727118406423,0.9405230151110369,0.9396045397119798,4.894473657852564,16.231849292200856,16.12530475844685
