method,schedule_family,schedule_action,schedule_cell_count,samples,speedup_geomean,speedup_mean,speedup_min,speedup_max,ssim_mean,ssim_min,ssim_p05,psnr_mean_db,requested_quant_mean,requested_cache_mean,executed_cache_mean,cache_fallbacks_mean,cache_refreshes_mean
c_s13-13_b06-08,single_cell,C,1,1,1.0008543384120148,1.0008543384120148,1.0008543384120148,1.0008543384120148,0.9696316830484172,0.9696316830484172,0.9696316830484172,33.96801946666301,0.0,6.0,6.0,0.0,6.0
c_s13-13_b09-11,single_cell,C,1,1,0.986591646210773,0.986591646210773,0.986591646210773,0.986591646210773,0.9698937987404086,0.9698937987404086,0.9698937987404086,34.41842568893204,0.0,6.0,6.0,0.0,6.0
c_s13-13_b12-14,single_cell,C,1,1,1.0011722557579612,1.0011722557579612,1.0011722557579612,1.0011722557579612,0.9701457880432676,0.9701457880432676,0.9701457880432676,34.433108378162906,0.0,6.0,6.0,0.0,6.0
c_s13-13_b15-17,single_cell,C,1,1,0.999279094240413,0.999279094240413,0.999279094240413,0.999279094240413,0.9672346560612025,0.9672346560612025,0.9672346560612025,33.52558737198379,0.0,6.0,6.0,0.0,6.0
c_s13-13_b18-20,single_cell,C,1,1,0.9930204421173905,0.9930204421173905,0.9930204421173905,0.9930204421173905,0.9697574934184107,0.9697574934184107,0.9697574934184107,34.42586558030192,0.0,6.0,6.0,0.0,6.0
c_s13-13_b21-23,single_cell,C,1,1,0.9923247635249138,0.9923247635249138,0.9923247635249138,0.9923247635249138,0.9708172734131938,0.9708172734131938,0.9708172734131938,34.83741887525838,0.0,6.0,6.0,0.0,6.0
c_s13-13_b24-26,single_cell,C,1,1,1.0010676918593517,1.0010676918593517,1.0010676918593517,1.0010676918593517,0.9713226805377199,0.9713226805377199,0.9713226805377199,34.903914806398596,0.0,6.0,6.0,0.0,6.0
c_s13-13_b27-29,single_cell,C,1,1,1.0000847554692975,1.0000847554692975,1.0000847554692975,1.0000847554692975,0.9716454834438139,0.9716454834438139,0.9716454834438139,35.18622465933888,0.0,6.0,6.0,0.0,6.0
c_s14-14_b00-02,single_cell,C,1,1,1.0045348981545286,1.0045348981545286,1.0045348981545286,1.0045348981545286,0.9709869762317951,0.9709869762317951,0.9709869762317951,34.87890798332483,0.0,6.0,6.0,0.0,6.0
c_s14-14_b03-05,single_cell,C,1,1,1.0063669530006751,1.0063669530006751,1.0063669530006751,1.0063669530006751,0.9710984167316655,0.9710984167316655,0.9710984167316655,34.942479191557304,0.0,6.0,6.0,0.0,6.0
