split,sample_id,prompt_index,seed,sampling_step,branch,layer,head,head_role,method,router,density,tail_group_size,query_tiles,query_tile_size,selected_attention_mass,selected_keys,tail_landmarks,router_landmarks,attention_work_ratio,flop_proxy_speedup,residual_sq,reference_sq,output_relative_l2
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,diag_gaussian,moment,0.125,64,1,64,0.4703248143196106,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,53.736183166503906,382.00860595703125,0.37505661907063914
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,diag_gaussian,moment,0.125,16,1,64,0.4703248143196106,4096.0,1792.0,512,0.19536019536019536,5.11875,48.36101531982422,382.00860595703125,0.35580425023863593
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,diag_gaussian,oracle_mass,0.0625,64,1,64,0.2702053189277649,2048.0,480.0,512,0.0927960927960928,10.776315789473683,88.74787902832031,382.00860595703125,0.48199487217976844
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,diag_gaussian,oracle_mass,0.0625,16,1,64,0.2702053189277649,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,80.0261459350586,382.00860595703125,0.4576983822795255
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,diag_gaussian,oracle_mass,0.125,64,1,64,0.4704035520553589,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,53.151275634765625,382.00860595703125,0.3730098262166122
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,0,diffuse,diag_gaussian,oracle_mass,0.125,16,1,64,0.4704035520553589,4096.0,1792.0,512,0.19536019536019536,5.11875,47.867645263671875,382.00860595703125,0.35398467330438094
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,moment,0.0625,64,1,64,0.7988335490226746,2048.0,480.0,512,0.0927960927960928,10.776315789473683,29.08756446838379,2354.4326171875,0.11115027629654403
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,moment,0.0625,16,1,64,0.7988335490226746,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,20.18320083618164,2354.4326171875,0.09258739988402742
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,moment,0.125,64,1,64,0.8788018822669983,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,8.630937576293945,2354.4326171875,0.06054605554238987
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,moment,0.125,16,1,64,0.8788018822669983,4096.0,1792.0,512,0.19536019536019536,5.11875,6.20516300201416,2354.4326171875,0.05133735206181636
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,oracle_mass,0.0625,64,1,64,0.7997108697891235,2048.0,480.0,512,0.0927960927960928,10.776315789473683,29.52099609375,2354.4326171875,0.11197533510892722
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,oracle_mass,0.0625,16,1,64,0.7997108697891235,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,20.60314178466797,2354.4326171875,0.09354564908931122
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,oracle_mass,0.125,64,1,64,0.8837822675704956,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,7.50678014755249,2354.4326171875,0.05646556987336338
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,centroid,oracle_mass,0.125,16,1,64,0.8837822675704956,4096.0,1792.0,512,0.19536019536019536,5.11875,5.373735427856445,2354.4326171875,0.047774374253609156
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,diag_gaussian,moment,0.0625,64,1,64,0.7997108697891235,2048.0,480.0,512,0.0927960927960928,10.776315789473683,17.506446838378906,2354.4326171875,0.08622950078803147
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,diag_gaussian,moment,0.0625,16,1,64,0.7997108697891235,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,10.786558151245117,2354.4326171875,0.06768591617267845
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,diag_gaussian,moment,0.125,64,1,64,0.8821340799331665,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,4.870412826538086,2354.4326171875,0.0454820210049243
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,diag_gaussian,moment,0.125,16,1,64,0.8821340799331665,4096.0,1792.0,512,0.19536019536019536,5.11875,3.0393528938293457,2354.4326171875,0.03592919039954898
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,diag_gaussian,oracle_mass,0.0625,64,1,64,0.7997108697891235,2048.0,480.0,512,0.0927960927960928,10.776315789473683,17.506446838378906,2354.4326171875,0.08622950078803147
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,diag_gaussian,oracle_mass,0.0625,16,1,64,0.7997108697891235,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,10.786558151245117,2354.4326171875,0.06768591617267845
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,diag_gaussian,oracle_mass,0.125,64,1,64,0.8837822675704956,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,4.624035358428955,2354.4326171875,0.04431670272812034
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,diag_gaussian,oracle_mass,0.125,16,1,64,0.8837822675704956,4096.0,1792.0,512,0.19536019536019536,5.11875,2.8965225219726562,2354.4326171875,0.035074809588068884
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,moment,0.0625,64,1,64,0.07731257379055023,2048.0,480.0,512,0.0927960927960928,10.776315789473683,154.9656219482422,752.39111328125,0.4538327713326658
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,moment,0.0625,16,1,64,0.07731257379055023,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,140.90017700195312,752.39111328125,0.43274687529336653
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,moment,0.125,64,1,64,0.148888498544693,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,142.7903594970703,752.39111328125,0.43563986505108204
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,moment,0.125,16,1,64,0.148888498544693,4096.0,1792.0,512,0.19536019536019536,5.11875,129.8663787841797,752.39111328125,0.415457436183527
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,oracle_mass,0.0625,64,1,64,0.07731790840625763,2048.0,480.0,512,0.0927960927960928,10.776315789473683,154.03030395507812,752.39111328125,0.45246111098721636
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,oracle_mass,0.0625,16,1,64,0.07731790840625763,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,140.02484130859375,752.39111328125,0.43140057131358744
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,oracle_mass,0.125,64,1,64,0.14902691543102264,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,138.62391662597656,752.39111328125,0.4292371018135327
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,centroid,oracle_mass,0.125,16,1,64,0.14902691543102264,4096.0,1792.0,512,0.19536019536019536,5.11875,125.97575378417969,752.39111328125,0.4091868366088328
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,diag_gaussian,moment,0.0625,64,1,64,0.07729674875736237,2048.0,480.0,512,0.0927960927960928,10.776315789473683,152.96640014648438,752.39111328125,0.4508958046892919
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,diag_gaussian,moment,0.0625,16,1,64,0.07729674875736237,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,139.09222412109375,752.39111328125,0.4299615275579019
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,diag_gaussian,moment,0.125,64,1,64,0.14893490076065063,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,140.2880859375,752.39111328125,0.4318058942468347
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,diag_gaussian,moment,0.125,16,1,64,0.14893490076065063,4096.0,1792.0,512,0.19536019536019536,5.11875,127.54388427734375,752.39111328125,0.41172571352792964
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,diag_gaussian,oracle_mass,0.0625,64,1,64,0.07731790840625763,2048.0,480.0,512,0.0927960927960928,10.776315789473683,151.62353515625,752.39111328125,0.44891227454083826
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,diag_gaussian,oracle_mass,0.0625,16,1,64,0.07731790840625763,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,137.80374145507812,752.39111328125,0.4279654168915507
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,diag_gaussian,oracle_mass,0.125,64,1,64,0.14902691543102264,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,137.2871551513672,752.39111328125,0.4271625045323549
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,diag_gaussian,oracle_mass,0.125,16,1,64,0.14902691543102264,4096.0,1792.0,512,0.19536019536019536,5.11875,124.68132019042969,752.39111328125,0.40707915787360205
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,centroid,moment,0.0625,64,1,64,0.06862538307905197,2048.0,480.0,512,0.0927960927960928,10.776315789473683,57.4849739074707,491.22564697265625,0.34208706474894324
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,centroid,moment,0.0625,16,1,64,0.06862538307905197,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,51.80145263671875,491.22564697265625,0.32473601178479644
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,centroid,moment,0.125,64,1,64,0.13523393869400024,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,50.25714874267578,491.22564697265625,0.3198588756674072
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,centroid,moment,0.125,16,1,64,0.13523393869400024,4096.0,1792.0,512,0.19536019536019536,5.11875,45.29318618774414,491.22564697265625,0.3036518417656455
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,centroid,oracle_mass,0.0625,64,1,64,0.068717360496521,2048.0,480.0,512,0.0927960927960928,10.776315789473683,56.87047576904297,491.22564697265625,0.34025374510611844
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,centroid,oracle_mass,0.0625,16,1,64,0.068717360496521,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,51.29277801513672,491.22564697265625,0.32313767351979766
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,centroid,oracle_mass,0.125,64,1,64,0.135343998670578,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,49.26582336425781,491.22564697265625,0.3166885459778575
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,centroid,oracle_mass,0.125,16,1,64,0.135343998670578,4096.0,1792.0,512,0.19536019536019536,5.11875,44.40092468261719,491.22564697265625,0.3006460419744266
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,diag_gaussian,moment,0.0625,64,1,64,0.06860573589801788,2048.0,480.0,512,0.0927960927960928,10.776315789473683,58.70596694946289,491.22564697265625,0.3457009764352013
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,diag_gaussian,moment,0.0625,16,1,64,0.06860573589801788,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,52.9428596496582,491.22564697265625,0.32829417809961353
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,diag_gaussian,moment,0.125,64,1,64,0.13520261645317078,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,51.559051513671875,491.22564697265625,0.32397533160198133
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,diag_gaussian,moment,0.125,16,1,64,0.13520261645317078,4096.0,1792.0,512,0.19536019536019536,5.11875,46.450096130371094,491.22564697265625,0.30750543202192626
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,diag_gaussian,oracle_mass,0.0625,64,1,64,0.068717360496521,2048.0,480.0,512,0.0927960927960928,10.776315789473683,58.048831939697266,491.22564697265625,0.34376070075300624
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,diag_gaussian,oracle_mass,0.0625,16,1,64,0.068717360496521,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,52.36631774902344,491.22564697265625,0.3265017411913156
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,diag_gaussian,oracle_mass,0.125,64,1,64,0.135343998670578,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,50.48257827758789,491.22564697265625,0.32057544000071425
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,diag_gaussian,oracle_mass,0.125,16,1,64,0.135343998670578,4096.0,1792.0,512,0.19536019536019536,5.11875,45.50092315673828,491.22564697265625,0.30434739395835353
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,centroid,moment,0.0625,64,1,64,0.9866527915000916,2048.0,480.0,512,0.0927960927960928,10.776315789473683,0.31825578212738037,2447.044921875,0.011404261847104778
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,centroid,moment,0.0625,16,1,64,0.9866527915000916,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,0.2973393201828003,2447.044921875,0.011023136899127216
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,centroid,moment,0.125,64,1,64,0.9958860874176025,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,0.03804360330104828,2447.044921875,0.003942937119848329
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,centroid,moment,0.125,16,1,64,0.9958860874176025,4096.0,1792.0,512,0.19536019536019536,5.11875,0.03557223826646805,2447.044921875,0.003812717477996674
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,centroid,oracle_mass,0.0625,64,1,64,0.9866676330566406,2048.0,480.0,512,0.0927960927960928,10.776315789473683,0.3183048963546753,2447.044921875,0.011405141783828744
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,centroid,oracle_mass,0.0625,16,1,64,0.9866676330566406,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,0.2974446415901184,2447.044921875,0.011025088994633694
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,centroid,oracle_mass,0.125,64,1,64,0.9964926242828369,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,0.02518324926495552,2447.044921875,0.0032080040734434015
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,centroid,oracle_mass,0.125,16,1,64,0.9964926242828369,4096.0,1792.0,512,0.19536019536019536,5.11875,0.02377493493258953,2447.044921875,0.0031170136023486645
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,diag_gaussian,moment,0.0625,64,1,64,0.9865987300872803,2048.0,480.0,512,0.0927960927960928,10.776315789473683,0.13830982148647308,2447.044921875,0.007518055706498464
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,diag_gaussian,moment,0.0625,16,1,64,0.9865987300872803,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,0.09556475281715393,2447.044921875,0.006249250007392384
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,diag_gaussian,moment,0.125,64,1,64,0.9964926242828369,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,0.011815082281827927,2447.044921875,0.0021973407215381355
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,diag_gaussian,moment,0.125,16,1,64,0.9964926242828369,4096.0,1792.0,512,0.19536019536019536,5.11875,0.008516128174960613,2447.044921875,0.0018655209202122411
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,diag_gaussian,oracle_mass,0.0625,64,1,64,0.9866676330566406,2048.0,480.0,512,0.0927960927960928,10.776315789473683,0.12045755982398987,2447.044921875,0.007016104672108128
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,diag_gaussian,oracle_mass,0.0625,16,1,64,0.9866676330566406,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,0.0947376936674118,2447.044921875,0.006222149373993398
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,diag_gaussian,oracle_mass,0.125,64,1,64,0.9964926242828369,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,0.011815082281827927,2447.044921875,0.0021973407215381355
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,diag_gaussian,oracle_mass,0.125,16,1,64,0.9964926242828369,4096.0,1792.0,512,0.19536019536019536,5.11875,0.008516128174960613,2447.044921875,0.0018655209202122411
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,centroid,moment,0.0625,64,1,64,0.9784653186798096,2048.0,480.0,512,0.0927960927960928,10.776315789473683,0.2957005202770233,1729.4647216796875,0.013075857847718279
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,centroid,moment,0.0625,16,1,64,0.9784653186798096,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,0.21090173721313477,1729.4647216796875,0.011042927598261516
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,centroid,moment,0.125,64,1,64,0.9948596954345703,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,0.023466013371944427,1729.4647216796875,0.0036835265385420555
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,centroid,moment,0.125,16,1,64,0.9948596954345703,4096.0,1792.0,512,0.19536019536019536,5.11875,0.0165934469550848,1729.4647216796875,0.0030975081083988738
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,centroid,oracle_mass,0.0625,64,1,64,0.9785284996032715,2048.0,480.0,512,0.0927960927960928,10.776315789473683,0.2902555763721466,1729.4647216796875,0.01295491095718016
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,centroid,oracle_mass,0.0625,16,1,64,0.9785284996032715,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,0.20629437267780304,1729.4647216796875,0.010921639490785586
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,centroid,oracle_mass,0.125,64,1,64,0.9948596954345703,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,0.023466013371944427,1729.4647216796875,0.0036835265385420555
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,centroid,oracle_mass,0.125,16,1,64,0.9948596954345703,4096.0,1792.0,512,0.19536019536019536,5.11875,0.0165934469550848,1729.4647216796875,0.0030975081083988738
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,diag_gaussian,moment,0.0625,64,1,64,0.9783857464790344,2048.0,480.0,512,0.0927960927960928,10.776315789473683,0.19014331698417664,1729.4647216796875,0.01048539218737935
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,diag_gaussian,moment,0.0625,16,1,64,0.9783857464790344,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,0.12544065713882446,1729.4647216796875,0.008516542273553291
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,diag_gaussian,moment,0.125,64,1,64,0.9947919249534607,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,0.016791831701993942,1729.4647216796875,0.0031159693897208555
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,diag_gaussian,moment,0.125,16,1,64,0.9947919249534607,4096.0,1792.0,512,0.19536019536019536,5.11875,0.010702943429350853,1729.4647216796875,0.0024876871406609626
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,diag_gaussian,oracle_mass,0.0625,64,1,64,0.9785284996032715,2048.0,480.0,512,0.0927960927960928,10.776315789473683,0.17744067311286926,1729.4647216796875,0.010129097099358757
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,diag_gaussian,oracle_mass,0.0625,16,1,64,0.9785284996032715,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,0.12038841098546982,1729.4647216796875,0.00834327363373602
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,diag_gaussian,oracle_mass,0.125,64,1,64,0.9948596954345703,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,0.01611851528286934,1729.4647216796875,0.003052858420548018
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,diag_gaussian,oracle_mass,0.125,16,1,64,0.9948596954345703,4096.0,1792.0,512,0.19536019536019536,5.11875,0.010478239506483078,1729.4647216796875,0.002461434632200529
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,centroid,moment,0.0625,64,1,64,0.8779973983764648,2048.0,480.0,512,0.0927960927960928,10.776315789473683,1.311622142791748,1537.4520263671875,0.029208118592713272
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,centroid,moment,0.0625,16,1,64,0.8779973983764648,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,1.1524081230163574,1537.4520263671875,0.0273780409543968
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,centroid,moment,0.125,64,1,64,0.9523857235908508,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,0.2649877667427063,1537.4520263671875,0.01312840983801495
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,centroid,moment,0.125,16,1,64,0.9523857235908508,4096.0,1792.0,512,0.19536019536019536,5.11875,0.21438127756118774,1537.4520263671875,0.011808443085863363
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,centroid,oracle_mass,0.0625,64,1,64,0.8779973983764648,2048.0,480.0,512,0.0927960927960928,10.776315789473683,1.311622142791748,1537.4520263671875,0.029208118592713272
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,centroid,oracle_mass,0.0625,16,1,64,0.8779973983764648,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,1.1524081230163574,1537.4520263671875,0.0273780409543968
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,centroid,oracle_mass,0.125,64,1,64,0.9523857235908508,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,0.2649877667427063,1537.4520263671875,0.01312840983801495
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,centroid,oracle_mass,0.125,16,1,64,0.9523857235908508,4096.0,1792.0,512,0.19536019536019536,5.11875,0.21438127756118774,1537.4520263671875,0.011808443085863363
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,diag_gaussian,moment,0.0625,64,1,64,0.8776960372924805,2048.0,480.0,512,0.0927960927960928,10.776315789473683,1.5109033584594727,1537.4520263671875,0.03134855714251053
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,diag_gaussian,moment,0.0625,16,1,64,0.8776960372924805,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,1.4182370901107788,1537.4520263671875,0.030372016900883137
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,diag_gaussian,moment,0.125,64,1,64,0.9523857235908508,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,0.28458118438720703,1537.4520263671875,0.013605117742719603
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,diag_gaussian,moment,0.125,16,1,64,0.9523857235908508,4096.0,1792.0,512,0.19536019536019536,5.11875,0.25017470121383667,1537.4520263671875,0.012756187913353366
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,diag_gaussian,oracle_mass,0.0625,64,1,64,0.8779973983764648,2048.0,480.0,512,0.0927960927960928,10.776315789473683,1.5436832904815674,1537.4520263671875,0.031686795059947745
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,diag_gaussian,oracle_mass,0.0625,16,1,64,0.8779973983764648,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,1.4428396224975586,1537.4520263671875,0.030634319920852502
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,diag_gaussian,oracle_mass,0.125,64,1,64,0.9523857235908508,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,0.28458118438720703,1537.4520263671875,0.013605117742719603
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,diag_gaussian,oracle_mass,0.125,16,1,64,0.9523857235908508,4096.0,1792.0,512,0.19536019536019536,5.11875,0.25017470121383667,1537.4520263671875,0.012756187913353366
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,7,transitional,centroid,moment,0.0625,64,1,64,0.7681904435157776,2048.0,480.0,512,0.0927960927960928,10.776315789473683,4.357341766357422,568.1830444335938,0.0875722841870327
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,7,transitional,centroid,moment,0.0625,16,1,64,0.7681904435157776,2048.0,1920.0,512,0.13675213675213677,7.312499999999999,2.895172357559204,568.1830444335938,0.07138271746155846
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,7,transitional,centroid,moment,0.125,64,1,64,0.8792930841445923,4096.0,448.0,512,0.15433455433455434,6.4794303797468356,1.2612102031707764,568.1830444335938,0.04711395936410752
