split,sampling_step,branch,layer,method,router,density,tail_group_size,records,aggregate_output_relative_l2,record_error_p95,record_error_max,selected_attention_mass_mean,attention_work_ratio_mean,flop_proxy_speedup
calibration,0,cond,14,centroid,moment,0.0625,16,12,0.24204763975481086,0.3684162284348592,0.3967259499052725,0.42999296511212987,0.13671143671143668,7.314676987198573
calibration,0,cond,14,centroid,moment,0.0625,64,12,0.2531341118853732,0.4076603350260488,0.43657446783133913,0.42999296511212987,0.09275539275539275,10.781044317683195
calibration,0,cond,14,centroid,moment,0.125,16,12,0.19691651924098913,0.3170118416139998,0.3614523057705306,0.5498437583446503,0.1952787952787953,5.120883701542309
calibration,0,cond,14,centroid,moment,0.125,64,12,0.2064425366062038,0.346382452894437,0.39440739456345847,0.5498437583446503,0.15425315425315422,6.482849604221637
calibration,0,cond,14,centroid,oracle_mass,0.0625,16,12,0.23651246540487675,0.36921389770431573,0.41938233496203986,0.4366244028011958,0.1367317867317867,7.313588331596965
calibration,0,cond,14,centroid,oracle_mass,0.0625,64,12,0.24899710189907023,0.4087841720740798,0.46394191793126305,0.4366244028011958,0.09277574277574278,10.778679534985741
calibration,0,cond,14,centroid,oracle_mass,0.125,16,12,0.18761157749712395,0.32101177310473916,0.38857146275677173,0.565028578042984,0.19531949531949533,5.119816628464263
calibration,0,cond,14,centroid,oracle_mass,0.125,64,12,0.19918980953022192,0.35193453868555713,0.4278403207691255,0.565028578042984,0.15429385429385425,6.481139541018202
calibration,0,cond,14,diag_gaussian,moment,0.0625,16,12,0.250952135087156,0.3953232901262075,0.39553017904480786,0.43133994067708653,0.13671143671143668,7.314676987198573
calibration,0,cond,14,diag_gaussian,moment,0.0625,64,12,0.25908320884312286,0.4099773456281737,0.4271320289249418,0.43133994067708653,0.09275539275539275,10.781044317683195
calibration,0,cond,14,diag_gaussian,moment,0.125,16,12,0.19382832124491825,0.312061760890361,0.34436004328253583,0.5526345645387968,0.1952787952787953,5.120883701542309
calibration,0,cond,14,diag_gaussian,moment,0.125,64,12,0.2013307101047787,0.33948691520979146,0.3734718774891062,0.5526345645387968,0.15425315425315422,6.482849604221637
calibration,0,cond,14,diag_gaussian,oracle_mass,0.0625,16,12,0.2418781807602019,0.38464818136895707,0.4014425252978355,0.4366244028011958,0.1367317867317867,7.313588331596965
calibration,0,cond,14,diag_gaussian,oracle_mass,0.0625,64,12,0.2505470363532903,0.40083444028747844,0.43605899737620296,0.4366244028011958,0.09277574277574278,10.778679534985741
calibration,0,cond,14,diag_gaussian,oracle_mass,0.125,16,12,0.18178997826094204,0.30795175942965125,0.3534972731107811,0.565028578042984,0.19531949531949533,5.119816628464263
calibration,0,cond,14,diag_gaussian,oracle_mass,0.125,64,12,0.19054642836205354,0.3353616832288083,0.3868775442443815,0.565028578042984,0.15429385429385425,6.481139541018202
calibration,0,cond,29,centroid,moment,0.0625,16,12,0.03184532551821285,0.04454214714893084,0.04976712367643719,0.613171074539423,0.13675213675213674,7.312500000000001
calibration,0,cond,29,centroid,moment,0.0625,64,12,0.04286942894328627,0.06271775386392892,0.07068487382233624,0.613171074539423,0.0927960927960928,10.776315789473683
calibration,0,cond,29,centroid,moment,0.125,16,12,0.02505633681822575,0.03915488469319192,0.04268851289475986,0.6843516578276952,0.19536019536019536,5.11875
calibration,0,cond,29,centroid,moment,0.125,64,12,0.03135686631343712,0.046943818333863505,0.04766452892866015,0.6843516578276952,0.1543345543345543,6.479430379746836
calibration,0,cond,29,centroid,oracle_mass,0.0625,16,12,0.030416877771919367,0.04454214714893084,0.04976712367643719,0.6195569473008314,0.13675213675213674,7.312500000000001
calibration,0,cond,29,centroid,oracle_mass,0.0625,64,12,0.03938410015310889,0.06101573758369715,0.06904915816939937,0.6195569473008314,0.0927960927960928,10.776315789473683
calibration,0,cond,29,centroid,oracle_mass,0.125,16,12,0.024907560587941302,0.039408904296086886,0.04324778434604617,0.686828251928091,0.19536019536019536,5.11875
calibration,0,cond,29,centroid,oracle_mass,0.125,64,12,0.030933940755028675,0.04722809824810476,0.04764044329054408,0.686828251928091,0.1543345543345543,6.479430379746836
