category,layer,mode,method,capacity,delay,run_count,observation_count,mean_cosine_mean,mean_cosine_std,median_cosine_mean,median_cosine_std,mean_relative_l2_mean,mean_relative_l2_std,coverage_mean,coverage_std,cosine_gain_vs_recent
camera_motion,22,frame_centered_unit,instant_adaptive,64,0,6,96,1.0,0.0,1.0,2.2662332591841973e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,22,frame_centered_unit,instant_adaptive,64,1,6,90,1.0,0.0,1.0,2.3405556457178006e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,22,frame_centered_unit,instant_adaptive,64,2,6,84,1.0,0.0,1.0,2.4227052612512386e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,22,frame_centered_unit,instant_adaptive,64,4,6,72,0.9577341749909353,0.04167561677265431,0.9669075671120674,0.04064248332362427,0.23151547718041968,0.11915061362838175,0.8914930555555556,0.18011891313363335,0.040027174843988655
camera_motion,22,frame_centered_unit,instant_adaptive,64,8,6,48,0.8977135138191802,0.06729366521362962,0.9281568095635455,0.05519998145403306,0.3801070207842268,0.15184868658828926,0.671875,0.2628531850196988,0.09297186274522629
camera_motion,22,frame_centered_unit,instant_oja,64,0,6,96,1.0,0.0,1.0,2.2662332591841973e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,22,frame_centered_unit,instant_oja,64,1,6,90,1.0,0.0,1.0,2.3405556457178006e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,22,frame_centered_unit,instant_oja,64,2,6,84,1.0,0.0,1.0,2.4227052612512386e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,22,frame_centered_unit,instant_oja,64,4,6,72,0.9472077607981243,0.05959246311315716,0.9592638074434965,0.0518342377640118,0.25387812560108497,0.15536923134976952,0.8446180555555556,0.2370777165863015,0.029500760651177682
camera_motion,22,frame_centered_unit,instant_oja,64,8,6,48,0.9528364336912997,0.05619989571293289,0.9657438827638369,0.04592512083551951,0.24084856366392637,0.137524649142273,0.8763020833333334,0.20943313221804163,0.14809478261734577
camera_motion,22,frame_centered_unit,recent_window,64,0,6,96,1.0,0.0,1.0,2.2662332591841973e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,22,frame_centered_unit,recent_window,64,1,6,90,1.0,0.0,1.0,2.3405556457178006e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,22,frame_centered_unit,recent_window,64,2,6,84,1.0,0.0,1.0,2.4227052612512386e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,22,frame_centered_unit,recent_window,64,4,6,72,0.9177070001469466,0.08599831030270978,0.9366484824467938,0.07938434351068673,0.326703819105301,0.18603497922334997,0.7526041666666666,0.2790106645898345,0.0
camera_motion,22,frame_centered_unit,recent_window,64,8,6,48,0.8047416510739539,0.1446853448160613,0.82925874201731,0.14595793135223237,0.5371282835833279,0.24990162317482897,0.4700520833333333,0.37780840381820485,0.0
camera_motion,22,frame_centered_unit,uniform_reservoir,64,0,6,96,0.9498426369097889,0.06188120240989519,0.9708439418040937,0.05350712198816227,0.17052701465872588,0.16393934206727806,0.8411458333333334,0.2058939213712704,-0.05015736309021113
camera_motion,22,frame_centered_unit,uniform_reservoir,64,1,6,90,0.9559829043841802,0.05475070709340441,0.9754748823427819,0.047151510408684746,0.16222182698279605,0.15296789859370707,0.8555555555555555,0.2006163342807532,-0.04401709561581979
camera_motion,22,frame_centered_unit,uniform_reservoir,64,2,6,84,0.9570228404342946,0.050761333491921155,0.9760090363109055,0.04545097002671664,0.1685035558323013,0.14461586317701455,0.8616071428571429,0.1978942880294777,-0.04297715956570536
camera_motion,22,frame_centered_unit,uniform_reservoir,64,4,6,72,0.9551093373774121,0.0449898617064259,0.9759490159049314,0.040181998878051704,0.1864835889173278,0.12412514579378024,0.8472222222222222,0.18775702548049686,0.03740233723046549
camera_motion,22,frame_centered_unit,uniform_reservoir,64,8,6,48,0.9461949556464212,0.03402514764951902,0.9730620640431199,0.0322721010882107,0.22471128510202032,0.09244158325160828,0.8203125,0.15605456527686076,0.1414533045724673
camera_motion,23,frame_centered_unit,instant_adaptive,64,0,6,96,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
camera_motion,23,frame_centered_unit,instant_adaptive,64,1,6,90,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
camera_motion,23,frame_centered_unit,instant_adaptive,64,2,6,84,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
camera_motion,23,frame_centered_unit,instant_adaptive,64,4,6,72,0.9554923368198946,0.04434883678049007,0.9665515664394879,0.03775043109516517,0.2375451591279212,0.12249090944488075,0.8871527777777778,0.18091410713084433,0.04012228141723406
camera_motion,23,frame_centered_unit,instant_adaptive,64,8,6,48,0.8943994199973271,0.06678455250429374,0.9260242419253103,0.052744340614341065,0.38668892639240315,0.14810150575693676,0.6692708333333334,0.2608200001584213,0.09284309988512918
camera_motion,23,frame_centered_unit,instant_oja,64,0,6,96,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
camera_motion,23,frame_centered_unit,instant_oja,64,1,6,90,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
camera_motion,23,frame_centered_unit,instant_oja,64,2,6,84,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
camera_motion,23,frame_centered_unit,instant_oja,64,4,6,72,0.9447241399552458,0.06111149234454831,0.9570649422481148,0.05374761290964519,0.260738568218781,0.15744714594220505,0.8376736111111112,0.24086156350868596,0.029354084552585258
camera_motion,23,frame_centered_unit,instant_oja,64,8,6,48,0.9506274784899019,0.05711746197365254,0.964198955572687,0.0464314821923917,0.24705748293707278,0.13822378722519224,0.87109375,0.21248707451498666,0.14907115837770402
camera_motion,23,frame_centered_unit,recent_window,64,0,6,96,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
camera_motion,23,frame_centered_unit,recent_window,64,1,6,90,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
camera_motion,23,frame_centered_unit,recent_window,64,2,6,84,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
camera_motion,23,frame_centered_unit,recent_window,64,4,6,72,0.9153700554026606,0.08726815132123217,0.9341226843549646,0.08093837831855705,0.33282933483228117,0.18703660536174646,0.7456597222222222,0.2830433543841543,0.0
camera_motion,23,frame_centered_unit,recent_window,64,8,6,48,0.8015563201121979,0.1467229461025279,0.82604169444961,0.1489616360656604,0.5427041087043684,0.2500536023248547,0.46875,0.3769480650567131,0.0
camera_motion,23,frame_centered_unit,uniform_reservoir,64,0,6,96,0.9498280536843305,0.06804940249415477,0.9687087958842021,0.05690160547612647,0.1693709154051414,0.17292467494351002,0.845703125,0.22114631019094058,-0.05017194631566946
camera_motion,23,frame_centered_unit,uniform_reservoir,64,1,6,90,0.9545302595703845,0.06032830057359908,0.9695209351151151,0.05545542548252056,0.1657457273677316,0.16208515054514538,0.8569444444444444,0.2118954727171505,-0.04546974042961549
camera_motion,23,frame_centered_unit,uniform_reservoir,64,2,6,84,0.9558158868377795,0.057204822290202406,0.9728762005421687,0.050212838849574726,0.1682404172490032,0.15540463415483655,0.8534226190476191,0.21095685484815682,-0.044184113162220484
camera_motion,23,frame_centered_unit,uniform_reservoir,64,4,6,72,0.9532429702510865,0.048781951884520565,0.9736073639555612,0.047258667711444824,0.1877317358348465,0.13076407441582624,0.8428819444444444,0.19515425688299107,0.03787291484842592
camera_motion,23,frame_centered_unit,uniform_reservoir,64,8,6,48,0.9377190555625328,0.04291440907611219,0.9715592968856405,0.032299469641357055,0.2404233273066121,0.10583911100472954,0.8098958333333334,0.16583042161388512,0.13616273545033486
camera_motion,7,frame_centered_unit,instant_adaptive,64,0,6,96,1.0,0.0,1.0,3.204937810639273e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,7,frame_centered_unit,instant_adaptive,64,1,6,90,1.0,0.0,1.0,3.310045537663031e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,7,frame_centered_unit,instant_adaptive,64,2,6,84,1.0,0.0,1.0,3.4262226380941543e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,7,frame_centered_unit,instant_adaptive,64,4,6,72,0.9667362705175466,0.05807602841371005,0.9736487227664505,0.05309403220227281,0.17026783058739076,0.14996449720124538,0.9184027777777778,0.18768477264065095,0.027100630682098115
camera_motion,7,frame_centered_unit,instant_adaptive,64,8,6,48,0.8728041410787514,0.10483239375439499,0.8711828935461433,0.1325075900801764,0.3870035402839343,0.20487326865112515,0.6640625,0.292490929791706,0.11097057600422477
camera_motion,7,frame_centered_unit,instant_oja,64,0,6,96,1.0,0.0,1.0,3.204937810639273e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,7,frame_centered_unit,instant_oja,64,1,6,90,1.0,0.0,1.0,3.310045537663031e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,7,frame_centered_unit,instant_oja,64,2,6,84,1.0,0.0,1.0,3.4262226380941543e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,7,frame_centered_unit,instant_oja,64,4,6,72,0.9685207995659613,0.04064700779278245,0.9695895321841879,0.042477648616377574,0.19730000711041468,0.14428327980597963,0.9253472222222222,0.20849964426576517,0.028885159730512755
camera_motion,7,frame_centered_unit,instant_oja,64,8,6,48,0.9604940021292471,0.051961679239726236,0.9624674347277916,0.052265449996898826,0.2199954817948083,0.15782464362778717,0.8828125,0.2854504047882048,0.19866043705472047
camera_motion,7,frame_centered_unit,recent_window,64,0,6,96,1.0,0.0,1.0,3.204937810639273e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,7,frame_centered_unit,recent_window,64,1,6,90,1.0,0.0,1.0,3.310045537663031e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,7,frame_centered_unit,recent_window,64,2,6,84,1.0,0.0,1.0,3.4262226380941543e-17,0.0,0.0,1.0,0.0,0.0
camera_motion,7,frame_centered_unit,recent_window,64,4,6,72,0.9396356398354485,0.11459258877178193,0.9408538975121746,0.11507938167050875,0.24450909359057307,0.23903696121691345,0.8767361111111112,0.3137081199607702,0.0
camera_motion,7,frame_centered_unit,recent_window,64,8,6,48,0.7618335650745266,0.20379454268427405,0.7627023869379209,0.2074462434334012,0.5870624655145055,0.3499977367753121,0.4322916666666667,0.4571184182068021,0.0
camera_motion,7,frame_centered_unit,uniform_reservoir,64,0,6,96,0.9511828926060298,0.07240021767923704,0.9710488661296739,0.07418551757221903,0.15448715490045112,0.16819355723145493,0.87109375,0.199244279409985,-0.04881710739397016
