case,sample_id,prompt_index,seed,layer,sampling_step,timestep,branch,mask,tail_rank,fallback_selection,logical_sparse_density,execution_sparse_density,dense_fallback_heads,dense_fallback_fraction,effective_attention_density,output_relative_l2,output_cosine
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,8,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,8,0.6666666666666666,0.6924742485086123,0.03600962460041046,0.9993577003479004
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,8,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,9,0.75,0.7693556863814592,0.030496155843138695,0.9995405673980713
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,8,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,10,0.8333333333333334,0.8462371242543062,0.02380208484828472,0.9997224807739258
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,8,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,11,0.9166666666666666,0.923118562127153,0.016767121851444244,0.9998651742935181
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,8,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,12,1.0,1.0,0.0,1.000005841255188
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,16,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,0,0.0,0.07742274552583694,0.07505253702402115,0.9972538352012634
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,16,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,1,0.08333333333333333,0.15430418339868388,0.06517151743173599,0.9979064464569092
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,16,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,2,0.16666666666666666,0.23118562127153078,0.05391540378332138,0.9985677003860474
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,16,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,3,0.25,0.3080670591443777,0.046527303755283356,0.9989334344863892
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,16,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,4,0.3333333333333333,0.3849484970172246,0.038096893578767776,0.9992823004722595
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,16,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,5,0.4166666666666667,0.46182993489007157,0.032411329448223114,0.9994818568229675
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,16,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,6,0.5,0.5387113727629185,0.028334032744169235,0.9996047019958496
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,16,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,7,0.5833333333333334,0.6155928106357654,0.024568825960159302,0.9997038841247559
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,16,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,8,0.6666666666666666,0.6924742485086123,0.02141689509153366,0.9997762441635132
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,16,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,9,0.75,0.7693556863814592,0.018293503671884537,0.9998381733894348
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,16,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,10,0.8333333333333334,0.8462371242543062,0.01464802585542202,0.999898374080658
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,16,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,11,0.9166666666666666,0.923118562127153,0.010121787898242474,0.9999544024467468
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,16,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,12,1.0,1.0,0.0,1.000005841255188
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,0,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,0,0.0,0.07178950309753418,0.3089246451854706,0.9560202956199646
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,0,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,1,0.08333333333333333,0.14914037783940634,0.2588921785354614,0.9693368077278137
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,0,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,2,0.16666666666666666,0.22649125258127847,0.22452588379383087,0.9768937230110168
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,0,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,3,0.25,0.30384212732315063,0.19112956523895264,0.9832035303115845
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,0,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,4,0.3333333333333333,0.38119300206502277,0.15525467693805695,0.988950252532959
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,0,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,5,0.4166666666666667,0.45854387680689496,0.1258443146944046,0.9928224086761475
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,0,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,6,0.5,0.5358947515487671,0.0994432345032692,0.9956328868865967
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,0,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,7,0.5833333333333334,0.6132456262906393,0.08153107017278671,0.9970426559448242
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,0,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,8,0.6666666666666666,0.6905965010325114,0.06656578928232193,0.9980465173721313
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,0,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,9,0.75,0.7679473757743835,0.0515710711479187,0.9988559484481812
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,0,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,10,0.8333333333333334,0.8452982505162557,0.039207667112350464,0.9993176460266113
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,0,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,11,0.9166666666666666,0.9226491252581278,0.021010102704167366,0.9997906684875488
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,0,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,12,1.0,1.0,0.0,1.000005841255188
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,8,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,0,0.0,0.07178950309753418,0.0696922168135643,0.9976599216461182
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,8,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,1,0.08333333333333333,0.14914037783940634,0.06296798586845398,0.9980961084365845
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,8,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,2,0.16666666666666666,0.22649125258127847,0.0568610280752182,0.9984447956085205
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,8,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,3,0.25,0.30384212732315063,0.05242620036005974,0.9986774325370789
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,8,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,4,0.3333333333333333,0.38119300206502277,0.04760639742016792,0.9989135265350342
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,8,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,5,0.4166666666666667,0.45854387680689496,0.042796790599823,0.9991222023963928
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,8,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,6,0.5,0.5358947515487671,0.0378476157784462,0.9993188977241516
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,8,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,7,0.5833333333333334,0.6132456262906393,0.03254711627960205,0.9995027184486389
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,8,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,8,0.6666666666666666,0.6905965010325114,0.027549022808670998,0.9996508359909058
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,8,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,9,0.75,0.7679473757743835,0.021655993536114693,0.9997941255569458
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,8,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,10,0.8333333333333334,0.8452982505162557,0.014581697061657906,0.9999054074287415
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,8,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,11,0.9166666666666666,0.9226491252581278,0.008181136101484299,0.9999725818634033
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,8,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,12,1.0,1.0,0.0,1.000005841255188
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,16,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,0,0.0,0.07178950309753418,0.03956246376037598,0.9992330074310303
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,16,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,1,0.08333333333333333,0.14914037783940634,0.0355428121984005,0.999382495880127
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,16,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,2,0.16666666666666666,0.22649125258127847,0.03174416348338127,0.999508261680603
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,16,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,3,0.25,0.30384212732315063,0.029094452038407326,0.9995874762535095
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,16,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,4,0.3333333333333333,0.38119300206502277,0.026566987857222557,0.9996572136878967
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,16,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,5,0.4166666666666667,0.45854387680689496,0.023967843502759933,0.9997228384017944
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,16,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,6,0.5,0.5358947515487671,0.021460089832544327,0.999779462814331
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,16,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,7,0.5833333333333334,0.6132456262906393,0.01870082877576351,0.9998348951339722
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,16,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,8,0.6666666666666666,0.6905965010325114,0.015649477019906044,0.9998869895935059
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,16,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,9,0.75,0.7679473757743835,0.012101915664970875,0.9999358057975769
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,16,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,10,0.8333333333333334,0.8452982505162557,0.007663115859031677,0.9999768137931824
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,16,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,11,0.9166666666666666,0.9226491252581278,0.004160264506936073,0.9999970197677612
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,16,oracle_current_replay_defect_energy,0.05906694009900093,0.07178950309753418,12,1.0,1.0,0.0,1.000005841255188
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,0,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,0,0.0,0.08589551597833633,0.3216637074947357,0.9568924307823181
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,0,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,1,0.08333333333333333,0.1620708896468083,0.29190945625305176,0.9617995023727417
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,0,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,2,0.16666666666666666,0.2382462633152803,0.27281302213668823,0.9661965370178223
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,0,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,3,0.25,0.31442163698375225,0.25325387716293335,0.9708406925201416
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,0,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,4,0.3333333333333333,0.39059701065222424,0.23293201625347137,0.9752234220504761
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,0,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,5,0.4166666666666667,0.4667723843206962,0.2111717015504837,0.9793723821640015
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,0,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,6,0.5,0.5429477579891682,0.19000044465065002,0.9832967519760132
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,0,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,7,0.5833333333333334,0.6191231316576401,0.16833636164665222,0.9863096475601196
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,0,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,8,0.6666666666666666,0.6952985053261121,0.1470998078584671,0.98951655626297
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,0,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,9,0.75,0.7714738789945841,0.12274190038442612,0.992695152759552
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,0,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,10,0.8333333333333334,0.847649252663056,0.09444985538721085,0.9957079887390137
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,0,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,11,0.9166666666666666,0.9238246263315281,0.05966411903500557,0.9982757568359375
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,0,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,12,1.0,1.0,0.0,1.000005841255188
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,8,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,0,0.0,0.08589551597833633,0.13214729726314545,0.9918205142021179
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,8,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,1,0.08333333333333333,0.1620708896468083,0.11200554668903351,0.9939438700675964
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,8,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,2,0.16666666666666666,0.2382462633152803,0.09533616900444031,0.9956002235412598
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,8,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,3,0.25,0.31442163698375225,0.08228056877851486,0.9966660141944885
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,8,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,4,0.3333333333333333,0.39059701065222424,0.06725332140922546,0.9977672100067139
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,8,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,5,0.4166666666666667,0.4667723843206962,0.057091351598501205,0.9983873963356018
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,8,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,6,0.5,0.5429477579891682,0.04839037358760834,0.9988369941711426
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,8,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,7,0.5833333333333334,0.6191231316576401,0.03998713940382004,0.9992070198059082
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,8,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,8,0.6666666666666666,0.6952985053261121,0.02971763350069523,0.9995641708374023
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,8,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,9,0.75,0.7714738789945841,0.024439798668026924,0.999707043170929
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,8,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,10,0.8333333333333334,0.847649252663056,0.018515728414058685,0.9998343586921692
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,8,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,11,0.9166666666666666,0.9238246263315281,0.01277553103864193,0.9999239444732666
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,8,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,12,1.0,1.0,0.0,1.000005841255188
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,16,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,0,0.0,0.08589551597833633,0.07593362033367157,0.9971969127655029
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,16,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,1,0.08333333333333333,0.1620708896468083,0.06451623141765594,0.9979510307312012
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,16,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,2,0.16666666666666666,0.2382462633152803,0.05316098406910896,0.9986094236373901
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,16,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,3,0.25,0.31442163698375225,0.04495526850223541,0.9989999532699585
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,16,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,4,0.3333333333333333,0.39059701065222424,0.035839952528476715,0.9993654489517212
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,16,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,5,0.4166666666666667,0.4667723843206962,0.03171404078602791,0.9995033144950867
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,16,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,6,0.5,0.5429477579891682,0.027365487068891525,0.9996316432952881
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,16,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,7,0.5833333333333334,0.6191231316576401,0.02271364815533161,0.9997479319572449
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,16,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,8,0.6666666666666666,0.6952985053261121,0.0174813661724329,0.9998528361320496
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,16,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,9,0.75,0.7714738789945841,0.014099468477070332,0.9999062418937683
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,16,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,10,0.8333333333333334,0.847649252663056,0.011065158061683178,0.9999445080757141
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,16,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,11,0.9166666666666666,0.9238246263315281,0.007490972522646189,0.9999775886535645
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,16,oracle_current_replay_defect_energy,0.0691748633980751,0.08589551597833633,12,1.0,1.0,0.0,1.000005841255188
