case,sample_id,prompt_index,seed,layer,sampling_step,timestep,branch,mask,name,spatial_radius_tiles,window_temporal_radius,full_temporal_tube,global_anchor_tiles,tile_height,tile_width,tile_rows,tile_columns,tile_count,padded_tokens,token_padding_overhead,selected_tiles_mean,selected_tiles_min,selected_tiles_max,padded_block_density,sampled_query_logical_density,logical_density,execution_density
f81_l0_t1000_cond,,,,0,,1000,cond,s3,s3,1,0,False,0,8,8,4,7,588,37632,0.14871794871794863,6.785714149475098,4,9,0.01154033001512289,0.011897130869328976,0.012529350817203522,0.015228076837956905
f81_l0_t1000_cond,,,,0,,1000,cond,s5,s5,2,0,False,0,8,8,4,7,588,37632,0.14871794871794863,14.5,9,20,0.024659864604473114,0.025457875803112984,0.026429980993270874,0.03253999724984169
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,s3_tfull,1,0,True,0,8,8,4,7,588,37632,0.14871794871794863,26.785715103149414,24,29,0.045553937554359436,0.04585622623562813,0.048220157623291016,0.06011082977056503
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,s5_tfull,2,0,True,0,8,8,4,7,588,37632,0.14871794871794863,34.5,29,40,0.058673471212387085,0.05941697210073471,0.06212078407406807,0.07742274552583694
f81_l0_t1000_cond,,,,0,,1000,cond,s3_temporal_pm2,s3_temporal_pm2,1,2,False,0,8,8,4,7,588,37632,0.14871794871794863,31.989795684814453,12,45,0.05440441519021988,0.05604395642876625,0.05906694009900093,0.07178950309753418
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull_anchor12,s3_tfull_anchor12,1,0,True,12,8,8,4,7,588,37632,0.14871794871794863,38.275508880615234,32,41,0.06509440392255783,0.06683836877346039,0.0691748633980751,0.08589551597833633
