prompt_index,seed,repeat,prompt,sequential_seconds,cfg_parallel_seconds,speedup,sequential_fps,cfg_parallel_fps,sequential_video,cfg_parallel_video,sequential_latent,cfg_parallel_latent,latent_max_abs,latent_rmse,latent_relative_l2,latent_exact_fraction,frames,height,width,pixel_mae,pixel_rmse,pixel_psnr_db,pixel_max_abs,exact_pixel_fraction,frame_psnr_mean_db,frame_psnr_p05_db,frame_ssim_mean,frame_ssim_p05,frame_ssim_min,temporal_delta_mae,reference_frame_delta_mae,candidate_frame_delta_mae
0,20260726,0,A red panda runs through a bamboo forest while the camera tracks smoothly.,5.810496846039314,3.2984527260414325,1.7615825748130873,16.0,16.0,0000_sequential_seed20260726_repeat00.mp4,0000_cfg_parallel_seed20260726_repeat00.mp4,0000_sequential_seed20260726_repeat00.latent.pt,0000_cfg_parallel_seed20260726_repeat00.latent.pt,0.0,0.0,0.0,1.0,17,480,832,0.0,0.0,inf,0.0,1.0,inf,nan,1.0,1.0,1.0,0.0,15.361015854533921,15.361015854533921
0,20260726,1,A red panda runs through a bamboo forest while the camera tracks smoothly.,5.87810928496765,3.2893193860072643,1.7870290461829506,16.0,16.0,0000_sequential_seed20260726_repeat01.mp4,0000_cfg_parallel_seed20260726_repeat01.mp4,0000_sequential_seed20260726_repeat01.latent.pt,0000_cfg_parallel_seed20260726_repeat01.latent.pt,0.0,0.0,0.0,1.0,17,480,832,0.0,0.0,inf,0.0,1.0,inf,nan,1.0,1.0,1.0,0.0,15.361015854533921,15.361015854533921
