weight_key,method,params,budget,budget_ratio,fit_weight_rel_fro,fit_activation_rel_l2,fit_activation_cosine,holdout_weight_rel_fro,holdout_activation_rel_l2,holdout_activation_cosine,notes
blocks.0.self_attn.o.weight,activation_lowrank_r16,49152,49152,1.0,0.5035855174064636,0.47986873984336853,0.8938210010528564,0.5035855174064636,0.5041874051094055,0.8884270191192627,Activation-aware SVD lifted through ridge regression
blocks.0.self_attn.o.weight,fro_bcm_b64,36864,49152,0.75,0.5067427158355713,0.5065035820007324,0.889035701751709,0.5067427158355713,0.5072002410888672,0.8886612057685852,Frobenius block-circulant projection
blocks.0.self_attn.o.weight,fro_bcm_plus_lr_b64_r4,49152,49152,1.0,0.5005826354026794,0.5004030466079712,0.8887473344802856,0.5005826354026794,0.5011013746261597,0.8884143829345703,Frobenius BCM followed by Frobenius low rank
blocks.0.self_attn.o.weight,activation_bcm_b64,36864,49152,0.75,0.5184350609779358,0.49463963508605957,0.8923413753509521,0.5184350609779358,0.519090473651886,0.8769787549972534,Activation-aware shared-generator least squares
blocks.0.self_attn.o.weight,activation_bcm_plus_lr_b64_r4,49152,49152,1.0,0.5164102911949158,0.4864400327205658,0.8933074474334717,0.5164102911949158,0.5171361565589905,0.8771663308143616,Activation-aware BCM followed by activation-aware low rank
blocks.0.self_attn.o.weight,fro_bcm_b128,18432,49152,0.375,0.508751392364502,0.5085019469261169,0.8885738849639893,0.508751392364502,0.5091940760612488,0.888189435005188,Frobenius block-circulant projection
blocks.0.self_attn.o.weight,fro_bcm_plus_lr_b128_r10,49152,49152,1.0,0.4954664409160614,0.49561554193496704,0.8886067867279053,0.4954664409160614,0.49613192677497864,0.8882697820663452,Frobenius BCM followed by Frobenius low rank
blocks.0.self_attn.o.weight,activation_bcm_b128,18432,49152,0.375,0.5145238637924194,0.5025637149810791,0.8901010751724243,0.5145238637924194,0.5150661468505859,0.8823487758636475,Activation-aware shared-generator least squares
blocks.0.self_attn.o.weight,activation_bcm_plus_lr_b128_r10,49152,49152,1.0,0.5098759531974792,0.4832748770713806,0.8931209444999695,0.5098759531974792,0.5104237794876099,0.8828593492507935,Activation-aware BCM followed by activation-aware low rank
blocks.0.self_attn.o.weight,activation_lr_r8_row_sparse_b16,49152,49152,1.0,0.5039196014404297,0.49102845788002014,0.891197919845581,0.5039196014404297,0.5044348835945129,0.8887170553207397,Activation-energy-selected output-row blocks
blocks.0.ffn.0.weight,ternary_main,0,167936,0.0,0.510771632194519,0.510127604007721,0.888449490070343,0.510771632194519,0.5113634467124939,0.887596607208252,RobuQ ternary main branch
blocks.0.ffn.0.weight,fro_lowrank_r4,41984,167936,0.25,0.4905235767364502,0.48983827233314514,0.8876174688339233,0.4905235767364502,0.49092352390289307,0.8868745565414429,Frobenius SVD of quantization error
blocks.0.ffn.0.weight,activation_lowrank_r4,41984,167936,0.25,0.5039230585098267,0.487381249666214,0.8887510299682617,0.5039230585098267,0.5045832991600037,0.8870143890380859,Activation-aware SVD lifted through ridge regression
blocks.0.ffn.0.weight,fro_lowrank_r8,83968,167936,0.5,0.48265835642814636,0.48195165395736694,0.8888437151908875,0.48265835642814636,0.4835570752620697,0.8880106210708618,Frobenius SVD of quantization error
blocks.0.ffn.0.weight,activation_lowrank_r8,83968,167936,0.5,0.5012492537498474,0.477255254983902,0.8909953832626343,0.5012492537498474,0.502045214176178,0.8871244788169861,Activation-aware SVD lifted through ridge regression
blocks.0.ffn.0.weight,fro_lowrank_r16,167936,167936,1.0,0.4729716181755066,0.4721999168395996,0.8910644054412842,0.4729716181755066,0.4738064706325531,0.8902571201324463,Frobenius SVD of quantization error
blocks.0.ffn.0.weight,activation_lowrank_r16,167936,167936,1.0,0.4978499412536621,0.46252983808517456,0.8954455256462097,0.4978499412536621,0.49865132570266724,0.8875491619110107,Activation-aware SVD lifted through ridge regression
blocks.0.ffn.0.weight,fro_bcm_b64,215040,167936,1.2804878048780488,0.5067541599273682,0.5060697793960571,0.8893586993217468,0.5067541599273682,0.5073087215423584,0.8885230422019958,Frobenius block-circulant projection
blocks.0.ffn.0.weight,activation_bcm_b64,215040,167936,1.2804878048780488,0.5186808705329895,0.49393194913864136,0.8926069736480713,0.5186808705329895,0.5194091796875,0.8766623735427856,Activation-aware shared-generator least squares
blocks.0.ffn.0.weight,fro_bcm_b128,107520,167936,0.6402439024390244,0.5087575912475586,0.5081009864807129,0.8888863325119019,0.5087575912475586,0.5093479156494141,0.8880312442779541,Frobenius block-circulant projection
blocks.0.ffn.0.weight,fro_bcm_plus_lr_b128_r5,160000,167936,0.9527439024390244,0.4864526093006134,0.48566997051239014,0.8885222673416138,0.4864526093006134,0.48710301518440247,0.8877192139625549,Frobenius BCM followed by Frobenius low rank
blocks.0.ffn.0.weight,activation_bcm_b128,107520,167936,0.6402439024390244,0.514689028263092,0.5020164847373962,0.8904183506965637,0.514689028263092,0.5153813362121582,0.8820483088493347,Activation-aware shared-generator least squares
blocks.0.ffn.0.weight,activation_bcm_plus_lr_b128_r5,160000,167936,0.9527439024390244,0.5074877142906189,0.47767990827560425,0.8916999101638794,0.5074877142906189,0.50821852684021,0.8818045258522034,Activation-aware BCM followed by activation-aware low rank
blocks.0.ffn.0.weight,activation_lr_r8_row_sparse_b16,157696,167936,0.9390243902439024,0.4990673065185547,0.47516992688179016,0.8918205499649048,0.4990673065185547,0.4998508393764496,0.8877918720245361,Activation-energy-selected output-row blocks
blocks.15.self_attn.q.weight,ternary_main,0,49152,0.0,0.5109409689903259,0.5106562376022339,0.8882967233657837,0.5109409689903259,0.5109956860542297,0.8884649276733398,RobuQ ternary main branch
blocks.15.self_attn.q.weight,fro_lowrank_r4,12288,49152,0.25,0.49441009759902954,0.49461954832077026,0.8890470266342163,0.49441009759902954,0.49389079213142395,0.8892703652381897,Frobenius SVD of quantization error
blocks.15.self_attn.q.weight,activation_lowrank_r4,12288,49152,0.25,0.5054599642753601,0.4922865033149719,0.8900254964828491,0.5054599642753601,0.5058193206787109,0.8885608315467834,Activation-aware SVD lifted through ridge regression
blocks.15.self_attn.q.weight,fro_lowrank_r8,24576,49152,0.5,0.4892837107181549,0.4897119104862213,0.889694094657898,0.4892837107181549,0.4888582229614258,0.8899217844009399,Frobenius SVD of quantization error
blocks.15.self_attn.q.weight,activation_lowrank_r8,24576,49152,0.5,0.5036305785179138,0.4843493700027466,0.8918943405151367,0.5036305785179138,0.5039846301078796,0.8888119459152222,Activation-aware SVD lifted through ridge regression
blocks.15.self_attn.q.weight,fro_lowrank_r16,49152,49152,1.0,0.48092761635780334,0.4813438951969147,0.8912228345870972,0.48092761635780334,0.48049989342689514,0.8914763331413269,Frobenius SVD of quantization error
blocks.15.self_attn.q.weight,activation_lowrank_r16,49152,49152,1.0,0.5003449320793152,0.46982240676879883,0.896092414855957,0.5003449320793152,0.5007922053337097,0.8892908692359924,Activation-aware SVD lifted through ridge regression
blocks.15.self_attn.q.weight,fro_bcm_b64,36864,49152,0.75,0.5068799257278442,0.5066067576408386,0.8892029523849487,0.5068799257278442,0.5068103671073914,0.8894517421722412,Frobenius block-circulant projection
blocks.15.self_attn.q.weight,fro_bcm_plus_lr_b64_r4,49152,49152,1.0,0.4907166361808777,0.4909631311893463,0.8900926113128662,0.4907166361808777,0.4901081621646881,0.8904048800468445,Frobenius BCM followed by Frobenius low rank
blocks.15.self_attn.q.weight,activation_bcm_b64,36864,49152,0.75,0.518661618232727,0.4946330785751343,0.8924181461334229,0.518661618232727,0.518707275390625,0.8778336644172668,Activation-aware shared-generator least squares
blocks.15.self_attn.q.weight,activation_bcm_plus_lr_b64_r4,49152,49152,1.0,0.5137065052986145,0.47779107093811035,0.894467830657959,0.5137065052986145,0.5140215754508972,0.8782179951667786,Activation-aware BCM followed by activation-aware low rank
blocks.15.self_attn.q.weight,fro_bcm_b128,18432,49152,0.375,0.5089183449745178,0.5085864067077637,0.8887671232223511,0.5089183449745178,0.5088581442832947,0.8889909386634827,Frobenius block-circulant projection
blocks.15.self_attn.q.weight,fro_bcm_plus_lr_b128_r10,49152,49152,1.0,0.48528236150741577,0.4854620397090912,0.8906127214431763,0.48528236150741577,0.48470085859298706,0.8908771276473999,Frobenius BCM followed by Frobenius low rank
blocks.15.self_attn.q.weight,activation_bcm_b128,18432,49152,0.375,0.5146884918212891,0.5026530027389526,0.8902298212051392,0.5146884918212891,0.514627993106842,0.883209228515625,Activation-aware shared-generator least squares
blocks.15.self_attn.q.weight,activation_bcm_plus_lr_b128_r10,49152,49152,1.0,0.5069490075111389,0.47399693727493286,0.8949416875839233,0.5069490075111389,0.5071624517440796,0.8838998079299927,Activation-aware BCM followed by activation-aware low rank
blocks.15.self_attn.q.weight,activation_lr_r8_row_sparse_b16,49152,49152,1.0,0.5001350045204163,0.4808564782142639,0.8930528163909912,0.5001350045204163,0.5006496906280518,0.8896551728248596,Activation-energy-selected output-row blocks
blocks.15.self_attn.o.weight,ternary_main,0,49152,0.0,0.5110394358634949,0.5111766457557678,0.887840986251831,0.5110394358634949,0.510593593120575,0.8881031274795532,RobuQ ternary main branch
blocks.15.self_attn.o.weight,fro_lowrank_r4,12288,49152,0.25,0.5075019001960754,0.5074386596679688,0.8880431056022644,0.5075019001960754,0.507293701171875,0.8883136510848999,Frobenius SVD of quantization error
blocks.15.self_attn.o.weight,activation_lowrank_r4,12288,49152,0.25,0.5094536542892456,0.5037521123886108,0.8889881372451782,0.5094536542892456,0.509067952632904,0.8883171081542969,Activation-aware SVD lifted through ridge regression
blocks.15.self_attn.o.weight,fro_lowrank_r8,24576,49152,0.5,0.5041876435279846,0.5039070248603821,0.8884868621826172,0.5041876435279846,0.5039800405502319,0.88868248462677,Frobenius SVD of quantization error
blocks.15.self_attn.o.weight,activation_lowrank_r8,24576,49152,0.5,0.5079578757286072,0.496810644865036,0.8906410932540894,0.5079578757286072,0.5075230002403259,0.8885859251022339,Activation-aware SVD lifted through ridge regression
blocks.15.self_attn.o.weight,fro_lowrank_r16,49152,49152,1.0,0.49796491861343384,0.4980095624923706,0.8893909454345703,0.49796491861343384,0.497951477766037,0.8895744681358337,Frobenius SVD of quantization error
blocks.15.self_attn.o.weight,activation_lowrank_r16,49152,49152,1.0,0.5050185322761536,0.4832257628440857,0.894145131111145,0.5050185322761536,0.5046212077140808,0.8890970945358276,Activation-aware SVD lifted through ridge regression
blocks.15.self_attn.o.weight,fro_bcm_b64,36864,49152,0.75,0.5070487260818481,0.5071709752082825,0.8887647390365601,0.5070487260818481,0.5066691040992737,0.8890135288238525,Frobenius block-circulant projection
blocks.15.self_attn.o.weight,fro_bcm_plus_lr_b64_r4,49152,49152,1.0,0.5036640763282776,0.5036022067070007,0.8890812397003174,0.5036640763282776,0.5031642317771912,0.8893504738807678,Frobenius BCM followed by Frobenius low rank
blocks.15.self_attn.o.weight,activation_bcm_b64,36864,49152,0.75,0.5187488198280334,0.4952975809574127,0.8919879794120789,0.5187488198280334,0.5184464454650879,0.8774387836456299,Activation-aware shared-generator least squares
blocks.15.self_attn.o.weight,activation_bcm_plus_lr_b64_r4,49152,49152,1.0,0.5173070430755615,0.48853403329849243,0.8933702707290649,0.5173070430755615,0.5169538855552673,0.8777894973754883,Activation-aware BCM followed by activation-aware low rank
blocks.15.self_attn.o.weight,fro_bcm_b128,18432,49152,0.375,0.5090088248252869,0.5091290473937988,0.8883154392242432,0.5090088248252869,0.5085805654525757,0.8885633945465088,Frobenius block-circulant projection
blocks.15.self_attn.o.weight,fro_bcm_plus_lr_b128_r10,49152,49152,1.0,0.5007231831550598,0.500792920589447,0.8892433047294617,0.5007231831550598,0.5002468824386597,0.8894486427307129,Frobenius BCM followed by Frobenius low rank
blocks.15.self_attn.o.weight,activation_bcm_b128,18432,49152,0.375,0.5147780179977417,0.5031970143318176,0.8898607492446899,0.5147780179977417,0.5143575668334961,0.8828346729278564,Activation-aware shared-generator least squares
blocks.15.self_attn.o.weight,activation_bcm_plus_lr_b128_r10,49152,49152,1.0,0.5110853314399719,0.4861506521701813,0.8935713768005371,0.5110853314399719,0.5106148719787598,0.8835737705230713,Activation-aware BCM followed by activation-aware low rank
blocks.15.self_attn.o.weight,activation_lr_r8_row_sparse_b16,49152,49152,1.0,0.5049283504486084,0.4935917258262634,0.8914637565612793,0.5049283504486084,0.5044874548912048,0.8893160820007324,Activation-energy-selected output-row blocks
blocks.15.ffn.0.weight,ternary_main,0,167936,0.0,0.5110407471656799,0.5105919241905212,0.8883875012397766,0.5110407471656799,0.5108578205108643,0.8880835771560669,RobuQ ternary main branch
blocks.15.ffn.0.weight,fro_lowrank_r4,41984,167936,0.25,0.5031161308288574,0.5022602081298828,0.8874025344848633,0.5031161308288574,0.502928614616394,0.8871397972106934,Frobenius SVD of quantization error
blocks.15.ffn.0.weight,activation_lowrank_r4,41984,167936,0.25,0.5082814693450928,0.4999483525753021,0.8883981108665466,0.5082814693450928,0.508176863193512,0.8878377676010132,Activation-aware SVD lifted through ridge regression
blocks.15.ffn.0.weight,fro_lowrank_r8,83968,167936,0.5,0.49948686361312866,0.49857598543167114,0.8874787092208862,0.49948686361312866,0.49935564398765564,0.8871909379959106,Frobenius SVD of quantization error
blocks.15.ffn.0.weight,activation_lowrank_r8,83968,167936,0.5,0.5069177746772766,0.49384164810180664,0.8895388245582581,0.5069177746772766,0.5067894458770752,0.8879648447036743,Activation-aware SVD lifted through ridge regression
blocks.15.ffn.0.weight,fro_lowrank_r16,167936,167936,1.0,0.4942096471786499,0.49333304166793823,0.8880090713500977,0.4942096471786499,0.49396228790283203,0.8877443671226501,Frobenius SVD of quantization error
blocks.15.ffn.0.weight,activation_lowrank_r16,167936,167936,1.0,0.5047794580459595,0.4829093813896179,0.8924282789230347,0.5047794580459595,0.5046315789222717,0.88832688331604,Activation-aware SVD lifted through ridge regression
blocks.15.ffn.0.weight,fro_bcm_b64,215040,167936,1.2804878048780488,0.5070464015007019,0.5065760016441345,0.8893100023269653,0.5070464015007019,0.5069112777709961,0.8889803886413574,Frobenius block-circulant projection
blocks.15.ffn.0.weight,activation_bcm_b64,215040,167936,1.2804878048780488,0.5189555287361145,0.49453407526016235,0.8924886584281921,0.5189555287361145,0.5187390446662903,0.8772329092025757,Activation-aware shared-generator least squares
blocks.15.ffn.0.weight,fro_bcm_b128,107520,167936,0.6402439024390244,0.5090460777282715,0.5085822343826294,0.8888353109359741,0.5090460777282715,0.5088611245155334,0.8885329961776733,Frobenius block-circulant projection
blocks.15.ffn.0.weight,fro_bcm_plus_lr_b128_r5,160000,167936,0.9527439024390244,0.5002082586288452,0.4993508458137512,0.8879437446594238,0.5002082586288452,0.5000774264335632,0.8876819610595703,Frobenius BCM followed by Frobenius low rank
blocks.15.ffn.0.weight,activation_bcm_b128,107520,167936,0.6402439024390244,0.5148348212242126,0.5026518702507019,0.8903107643127441,0.5148348212242126,0.5146080851554871,0.8827279806137085,Activation-aware shared-generator least squares
blocks.15.ffn.0.weight,activation_bcm_plus_lr_b128_r5,160000,167936,0.9527439024390244,0.5118182301521301,0.4909323453903198,0.8908294439315796,0.5118182301521301,0.5116018056869507,0.8826398253440857,Activation-aware BCM followed by activation-aware low rank
blocks.15.ffn.0.weight,activation_lr_r8_row_sparse_b16,157696,167936,0.9390243902439024,0.5051013827323914,0.4921531677246094,0.8901271224021912,0.5051013827323914,0.5049723982810974,0.8884495496749878,Activation-energy-selected output-row blocks
blocks.29.self_attn.q.weight,ternary_main,0,49152,0.0,0.5105114579200745,0.5106647610664368,0.8878934383392334,0.5105114579200745,0.5101936459541321,0.8888218402862549,RobuQ ternary main branch
blocks.29.self_attn.q.weight,fro_lowrank_r4,12288,49152,0.25,0.4901944696903229,0.490389347076416,0.8882622718811035,0.4901944696903229,0.4890020787715912,0.8889111280441284,Frobenius SVD of quantization error
blocks.29.self_attn.q.weight,activation_lowrank_r4,12288,49152,0.25,0.503755509853363,0.4880716800689697,0.8893350958824158,0.503755509853363,0.5023605823516846,0.8889442682266235,Activation-aware SVD lifted through ridge regression
blocks.29.self_attn.q.weight,fro_lowrank_r8,24576,49152,0.5,0.48217833042144775,0.4822036325931549,0.8895585536956787,0.48217833042144775,0.4809666872024536,0.8901943564414978,Frobenius SVD of quantization error
blocks.29.self_attn.q.weight,activation_lowrank_r8,24576,49152,0.5,0.500940203666687,0.47741615772247314,0.8917935490608215,0.500940203666687,0.49963638186454773,0.8890999555587769,Activation-aware SVD lifted through ridge regression
blocks.29.self_attn.q.weight,fro_lowrank_r16,49152,49152,1.0,0.47043538093566895,0.47066235542297363,0.892406702041626,0.47043538093566895,0.46912264823913574,0.8930851221084595,Frobenius SVD of quantization error
blocks.29.self_attn.q.weight,activation_lowrank_r16,49152,49152,1.0,0.49693524837493896,0.4605293571949005,0.8971452713012695,0.49693524837493896,0.49560365080833435,0.8897830843925476,Activation-aware SVD lifted through ridge regression
blocks.29.self_attn.q.weight,fro_bcm_b64,36864,49152,0.75,0.5065277218818665,0.5066187381744385,0.8888089656829834,0.5065277218818665,0.5062897205352783,0.8896495699882507,Frobenius block-circulant projection
blocks.29.self_attn.q.weight,fro_bcm_plus_lr_b64_r4,49152,49152,1.0,0.4866926670074463,0.4868450164794922,0.8893698453903198,0.4866926670074463,0.4855937659740448,0.8899539113044739,Frobenius BCM followed by Frobenius low rank
blocks.29.self_attn.q.weight,activation_bcm_b64,36864,49152,0.75,0.5184348821640015,0.49450385570526123,0.8921608924865723,0.5184348821640015,0.5182060599327087,0.8779562711715698,Activation-aware shared-generator least squares
blocks.29.self_attn.q.weight,activation_bcm_plus_lr_b64_r4,49152,49152,1.0,0.5123625993728638,0.4739542603492737,0.8940611481666565,0.5123625993728638,0.5111457109451294,0.8785321712493896,Activation-aware BCM followed by activation-aware low rank
blocks.29.self_attn.q.weight,fro_bcm_b128,18432,49152,0.375,0.5085235834121704,0.5086580514907837,0.8883728981018066,0.5085235834121704,0.508239209651947,0.8892521858215332,Frobenius block-circulant projection
blocks.29.self_attn.q.weight,fro_bcm_plus_lr_b128_r10,49152,49152,1.0,0.4772329330444336,0.4772787392139435,0.8908466696739197,0.4772329330444336,0.47605210542678833,0.8914366960525513,Frobenius BCM followed by Frobenius low rank
blocks.29.self_attn.q.weight,activation_bcm_b128,18432,49152,0.375,0.5144662261009216,0.5025614500045776,0.8899807929992676,0.5144662261009216,0.5141865611076355,0.8833786249160767,Activation-aware shared-generator least squares
blocks.29.self_attn.q.weight,activation_bcm_plus_lr_b128_r10,49152,49152,1.0,0.5043657422065735,0.46642494201660156,0.8954422473907471,0.5043657422065735,0.5030714869499207,0.8841969966888428,Activation-aware BCM followed by activation-aware low rank
blocks.29.self_attn.q.weight,activation_lr_r8_row_sparse_b16,49152,49152,1.0,0.4964454770088196,0.4730266034603119,0.8934616446495056,0.4964454770088196,0.49502629041671753,0.8904122114181519,Activation-energy-selected output-row blocks
blocks.29.self_attn.o.weight,ternary_main,0,49152,0.0,0.5109124183654785,0.5110561847686768,0.8880054354667664,0.5109124183654785,0.5107139348983765,0.8883284330368042,RobuQ ternary main branch
blocks.29.self_attn.o.weight,fro_lowrank_r4,12288,49152,0.25,0.5053108930587769,0.5056062936782837,0.8877676725387573,0.5053108930587769,0.504956066608429,0.8880869150161743,Frobenius SVD of quantization error
blocks.29.self_attn.o.weight,activation_lowrank_r4,12288,49152,0.25,0.5088280439376831,0.5024096965789795,0.8888320922851562,0.5088280439376831,0.5085822343826294,0.8885127305984497,Activation-aware SVD lifted through ridge regression
blocks.29.self_attn.o.weight,fro_lowrank_r8,24576,49152,0.5,0.5003274083137512,0.5005791783332825,0.8879433870315552,0.5003274083137512,0.4998859465122223,0.8882442116737366,Frobenius SVD of quantization error
blocks.29.self_attn.o.weight,activation_lowrank_r8,24576,49152,0.5,0.5069591403007507,0.4945485591888428,0.8902146816253662,0.5069591403007507,0.5067293643951416,0.8886380791664124,Activation-aware SVD lifted through ridge regression
blocks.29.self_attn.o.weight,fro_lowrank_r16,49152,49152,1.0,0.4915579557418823,0.4916929006576538,0.8890013694763184,0.4915579557418823,0.4915335178375244,0.8891828656196594,Frobenius SVD of quantization error
blocks.29.self_attn.o.weight,activation_lowrank_r16,49152,49152,1.0,0.503498375415802,0.4796113073825836,0.8937796354293823,0.503498375415802,0.5032108426094055,0.8891432285308838,Activation-aware SVD lifted through ridge regression
blocks.29.self_attn.o.weight,fro_bcm_b64,36864,49152,0.75,0.5068697333335876,0.506948709487915,0.8889379501342773,0.5068697333335876,0.5067139863967896,0.8892109990119934,Frobenius block-circulant projection
blocks.29.self_attn.o.weight,fro_bcm_plus_lr_b64_r4,49152,49152,1.0,0.5014455318450928,0.5016350150108337,0.8888025283813477,0.5014455318450928,0.5012078285217285,0.8890705108642578,Frobenius BCM followed by Frobenius low rank
blocks.29.self_attn.o.weight,activation_bcm_b64,36864,49152,0.75,0.5186326503753662,0.49499982595443726,0.8921153545379639,0.5186326503753662,0.518451452255249,0.8775471448898315,Activation-aware shared-generator least squares
blocks.29.self_attn.o.weight,activation_bcm_plus_lr_b64_r4,49152,49152,1.0,0.5167710185050964,0.48715874552726746,0.8932228684425354,0.5167710185050964,0.5165033936500549,0.8778659701347351,Activation-aware BCM followed by activation-aware low rank
blocks.29.self_attn.o.weight,fro_bcm_b128,18432,49152,0.375,0.5089078545570374,0.5091248750686646,0.888392448425293,0.5089078545570374,0.5087025761604309,0.8887752294540405,Frobenius block-circulant projection
blocks.29.self_attn.o.weight,fro_bcm_plus_lr_b128_r10,49152,49152,1.0,0.4962451457977295,0.4967770278453827,0.8885964155197144,0.4962451457977295,0.49610739946365356,0.888918399810791,Frobenius BCM followed by Frobenius low rank
blocks.29.self_attn.o.weight,activation_bcm_b128,18432,49152,0.375,0.51468825340271,0.503208577632904,0.8898611068725586,0.51468825340271,0.5145043134689331,0.882979691028595,Activation-aware shared-generator least squares
blocks.29.self_attn.o.weight,activation_bcm_plus_lr_b128_r10,49152,49152,1.0,0.5100629925727844,0.4837510883808136,0.8930901885032654,0.5100629925727844,0.5099366903305054,0.8835450410842896,Activation-aware BCM followed by activation-aware low rank
blocks.29.self_attn.o.weight,activation_lr_r8_row_sparse_b16,49152,49152,1.0,0.5035616755485535,0.4913248121738434,0.8911508321762085,0.5035616755485535,0.5032854080200195,0.8894565105438232,Activation-energy-selected output-row blocks
blocks.29.ffn.0.weight,ternary_main,0,167936,0.0,0.5108938813209534,0.5112742781639099,0.8876881003379822,0.5108938813209534,0.5105809569358826,0.8883852958679199,RobuQ ternary main branch
blocks.29.ffn.0.weight,fro_lowrank_r4,41984,167936,0.25,0.49989134073257446,0.5006751418113708,0.8865988254547119,0.49989134073257446,0.49899977445602417,0.8872241377830505,Frobenius SVD of quantization error
blocks.29.ffn.0.weight,activation_lowrank_r4,41984,167936,0.25,0.5071238875389099,0.49828481674194336,0.8875166177749634,0.5071238875389099,0.5062713027000427,0.8882700800895691,Activation-aware SVD lifted through ridge regression
