noise_mode,layer,flow_point,timestep,method,activation_relative_l2,activation_mean_relative_l2,activation_p95_relative_l2,rank8_energy,feature_coefficient_r2,previous_flow_coefficient_r2,flow_rank8_energy
aligned,0,0,98,raw_reuse,0.6188098621904523,0.6109487414360046,0.9172904103994369,0.9905335516756729,0.9141068597546251,0.9999124923479933,0.6012666946388009
aligned,0,0,98,shift_reuse,0.1460106430983274,0.1515704244375229,0.2025871783494949,0.9905335516756729,0.9141068597546251,0.9999124923479933,0.6012666946388009
aligned,0,0,98,shift_toeplitz_r2,0.06731145679651136,0.0694366917014122,0.09140998497605322,0.9905335516756729,0.9141068597546251,0.9999124923479933,0.6012666946388009
aligned,0,0,98,shift_circular_r2,0.06731145679651136,0.0694366917014122,0.09140998497605322,0.9905335516756729,0.9141068597546251,0.9999124923479933,0.6012666946388009
aligned,0,0,98,shift_rank8_feature,0.02493144769268817,0.024840472266077995,0.03470765892416239,0.9905335516756729,0.9141068597546251,0.9999124923479933,0.6012666946388009
aligned,0,0,98,shift_rank8_prev_flow,0.014221247145352167,0.01400140579789877,0.020446840953081843,0.9905335516756729,0.9141068597546251,0.9999124923479933,0.6012666946388009
aligned,0,0,98,shift_rank8_oracle,0.014206204040384928,0.013980750925838947,0.02043294161558151,0.9905335516756729,0.9141068597546251,0.9999124923479933,0.6012666946388009
aligned,0,0,98,flow_reuse,0.007692522802264975,0.007764777634292841,0.012587184691801666,0.9905335516756729,0.9141068597546251,0.9999124923479933,0.6012666946388009
aligned,0,0,98,flow_toeplitz_r2,0.007065796429283589,0.007139866705983877,0.011375377280637622,0.9905335516756729,0.9141068597546251,0.9999124923479933,0.6012666946388009
aligned,0,0,98,flow_rank8_oracle,0.004857469123712289,0.0049858661368489265,0.007594736758619547,0.9905335516756729,0.9141068597546251,0.9999124923479933,0.6012666946388009
aligned,1,0,98,raw_reuse,0.45600965203182153,0.4533073902130127,0.6366981357336043,0.9584990106435421,0.9575654576693255,0.9997559191314385,0.5565444594955886
aligned,1,0,98,shift_reuse,0.22541524791469297,0.23103797435760498,0.30128521770238875,0.9584990106435421,0.9575654576693255,0.9997559191314385,0.5565444594955886
aligned,1,0,98,shift_toeplitz_r2,0.11462038651081484,0.11717585474252701,0.15580051988363264,0.9584990106435421,0.9575654576693255,0.9997559191314385,0.5565444594955886
aligned,1,0,98,shift_circular_r2,0.11462038651081484,0.11717585474252701,0.15580051988363264,0.9584990106435421,0.9575654576693255,0.9997559191314385,0.5565444594955886
aligned,1,0,98,shift_rank8_feature,0.0548119149463544,0.05519045516848564,0.09101877622306344,0.9584990106435421,0.9575654576693255,0.9997559191314385,0.5565444594955886
aligned,1,0,98,shift_rank8_prev_flow,0.0459771802011876,0.046734463423490524,0.06461458485573529,0.9584990106435421,0.9575654576693255,0.9997559191314385,0.5565444594955886
aligned,1,0,98,shift_rank8_oracle,0.04592112457138143,0.04667903110384941,0.06449109949171543,0.9584990106435421,0.9575654576693255,0.9997559191314385,0.5565444594955886
aligned,1,0,98,flow_reuse,0.01711443651062175,0.01754467748105526,0.02239721696823835,0.9584990106435421,0.9575654576693255,0.9997559191314385,0.5565444594955886
aligned,1,0,98,flow_toeplitz_r2,0.013376947541854794,0.01369912177324295,0.01790528194978833,0.9584990106435421,0.9575654576693255,0.9997559191314385,0.5565444594955886
aligned,1,0,98,flow_rank8_oracle,0.01139692318380083,0.01167995948344469,0.015641006547957657,0.9584990106435421,0.9575654576693255,0.9997559191314385,0.5565444594955886
aligned,2,0,98,raw_reuse,0.39368896333784187,0.3890775144100189,0.5573500156402588,0.9348997047231663,0.8960914868299097,0.9996773433729981,0.5898824580715404
aligned,2,0,98,shift_reuse,0.2050503872169748,0.2086596041917801,0.26367081999778746,0.9348997047231663,0.8960914868299097,0.9996773433729981,0.5898824580715404
aligned,2,0,98,shift_toeplitz_r2,0.11611103962512243,0.11756128072738647,0.14604068100452422,0.9348997047231663,0.8960914868299097,0.9996773433729981,0.5898824580715404
aligned,2,0,98,shift_circular_r2,0.11611103962512243,0.11756128072738647,0.14604068100452422,0.9348997047231663,0.8960914868299097,0.9996773433729981,0.5898824580715404
aligned,2,0,98,shift_rank8_feature,0.06631300941142755,0.06664299964904785,0.0891166977584362,0.9348997047231663,0.8960914868299097,0.9996773433729981,0.5898824580715404
aligned,2,0,98,shift_rank8_prev_flow,0.05236736201982659,0.05280553176999092,0.07051442340016364,0.9348997047231663,0.8960914868299097,0.9996773433729981,0.5898824580715404
aligned,2,0,98,shift_rank8_oracle,0.05231811316932749,0.052752066403627396,0.07049646824598312,0.9348997047231663,0.8960914868299097,0.9996773433729981,0.5898824580715404
aligned,2,0,98,flow_reuse,0.02810308464005147,0.028736518695950508,0.03651059344410896,0.9348997047231663,0.8960914868299097,0.9996773433729981,0.5898824580715404
