run_name,model_family,method,estimated_bits_int4_delta,relative_fro_error,rank,block_size
bert_query_only,BERT,lowrank_svd,24576,0.9662427306175232,4,32
bert_query_only,BERT,lowrank_svd,49152,0.9393500685691832,8,32
bert_query_only,BERT,bcm_only,73728,0.998323142528534,0,32
bert_query_only,BERT,bcm_plus_lowrank,98304,0.9647914171218872,4,32
bert_query_only,BERT,bcm_plus_lowrank,122880,0.937635898590088,8,32
bitnet_downproj_retry,BitNet,lowrank_svd,90112,0.962598979473114,4,32
bitnet_downproj_retry,BitNet,lowrank_svd,180224,0.9572067856788636,8,32
bitnet_downproj_retry,BitNet,lowrank_svd,90112,0.963281750679016,4,64
bitnet_downproj_retry,BitNet,lowrank_svd,180224,0.957260251045227,8,64
bitnet_downproj_retry,BitNet,bcm_only,786432,0.9874567985534668,0,32
bitnet_downproj_retry,BitNet,bcm_only,393216,0.993623673915863,0,64
bitnet_downproj_retry,BitNet,bcm_plus_lowrank,876544,0.9561945796012878,4,32
bitnet_downproj_retry,BitNet,bcm_plus_lowrank,966656,0.9487605690956116,8,32
bitnet_downproj_retry,BitNet,bcm_plus_lowrank,483328,0.9625266790390016,4,64
bitnet_downproj_retry,BitNet,bcm_plus_lowrank,573440,0.9543927311897278,8,64
bitnet_downproj_retry,BitNet,generator_delta_bcm,3932160,1.0579220056533811,0,32
bitnet_downproj_retry,BitNet,generator_delta_bcm,1966080,1.014576077461243,0,64
bitnet_qproj_retry,BitNet,lowrank_svd,49152,0.9305311441421508,4,32
bitnet_qproj_retry,BitNet,lowrank_svd,98304,0.9156500101089478,8,32
bitnet_qproj_retry,BitNet,lowrank_svd,49152,0.9312646389007568,4,64
bitnet_qproj_retry,BitNet,lowrank_svd,98304,0.916195273399353,8,64
bitnet_qproj_retry,BitNet,bcm_only,294912,0.989534080028534,0,32
bitnet_qproj_retry,BitNet,bcm_only,147456,0.9943197965621948,0,64
bitnet_qproj_retry,BitNet,bcm_plus_lowrank,344064,0.930387318134308,4,32
bitnet_qproj_retry,BitNet,bcm_plus_lowrank,393216,0.9112623929977416,8,32
bitnet_qproj_retry,BitNet,bcm_plus_lowrank,196608,0.9354217648506165,4,64
bitnet_qproj_retry,BitNet,bcm_plus_lowrank,245760,0.9178496599197388,8,64
llama2_qproj_gpu,LLaMA,lowrank_svd,131072,0.8245810866355896,4,32
llama2_qproj_gpu,LLaMA,lowrank_svd,262144,0.7361974120140076,8,32
llama2_qproj_gpu,LLaMA,bcm_only,2097152,1.081268072128296,0,32
llama2_qproj_gpu,LLaMA,bcm_plus_lowrank,2228224,0.9374072551727296,4,32
llama2_qproj_gpu,LLaMA,bcm_plus_lowrank,2359296,0.8727145791053772,8,32
