sample_id,method,teacher_index,competitor_index,baseline_margin,exact_shift,exact_final_margin,normalized_adverse_shift
vsi_question_5065,vsi_pca_train96_r456,0,1,0.0,0.0,0.0,0.0
vsi_question_5065,vsi_pca_train96_r456,0,2,0.25,-0.125,0.125,0.5
vsi_question_5065,vsi_pca_train96_r456,0,3,0.125,0.0,0.125,0.0
vsi_question_5065,pooled3_pca_r456,0,1,0.0,0.0,0.0,0.0
vsi_question_5065,pooled3_pca_r456,0,2,0.25,-0.125,0.125,0.5
vsi_question_5065,pooled3_pca_r456,0,3,0.125,0.0,0.125,0.0
vsi_question_5065,cmrq_risk_atoms32_r456,0,1,0.0,0.0,0.0,0.0
vsi_question_5065,cmrq_risk_atoms32_r456,0,2,0.25,0.0,0.25,0.0
vsi_question_5065,cmrq_risk_atoms32_r456,0,3,0.125,0.0,0.125,0.0
vsi_question_5065,cmrq_mix_g32_w0p3_r456,0,1,0.0,0.125,0.125,0.0
vsi_question_5065,cmrq_mix_g32_w0p3_r456,0,2,0.25,0.0,0.25,0.0
vsi_question_5065,cmrq_mix_g32_w0p3_r456,0,3,0.125,0.0,0.125,0.0
vsi_question_5065,permuted_mix_g32_w0p3_r456,0,1,0.0,0.0,0.0,0.0
vsi_question_5065,permuted_mix_g32_w0p3_r456,0,2,0.25,-0.125,0.125,0.5
vsi_question_5065,permuted_mix_g32_w0p3_r456,0,3,0.125,-0.125,0.0,1.0
vsi_question_3680,vsi_pca_train96_r456,0,1,1.0,-0.125,0.875,0.125
vsi_question_3680,vsi_pca_train96_r456,0,2,0.75,-0.125,0.625,0.1666666716337204
vsi_question_3680,vsi_pca_train96_r456,0,3,1.375,0.0,1.375,0.0
vsi_question_3680,pooled3_pca_r456,0,1,1.0,0.0,1.0,0.0
vsi_question_3680,pooled3_pca_r456,0,2,0.75,0.0,0.75,0.0
vsi_question_3680,pooled3_pca_r456,0,3,1.375,0.125,1.5,0.0
vsi_question_3680,cmrq_risk_atoms32_r456,0,1,1.0,0.0,1.0,0.0
vsi_question_3680,cmrq_risk_atoms32_r456,0,2,0.75,0.0,0.75,0.0
vsi_question_3680,cmrq_risk_atoms32_r456,0,3,1.375,0.125,1.5,0.0
vsi_question_3680,cmrq_mix_g32_w0p3_r456,0,1,1.0,0.0,1.0,0.0
vsi_question_3680,cmrq_mix_g32_w0p3_r456,0,2,0.75,0.0,0.75,0.0
vsi_question_3680,cmrq_mix_g32_w0p3_r456,0,3,1.375,0.125,1.5,0.0
vsi_question_3680,permuted_mix_g32_w0p3_r456,0,1,1.0,0.0,1.0,0.0
vsi_question_3680,permuted_mix_g32_w0p3_r456,0,2,0.75,0.0,0.75,0.0
