model,weight_key,role,block_index,control,block_size,row_neighbor_cosine,column_neighbor_cosine,circulant_retained_energy,circulant_random_expectation
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,12,original,64,0.007186342081922676,-0.0004485548943550665,0.014837636475876482,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,12,rowcol_shuffled,64,0.001864357718390696,0.00401548989945023,0.020814372500576134,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,12,matched_gaussian,64,0.0019707535974484037,-0.004480388096363777,0.011762952501190084,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,12,smooth_positive_control,64,0.9654417668812736,0.9706680549340486,3.592404203716622e-05,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,13,original,64,0.0028728388092792868,-0.012024982368717739,0.011495283019841943,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,13,rowcol_shuffled,64,-0.007426910870367121,0.007136359947341871,0.016951752903416335,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,13,matched_gaussian,64,-0.030443492109508963,0.004470547819551752,0.009574362292507138,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,13,smooth_positive_control,64,0.9871687554202024,0.9551903702516754,9.93584281881086e-06,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,14,original,64,0.006705557645627118,0.012743939943545378,0.015939185634875643,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,14,rowcol_shuffled,64,0.006631253023255949,-0.00231845951367458,0.014345759814324,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,14,matched_gaussian,64,0.011234631112294068,-0.007911224276383518,0.01255685304171988,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,14,smooth_positive_control,64,0.9714145859436991,0.9785220606138639,1.0900097013990204e-06,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,15,original,64,0.032002608229267204,0.002204341516049185,0.013853535845508276,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,15,rowcol_shuffled,64,0.015835631297841865,0.007559910799440654,0.01625818188824961,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,15,matched_gaussian,64,-0.008994625272717686,-0.0007305651572943439,0.019048854008076842,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,15,smooth_positive_control,64,0.9891847878938629,0.9673194750457169,0.00010297700281817983,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,16,original,64,0.008226919006247873,0.020958418681314355,0.016032476998249466,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,16,rowcol_shuffled,64,-0.011044746460037792,0.005077073068808076,0.014821210065836645,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,16,matched_gaussian,64,0.009215132811061977,0.01723544574867897,0.017254387491645765,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,16,smooth_positive_control,64,0.97619396531488,0.9751845719270632,3.585946601138932e-05,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,17,original,64,0.016259145654569346,0.00509972903270257,0.01967420489626056,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,17,rowcol_shuffled,64,0.01669021226511543,-0.023703809227583854,0.015390077574320404,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,17,matched_gaussian,64,0.01318129009452978,0.018532839315539736,0.014115060064998661,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,17,smooth_positive_control,64,0.9930221134520633,0.9737247513124094,0.0001622046516008524,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,18,original,64,0.025758619553927716,-0.02063651607243341,0.015242300211867446,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,18,rowcol_shuffled,64,-0.016083173981367143,-0.024563833080408642,0.015732315768499875,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,18,matched_gaussian,64,-0.020992753738828224,-0.007865285331169019,0.011079275395650314,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,18,smooth_positive_control,64,0.9983047855647227,0.9664463045186762,8.694039161472275e-05,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,19,original,64,0.008985464188601262,-0.0038705276822388027,0.01943461360919897,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,19,rowcol_shuffled,64,-0.009317431217939176,-0.005437932761175749,0.011986503091078115,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,19,matched_gaussian,64,-0.004473712459182514,-0.004020935729805496,0.02023479800090248,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,19,smooth_positive_control,64,0.9794493834282308,0.9903447657716993,0.0010429212523151298,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,20,original,64,-0.0401495101728166,-0.021894461054985995,0.01513403664430531,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,20,rowcol_shuffled,64,-0.02720399415928866,-0.01064228001263131,0.01399649471100832,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,20,matched_gaussian,64,-0.008664664532764293,0.015661756954233857,0.020167713441923817,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,20,smooth_positive_control,64,0.981052460454088,0.9722949158853138,4.079881971631596e-05,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,21,original,64,-0.01245159884056538,-0.00023358740358428047,0.015352705629674055,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,21,rowcol_shuffled,64,-0.013664367747616939,-0.006944568770381019,0.012766610943983596,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,21,matched_gaussian,64,-0.0060416114161452915,-0.02102930362177522,0.015383385528378967,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,21,smooth_positive_control,64,0.9855868857450002,0.9689735313066236,0.0001523659862657173,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,22,original,64,0.007850301722296673,0.019913017160885404,0.018943948880725595,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,22,rowcol_shuffled,64,-0.0028313128584068867,-0.0008946711821617682,0.018850243357058,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,22,matched_gaussian,64,0.015133408177424838,-0.005102746931128389,0.01917654144353384,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,22,smooth_positive_control,64,0.9795613747647514,0.9895914622156178,0.00044721819621039097,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,23,original,64,-0.013567147908499545,-0.02150204214589504,0.018549206039245945,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,23,rowcol_shuffled,64,-0.013172803731528179,0.0026257027504930745,0.012107356050538625,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,23,matched_gaussian,64,0.004589429206583321,0.00943683560789179,0.016981705994285796,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,23,smooth_positive_control,64,0.9702238119660276,0.98401328367619,0.00035965614855502643,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,24,original,64,0.011569149805742376,0.0019203959083680285,0.016967799128462475,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,24,rowcol_shuffled,64,0.007854497357301728,0.019927630700844027,0.017577382720263858,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,24,matched_gaussian,64,-0.00416961999981231,0.0069779489417486525,0.0176493380796537,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,24,smooth_positive_control,64,0.981556251372862,0.9815800380608738,0.0014431472391321807,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,25,original,64,-0.01709360505234855,0.023131219134286413,0.0142565344468456,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,25,rowcol_shuffled,64,-0.016845160380104883,0.014064961123935084,0.017412181585749687,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,25,matched_gaussian,64,-0.02101865046238067,0.021323574763937,0.011152465192130787,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,25,smooth_positive_control,64,0.9770548358912886,0.9808451169256466,1.918063349510556e-07,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,26,original,64,0.0034968595168665905,0.002651533244317518,0.01606700643707521,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,26,rowcol_shuffled,64,0.028770147028341107,0.015147907367621694,0.017670974845958917,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,26,matched_gaussian,64,0.011867823816498946,0.010858221979522879,0.016556097240338307,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,26,smooth_positive_control,64,0.9811366933778954,0.9778144428421575,0.0004858281405258772,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,27,original,64,-0.0022732312653427214,-0.008458377961399786,0.013810409821012668,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,27,rowcol_shuffled,64,-0.015321364524146926,0.012925686803209562,0.020110321193627927,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,27,matched_gaussian,64,0.01965440486628604,0.00046883225198316564,0.009611109064014918,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,27,smooth_positive_control,64,0.993387406597823,0.9821777780770492,0.000401537071006462,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,28,original,64,-0.010697039784715626,0.03422247578346023,0.013483100467515313,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,28,rowcol_shuffled,64,0.003278421498772113,0.006753600213694261,0.011406696808055334,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,28,matched_gaussian,64,0.009455285117985693,8.789973932044633e-05,0.016741812391447716,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,28,smooth_positive_control,64,0.974283325277653,0.967969742566649,0.000581044748273783,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,29,original,64,0.00854818223029645,-0.004285571758173949,0.012374629848150541,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,29,rowcol_shuffled,64,-0.034020218526870344,-0.00807553470638133,0.02058173770432327,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,29,matched_gaussian,64,-0.0053951109451395515,-0.0017685280923561318,0.014195958286914345,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,29,smooth_positive_control,64,0.9649800681967172,0.9731427683420748,0.00018674055694381322,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,30,original,64,-0.004932554555824026,0.027449267019349646,0.011936974151209527,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,30,rowcol_shuffled,64,0.02124088333956058,-0.02120074318460225,0.009896300481498192,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,30,matched_gaussian,64,-0.010486760158246322,0.010327273188701337,0.014708266187725211,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,30,smooth_positive_control,64,0.988572899768536,0.9802877718635982,0.00036782582269968535,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,31,original,64,0.0034827103830176874,-0.013531576881155432,0.012759404134977666,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,31,rowcol_shuffled,64,0.003834171868010205,-0.026985423587311163,0.01476964627871288,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,31,matched_gaussian,64,0.0100207683507286,-0.000755040918838852,0.015466422029478507,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,31,smooth_positive_control,64,0.9901010555191994,0.9663529549663769,0.0006813644495661724,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,32,original,64,-0.014351087182773442,-0.00238829989807805,0.018039727243466395,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,32,rowcol_shuffled,64,0.025006071683071892,-0.0052560141500076025,0.01379520463204669,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,32,matched_gaussian,64,-0.00149287468903737,0.00649945104562536,0.021398809870159047,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,32,smooth_positive_control,64,0.9879001112391129,0.9842961107702275,0.0003604405024085957,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,33,original,64,0.016179392575067453,-0.004275064988585122,0.013122346435439485,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,33,rowcol_shuffled,64,0.011880271310472472,-0.021247919549989096,0.014231470186268837,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,33,matched_gaussian,64,0.019453612746099188,-0.002412785554585845,0.015386197294456587,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,33,smooth_positive_control,64,0.9838484665307536,0.9593918851201413,0.001037160534707819,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,34,original,64,-0.015484589801515288,-0.0005372381962295003,0.017055899435315727,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,34,rowcol_shuffled,64,0.009788708421798407,0.01491922974968068,0.014228539259647014,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,34,matched_gaussian,64,0.0024610476538481597,0.011163345656646518,0.013658868869968022,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,34,smooth_positive_control,64,0.9666240202378852,0.978687445556865,4.5791071586476823e-07,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,35,original,64,0.000116759741452366,0.011742185761970184,0.016182474335382446,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,35,rowcol_shuffled,64,0.015325893018377654,-0.020606294561060407,0.012644126799178335,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,35,matched_gaussian,64,0.024204758116437696,-0.0032609755835764486,0.025581090402743496,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,35,smooth_positive_control,64,0.9936503974588625,0.9929997481453938,3.5234349264029538e-06,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,36,original,64,-0.01726371602741245,-0.022418973333022632,0.012426582359517428,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,36,rowcol_shuffled,64,0.011994397231060135,0.012672749621758054,0.021072672763732456,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,36,matched_gaussian,64,0.021223508544841355,0.006566781174011173,0.012649686888743928,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,36,smooth_positive_control,64,0.9876546784382134,0.9880779675529149,0.0003573419349767265,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,37,original,64,0.002786495486656326,-0.0014451463885603827,0.012744247063555543,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,37,rowcol_shuffled,64,-0.00902814131024842,-0.0016604549906177914,0.014039293214786802,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,37,matched_gaussian,64,0.044548662441742604,-0.008273336751909137,0.014445506805592144,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,37,smooth_positive_control,64,0.9878380704446162,0.9736839535862499,0.00015262837038510844,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,38,original,64,0.0032464451913893633,-0.017818683639706775,0.016946535151719667,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,38,rowcol_shuffled,64,0.015465198987292374,-0.01284961712363157,0.017439220563768412,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,38,matched_gaussian,64,0.00835409722706142,-0.0012854809765533892,0.01901879478858747,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,38,smooth_positive_control,64,0.9829312786892068,0.9578232115655192,0.00012884953930721266,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,39,original,64,-0.0051203532750107176,-0.002951843026243786,0.018636845208438696,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,39,rowcol_shuffled,64,0.017221809367759824,0.029283655027076645,0.016128242636989747,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,39,matched_gaussian,64,-0.005486667906510047,0.022025811134013126,0.016256545912633417,0.015625
llama2-7b,model.layers.0.mlp.down_proj.weight,contract,39,smooth_positive_control,64,0.9882691280446306,0.9950981165684633,7.132913206706168e-06,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,0,original,64,-0.02304050036121597,-0.027297430559272768,0.015591024408487413,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,0,rowcol_shuffled,64,0.00146549856123856,-0.03216158395224952,0.015469845937674254,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,0,matched_gaussian,64,-0.003364498831102254,-0.008029378775826617,0.017145304003052787,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,0,smooth_positive_control,64,0.978937858405359,0.9808414203368228,0.0009818833036790357,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,1,original,64,0.021726167746248144,-0.020436093982720695,0.012754165634705291,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,1,rowcol_shuffled,64,0.02788976843409085,-0.004615623184528725,0.015518056861862537,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,1,matched_gaussian,64,0.021764302946419376,0.010296938166476022,0.01671201442697374,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,1,smooth_positive_control,64,0.9828309266696322,0.9821915485570295,8.068063846621539e-07,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,2,original,64,-0.014133587088696371,0.016477462092083756,0.019518408394000774,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,2,rowcol_shuffled,64,-0.006369319887697813,0.0038559337285063266,0.013472563843610424,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,2,matched_gaussian,64,0.0333526086456014,0.024704637436489076,0.011102045219144836,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,2,smooth_positive_control,64,0.9817304508739173,0.9725767408618244,2.3203910922014545e-07,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,3,original,64,-0.009454600398977777,-0.01609154847238945,0.014148692798901399,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,3,rowcol_shuffled,64,-0.009726420607390306,0.03320362302640117,0.014345925231740048,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,3,matched_gaussian,64,-0.013416415770590807,-0.02919889222853942,0.016431043453690928,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,3,smooth_positive_control,64,0.9898904032505987,0.9815206762977332,0.0003706674770752906,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,4,original,64,-0.012780128926661619,-0.016471267118342695,0.012736956639289544,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,4,rowcol_shuffled,64,0.00031933954702945355,0.013839796299705283,0.017965095698398895,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,4,matched_gaussian,64,0.020444869699009053,-0.009086553256877303,0.014685131075319682,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,4,smooth_positive_control,64,0.9882378747367837,0.9770801311311116,0.00010383181168585815,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,5,original,64,-0.01542472241673031,0.01843600042461914,0.01785608700510457,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,5,rowcol_shuffled,64,0.03326842793053536,0.020153226371802106,0.01774875482203184,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,5,matched_gaussian,64,-0.008232055162474746,-0.012214780851189114,0.014371593067582598,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,5,smooth_positive_control,64,0.9829933108467265,0.9685411363110656,0.0010390026947042694,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,6,original,64,0.0021261941687909787,-0.015972118655844726,0.01824810700457355,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,6,rowcol_shuffled,64,-0.015171016180927744,0.028070909992413056,0.018866491036269195,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,6,matched_gaussian,64,0.030656093237231234,-5.4572701744671275e-05,0.014862095322193831,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,6,smooth_positive_control,64,0.9753221169627918,0.974951194447993,5.9621245270373656e-05,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,7,original,64,-0.0016274487199795875,-0.010037527640337928,0.013997963990178348,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,7,rowcol_shuffled,64,-0.026542043179999524,0.0021941688530702093,0.01351992493298523,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,7,matched_gaussian,64,0.028862279127182942,-0.017436524089537244,0.013662794773624922,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,7,smooth_positive_control,64,0.9784748796387509,0.9719407209905695,2.9130228511391687e-05,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,8,original,64,-0.019369445490374365,0.0028283959136220795,0.020131416035541062,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,8,rowcol_shuffled,64,0.028447637383249787,0.0010327448652683912,0.011486582490256652,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,8,matched_gaussian,64,-0.019236542783637692,-0.01835647108559469,0.014100870719489674,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,8,smooth_positive_control,64,0.967190453374518,0.983516609812797,0.0002527758949925939,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,9,original,64,0.0018927632203009342,0.017144072342558256,0.017501512161849257,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,9,rowcol_shuffled,64,0.043663772125481726,-0.014864548874795058,0.013957767844144552,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,9,matched_gaussian,64,-0.019771823667187292,0.010385145579843158,0.016770169662475035,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,9,smooth_positive_control,64,0.9884854421948763,0.9762463460452669,0.00041695648918704575,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,10,original,64,0.02197965931701755,-0.018930760425576888,0.019467734324928744,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,10,rowcol_shuffled,64,0.0038290920130634306,-0.00960312760541722,0.01796165865406431,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,10,matched_gaussian,64,0.010034222873058383,-0.014198662459782593,0.018202592370560038,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,10,smooth_positive_control,64,0.953746469397979,0.9907865949547036,0.001917037396477434,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,11,original,64,0.021101938573693767,0.04025312638828191,0.018189464839501884,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,11,rowcol_shuffled,64,0.022205022480240543,0.004303112868335106,0.01823210202427078,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,11,matched_gaussian,64,0.009713415477048059,0.006608055301183213,0.02172252058487259,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,11,smooth_positive_control,64,0.9792513796052432,0.9904558654576295,0.00011265250323012728,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,12,original,64,0.030733816522360683,0.03505983360046392,0.014228881400074831,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,12,rowcol_shuffled,64,0.006548885248125088,0.013096953141188165,0.012363769213687214,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,12,matched_gaussian,64,-0.0193351078850573,0.016026018251020537,0.008005876209516599,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,12,smooth_positive_control,64,0.9872904268239385,0.9846590212248754,9.866885423829541e-06,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,13,original,64,-0.017804681534953005,0.01856122118576825,0.013169201656586759,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,13,rowcol_shuffled,64,-0.01559841379056638,0.01829120385848213,0.016866222999277414,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,13,matched_gaussian,64,-0.023589081066778334,-0.005006503233632595,0.0166838594079253,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,13,smooth_positive_control,64,0.9951747900298372,0.9599015731703484,3.819120529680942e-06,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,14,original,64,0.04071424785968722,-0.005791937017437858,0.014454441858250644,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,14,rowcol_shuffled,64,-0.012791698426154014,0.004637648899386549,0.02137751442477366,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,14,matched_gaussian,64,0.014961401852474321,0.0206733979967637,0.011790329055042936,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,14,smooth_positive_control,64,0.9643482781104308,0.9808740320399473,9.412774830015338e-05,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,15,original,64,0.002906411184099333,-0.012054734272551165,0.01649075490589004,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,15,rowcol_shuffled,64,0.004610064309792642,-0.029649653100168087,0.015218698750677533,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,15,matched_gaussian,64,0.004349501346531812,0.006662210150089252,0.023312998891044493,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,15,smooth_positive_control,64,0.9908851343613939,0.9854405325351766,3.298712595342785e-05,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,16,original,64,0.003422792499793851,-0.008850901091066817,0.013947826844587133,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,16,rowcol_shuffled,64,-0.02113109436428505,-0.03228464833897795,0.01730185410582779,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,16,matched_gaussian,64,0.02087516931936241,0.02967909134058542,0.010884407120818602,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,16,smooth_positive_control,64,0.9744084494762884,0.9659867948238066,0.00010902236961485984,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,17,original,64,-0.035840513560220374,-0.017029771963825133,0.011941579665637265,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,17,rowcol_shuffled,64,0.011590034720800592,-0.027678795719660813,0.019619279531003883,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,17,matched_gaussian,64,0.021895727570384188,-0.004102532364521899,0.014228868439690843,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,17,smooth_positive_control,64,0.9910572743192955,0.9941732286734158,0.00020385200066880052,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,18,original,64,-0.013451466759609532,-0.014610701814895823,0.0126713944273378,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,18,rowcol_shuffled,64,-0.009860817496387906,-0.033043468671277505,0.014909590351887495,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,18,matched_gaussian,64,0.016955802570028267,-0.007746256643998144,0.015521351493222228,0.015625
llama2-7b,model.layers.15.mlp.gate_proj.weight,expand,18,smooth_positive_control,64,0.994385437359754,0.9634035604834489,0.0004654953328469909,0.015625
