model,weight_key,role,block_index,control,block_size,method,target_scalar_density,actual_scalar_density,retained_energy,relative_fro_error
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,identity_topk_oracle,0.125,0.125,0.5408416052977323,0.6776122746100957
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,row_fft_topk_oracle,0.125,0.125,0.4008864548663448,0.774024253582312
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,row_fft_lowfreq_static,0.125,0.125,0.13114551350644607,0.9321236433507917
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,column_fft_topk_oracle,0.125,0.125,0.4269484546476585,0.7570016812083983
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,column_fft_lowfreq_static,0.125,0.125,0.14042615412996,0.9271320541702999
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,fft2_topk_oracle,0.125,0.125,0.40309546139897906,0.7725959737152537
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,fft2_lowfreq_static,0.125,0.125,0.13748039390034453,0.9287193365595742
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,identity_topk_oracle,0.25,0.25,0.7516983106970434,0.49829879520520276
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,row_fft_topk_oracle,0.25,0.25,0.6097762684122101,0.624678902787496
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,row_fft_lowfreq_static,0.25,0.25,0.2669633193800473,0.8561756131892292
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,column_fft_topk_oracle,0.25,0.25,0.6273127343913085,0.6104811754744707
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,column_fft_lowfreq_static,0.25,0.25,0.2610648997427397,0.8596133434616172
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,fft2_topk_oracle,0.25,0.25,0.6089854537523396,0.6253115593427491
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,rowcol_shuffled,64,fft2_lowfreq_static,0.25,0.25,0.2632001454732807,0.8583704646169504
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,identity_topk_oracle,0.015625,0.015625,0.12538687494341405,0.9352075304746995
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,row_fft_topk_oracle,0.015625,0.015625,0.0820179834667943,0.9581137805778631
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,row_fft_lowfreq_static,0.015625,0.015625,0.01563899310837494,0.9921496897603834
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,column_fft_topk_oracle,0.015625,0.015625,0.0799543861217748,0.9591900822455501
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,column_fft_lowfreq_static,0.015625,0.015625,0.018466533048791353,0.990723708685327
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,fft2_topk_oracle,0.015625,0.015625,0.08236930949881058,0.9579304204905434
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,fft2_lowfreq_static,0.015625,0.015625,0.016148394219274508,0.9918929406849942
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,identity_topk_oracle,0.0625,0.0625,0.33147114602631195,0.8176361378838927
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,row_fft_topk_oracle,0.0625,0.0625,0.24528526470448694,0.8687431929491667
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,row_fft_lowfreq_static,0.0625,0.0625,0.06403981386087519,0.9674503533200682
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,column_fft_topk_oracle,0.0625,0.0625,0.2335972220034425,0.8754443317519153
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,column_fft_lowfreq_static,0.0625,0.0625,0.05743494535319298,0.9708578962169526
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,fft2_topk_oracle,0.0625,0.0625,0.23808611140035557,0.8728767888995814
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,fft2_lowfreq_static,0.0625,0.0625,0.06388179429965349,0.9675320179199997
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,identity_topk_oracle,0.125,0.125,0.5095635835218351,0.7003116566773432
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,row_fft_topk_oracle,0.125,0.125,0.39605207896199635,0.7771408630602329
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,row_fft_lowfreq_static,0.125,0.125,0.11906277838621318,0.9385825598282693
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,column_fft_topk_oracle,0.125,0.125,0.38476837995880575,0.7843670187107527
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,column_fft_lowfreq_static,0.125,0.125,0.12282453433468347,0.9365764601276911
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,fft2_topk_oracle,0.125,0.125,0.38627168722727084,0.7834081393327038
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,fft2_lowfreq_static,0.125,0.125,0.12072735330249909,0.9376953912105471
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,identity_topk_oracle,0.25,0.25,0.7302279508461689,0.5193958501507604
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,row_fft_topk_oracle,0.25,0.25,0.6014017176420431,0.6313464044072453
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,row_fft_lowfreq_static,0.25,0.25,0.24366507122036582,0.8696751857904388
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,column_fft_topk_oracle,0.25,0.25,0.5979731207681801,0.6340558959838004
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,column_fft_lowfreq_static,0.25,0.25,0.25920385430855003,0.8606951525897251
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,fft2_topk_oracle,0.25,0.25,0.5977108520018392,0.6342626805970543
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,matched_gaussian,64,fft2_lowfreq_static,0.25,0.25,0.24960845872796153,0.8662514307474698
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,identity_topk_oracle,0.015625,0.015625,0.09568158582857449,0.9509565784889579
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,row_fft_topk_oracle,0.015625,0.015625,0.43232147737856824,0.7534444389743891
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,row_fft_lowfreq_static,0.015625,0.015625,0.20331664393229204,0.8925712050406444
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,column_fft_topk_oracle,0.015625,0.015625,0.6858138166414347,0.5605231336515606
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,column_fft_lowfreq_static,0.015625,0.015625,0.00608977609714354,0.9969504621107592
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,fft2_topk_oracle,0.015625,0.015625,1.0,0.0
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,fft2_lowfreq_static,0.015625,0.015625,1.0,0.0
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,identity_topk_oracle,0.0625,0.0625,0.2810785878434402,0.847892335238714
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,row_fft_topk_oracle,0.0625,0.0625,0.9303280257186453,0.26395449282282496
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,row_fft_lowfreq_static,0.0625,0.0625,0.3164760276112974,0.8267550860978737
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,column_fft_topk_oracle,0.0625,0.0625,0.9473040129691728,0.22955606511444482
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,column_fft_lowfreq_static,0.0625,0.0625,0.5859851310602842,0.6434398720468882
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,fft2_topk_oracle,0.0625,0.0625,1.0,0.0
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,fft2_lowfreq_static,0.0625,0.0625,1.0,0.0
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,identity_topk_oracle,0.125,0.125,0.459537952694048,0.7351612389849944
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,row_fft_topk_oracle,0.125,0.125,0.9999999999999979,4.59284633619262e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,row_fft_lowfreq_static,0.125,0.125,0.9999999999999998,1.4901161193847656e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,column_fft_topk_oracle,0.125,0.125,1.0000000000000022,0.0
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,column_fft_lowfreq_static,0.125,0.125,1.0,0.0
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,fft2_topk_oracle,0.125,0.125,1.0,0.0
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,fft2_lowfreq_static,0.125,0.125,1.0,0.0
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,identity_topk_oracle,0.25,0.25,0.7028133466172294,0.5451482856826853
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,row_fft_topk_oracle,0.25,0.25,0.9999999999999979,4.59284633619262e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,row_fft_lowfreq_static,0.25,0.25,0.9999999999999998,1.4901161193847656e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,column_fft_topk_oracle,0.25,0.25,1.0000000000000022,0.0
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,column_fft_lowfreq_static,0.25,0.25,1.0,0.0
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,fft2_topk_oracle,0.25,0.25,1.0,0.0
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,6,smooth_positive_control,64,fft2_lowfreq_static,0.25,0.25,1.0,0.0
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,identity_topk_oracle,0.015625,0.015625,0.1435887141158244,0.925424921797644
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,row_fft_topk_oracle,0.015625,0.015625,0.08827079549586665,0.954845120689284
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,row_fft_lowfreq_static,0.015625,0.015625,0.02087329933822619,0.9895083125784108
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,column_fft_topk_oracle,0.015625,0.015625,0.09420372341147248,0.951733301187117
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,column_fft_lowfreq_static,0.015625,0.015625,0.02597496378601626,0.9869270673225979
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,fft2_topk_oracle,0.015625,0.015625,0.08319727613065996,0.957498158676736
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,fft2_lowfreq_static,0.015625,0.015625,0.01973894214281224,0.9900813390106834
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,identity_topk_oracle,0.0625,0.0625,0.3536867959175085,0.8039360696488816
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,row_fft_topk_oracle,0.0625,0.0625,0.24649601133237384,0.8680460751985611
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,row_fft_lowfreq_static,0.0625,0.0625,0.06863411140183055,0.9650729965127869
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,column_fft_topk_oracle,0.0625,0.0625,0.25270064754531507,0.8644647780301318
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,column_fft_lowfreq_static,0.0625,0.0625,0.07078188527935698,0.9639596022244101
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,fft2_topk_oracle,0.0625,0.0625,0.23758777151375193,0.8731622005596944
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,fft2_lowfreq_static,0.0625,0.0625,0.07241845598761464,0.9631103488242587
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,identity_topk_oracle,0.125,0.125,0.5306316764858939,0.6851046077163006
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,row_fft_topk_oracle,0.125,0.125,0.4035715695317195,0.772287789925673
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,row_fft_lowfreq_static,0.125,0.125,0.1320975250751793,0.9316128353156266
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,column_fft_topk_oracle,0.125,0.125,0.4024664256071991,0.7730029588512588
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,column_fft_lowfreq_static,0.125,0.125,0.14777740918430807,0.9231590279121425
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,fft2_topk_oracle,0.125,0.125,0.38892401163374274,0.7817134950646927
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,fft2_lowfreq_static,0.125,0.125,0.13781714401288778,0.9285380207547305
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,identity_topk_oracle,0.25,0.25,0.7400625064516019,0.5098406550564579
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,row_fft_topk_oracle,0.25,0.25,0.6188454245748624,0.6173771743635633
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,row_fft_lowfreq_static,0.25,0.25,0.24319754182696826,0.8699439396725698
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,column_fft_topk_oracle,0.25,0.25,0.6142591182822945,0.6210804148560035
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,column_fft_lowfreq_static,0.25,0.25,0.27474348713935376,0.8516199345134227
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,fft2_topk_oracle,0.25,0.25,0.6022565789034117,0.6306690265873125
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,original,64,fft2_lowfreq_static,0.25,0.25,0.27493046755397643,0.8515101481755949
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,identity_topk_oracle,0.015625,0.015625,0.1435887141158244,0.925424921797644
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,row_fft_topk_oracle,0.015625,0.015625,0.09355999667990712,0.9520714276356018
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,row_fft_lowfreq_static,0.015625,0.015625,0.02087329933822619,0.9895083125784108
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,column_fft_topk_oracle,0.015625,0.015625,0.09379449163298244,0.9519482697956951
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,column_fft_lowfreq_static,0.015625,0.015625,0.025974963786016256,0.9869270673225979
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,fft2_topk_oracle,0.015625,0.015625,0.07635458181601443,0.9610647315264387
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,fft2_lowfreq_static,0.015625,0.015625,0.01746496827368144,0.9912290510907752
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,identity_topk_oracle,0.0625,0.0625,0.3536867959175085,0.8039360696488816
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,row_fft_topk_oracle,0.0625,0.0625,0.252545570621065,0.8645544687172318
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,row_fft_lowfreq_static,0.0625,0.0625,0.062292653873526685,0.9683529037114895
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,column_fft_topk_oracle,0.0625,0.0625,0.2608833099069495,0.8597189599474065
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,column_fft_lowfreq_static,0.0625,0.0625,0.07102456378627832,0.9638337181348875
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,fft2_topk_oracle,0.0625,0.0625,0.23145843941278912,0.8766650218796292
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,fft2_lowfreq_static,0.0625,0.0625,0.06441931335802384,0.9672541995990382
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,identity_topk_oracle,0.125,0.125,0.5306316764858939,0.6851046077163006
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,row_fft_topk_oracle,0.125,0.125,0.40036800880555173,0.7743590841427821
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,row_fft_lowfreq_static,0.125,0.125,0.12789123296377586,0.9338676389276075
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,column_fft_topk_oracle,0.125,0.125,0.4151620770133446,0.7647469666410291
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,column_fft_lowfreq_static,0.125,0.125,0.13520498697311634,0.9299435536777938
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,fft2_topk_oracle,0.125,0.125,0.38390896072772834,0.7849146700580081
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,fft2_lowfreq_static,0.125,0.125,0.12978703377040918,0.9328520602054705
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,identity_topk_oracle,0.25,0.25,0.7400625064516019,0.5098406550564579
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,row_fft_topk_oracle,0.25,0.25,0.6086587380328262,0.6255727471423078
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,row_fft_lowfreq_static,0.25,0.25,0.2376152820799611,0.8731464470064795
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,column_fft_topk_oracle,0.25,0.25,0.6244905523920344,0.6127882567477656
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,column_fft_lowfreq_static,0.25,0.25,0.26288416102549766,0.8585545055350314
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,fft2_topk_oracle,0.25,0.25,0.5975819874217708,0.6343642585914099
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,rowcol_shuffled,64,fft2_lowfreq_static,0.25,0.25,0.24641015733086383,0.8680955262349508
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,identity_topk_oracle,0.015625,0.015625,0.11748163199021791,0.9394244876570879
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,row_fft_topk_oracle,0.015625,0.015625,0.08124617806409963,0.9585164693086397
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,row_fft_lowfreq_static,0.015625,0.015625,0.017704275446178763,0.9911083313915897
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,column_fft_topk_oracle,0.015625,0.015625,0.08504228567016149,0.9565342201562046
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,column_fft_lowfreq_static,0.015625,0.015625,0.013306889117017112,0.9933242727744968
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,fft2_topk_oracle,0.015625,0.015625,0.0795303188328996,0.9594111116550091
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,fft2_lowfreq_static,0.015625,0.015625,0.015119772900221116,0.9924113195141311
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,identity_topk_oracle,0.0625,0.0625,0.3167871151143034,0.8265669270456547
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,row_fft_topk_oracle,0.0625,0.0625,0.23615621203587378,0.8739815718675802
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,row_fft_lowfreq_static,0.0625,0.0625,0.06715865098357823,0.9658371234408117
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,column_fft_topk_oracle,0.0625,0.0625,0.2511064532857856,0.8653863569032125
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,column_fft_lowfreq_static,0.0625,0.0625,0.06147908489370336,0.9687728913973062
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,fft2_topk_oracle,0.0625,0.0625,0.23512280662546375,0.874572577534041
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,fft2_lowfreq_static,0.0625,0.0625,0.0634869661915752,0.9677360351916346
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,identity_topk_oracle,0.125,0.125,0.49239659780092665,0.7124629128586788
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,row_fft_topk_oracle,0.125,0.125,0.38446727070405046,0.7845589393384984
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,row_fft_lowfreq_static,0.125,0.125,0.13739315169216085,0.9287663044640666
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,column_fft_topk_oracle,0.125,0.125,0.40528997856700705,0.7711744429329807
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,column_fft_lowfreq_static,0.125,0.125,0.12413252821186836,0.9358779150018082
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,fft2_topk_oracle,0.125,0.125,0.38511254201378453,0.7841475996177094
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,fft2_lowfreq_static,0.125,0.125,0.12632022579279176,0.9347083899308961
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,identity_topk_oracle,0.25,0.25,0.7177529345514693,0.5312692965422816
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,row_fft_topk_oracle,0.25,0.25,0.5945416987863429,0.6367560766994352
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,row_fft_lowfreq_static,0.25,0.25,0.26926754348506904,0.8548289048195147
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,column_fft_topk_oracle,0.25,0.25,0.6189351968396156,0.6173044655276555
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,column_fft_lowfreq_static,0.25,0.25,0.2488782969520613,0.866672777377909
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,fft2_topk_oracle,0.25,0.25,0.5945444858474571,0.6367538882115624
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,matched_gaussian,64,fft2_lowfreq_static,0.25,0.25,0.2630691826533282,0.8584467469486222
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,identity_topk_oracle,0.015625,0.015625,0.08096872886069428,0.9586611868326086
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,row_fft_topk_oracle,0.015625,0.015625,0.47568459699504684,0.7240962663934631
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,row_fft_lowfreq_static,0.015625,0.015625,0.0034485076619678976,0.998274257074694
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,column_fft_topk_oracle,0.015625,0.015625,0.44844834791476074,0.7426652355437403
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,column_fft_lowfreq_static,0.015625,0.015625,0.26451516024006677,0.8576041276486099
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,fft2_topk_oracle,0.015625,0.015625,0.9999999999999998,1.4901161193847656e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,fft2_lowfreq_static,0.015625,0.015625,0.9999999999999998,1.4901161193847656e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,identity_topk_oracle,0.0625,0.0625,0.23919392339384887,0.8722419828271001
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,row_fft_topk_oracle,0.0625,0.0625,0.8894754207093869,0.33245237146185785
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,row_fft_lowfreq_static,0.0625,0.0625,0.5611699685565639,0.6624424740635493
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,column_fft_topk_oracle,0.0625,0.0625,0.9787366676678735,0.14581951972258897
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,column_fft_lowfreq_static,0.0625,0.0625,0.9375690893413373,0.24986178310950774
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,fft2_topk_oracle,0.0625,0.0625,0.9999999999999998,1.4901161193847656e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,fft2_lowfreq_static,0.0625,0.0625,0.9999999999999998,1.4901161193847656e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,identity_topk_oracle,0.125,0.125,0.40750422263600616,0.7697374730153091
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,row_fft_topk_oracle,0.125,0.125,0.9999999999999996,2.1073424255447017e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,row_fft_lowfreq_static,0.125,0.125,0.9999999999999991,2.9802322387695312e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,column_fft_topk_oracle,0.125,0.125,0.9999999999999989,3.332000937312528e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,column_fft_lowfreq_static,0.125,0.125,0.9999999999999989,3.332000937312528e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,fft2_topk_oracle,0.125,0.125,0.9999999999999998,1.4901161193847656e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,fft2_lowfreq_static,0.125,0.125,0.9999999999999998,1.4901161193847656e-08
wan2.1-1.3b,blocks.29.ffn.0.weight,expand,7,smooth_positive_control,64,identity_topk_oracle,0.25,0.25,0.6537760989307217,0.5884079376327942
