sample_id,sampling_step,branch,layer,method,landmark_mode,landmarks,pinv_rtol,density,records,aggregate_output_relative_l2,record_error_p95,record_error_max,projected_attention_work_ratio_mean,arithmetic_speedup_upper_bound,selected_attention_mass_mean,mass_absolute_error_mean,negative_absolute_mass_ratio_mean
s03_p01_seed20260741,9,cond,14,landmark_linear,segment,128,0.0001,0.0,12,1.09669519073339,1.867240079282169,2.0926079777944895,0.007814407814407814,127.96875,0.0,0.0,0.16768663035084805
s03_p01_seed20260741,9,cond,14,landmark_linear,segment,32,0.0001,0.0,12,1.2299555784465739,2.209884063526313,2.705817655647287,0.0019536019536019536,511.875,0.0,0.0,0.10185949151248981
s03_p01_seed20260741,9,cond,14,landmark_linear,segment,64,0.0001,0.0,12,1.1558398808701347,2.029133308797375,2.345926548467679,0.003907203907203907,255.9375,0.0,0.0,0.13502079551108181
s03_p01_seed20260741,9,cond,14,nystrom_nonnegative_clamped,segment,128,0.0001,0.0,12,0.9375889020363684,1.5938964564697113,1.6276033129891319,1.0078144078144078,0.9922461836685244,0.0,0.0,0.16768663035084805
s03_p01_seed20260741,9,cond,14,nystrom_nonnegative_clamped,segment,32,0.0001,0.0,12,1.087223762940085,1.7906686683801618,1.817272613902942,0.626953601953602,1.5950143629193243,0.0,0.0,0.10185949151248981
s03_p01_seed20260741,9,cond,14,nystrom_nonnegative_clamped,segment,64,0.0001,0.0,12,0.993405790666748,1.7332046704386643,1.7726719118611947,0.7539072039072039,1.3264231921613086,0.0,0.0,0.13502079551108181
s03_p01_seed20260741,9,cond,14,nystrom_signed,segment,128,0.0001,0.0,12,1.0285936555600057,1.8298054258547505,1.946359573066502,0.007814407814407814,127.96875,0.0,0.0,0.16768663035084805
s03_p01_seed20260741,9,cond,14,nystrom_signed,segment,32,0.0001,0.0,12,1.1439705002403753,1.9325442909791422,2.0726005315376574,0.0019536019536019536,511.875,0.0,0.0,0.10185949151248981
s03_p01_seed20260741,9,cond,14,nystrom_signed,segment,64,0.0001,0.0,12,1.0429633043982136,1.7791776275825595,1.7797256203553538,0.003907203907203907,255.9375,0.0,0.0,0.13502079551108181
s03_p01_seed20260741,9,cond,14,proxy_mass_landmark_partition,segment,128,0.0001,0.125,12,0.3663475415679075,0.6185620391148539,0.7999199098861148,0.2676415747265821,3.7363402939979795,0.6627516647179922,0.08254908428837855,0.16768663035084805
s03_p01_seed20260741,9,cond,14,proxy_mass_landmark_partition,segment,128,0.0001,0.25,12,0.2502325546926343,0.39611886415897274,0.45175175821379837,0.5176619396468803,1.9317626493501596,0.7896945228179296,0.060101437382400036,0.16768663035084805
s03_p01_seed20260741,9,cond,14,proxy_mass_landmark_partition,segment,32,0.0001,0.125,12,0.4000870429717139,0.7251693019605542,1.0280013159977501,0.16654266804111018,6.00446727413515,0.6627516647179922,0.08254908428837855,0.10185949151248981
s03_p01_seed20260741,9,cond,14,proxy_mass_landmark_partition,segment,32,0.0001,0.25,12,0.2644316986789184,0.4523890980054244,0.5735839021574483,0.3228053961162966,3.097841647107199,0.7896945228179296,0.060101437382400036,0.10185949151248981
s03_p01_seed20260741,9,cond,14,proxy_mass_landmark_partition,segment,64,0.0001,0.125,12,0.378116171348675,0.6580965951052087,0.8839156655571713,0.20024230360293416,4.9939497399257196,0.6627516647179922,0.08254908428837855,0.13502079551108181
s03_p01_seed20260741,9,cond,14,proxy_mass_landmark_partition,segment,64,0.0001,0.25,12,0.25501193955069157,0.41661297567538225,0.4958240447186482,0.38775757729315785,2.578930905698243,0.7896945228179296,0.060101437382400036,0.13502079551108181
s03_p01_seed20260741,9,cond,14,proxy_mass_nystrom_mixture,segment,128,0.0001,0.125,12,0.3372682562409131,0.5547386480452134,0.7669936307697693,0.140657440293694,7.109471051883149,0.6627516647179922,0.08254908428837855,0.16768663035084805
s03_p01_seed20260741,9,cond,14,proxy_mass_nystrom_mixture,segment,128,0.0001,0.25,12,0.23218342148545523,0.3685484783423373,0.48571655326923346,0.2656676227538431,3.7641018865387283,0.7896945228179296,0.060101437382400036,0.16768663035084805
s03_p01_seed20260741,9,cond,14,proxy_mass_nystrom_mixture,segment,32,0.0001,0.125,12,0.3568941595753956,0.5503396079344071,0.726271781430043,0.13479663443288814,7.418582846724373,0.6627516647179922,0.08254908428837855,0.10185949151248981
s03_p01_seed20260741,9,cond,14,proxy_mass_nystrom_mixture,segment,32,0.0001,0.25,12,0.23897133081657795,0.3504382673447606,0.4161673958870473,0.25980681689303725,3.8490137093350443,0.7896945228179296,0.060101437382400036,0.10185949151248981
s03_p01_seed20260741,9,cond,14,proxy_mass_nystrom_mixture,segment,64,0.0001,0.125,12,0.3361494989590017,0.5321208660931542,0.7281441740775939,0.1367502363864901,7.312601619011114,0.6627516647179922,0.08254908428837855,0.13502079551108181
s03_p01_seed20260741,9,cond,14,proxy_mass_nystrom_mixture,segment,64,0.0001,0.25,12,0.23044652427886206,0.34962420852031456,0.4510990097237609,0.2617604188466392,3.820287285626183,0.7896945228179296,0.060101437382400036,0.13502079551108181
