sample_id,prompt_index,seed,sampling_step,timestep,branch,layer,head,head_role_diagnostic_only,method,deployable_candidate,landmark_mode,landmarks,pinv_rtol,density,selected_key_fraction,tokens,query_tiles,query_tile_size,residual_sq,reference_sq,output_relative_l2,selected_attention_mass,proxy_selected_mass,mass_absolute_error,projected_attention_work_ratio,arithmetic_speedup_upper_bound,nystrom_work_ratio,router_work_ratio,critical_work_ratio,partition_work_ratio,materialization_work_ratio,work_proxy_scope,work_proxy_valid_for_deployment,middle_condition_number,middle_effective_rank,middle_smallest_singular,negative_entry_fraction,negative_absolute_mass_ratio,signed_row_sum_error
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,nystrom_signed,True,segment,32,0.0001,0.0,0.0,32760,1,64,7082.8984375,2526.61474609375,1.67431047366854,0.0,0.0,0.0,0.0019536019536019536,511.875,0.0019536019536019536,0.0,0.0,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,3.766897494848022,32,0.27615857124328613,0.22357964515686035,0.004854119848459959,1.9278377294540405e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,landmark_linear,True,segment,32,0.0001,0.0,0.0,32760,1,64,6894.98681640625,2526.61474609375,1.6519511735974501,0.0,0.0,0.0,0.0019536019536019536,511.875,0.0019536019536019536,0.0,0.0,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,3.766897494848022,32,0.27615857124328613,0.22357964515686035,0.004854119848459959,1.9278377294540405e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,nystrom_nonnegative_clamped,False,segment,32,0.0001,0.0,0.0,32760,1,64,7014.64990234375,2526.61474609375,1.6662243887217494,0.0,0.0,0.0,0.626953601953602,1.5950143629193243,0.0019536019536019536,0.0,0.0,0.0,0.625,projected_full_attention_arithmetic_upper_bound,False,3.766897494848022,32,0.27615857124328613,0.22357964515686035,0.004854119848459959,1.9278377294540405e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,proxy_mass_nystrom_mixture,True,segment,32,0.0001,0.125,0.1250305324792862,32760,1,64,40.85075378417969,2526.61474609375,0.1271541456111959,0.9328494071960449,0.9332141280174255,0.05608290433883667,0.13479663443288814,7.418582846724373,0.0019536019536019536,0.0078125,0.1250305324792862,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,3.766897494848022,32,0.27615857124328613,0.22357964515686035,0.004854119848459959,1.9278377294540405e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,dense_mass_nystrom_mixture_diagnostic,False,segment,32,0.0001,0.125,0.1250305324792862,32760,1,64,51.091468811035156,2526.61474609375,0.14220166481053434,0.9328494071960449,0.9332141280174255,0.05608290433883667,0.13479663443288814,7.418582846724373,0.0019536019536019536,0.0078125,0.1250305324792862,0.0,0.0,projected_full_attention_arithmetic_upper_bound,False,3.766897494848022,32,0.27615857124328613,0.22357964515686035,0.004854119848459959,1.9278377294540405e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,proxy_mass_landmark_partition,True,segment,32,0.0001,0.125,0.1250305324792862,32760,1,64,20.722576141357422,2526.61474609375,0.09056332493277484,0.9328494071960449,0.9332141280174255,0.05608290433883667,0.16654266804111018,6.00446727413515,0.0019536019536019536,0.0078125,0.1250305324792862,0.031746033608222035,0.0,projected_full_attention_arithmetic_upper_bound,True,3.766897494848022,32,0.27615857124328613,0.22357964515686035,0.004854119848459959,1.9278377294540405e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,dense_mass_landmark_partition_diagnostic,False,segment,32,0.0001,0.125,0.1250305324792862,32760,1,64,26.302066802978516,2526.61474609375,0.102029421676861,0.9328494071960449,0.9332141280174255,0.05608290433883667,0.16654266804111018,6.00446727413515,0.0019536019536019536,0.0078125,0.1250305324792862,0.031746033608222035,0.0,projected_full_attention_arithmetic_upper_bound,False,3.766897494848022,32,0.27615857124328613,0.22357964515686035,0.004854119848459959,1.9278377294540405e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,proxy_mass_nystrom_mixture,True,segment,32,0.0001,0.25,0.2500610649585724,32760,1,64,25.600238800048828,2526.61474609375,0.10065897297724878,0.9517656564712524,0.954296886920929,0.042142175137996674,0.25982716691217433,3.8487122493161605,0.0019536019536019536,0.0078125,0.2500610649585724,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,3.766897494848022,32,0.27615857124328613,0.22357964515686035,0.004854119848459959,1.9278377294540405e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,dense_mass_nystrom_mixture_diagnostic,False,segment,32,0.0001,0.25,0.2500610649585724,32760,1,64,32.298057556152344,2526.61474609375,0.11306252723536532,0.9517656564712524,0.954296886920929,0.042142175137996674,0.25982716691217433,3.8487122493161605,0.0019536019536019536,0.0078125,0.2500610649585724,0.0,0.0,projected_full_attention_arithmetic_upper_bound,False,3.766897494848022,32,0.27615857124328613,0.22357964515686035,0.004854119848459959,1.9278377294540405e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,proxy_mass_landmark_partition,True,segment,32,0.0001,0.25,0.2500610649585724,32760,1,64,12.922462463378906,2526.61474609375,0.07151598529638484,0.9517656564712524,0.954296886920929,0.042142175137996674,0.3228308336402179,3.097597552018405,0.0019536019536019536,0.0078125,0.2500610649585724,0.06300366672804358,0.0,projected_full_attention_arithmetic_upper_bound,True,3.766897494848022,32,0.27615857124328613,0.22357964515686035,0.004854119848459959,1.9278377294540405e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,dense_mass_landmark_partition_diagnostic,False,segment,32,0.0001,0.25,0.2500610649585724,32760,1,64,15.433576583862305,2526.61474609375,0.07815626151882395,0.9517656564712524,0.954296886920929,0.042142175137996674,0.3228308336402179,3.097597552018405,0.0019536019536019536,0.0078125,0.2500610649585724,0.06300366672804358,0.0,projected_full_attention_arithmetic_upper_bound,False,3.766897494848022,32,0.27615857124328613,0.22357964515686035,0.004854119848459959,1.9278377294540405e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,nystrom_signed,True,segment,64,0.0001,0.0,0.0,32760,1,64,5831.84228515625,2526.61474609375,1.5192644371418862,0.0,0.0,0.0,0.003907203907203907,255.9375,0.003907203907203907,0.0,0.0,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,2.79288535054357,64,0.3786384165287018,0.2387629896402359,0.001463263644836843,9.5367431640625e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,landmark_linear,True,segment,64,0.0001,0.0,0.0,32760,1,64,5834.939453125,2526.61474609375,1.5196678081822634,0.0,0.0,0.0,0.003907203907203907,255.9375,0.003907203907203907,0.0,0.0,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,2.79288535054357,64,0.3786384165287018,0.2387629896402359,0.001463263644836843,9.5367431640625e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,nystrom_nonnegative_clamped,False,segment,64,0.0001,0.0,0.0,32760,1,64,5817.2041015625,2526.61474609375,1.5173565284912003,0.0,0.0,0.0,0.7539072039072039,1.3264231921613086,0.003907203907203907,0.0,0.0,0.0,0.75,projected_full_attention_arithmetic_upper_bound,False,2.79288535054357,64,0.3786384165287018,0.2387629896402359,0.001463263644836843,9.5367431640625e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,proxy_mass_nystrom_mixture,True,segment,64,0.0001,0.125,0.1250305324792862,32760,1,64,30.3503475189209,2526.61474609375,0.10960044585562169,0.9328494071960449,0.9332141280174255,0.05608290433883667,0.1367502363864901,7.312601619011114,0.003907203907203907,0.0078125,0.1250305324792862,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,2.79288535054357,64,0.3786384165287018,0.2387629896402359,0.001463263644836843,9.5367431640625e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,dense_mass_nystrom_mixture_diagnostic,False,segment,64,0.0001,0.125,0.1250305324792862,32760,1,64,42.31267547607422,2526.61474609375,0.12940937219403176,0.9328494071960449,0.9332141280174255,0.05608290433883667,0.1367502363864901,7.312601619011114,0.003907203907203907,0.0078125,0.1250305324792862,0.0,0.0,projected_full_attention_arithmetic_upper_bound,False,2.79288535054357,64,0.3786384165287018,0.2387629896402359,0.001463263644836843,9.5367431640625e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,proxy_mass_landmark_partition,True,segment,64,0.0001,0.125,0.1250305324792862,32760,1,64,27.0992431640625,2526.61474609375,0.10356406001735192,0.9328494071960449,0.9332141280174255,0.05608290433883667,0.20024230360293416,4.9939497399257196,0.003907203907203907,0.0078125,0.1250305324792862,0.06349206721644407,0.0,projected_full_attention_arithmetic_upper_bound,True,2.79288535054357,64,0.3786384165287018,0.2387629896402359,0.001463263644836843,9.5367431640625e-07
