sample_id,prompt_index,seed,sampling_step,timestep,branch,layer,head,head_role_diagnostic_only,method,deployable_candidate,landmark_mode,landmarks,pinv_rtol,density,selected_key_fraction,tokens,query_tiles,query_tile_size,residual_sq,reference_sq,output_relative_l2,selected_attention_mass,proxy_selected_mass,mass_absolute_error,projected_attention_work_ratio,arithmetic_speedup_upper_bound,nystrom_work_ratio,router_work_ratio,critical_work_ratio,partition_work_ratio,materialization_work_ratio,work_proxy_scope,work_proxy_valid_for_deployment,middle_condition_number,middle_effective_rank,middle_smallest_singular,negative_entry_fraction,negative_absolute_mass_ratio,signed_row_sum_error
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,dense_mass_landmark_partition_diagnostic,False,segment,64,0.0001,0.125,0.1250305324792862,32760,1,64,19.81281089782715,2526.61474609375,0.0885530520304926,0.9328494071960449,0.9332141280174255,0.05608290433883667,0.20024230360293416,4.9939497399257196,0.003907203907203907,0.0078125,0.1250305324792862,0.06349206721644407,0.0,projected_full_attention_arithmetic_upper_bound,False,2.79288535054357,64,0.3786384165287018,0.2387629896402359,0.001463263644836843,9.5367431640625e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,proxy_mass_nystrom_mixture,True,segment,64,0.0001,0.25,0.2500610649585724,32760,1,64,19.275344848632812,2526.61474609375,0.08734369593146549,0.9517656564712524,0.954296886920929,0.042142175137996674,0.2617807688657763,3.8199903084276343,0.003907203907203907,0.0078125,0.2500610649585724,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,2.79288535054357,64,0.3786384165287018,0.2387629896402359,0.001463263644836843,9.5367431640625e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,dense_mass_nystrom_mixture_diagnostic,False,segment,64,0.0001,0.25,0.2500610649585724,32760,1,64,27.385766983032227,2526.61474609375,0.10411011855692648,0.9517656564712524,0.954296886920929,0.042142175137996674,0.2617807688657763,3.8199903084276343,0.003907203907203907,0.0078125,0.2500610649585724,0.0,0.0,projected_full_attention_arithmetic_upper_bound,False,2.79288535054357,64,0.3786384165287018,0.2387629896402359,0.001463263644836843,9.5367431640625e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,proxy_mass_landmark_partition,True,segment,64,0.0001,0.25,0.2500610649585724,32760,1,64,17.281707763671875,2526.61474609375,0.08270348590311302,0.9517656564712524,0.954296886920929,0.042142175137996674,0.38778810232186345,2.5787279032351584,0.003907203907203907,0.0078125,0.2500610649585724,0.12600733345608717,0.0,projected_full_attention_arithmetic_upper_bound,True,2.79288535054357,64,0.3786384165287018,0.2387629896402359,0.001463263644836843,9.5367431640625e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,dense_mass_landmark_partition_diagnostic,False,segment,64,0.0001,0.25,0.2500610649585724,32760,1,64,12.052586555480957,2526.61474609375,0.06906700380335025,0.9517656564712524,0.954296886920929,0.042142175137996674,0.38778810232186345,2.5787279032351584,0.003907203907203907,0.0078125,0.2500610649585724,0.12600733345608717,0.0,projected_full_attention_arithmetic_upper_bound,False,2.79288535054357,64,0.3786384165287018,0.2387629896402359,0.001463263644836843,9.5367431640625e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,nystrom_signed,True,segment,128,0.0001,0.0,0.0,32760,1,64,4309.1513671875,2526.61474609375,1.3059494344351479,0.0,0.0,0.0,0.007814407814407814,127.96875,0.007814407814407814,0.0,0.0,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,3.893312925060175,128,0.2656588554382324,0.1770351678133011,0.0015623472863808274,6.984919309616089e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,landmark_linear,True,segment,128,0.0001,0.0,0.0,32760,1,64,4507.4814453125,2526.61474609375,1.3356647379495163,0.0,0.0,0.0,0.007814407814407814,127.96875,0.007814407814407814,0.0,0.0,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,3.893312925060175,128,0.2656588554382324,0.1770351678133011,0.0015623472863808274,6.984919309616089e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,nystrom_nonnegative_clamped,False,segment,128,0.0001,0.0,0.0,32760,1,64,4298.7001953125,2526.61474609375,1.3043647850942544,0.0,0.0,0.0,1.0078144078144078,0.9922461836685244,0.007814407814407814,0.0,0.0,0.0,1.0,projected_full_attention_arithmetic_upper_bound,False,3.893312925060175,128,0.2656588554382324,0.1770351678133011,0.0015623472863808274,6.984919309616089e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,proxy_mass_nystrom_mixture,True,segment,128,0.0001,0.125,0.1250305324792862,32760,1,64,22.25897979736328,2526.61474609375,0.09386055424988683,0.9328494071960449,0.9332141280174255,0.05608290433883667,0.140657440293694,7.109471051883149,0.007814407814407814,0.0078125,0.1250305324792862,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,3.893312925060175,128,0.2656588554382324,0.1770351678133011,0.0015623472863808274,6.984919309616089e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,dense_mass_nystrom_mixture_diagnostic,False,segment,128,0.0001,0.125,0.1250305324792862,32760,1,64,33.89250183105469,2526.61474609375,0.11581966404419278,0.9328494071960449,0.9332141280174255,0.05608290433883667,0.140657440293694,7.109471051883149,0.007814407814407814,0.0078125,0.1250305324792862,0.0,0.0,projected_full_attention_arithmetic_upper_bound,False,3.893312925060175,128,0.2656588554382324,0.1770351678133011,0.0015623472863808274,6.984919309616089e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,proxy_mass_landmark_partition,True,segment,128,0.0001,0.125,0.1250305324792862,32760,1,64,39.67762756347656,2526.61474609375,0.12531507981287865,0.9328494071960449,0.9332141280174255,0.05608290433883667,0.2676415747265821,3.7363402939979795,0.007814407814407814,0.0078125,0.1250305324792862,0.12698413443288814,0.0,projected_full_attention_arithmetic_upper_bound,True,3.893312925060175,128,0.2656588554382324,0.1770351678133011,0.0015623472863808274,6.984919309616089e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,dense_mass_landmark_partition_diagnostic,False,segment,128,0.0001,0.125,0.1250305324792862,32760,1,64,16.89244270324707,2526.61474609375,0.08176674584327429,0.9328494071960449,0.9332141280174255,0.05608290433883667,0.2676415747265821,3.7363402939979795,0.007814407814407814,0.0078125,0.1250305324792862,0.12698413443288814,0.0,projected_full_attention_arithmetic_upper_bound,False,3.893312925060175,128,0.2656588554382324,0.1770351678133011,0.0015623472863808274,6.984919309616089e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,proxy_mass_nystrom_mixture,True,segment,128,0.0001,0.25,0.2500610649585724,32760,1,64,14.191054344177246,2526.61474609375,0.0749441638136342,0.9517656564712524,0.954296886920929,0.042142175137996674,0.2656879727729802,3.763813580129426,0.007814407814407814,0.0078125,0.2500610649585724,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,3.893312925060175,128,0.2656588554382324,0.1770351678133011,0.0015623472863808274,6.984919309616089e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,dense_mass_nystrom_mixture_diagnostic,False,segment,128,0.0001,0.25,0.2500610649585724,32760,1,64,22.42829132080078,2526.61474609375,0.09421685018553816,0.9517656564712524,0.954296886920929,0.042142175137996674,0.2656879727729802,3.763813580129426,0.007814407814407814,0.0078125,0.2500610649585724,0.0,0.0,projected_full_attention_arithmetic_upper_bound,False,3.893312925060175,128,0.2656588554382324,0.1770351678133011,0.0015623472863808274,6.984919309616089e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,proxy_mass_landmark_partition,True,segment,128,0.0001,0.25,0.2500610649585724,32760,1,64,26.027738571166992,2526.61474609375,0.10149594808551281,0.9517656564712524,0.954296886920929,0.042142175137996674,0.5177026396851545,1.9316107806754839,0.007814407814407814,0.0078125,0.2500610649585724,0.25201466691217433,0.0,projected_full_attention_arithmetic_upper_bound,True,3.893312925060175,128,0.2656588554382324,0.1770351678133011,0.0015623472863808274,6.984919309616089e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,0,localized,dense_mass_landmark_partition_diagnostic,False,segment,128,0.0001,0.25,0.2500610649585724,32760,1,64,10.48759651184082,2526.61474609375,0.06442708348922453,0.9517656564712524,0.954296886920929,0.042142175137996674,0.5177026396851545,1.9316107806754839,0.007814407814407814,0.0078125,0.2500610649585724,0.25201466691217433,0.0,projected_full_attention_arithmetic_upper_bound,False,3.893312925060175,128,0.2656588554382324,0.1770351678133011,0.0015623472863808274,6.984919309616089e-07
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,nystrom_signed,True,segment,32,0.0001,0.0,0.0,32760,1,64,2041.74072265625,2333.240234375,0.935449973568898,0.0,0.0,0.0,0.0019536019536019536,511.875,0.0019536019536019536,0.0,0.0,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,141076.14002322595,31,7.210654985101428e-06,0.36178362369537354,0.3130451440811157,0.0001547299325466156
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,landmark_linear,True,segment,32,0.0001,0.0,0.0,32760,1,64,1762.96435546875,2333.240234375,0.8692446720571836,0.0,0.0,0.0,0.0019536019536019536,511.875,0.0019536019536019536,0.0,0.0,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,141076.14002322595,31,7.210654985101428e-06,0.36178362369537354,0.3130451440811157,0.0001547299325466156
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,nystrom_nonnegative_clamped,False,segment,32,0.0001,0.0,0.0,32760,1,64,1620.67822265625,2333.240234375,0.833429118480818,0.0,0.0,0.0,0.626953601953602,1.5950143629193243,0.0019536019536019536,0.0,0.0,0.0,0.625,projected_full_attention_arithmetic_upper_bound,False,141076.14002322595,31,7.210654985101428e-06,0.36178362369537354,0.3130451440811157,0.0001547299325466156
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,proxy_mass_nystrom_mixture,True,segment,32,0.0001,0.125,0.1250305324792862,32760,1,64,411.10565185546875,2333.240234375,0.4197560799059093,0.6041911244392395,0.6666242480278015,0.09241178631782532,0.13479663443288814,7.418582846724373,0.0019536019536019536,0.0078125,0.1250305324792862,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,141076.14002322595,31,7.210654985101428e-06,0.36178362369537354,0.3130451440811157,0.0001547299325466156
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,dense_mass_nystrom_mixture_diagnostic,False,segment,32,0.0001,0.125,0.1250305324792862,32760,1,64,426.36163330078125,2333.240234375,0.4274736310756792,0.6041911244392395,0.6666242480278015,0.09241178631782532,0.13479663443288814,7.418582846724373,0.0019536019536019536,0.0078125,0.1250305324792862,0.0,0.0,projected_full_attention_arithmetic_upper_bound,False,141076.14002322595,31,7.210654985101428e-06,0.36178362369537354,0.3130451440811157,0.0001547299325466156
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,proxy_mass_landmark_partition,True,segment,32,0.0001,0.125,0.1250305324792862,32760,1,64,413.87493896484375,2333.240234375,0.42116748605125565,0.6041911244392395,0.6666242480278015,0.09241178631782532,0.16654266804111018,6.00446727413515,0.0019536019536019536,0.0078125,0.1250305324792862,0.031746033608222035,0.0,projected_full_attention_arithmetic_upper_bound,True,141076.14002322595,31,7.210654985101428e-06,0.36178362369537354,0.3130451440811157,0.0001547299325466156
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,dense_mass_landmark_partition_diagnostic,False,segment,32,0.0001,0.125,0.1250305324792862,32760,1,64,437.84918212890625,2333.240234375,0.4331941099781997,0.6041911244392395,0.6666242480278015,0.09241178631782532,0.16654266804111018,6.00446727413515,0.0019536019536019536,0.0078125,0.1250305324792862,0.031746033608222035,0.0,projected_full_attention_arithmetic_upper_bound,False,141076.14002322595,31,7.210654985101428e-06,0.36178362369537354,0.3130451440811157,0.0001547299325466156
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,proxy_mass_nystrom_mixture,True,segment,32,0.0001,0.25,0.2500610649585724,32760,1,64,256.6939392089844,2333.240234375,0.3316867163828132,0.7521864175796509,0.791986346244812,0.07612507045269012,0.25982716691217433,3.8487122493161605,0.0019536019536019536,0.0078125,0.2500610649585724,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,141076.14002322595,31,7.210654985101428e-06,0.36178362369537354,0.3130451440811157,0.0001547299325466156
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,dense_mass_nystrom_mixture_diagnostic,False,segment,32,0.0001,0.25,0.2500610649585724,32760,1,64,253.4593505859375,2333.240234375,0.32959030666076805,0.7521864175796509,0.791986346244812,0.07612507045269012,0.25982716691217433,3.8487122493161605,0.0019536019536019536,0.0078125,0.2500610649585724,0.0,0.0,projected_full_attention_arithmetic_upper_bound,False,141076.14002322595,31,7.210654985101428e-06,0.36178362369537354,0.3130451440811157,0.0001547299325466156
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,proxy_mass_landmark_partition,True,segment,32,0.0001,0.25,0.2500610649585724,32760,1,64,267.0906982421875,2333.240234375,0.3383371240137114,0.7521864175796509,0.791986346244812,0.07612507045269012,0.3228308336402179,3.097597552018405,0.0019536019536019536,0.0078125,0.2500610649585724,0.06300366672804358,0.0,projected_full_attention_arithmetic_upper_bound,True,141076.14002322595,31,7.210654985101428e-06,0.36178362369537354,0.3130451440811157,0.0001547299325466156
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,dense_mass_landmark_partition_diagnostic,False,segment,32,0.0001,0.25,0.2500610649585724,32760,1,64,275.579833984375,2333.240234375,0.34367187212023154,0.7521864175796509,0.791986346244812,0.07612507045269012,0.3228308336402179,3.097597552018405,0.0019536019536019536,0.0078125,0.2500610649585724,0.06300366672804358,0.0,projected_full_attention_arithmetic_upper_bound,False,141076.14002322595,31,7.210654985101428e-06,0.36178362369537354,0.3130451440811157,0.0001547299325466156
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,nystrom_signed,True,segment,64,0.0001,0.0,0.0,32760,1,64,1847.828125,2333.240234375,0.8899201863391402,0.0,0.0,0.0,0.003907203907203907,255.9375,0.003907203907203907,0.0,0.0,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,17352.060536954494,63,5.94519151491113e-05,0.43629190325737,0.34327295422554016,0.00010796822607517242
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,landmark_linear,True,segment,64,0.0001,0.0,0.0,32760,1,64,1642.0478515625,2333.240234375,0.8389057595172729,0.0,0.0,0.0,0.003907203907203907,255.9375,0.003907203907203907,0.0,0.0,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,17352.060536954494,63,5.94519151491113e-05,0.43629190325737,0.34327295422554016,0.00010796822607517242
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,nystrom_nonnegative_clamped,False,segment,64,0.0001,0.0,0.0,32760,1,64,1522.831298828125,2333.240234375,0.8078787200904206,0.0,0.0,0.0,0.7539072039072039,1.3264231921613086,0.003907203907203907,0.0,0.0,0.0,0.75,projected_full_attention_arithmetic_upper_bound,False,17352.060536954494,63,5.94519151491113e-05,0.43629190325737,0.34327295422554016,0.00010796822607517242
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,proxy_mass_nystrom_mixture,True,segment,64,0.0001,0.125,0.1250305324792862,32760,1,64,389.5506286621094,2333.240234375,0.40860363548753237,0.6041911244392395,0.6666242480278015,0.09241178631782532,0.1367502363864901,7.312601619011114,0.003907203907203907,0.0078125,0.1250305324792862,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,17352.060536954494,63,5.94519151491113e-05,0.43629190325737,0.34327295422554016,0.00010796822607517242
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,dense_mass_nystrom_mixture_diagnostic,False,segment,64,0.0001,0.125,0.1250305324792862,32760,1,64,435.4049377441406,2333.240234375,0.43198328881366327,0.6041911244392395,0.6666242480278015,0.09241178631782532,0.1367502363864901,7.312601619011114,0.003907203907203907,0.0078125,0.1250305324792862,0.0,0.0,projected_full_attention_arithmetic_upper_bound,False,17352.060536954494,63,5.94519151491113e-05,0.43629190325737,0.34327295422554016,0.00010796822607517242
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,proxy_mass_landmark_partition,True,segment,64,0.0001,0.125,0.1250305324792862,32760,1,64,409.086181640625,2333.240234375,0.41872382885275455,0.6041911244392395,0.6666242480278015,0.09241178631782532,0.20024230360293416,4.9939497399257196,0.003907203907203907,0.0078125,0.1250305324792862,0.06349206721644407,0.0,projected_full_attention_arithmetic_upper_bound,True,17352.060536954494,63,5.94519151491113e-05,0.43629190325737,0.34327295422554016,0.00010796822607517242
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,dense_mass_landmark_partition_diagnostic,False,segment,64,0.0001,0.125,0.1250305324792862,32760,1,64,427.451416015625,2333.240234375,0.4280195949203476,0.6041911244392395,0.6666242480278015,0.09241178631782532,0.20024230360293416,4.9939497399257196,0.003907203907203907,0.0078125,0.1250305324792862,0.06349206721644407,0.0,projected_full_attention_arithmetic_upper_bound,False,17352.060536954494,63,5.94519151491113e-05,0.43629190325737,0.34327295422554016,0.00010796822607517242
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,proxy_mass_nystrom_mixture,True,segment,64,0.0001,0.25,0.2500610649585724,32760,1,64,242.83865356445312,2333.240234375,0.32261100621442484,0.7521864175796509,0.791986346244812,0.07612507045269012,0.2617807688657763,3.8199903084276343,0.003907203907203907,0.0078125,0.2500610649585724,0.0,0.0,projected_full_attention_arithmetic_upper_bound,True,17352.060536954494,63,5.94519151491113e-05,0.43629190325737,0.34327295422554016,0.00010796822607517242
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,dense_mass_nystrom_mixture_diagnostic,False,segment,64,0.0001,0.25,0.2500610649585724,32760,1,64,264.21258544921875,2333.240234375,0.3365092619192752,0.7521864175796509,0.791986346244812,0.07612507045269012,0.2617807688657763,3.8199903084276343,0.003907203907203907,0.0078125,0.2500610649585724,0.0,0.0,projected_full_attention_arithmetic_upper_bound,False,17352.060536954494,63,5.94519151491113e-05,0.43629190325737,0.34327295422554016,0.00010796822607517242
s00_p00_seed20260740,0,20260740,9,859.0,cond,14,1,diffuse,proxy_mass_landmark_partition,True,segment,64,0.0001,0.25,0.2500610649585724,32760,1,64,266.3834228515625,2333.240234375,0.33788885652912487,0.7521864175796509,0.791986346244812,0.07612507045269012,0.38778810232186345,2.5787279032351584,0.003907203907203907,0.0078125,0.2500610649585724,0.12600733345608717,0.0,projected_full_attention_arithmetic_upper_bound,True,17352.060536954494,63,5.94519151491113e-05,0.43629190325737,0.34327295422554016,0.00010796822607517242
