protocol_id,prompt_id,split,seed,layer,current_start_frame,denoising_call_index,head_index,capture_path,method,correction,rank,relative_av_l2,numerator_sq,denominator_sq,dense_reference_parity,cache_compression_ratio,logical_bf16_cache_compression_ratio,dense_cache_bytes,compressed_cache_bytes,candidate_detail_blocks,retained_detail_blocks,retained_detail_tokens,padded_detail_tokens,search_seconds_per_capture,selected_indices,oracle_access
ar-video-lifting-forward-marginal-l14-screen-v4,test_nonrigid_s3,test,3,14,15,1,0,captures/20260805_heldout_v1/test_nonrigid_s3__l14__f015__c01.pt,kv_detail_energy,none_fp32_coeff,0,0.13115407526493073,605.1259765625,35178.8984375,0.001271729590371251,1.5028880917844127,1.5028880917844127,115015680,76529770,125,24,1536,1536,0.0,"[55, 56, 57, 62, 64, 65, 66, 67, 68, 69, 70, 71, 80, 81, 82, 83, 84, 106, 109, 110, 111, 115, 116, 117]",same_record_dense_AV_defect
ar-video-lifting-forward-marginal-l14-screen-v4,test_nonrigid_s3,test,3,14,15,1,1,captures/20260805_heldout_v1/test_nonrigid_s3__l14__f015__c01.pt,kv_detail_energy,none_fp32_coeff,0,0.18798457086086273,1596.639404296875,45181.68359375,0.0010218258248642087,1.5028880917844127,1.5028880917844127,115015680,76529770,125,24,1536,1536,0.0,"[55, 56, 57, 62, 64, 65, 66, 67, 68, 69, 70, 71, 80, 81, 82, 83, 84, 106, 109, 110, 111, 115, 116, 117]",same_record_dense_AV_defect
ar-video-lifting-forward-marginal-l14-screen-v4,test_nonrigid_s3,test,3,14,15,1,2,captures/20260805_heldout_v1/test_nonrigid_s3__l14__f015__c01.pt,kv_detail_energy,none_fp32_coeff,0,0.19404494762420654,562.5799560546875,14940.99609375,0.0009414582164026797,1.5028880917844127,1.5028880917844127,115015680,76529770,125,24,1536,1536,0.0,"[55, 56, 57, 62, 64, 65, 66, 67, 68, 69, 70, 71, 80, 81, 82, 83, 84, 106, 109, 110, 111, 115, 116, 117]",same_record_dense_AV_defect
ar-video-lifting-forward-marginal-l14-screen-v4,test_nonrigid_s3,test,3,14,15,1,3,captures/20260805_heldout_v1/test_nonrigid_s3__l14__f015__c01.pt,kv_detail_energy,none_fp32_coeff,0,0.17085537314414978,893.4622192382812,30606.8671875,0.0011064686113968492,1.5028880917844127,1.5028880917844127,115015680,76529770,125,24,1536,1536,0.0,"[55, 56, 57, 62, 64, 65, 66, 67, 68, 69, 70, 71, 80, 81, 82, 83, 84, 106, 109, 110, 111, 115, 116, 117]",same_record_dense_AV_defect
ar-video-lifting-forward-marginal-l14-screen-v4,test_nonrigid_s3,test,3,14,15,1,4,captures/20260805_heldout_v1/test_nonrigid_s3__l14__f015__c01.pt,kv_detail_energy,none_fp32_coeff,0,0.11591233313083649,446.4303894042969,33227.25390625,0.001319877221249044,1.5028880917844127,1.5028880917844127,115015680,76529770,125,24,1536,1536,0.0,"[55, 56, 57, 62, 64, 65, 66, 67, 68, 69, 70, 71, 80, 81, 82, 83, 84, 106, 109, 110, 111, 115, 116, 117]",same_record_dense_AV_defect
ar-video-lifting-forward-marginal-l14-screen-v4,test_nonrigid_s3,test,3,14,15,1,5,captures/20260805_heldout_v1/test_nonrigid_s3__l14__f015__c01.pt,kv_detail_energy,none_fp32_coeff,0,0.12652312219142914,402.82269287109375,25163.6796875,0.0008630100055597723,1.5028880917844127,1.5028880917844127,115015680,76529770,125,24,1536,1536,0.0,"[55, 56, 57, 62, 64, 65, 66, 67, 68, 69, 70, 71, 80, 81, 82, 83, 84, 106, 109, 110, 111, 115, 116, 117]",same_record_dense_AV_defect
ar-video-lifting-forward-marginal-l14-screen-v4,test_nonrigid_s3,test,3,14,15,1,6,captures/20260805_heldout_v1/test_nonrigid_s3__l14__f015__c01.pt,kv_detail_energy,none_fp32_coeff,0,0.1393512487411499,207.97109985351562,10709.798828125,0.0007895648595876992,1.5028880917844127,1.5028880917844127,115015680,76529770,125,24,1536,1536,0.0,"[55, 56, 57, 62, 64, 65, 66, 67, 68, 69, 70, 71, 80, 81, 82, 83, 84, 106, 109, 110, 111, 115, 116, 117]",same_record_dense_AV_defect
ar-video-lifting-forward-marginal-l14-screen-v4,test_nonrigid_s3,test,3,14,15,1,7,captures/20260805_heldout_v1/test_nonrigid_s3__l14__f015__c01.pt,kv_detail_energy,none_fp32_coeff,0,0.15570956468582153,464.9674072265625,19177.49609375,0.0009215800673700869,1.5028880917844127,1.5028880917844127,115015680,76529770,125,24,1536,1536,0.0,"[55, 56, 57, 62, 64, 65, 66, 67, 68, 69, 70, 71, 80, 81, 82, 83, 84, 106, 109, 110, 111, 115, 116, 117]",same_record_dense_AV_defect
ar-video-lifting-forward-marginal-l14-screen-v4,test_nonrigid_s3,test,3,14,15,1,8,captures/20260805_heldout_v1/test_nonrigid_s3__l14__f015__c01.pt,kv_detail_energy,none_fp32_coeff,0,0.1317640095949173,618.538818359375,35626.515625,0.0009474157704971731,1.5028880917844127,1.5028880917844127,115015680,76529770,125,24,1536,1536,0.0,"[55, 56, 57, 62, 64, 65, 66, 67, 68, 69, 70, 71, 80, 81, 82, 83, 84, 106, 109, 110, 111, 115, 116, 117]",same_record_dense_AV_defect
ar-video-lifting-forward-marginal-l14-screen-v4,test_nonrigid_s3,test,3,14,15,1,9,captures/20260805_heldout_v1/test_nonrigid_s3__l14__f015__c01.pt,kv_detail_energy,none_fp32_coeff,0,0.149782195687294,506.7668762207031,22588.521484375,0.0007918585324659944,1.5028880917844127,1.5028880917844127,115015680,76529770,125,24,1536,1536,0.0,"[55, 56, 57, 62, 64, 65, 66, 67, 68, 69, 70, 71, 80, 81, 82, 83, 84, 106, 109, 110, 111, 115, 116, 117]",same_record_dense_AV_defect
