split,sample_id,seed,head,method,density,normalization,route,rank,attention_mass,tail_energy_explained,critical_output_relative_l2,final_output_relative_l2,final_residual_sq,reference_sq
calibration,s00_p00_seed20260740,20260740,0,mass_topk,0.125,renormalized,oracle_route,0,0.4089486673474312,0.0,0.3237502378293493,0.3237502378293493,172.4715576171875,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,mass_topk,0.125,renormalized,oracle_route,8,0.4089486673474312,0.9980173707008362,0.3237502378293493,0.014415928217854562,0.3419656753540039,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,mass_topk,0.125,renormalized,oracle_route,16,0.4089486673474312,0.9996576905250549,0.3237502378293493,0.005989760766552089,0.05903591215610504,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,mass_topk,0.25,dense_probability,oracle_route,0,0.6120171993970871,0.0,0.4007393597578282,0.4007393597578282,264.25384521484375,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,mass_topk,0.25,dense_probability,oracle_route,8,0.6120171993970871,0.9989602565765381,0.4007393597578282,0.012923546339091724,0.27482783794403076,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,mass_topk,0.25,dense_probability,oracle_route,16,0.6120171993970871,0.9999040365219116,0.4007393597578282,0.003930947202131048,0.025426801294088364,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,mass_topk,0.25,renormalized,oracle_route,0,0.6120171993970871,0.0,0.19098920541924783,0.19098920541924783,60.022621154785156,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,mass_topk,0.25,renormalized,oracle_route,8,0.6120171993970871,0.9981741905212402,0.19098920541924783,0.008161049783470774,0.10959465056657791,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,mass_topk,0.25,renormalized,oracle_route,16,0.6120171993970871,0.9997026324272156,0.19098920541924783,0.003293843644315095,0.017852673307061195,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.03125,dense_probability,oracle_route,0,0.12257293984293938,0.0,0.8747497950180524,0.8747497950180524,1259.1138916015625,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.03125,dense_probability,oracle_route,8,0.12257293984293938,0.998956561088562,0.8747497950180524,0.028269014267083666,1.3149784803390503,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.03125,dense_probability,oracle_route,16,0.12257293984293938,0.9998885989189148,0.8747497950180524,0.0092738879976591,0.14152103662490845,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.03125,renormalized,oracle_route,0,0.12257293984293938,0.0,0.4952932793290486,0.4952932793290486,403.666015625,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.03125,renormalized,oracle_route,8,0.12257293984293938,0.9952526092529297,0.4952932793290486,0.03412688979884894,1.9164201021194458,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.03125,renormalized,oracle_route,16,0.12257293984293938,0.9992486238479614,0.4952932793290486,0.013578078266722936,0.3033708930015564,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.0625,dense_probability,oracle_route,0,0.2288953848183155,0.0,0.7714922940777306,0.7714922940777306,979.40087890625,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.0625,dense_probability,oracle_route,8,0.2288953848183155,0.9988330006599426,0.7714922940777306,0.026363695981950007,1.1436941623687744,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.0625,dense_probability,oracle_route,16,0.2288953848183155,0.9998933672904968,0.7714922940777306,0.00799252590904338,0.10511517524719238,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.0625,renormalized,oracle_route,0,0.2288953848183155,0.0,0.36235000861562555,0.36235000861562555,216.04978942871094,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.0625,renormalized,oracle_route,8,0.2288953848183155,0.9953323602676392,0.36235000861562555,0.024756323699057777,1.0084854364395142,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.0625,renormalized,oracle_route,16,0.2288953848183155,0.9993596076965332,0.36235000861562555,0.009170548491376268,0.1383846551179886,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.125,dense_probability,oracle_route,0,0.4027199298143387,0.0,0.6045644837071545,0.6045644837071545,601.426513671875,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.125,dense_probability,oracle_route,8,0.4027199298143387,0.9987887740135193,0.6045644837071545,0.021043623172799786,0.7286825180053711,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.125,dense_probability,oracle_route,16,0.4027199298143387,0.9999018907546997,0.6045644837071545,0.006000394510678345,0.05924571305513382,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.125,renormalized,oracle_route,0,0.4027199298143387,0.0,0.3076867282314567,0.3076867282314567,155.7811279296875,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.125,renormalized,oracle_route,8,0.4027199298143387,0.9975574016571045,0.3076867282314567,0.015206362304714251,0.3804941475391388,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.125,renormalized,oracle_route,16,0.4027199298143387,0.9995907545089722,0.3076867282314567,0.0062240465448807495,0.06374453753232956,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.25,dense_probability,oracle_route,0,0.608712688088417,0.0,0.4012606959833622,0.4012606959833622,264.94183349609375,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.25,dense_probability,oracle_route,8,0.608712688088417,0.9989564418792725,0.4012606959833622,0.01296809407289606,0.27672576904296875,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.25,dense_probability,oracle_route,16,0.608712688088417,0.9999035596847534,0.4012606959833622,0.003954901073166298,0.02573763020336628,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.25,renormalized,oracle_route,0,0.608712688088417,0.0,0.1927188610517622,0.1927188610517622,61.11471176147461,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.25,renormalized,oracle_route,8,0.608712688088417,0.9982103109359741,0.1927188610517622,0.00815343732715055,0.10939028859138489,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,contribution_norm,0.25,renormalized,oracle_route,16,0.608712688088417,0.9997074604034424,0.1927188610517622,0.0032974025596737614,0.01789127290248871,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.03125,dense_probability,oracle_route,0,0.12085612490773201,0.0,0.8663784755317303,0.8663784755317303,1235.1298828125,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.03125,dense_probability,oracle_route,8,0.12085612490773201,0.9989950656890869,0.8663784755317303,0.027475342689306494,1.242177128791809,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.03125,dense_probability,oracle_route,16,0.12085612490773201,0.9998771548271179,0.8663784755317303,0.009629141850495637,0.1525711715221405,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.03125,renormalized,oracle_route,0,0.12085612490773201,0.0,0.43707944888572864,0.43707944888572864,314.35333251953125,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.03125,renormalized,oracle_route,8,0.12085612490773201,0.9931932687759399,0.43707944888572864,0.03605988107856,2.1396656036376953,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.03125,renormalized,oracle_route,16,0.12085612490773201,0.998989462852478,0.43707944888572864,0.013892940475990634,0.3176037669181824,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.0625,dense_probability,oracle_route,0,0.22799993678927422,0.0,0.7595938363310811,0.7595938363310811,949.4238891601562,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.0625,dense_probability,oracle_route,8,0.22799993678927422,0.9990750551223755,0.7595938363310811,0.023110301221014533,0.8788373470306396,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.0625,dense_probability,oracle_route,16,0.22799993678927422,0.9998844861984253,0.7595938363310811,0.008187674300837772,0.11031090468168259,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.0625,renormalized,oracle_route,0,0.22799993678927422,0.0,0.33757862393837385,0.33757862393837385,187.5198211669922,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.0625,renormalized,oracle_route,8,0.22799993678927422,0.9950906038284302,0.33757862393837385,0.023653398219779135,0.9206284284591675,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.0625,renormalized,oracle_route,16,0.22799993678927422,0.9992433190345764,0.33757862393837385,0.009286242142081956,0.14189833402633667,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.125,dense_probability,oracle_route,0,0.3949047550559044,0.0,0.5937114753271449,0.5937114753271449,580.0269775390625,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.125,dense_probability,oracle_route,8,0.3949047550559044,0.9987621903419495,0.5937114753271449,0.020890990271723833,0.7181503176689148,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.125,dense_probability,oracle_route,16,0.3949047550559044,0.9998869895935059,0.5937114753271449,0.006317020037361771,0.0656631663441658,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.125,renormalized,oracle_route,0,0.3949047550559044,0.0,0.26069593555115683,0.26069593555115683,111.8319320678711,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.125,renormalized,oracle_route,8,0.3949047550559044,0.996614396572113,0.26069593555115683,0.015169476433855956,0.3786504566669464,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.125,renormalized,oracle_route,16,0.3949047550559044,0.9994738698005676,0.26069593555115683,0.005980917362346608,0.05886171758174896,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.25,dense_probability,oracle_route,0,0.604923352599144,0.0,0.39127880694215644,0.39127880694215644,251.9242401123047,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.25,dense_probability,oracle_route,8,0.604923352599144,0.9988099932670593,0.39127880694215644,0.013500984301401028,0.2999356985092163,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.25,dense_probability,oracle_route,16,0.604923352599144,0.999897837638855,0.39127880694215644,0.003966155028769237,0.025884315371513367,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.25,renormalized,oracle_route,0,0.604923352599144,0.0,0.16394636607837051,0.16394636607837051,44.22836685180664,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.25,renormalized,oracle_route,8,0.604923352599144,0.9970488548278809,0.16394636607837051,0.00890656127001456,0.1305321305990219,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,dense_output_greedy,0.25,renormalized,oracle_route,16,0.604923352599144,0.9995737671852112,0.16394636607837051,0.003385450066356243,0.01885949820280075,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.03125,dense_probability,oracle_route,0,0.009945411118678749,0.0,0.9902635679136503,0.9902635679136503,1613.6112060546875,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.03125,dense_probability,oracle_route,8,0.009945411118678749,0.9989228844642639,0.9902635679136503,0.03251307812949089,1.7394561767578125,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.03125,dense_probability,oracle_route,16,0.009945411118678749,0.9998787045478821,0.9902635679136503,0.01094951256023276,0.19728173315525055,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.03125,renormalized,oracle_route,0,0.009945411118678749,0.0,0.17662638841813597,0.17662638841813597,51.33440017700195,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.03125,renormalized,oracle_route,8,0.009945411118678749,0.9236924648284912,0.17662638841813597,0.04879090559542225,3.91719388961792,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.03125,renormalized,oracle_route,16,0.009945411118678749,0.9848841428756714,0.17662638841813597,0.021715426118834855,0.7759504914283752,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.0625,dense_probability,oracle_route,0,0.020608450286090374,0.0,0.9797750503869022,0.9797750503869022,1579.6107177734375,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.0625,dense_probability,oracle_route,8,0.020608450286090374,0.9989194273948669,0.9797750503869022,0.03222279996293061,1.708534836769104,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.0625,dense_probability,oracle_route,16,0.020608450286090374,0.9998767971992493,0.9797750503869022,0.010914333203424952,0.1960160881280899,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.0625,renormalized,oracle_route,0,0.020608450286090374,0.0,0.11548393511001283,0.11548393511001283,21.94524574279785,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.0625,renormalized,oracle_route,8,0.020608450286090374,0.8879610300064087,0.11548393511001283,0.03865503494788174,2.4587221145629883,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.0625,renormalized,oracle_route,16,0.020608450286090374,0.9790319800376892,0.11548393511001283,0.016722364969296393,0.4601428806781769,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.125,dense_probability,oracle_route,0,0.0427534244954586,0.0,0.9577930765842878,0.9577930765842878,1509.5263671875,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.125,dense_probability,oracle_route,8,0.0427534244954586,0.9989004731178284,0.9577930765842878,0.03177089116281447,1.6609482765197754,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.125,dense_probability,oracle_route,16,0.0427534244954586,0.9998748898506165,0.9577930765842878,0.010737754167045446,0.1897248476743698,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.125,renormalized,oracle_route,0,0.0427534244954586,0.0,0.08653990974090742,0.08653990974090742,12.323390007019043,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.125,renormalized,oracle_route,8,0.0427534244954586,0.8719773292541504,0.08653990974090742,0.030964190726205522,1.5776722431182861,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.125,renormalized,oracle_route,16,0.0427534244954586,0.9791603088378906,0.08653990974090742,0.012492823123715292,0.2568138837814331,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.25,dense_probability,oracle_route,0,0.09908390045166016,0.0,0.9020225316466693,0.9020225316466693,1338.8504638671875,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.25,dense_probability,oracle_route,8,0.09908390045166016,0.9988473653793335,0.9020225316466693,0.030634786592451415,1.5442835092544556,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.25,dense_probability,oracle_route,16,0.09908390045166016,0.9998686909675598,0.9020225316466693,0.010365551030468944,0.176799938082695,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.25,renormalized,oracle_route,0,0.09908390045166016,0.0,0.06762594091435976,0.06762594091435976,7.525301933288574,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.25,renormalized,oracle_route,8,0.09908390045166016,0.8712469339370728,0.06762594091435976,0.02426564882465183,0.9689048528671265,1645.497802734375
calibration,s00_p00_seed20260740,20260740,0,renorm_output_greedy,0.25,renormalized,oracle_route,16,0.09908390045166016,0.9785727262496948,0.06762594091435976,0.009899103388785113,0.16124603152275085,1645.497802734375
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.03125,dense_probability,oracle_route,0,0.6329924017190933,0.0,0.3721183885967933,0.3721183885967933,1209.371337890625,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.03125,dense_probability,oracle_route,8,0.6329924017190933,0.9812324047088623,0.3721183885967933,0.05097830347398687,22.696985244750977,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.03125,dense_probability,oracle_route,16,0.6329924017190933,0.9940711855888367,0.3721183885967933,0.02865278512326119,7.170197010040283,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.03125,renormalized,oracle_route,0,0.6329924017190933,0.0,0.2321989128008484,0.2321989128008484,470.8881530761719,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.03125,renormalized,oracle_route,8,0.6329924017190933,0.778915286064148,0.2321989128008484,0.10917909567438816,104.10614776611328,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.03125,renormalized,oracle_route,16,0.6329924017190933,0.9333407282829285,0.2321989128008484,0.059950182148937665,31.389068603515625,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.0625,dense_probability,oracle_route,0,0.7892882227897644,0.0,0.21546262556726248,0.21546262556726248,405.4537353515625,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.0625,dense_probability,oracle_route,8,0.7892882227897644,0.9873243570327759,0.21546262556726248,0.024258782579310488,5.13967227935791,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.0625,dense_probability,oracle_route,16,0.7892882227897644,0.9961280226707458,0.21546262556726248,0.013408463369463918,1.5702016353607178,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.0625,renormalized,oracle_route,0,0.7892882227897644,0.0,0.11171915997916802,0.11171915997916802,109.00658416748047,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.0625,renormalized,oracle_route,8,0.7892882227897644,0.7839686870574951,0.11171915997916802,0.051926123263616564,23.5488224029541,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.0625,renormalized,oracle_route,16,0.7892882227897644,0.9361109137535095,0.11171915997916802,0.028238439189185834,6.964321136474609,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.125,dense_probability,oracle_route,0,0.8958632946014404,0.0,0.10673579119738334,0.10673579119738334,99.49873352050781,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.125,dense_probability,oracle_route,8,0.8958632946014404,0.9913532733917236,0.10673579119738334,0.00992525877472593,0.8603617548942566,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.125,dense_probability,oracle_route,16,0.8958632946014404,0.9972090125083923,0.10673579119738334,0.00563922775751404,0.27773886919021606,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.125,renormalized,oracle_route,0,0.8958632946014404,0.0,0.0480831439665592,0.0480831439665592,20.192176818847656,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.125,renormalized,oracle_route,8,0.8958632946014404,0.7767794132232666,0.0480831439665592,0.02271747122703246,4.507309436798096,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.125,renormalized,oracle_route,16,0.8958632946014404,0.9365472793579102,0.0480831439665592,0.012112056095048425,1.281247854232788,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.25,dense_probability,oracle_route,0,0.9607813209295273,0.0,0.042299611856161295,0.042299611856161295,15.62680435180664,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.25,dense_probability,oracle_route,8,0.9607813209295273,0.9930667877197266,0.042299611856161295,0.0035221714112337716,0.10834737122058868,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.25,dense_probability,oracle_route,16,0.9607813209295273,0.9980037212371826,0.042299611856161295,0.0018900434926962626,0.031199023127555847,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.25,renormalized,oracle_route,0,0.9607813209295273,0.0,0.0184429586528679,0.0184429586528679,2.970698595046997,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.25,renormalized,oracle_route,8,0.9607813209295273,0.8204540610313416,0.0184429586528679,0.007814807476575215,0.5333766341209412,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,mass_topk,0.25,renormalized,oracle_route,16,0.9607813209295273,0.9498603343963623,0.0184429586528679,0.004129724512595014,0.14894968271255493,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.03125,dense_probability,oracle_route,0,0.6314707547426224,0.0,0.3728677609233622,0.3728677609233622,1214.2470703125,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.03125,dense_probability,oracle_route,8,0.6314707547426224,0.9815787672996521,0.3728677609233622,0.05060750094830809,22.36800193786621,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.03125,dense_probability,oracle_route,16,0.6314707547426224,0.9945461750030518,0.3728677609233622,0.02753627746953414,6.622284889221191,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.03125,renormalized,oracle_route,0,0.6314707547426224,0.0,0.22118510727829144,0.22118510727829144,427.27667236328125,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.03125,renormalized,oracle_route,8,0.6314707547426224,0.7632527351379395,0.22118510727829144,0.10762131124027745,101.15653991699219,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.03125,renormalized,oracle_route,16,0.6314707547426224,0.929068386554718,0.22118510727829144,0.05890821472604962,30.307430267333984,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.0625,dense_probability,oracle_route,0,0.7878231704235077,0.0,0.21422386909005614,0.21422386909005614,400.80499267578125,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.0625,dense_probability,oracle_route,8,0.7878231704235077,0.9875435829162598,0.21422386909005614,0.023909360008976074,4.992675304412842,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.0625,dense_probability,oracle_route,16,0.7878231704235077,0.9962471127510071,0.21422386909005614,0.013123704616272762,1.5042163133621216,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.0625,renormalized,oracle_route,0,0.7878231704235077,0.0,0.11056725765669331,0.11056725765669331,106.77030181884766,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.0625,renormalized,oracle_route,8,0.7878231704235077,0.7730273008346558,0.11056725765669331,0.05267606708277916,24.233943939208984,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.0625,renormalized,oracle_route,16,0.7878231704235077,0.9338535070419312,0.11056725765669331,0.02843673592696382,7.062474727630615,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.125,dense_probability,oracle_route,0,0.8955602943897247,0.0,0.10663920426033639,0.10663920426033639,99.31874084472656,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.125,dense_probability,oracle_route,8,0.8955602943897247,0.9915114641189575,0.10663920426033639,0.009825251016220995,0.8431109189987183,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.125,dense_probability,oracle_route,16,0.8955602943897247,0.997302770614624,0.10663920426033639,0.005538685256818051,0.2679234743118286,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.125,renormalized,oracle_route,0,0.8955602943897247,0.0,0.04799396384986758,0.04799396384986758,20.11734390258789,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.125,renormalized,oracle_route,8,0.8955602943897247,0.7775478363037109,0.04799396384986758,0.022636264431535717,4.475142955780029,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.125,renormalized,oracle_route,16,0.8955602943897247,0.9374972581863403,0.04799396384986758,0.01199875110784588,1.2573885917663574,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.25,dense_probability,oracle_route,0,0.9605424106121063,0.0,0.04206170936290608,0.04206170936290608,15.451520919799805,8733.6826171875
calibration,s00_p00_seed20260740,20260740,1,contribution_norm,0.25,dense_probability,oracle_route,8,0.9605424106121063,0.9930969476699829,0.04206170936290608,0.0034947423626532632,0.10666642338037491,8733.6826171875
