head,method,density,normalization,rank,mask_jaccard,calibration_tail_energy,test_oracle_tail_energy,test_frozen_route_tail_energy,basis_overlap,test_oracle_attention_mass,test_frozen_attention_mass,test_oracle_critical_residual_sq,test_frozen_critical_residual_sq,test_oracle_self_residual_sq,test_oracle_calibration_basis_residual_sq,test_frozen_self_residual_sq,test_frozen_calibration_basis_residual_sq,reference_sq
0,mass_topk,0.03125,dense_probability,0,0.806673526763916,0.0,0.0,0.0,1.0,0.12932255677878857,0.12884749844670296,1290.003173828125,1286.902587890625,1290.003173828125,1290.003173828125,1286.902587890625,1286.902587890625,1667.92431640625
0,mass_topk,0.03125,dense_probability,8,0.806673526763916,0.999042272567749,0.9988011717796326,0.9990304112434387,0.9167839884757996,0.12932255677878857,0.12884749844670296,1290.003173828125,1286.902587890625,1.547140121459961,8.750307083129883,1.2484469413757324,8.788887023925781,1667.92431640625
0,mass_topk,0.03125,dense_probability,16,0.806673526763916,0.999889612197876,0.9998952746391296,0.9998936653137207,0.8579031825065613,0.12932255677878857,0.12884749844670296,1290.003173828125,1286.902587890625,0.13566556572914124,4.519294261932373,0.13737653195858002,4.464380741119385,1667.92431640625
0,mass_topk,0.03125,renormalized,0,0.806673526763916,0.0,0.0,0.0,1.0,0.12932255677878857,0.12884749844670296,335.731201171875,317.07879638671875,335.731201171875,335.731201171875,317.07879638671875,317.07879638671875,1667.92431640625
0,mass_topk,0.03125,renormalized,8,0.806673526763916,0.9948427081108093,0.9940836429595947,0.9944225549697876,0.6068426370620728,0.12932255677878857,0.12884749844670296,335.731201171875,317.07879638671875,1.9863131046295166,72.04105377197266,1.7684677839279175,76.16893005371094,1667.92431640625
0,mass_topk,0.03125,renormalized,16,0.806673526763916,0.9990548491477966,0.9991120100021362,0.9989867210388184,0.6987951993942261,0.12932255677878857,0.12884749844670296,335.731201171875,317.07879638671875,0.2981486916542053,42.175941467285156,0.321264386177063,40.972991943359375,1667.92431640625
0,mass_topk,0.0625,dense_probability,0,0.8308802843093872,0.0,0.0,0.0,1.0,0.2366856336593628,0.23567628115415573,990.5613403320312,997.7172241210938,990.5613403320312,990.5613403320312,997.7172241210938,997.7172241210938,1667.92431640625
0,mass_topk,0.0625,dense_probability,8,0.8308802843093872,0.9991076588630676,0.998992919921875,0.9990261793136597,0.9407532215118408,0.2366856336593628,0.23567628115415573,990.5613403320312,997.7172241210938,0.9980721473693848,7.555967330932617,0.9725070595741272,7.571211814880371,1667.92431640625
0,mass_topk,0.0625,dense_probability,16,0.8308802843093872,0.9998968839645386,0.999899685382843,0.9998950958251953,0.8754145503044128,0.2366856336593628,0.23567628115415573,990.5613403320312,997.7172241210938,0.09994714707136154,3.249429702758789,0.10565944761037827,3.175609588623047,1667.92431640625
0,mass_topk,0.0625,renormalized,0,0.8308802843093872,0.0,0.0,0.0,1.0,0.2366856336593628,0.23567628115415573,199.1405792236328,220.10067749023438,199.1405792236328,199.1405792236328,220.10067749023438,220.10067749023438,1667.92431640625
0,mass_topk,0.0625,renormalized,8,0.8308802843093872,0.995815098285675,0.9950571656227112,0.9957926869392395,0.557787299156189,0.2366856336593628,0.23567628115415573,199.1405792236328,220.10067749023438,0.9843475222587585,38.0871696472168,0.926110565662384,37.060203552246094,1667.92431640625
0,mass_topk,0.0625,renormalized,16,0.8308802843093872,0.999384343624115,0.9991930723190308,0.9993131160736084,0.720603346824646,0.2366856336593628,0.23567628115415573,199.1405792236328,220.10067749023438,0.1607246696949005,19.330284118652344,0.1512654423713684,17.241056442260742,1667.92431640625
0,mass_topk,0.125,dense_probability,0,0.925356388092041,0.0,0.0,0.0,1.0,0.4072907418012619,0.40667539089918137,612.1832275390625,615.6674194335938,612.1832275390625,612.1832275390625,615.6674194335938,615.6674194335938,1667.92431640625
0,mass_topk,0.125,dense_probability,8,0.925356388092041,0.9988029599189758,0.9989954233169556,0.998988687992096,0.9144814610481262,0.4072907418012619,0.40667539089918137,612.1832275390625,615.6674194335938,0.6153643727302551,4.550642967224121,0.6232599020004272,4.748568534851074,1667.92431640625
0,mass_topk,0.125,dense_probability,16,0.925356388092041,0.9999018907546997,0.9999029040336609,0.9999051094055176,0.8794713020324707,0.4072907418012619,0.40667539089918137,612.1832275390625,615.6674194335938,0.059705883264541626,1.9313268661499023,0.05900123715400696,1.9519881010055542,1667.92431640625
0,mass_topk,0.125,renormalized,0,0.925356388092041,0.0,0.0,0.0,1.0,0.4072907418012619,0.40667539089918137,153.56094360351562,154.0306854248047,153.56094360351562,153.56094360351562,154.0306854248047,154.0306854248047,1667.92431640625
0,mass_topk,0.125,renormalized,8,0.925356388092041,0.9980173707008362,0.9974655508995056,0.9976820349693298,0.7164369225502014,0.4072907418012619,0.40667539089918137,153.56094360351562,154.0306854248047,0.38916730880737305,12.449220657348633,0.35704925656318665,13.706357955932617,1667.92431640625
0,mass_topk,0.125,renormalized,16,0.925356388092041,0.9996576905250549,0.9996085166931152,0.9996225833892822,0.744501531124115,0.4072907418012619,0.40667539089918137,153.56094360351562,154.0306854248047,0.06011006608605385,6.908413887023926,0.058151014149188995,7.5033674240112305,1667.92431640625
0,mass_topk,0.25,dense_probability,0,0.9359711408615112,0.0,0.0,0.0,1.0,0.6095365583896637,0.6086496710777283,273.5692443847656,277.74334716796875,273.5692443847656,273.5692443847656,277.74334716796875,277.74334716796875,1667.92431640625
0,mass_topk,0.25,dense_probability,8,0.9359711408615112,0.9989602565765381,0.9990172386169434,0.9990100264549255,0.8628076910972595,0.6095365583896637,0.6086496710777283,273.5692443847656,277.74334716796875,0.2691071629524231,1.714953899383545,0.2752893269062042,1.6737123727798462,1667.92431640625
0,mass_topk,0.25,dense_probability,16,0.9359711408615112,0.9999040365219116,0.9999119639396667,0.9999147057533264,0.8937586545944214,0.6095365583896637,0.6086496710777283,273.5692443847656,277.74334716796875,0.02429753914475441,0.6489883661270142,0.023970071226358414,0.637664794921875,1667.92431640625
0,mass_topk,0.25,renormalized,0,0.9359711408615112,0.0,0.0,0.0,1.0,0.6095365583896637,0.6086496710777283,69.45787811279297,72.57921600341797,69.45787811279297,69.45787811279297,72.57921600341797,72.57921600341797,1667.92431640625
0,mass_topk,0.25,renormalized,8,0.9359711408615112,0.9981741905212402,0.9981525540351868,0.998231053352356,0.7401217222213745,0.6095365583896637,0.6086496710777283,69.45787811279297,72.57921600341797,0.12833227217197418,4.0069193840026855,0.1283988356590271,3.931797742843628,1667.92431640625
