method,density,normalization,rank,heads,mask_jaccard_mean,basis_overlap_mean,test_oracle_tail_energy_mean,test_oracle_attention_mass_mean,test_frozen_attention_mass_mean,test_oracle_critical_relative_l2,test_frozen_critical_relative_l2,test_oracle_self_relative_l2,test_oracle_calibration_basis_relative_l2,test_frozen_self_relative_l2,test_frozen_calibration_basis_relative_l2,per_sample_oracle_go,frozen_static_upper_bound_go
contribution_norm,0.0625,renormalized,8,12,0.6044521021346251,0.6072851419448853,0.8900729815165201,0.5057541319789985,0.5045044150513908,0.24864361964331158,0.19436435384615738,0.028426250212415464,0.06797758792529188,0.0284917456935848,0.06438805927677346,False,False
contribution_norm,0.0625,renormalized,16,12,0.6044521021346251,0.7100902100404104,0.9634290138880411,0.5057541319789985,0.5045044150513908,0.24864361964331158,0.19436435384615738,0.015583778612742587,0.045565951887941665,0.015580642144707283,0.04466340259567626,True,False
contribution_norm,0.125,dense_probability,0,12,0.6656912627319495,1.0,0.0,0.5994052477180958,0.5976392002776265,0.3202647965622132,0.32555910306250047,0.3202647965622132,0.3202647965622132,0.32555910306250047,0.32555910306250047,False,False
contribution_norm,0.125,dense_probability,8,12,0.6656912627319495,0.8286756326754888,0.9834605157375336,0.5994052477180958,0.5976392002776265,0.3202647965622132,0.32555910306250047,0.00835765180680186,0.01881658116236078,0.008384488193050014,0.01932007017515546,True,True
contribution_norm,0.125,dense_probability,16,12,0.6656912627319495,0.8449989209572474,0.994883860150973,0.5994052477180958,0.5976392002776265,0.3202647965622132,0.32555910306250047,0.0034830130187038415,0.013171549741815048,0.0034953260936520423,0.013516406478389687,True,True
contribution_norm,0.125,renormalized,0,12,0.6656912627319495,1.0,0.0,0.5994052477180958,0.5976392002776265,0.17536958163746696,0.15021414522257648,0.17536958163746696,0.17536958163746696,0.15021414522257648,0.15021414522257648,False,False
contribution_norm,0.125,renormalized,8,12,0.6656912627319495,0.5906901011864344,0.8960065841674805,0.5994052477180958,0.5976392002776265,0.17536958163746696,0.15021414522257648,0.011959930911581781,0.04181602104901012,0.011977598749519577,0.0396813445399062,True,False
contribution_norm,0.125,renormalized,16,12,0.6656912627319495,0.7119152198235194,0.9673086653153101,0.5994052477180958,0.5976392002776265,0.17536958163746696,0.15021414522257648,0.006291064923102515,0.029445462500095658,0.006304582867551177,0.027063861840143682,True,False
contribution_norm,0.25,dense_probability,0,12,0.7116623061398665,1.0,0.0,0.7005620120714108,0.6983835535744826,0.24708280664295376,0.25441052418702936,0.24708280664295376,0.24708280664295376,0.25441052418702936,0.25441052418702936,False,False
contribution_norm,0.25,dense_probability,8,12,0.7116623061398665,0.8155137946208318,0.9892509828011194,0.7005620120714108,0.6983835535744826,0.24708280664295376,0.25441052418702936,0.005105036624447942,0.014253534754929928,0.005128435909115653,0.014784930210567891,True,True
contribution_norm,0.25,dense_probability,16,12,0.7116623061398665,0.8374268760283788,0.996795525153478,0.7005620120714108,0.6983835535744826,0.24708280664295376,0.25441052418702936,0.0018312558806741167,0.01027893087654427,0.001829063131724908,0.010111979374371183,True,True
contribution_norm,0.25,renormalized,0,12,0.7116623061398665,1.0,0.0,0.7005620120714108,0.6983835535744826,0.09836680756758069,0.09640758628361847,0.09836680756758069,0.09836680756758069,0.09640758628361847,0.09640758628361847,False,False
contribution_norm,0.25,renormalized,8,12,0.7116623061398665,0.6225516547759374,0.9055143346389135,0.7005620120714108,0.6983835535744826,0.09836680756758069,0.09640758628361847,0.004613795410796074,0.025231260207490783,0.004697897325428951,0.02157014077442998,True,False
contribution_norm,0.25,renormalized,16,12,0.7116623061398665,0.7171443949143091,0.9697363525629044,0.7005620120714108,0.6983835535744826,0.09836680756758069,0.09640758628361847,0.002352947294905234,0.017971090957137982,0.0023659247237319664,0.0149150474245404,True,True
dense_output_greedy,0.03125,dense_probability,0,12,0.5457230427612861,1.0,0.0,0.4203066236805171,0.4187760203300665,0.4443217901640121,0.4507139913533929,0.4443217901640121,0.4443217901640121,0.4507139913533929,0.4507139913533929,False,False
dense_output_greedy,0.03125,dense_probability,8,12,0.5457230427612861,0.8360010981559753,0.9746510436137518,0.4203066236805171,0.4187760203300665,0.4443217901640121,0.4507139913533929,0.03250124053114081,0.046818205259331766,0.03194765690558814,0.04745649537786161,False,False
dense_output_greedy,0.03125,dense_probability,16,12,0.5457230427612861,0.8479556292295456,0.9920891771713892,0.4203066236805171,0.4187760203300665,0.4443217901640121,0.4507139913533929,0.01554973506485655,0.029482654931809568,0.01542817531378708,0.029956449721688153,True,False
dense_output_greedy,0.03125,renormalized,0,12,0.5457230427612861,1.0,0.0,0.4203066236805171,0.4187760203300665,0.39265126642139164,0.2820352786056274,0.39265126642139164,0.39265126642139164,0.2820352786056274,0.2820352786056274,False,False
dense_output_greedy,0.03125,renormalized,8,12,0.5457230427612861,0.605056236187617,0.8922731131315231,0.4203066236805171,0.4187760203300665,0.39265126642139164,0.2820352786056274,0.05990296412478962,0.11570523640348172,0.05989942942387646,0.1158802006259902,False,False
dense_output_greedy,0.03125,renormalized,16,12,0.5457230427612861,0.703916147351265,0.9651593913634618,0.4203066236805171,0.4187760203300665,0.39265126642139164,0.2820352786056274,0.034199717128877975,0.08189400269717996,0.03389730013371649,0.07996299562986982,False,False
dense_output_greedy,0.0625,dense_probability,0,12,0.6059220945462584,1.0,0.0,0.5048559647984803,0.5032006862262884,0.37857899497863473,0.38811500325050463,0.37857899497863473,0.37857899497863473,0.38811500325050463,0.38811500325050463,False,False
dense_output_greedy,0.0625,dense_probability,8,12,0.6059220945462584,0.8435796747605006,0.9808197269837061,0.5048559647984803,0.5032006862262884,0.37857899497863473,0.38811500325050463,0.016352871948768798,0.028333363740555763,0.01663781834383141,0.028832366596614978,True,False
dense_output_greedy,0.0625,dense_probability,16,12,0.6059220945462584,0.8446012188990911,0.9936068455378214,0.5048559647984803,0.5032006862262884,0.37857899497863473,0.38811500325050463,0.007604046970743393,0.01871802357482958,0.007690639594818272,0.019163461195100543,True,True
dense_output_greedy,0.0625,renormalized,0,12,0.6059220945462584,1.0,0.0,0.5048559647984803,0.5032006862262884,0.28831923513336305,0.1877561862159622,0.28831923513336305,0.28831923513336305,0.1877561862159622,0.1877561862159622,False,False
dense_output_greedy,0.0625,renormalized,8,12,0.6059220945462584,0.6228645741939545,0.8904004544019699,0.5048559647984803,0.5032006862262884,0.28831923513336305,0.1877561862159622,0.02827638738678666,0.07252930077586896,0.0286013005520731,0.06722862869260351,False,False
dense_output_greedy,0.0625,renormalized,16,12,0.6059220945462584,0.7199338773886362,0.9633381168047587,0.5048559647984803,0.5032006862262884,0.28831923513336305,0.1877561862159622,0.015505740992610595,0.04888991339988809,0.015501788459694093,0.046505013986276586,True,False
dense_output_greedy,0.125,dense_probability,0,12,0.6645848657935858,1.0,0.0,0.5978593522061905,0.5962519724853337,0.3143624124148553,0.32397096544941034,0.3143624124148553,0.3143624124148553,0.32397096544941034,0.32397096544941034,False,False
dense_output_greedy,0.125,dense_probability,8,12,0.6645848657935858,0.8383640746275584,0.9826009025176367,0.5978593522061905,0.5962519724853337,0.3143624124148553,0.32397096544941034,0.008383172337947496,0.018689404868390266,0.008294146601163661,0.019318208297654092,True,True
dense_output_greedy,0.125,dense_probability,16,12,0.6645848657935858,0.8431199689706167,0.9945547084013621,0.5978593522061905,0.5962519724853337,0.3143624124148553,0.32397096544941034,0.0035145155475000494,0.013397764905361225,0.0035699763436885554,0.013795957094206935,True,True
dense_output_greedy,0.125,renormalized,0,12,0.6645848657935858,1.0,0.0,0.5978593522061905,0.5962519724853337,0.20598176792404813,0.13047361013384076,0.20598176792404813,0.20598176792404813,0.13047361013384076,0.13047361013384076,False,False
dense_output_greedy,0.125,renormalized,8,12,0.6645848657935858,0.6251166760921478,0.8950627644856771,0.5978593522061905,0.5962519724853337,0.20598176792404813,0.13047361013384076,0.011897556293107722,0.04241975561630917,0.012051673242403872,0.03727200439136988,True,False
dense_output_greedy,0.125,renormalized,16,12,0.6645848657935858,0.7162299205859503,0.9670210778713226,0.5978593522061905,0.5962519724853337,0.20598176792404813,0.13047361013384076,0.006288182734894546,0.031087883270906665,0.006337860446989123,0.02678076448820423,True,False
dense_output_greedy,0.25,dense_probability,0,12,0.7121089411278566,1.0,0.0,0.6991309101382891,0.6980755242208639,0.2405813221034587,0.25153430256363657,0.2405813221034587,0.2405813221034587,0.25153430256363657,0.25153430256363657,False,False
dense_output_greedy,0.25,dense_probability,8,12,0.7121089411278566,0.818246066570282,0.988887702425321,0.6991309101382891,0.6980755242208639,0.2405813221034587,0.25153430256363657,0.005099628289300017,0.014012768411913462,0.005007357562060337,0.016635881217625124,True,True
dense_output_greedy,0.25,dense_probability,16,12,0.7121089411278566,0.8299980610609055,0.9966301371653875,0.6991309101382891,0.6980755242208639,0.2405813221034587,0.25153430256363657,0.001857050234809092,0.009959850975488481,0.0018377590534112017,0.01064394783335379,True,True
dense_output_greedy,0.25,renormalized,0,12,0.7121089411278566,1.0,0.0,0.6991309101382891,0.6980755242208639,0.13081630969544977,0.08978341381184646,0.13081630969544977,0.13081630969544977,0.08978341381184646,0.08978341381184646,False,False
dense_output_greedy,0.25,renormalized,8,12,0.7121089411278566,0.6370358169078827,0.9040730198224386,0.6991309101382891,0.6980755242208639,0.13081630969544977,0.08978341381184646,0.004643478587557026,0.025204066451334863,0.004660200399992613,0.022577863226701654,True,False
dense_output_greedy,0.25,renormalized,16,12,0.7121089411278566,0.7177733927965164,0.9694577753543854,0.6991309101382891,0.6980755242208639,0.13081630969544977,0.08978341381184646,0.0023576540070504113,0.020101386575742935,0.0023777390821156834,0.01593106006285086,True,True
mass_topk,0.03125,dense_probability,0,12,0.7059001065790653,1.0,0.0,0.4243386822442214,0.4232972306975474,0.45289391304845145,0.45401270675324756,0.45289391304845145,0.45289391304845145,0.45401270675324756,0.45401270675324756,False,False
mass_topk,0.03125,dense_probability,8,12,0.7059001065790653,0.8211076358954111,0.9743035634358724,0.4243386822442214,0.4232972306975474,0.45289391304845145,0.45401270675324756,0.032730669997517316,0.04778605390224168,0.03298583386751827,0.048206005494686906,False,False
mass_topk,0.03125,dense_probability,16,12,0.7059001065790653,0.8400564988454183,0.9921546379725138,0.4243386822442214,0.4232972306975474,0.45289391304845145,0.45401270675324756,0.015555080683838969,0.029551531641725467,0.015567409839836076,0.029988149391950786,True,False
mass_topk,0.03125,renormalized,0,12,0.7059001065790653,1.0,0.0,0.4243386822442214,0.4232972306975474,0.3499181048646166,0.2946772225144311,0.3499181048646166,0.3499181048646166,0.2946772225144311,0.2946772225144311,False,False
mass_topk,0.03125,renormalized,8,12,0.7059001065790653,0.6068104803562164,0.8923142552375793,0.4243386822442214,0.4232972306975474,0.3499181048646166,0.2946772225144311,0.060104052873628765,0.11622217558619033,0.061046315158051395,0.11442187164702809,False,False
mass_topk,0.03125,renormalized,16,12,0.7059001065790653,0.706471304098765,0.9653502504030863,0.4243386822442214,0.4232972306975474,0.3499181048646166,0.2946772225144311,0.03410391860842324,0.07956864069711131,0.033870592313103395,0.07806938666778392,False,False
mass_topk,0.0625,dense_probability,0,12,0.7677822187542915,1.0,0.0,0.5104292267933488,0.50930071529001,0.3879581956672753,0.3906167633648512,0.3879581956672753,0.3879581956672753,0.3906167633648512,0.3906167633648512,False,False
mass_topk,0.0625,dense_probability,8,12,0.7677822187542915,0.835921918352445,0.9805771062771479,0.5104292267933488,0.50930071529001,0.3879581956672753,0.3906167633648512,0.01659300792760238,0.028748397222117857,0.016764048330878877,0.029159832016770856,True,False
mass_topk,0.0625,dense_probability,16,12,0.7677822187542915,0.8528036971886953,0.9936001350482305,0.5104292267933488,0.50930071529001,0.3879581956672753,0.3906167633648512,0.007653245168664869,0.018591426806733834,0.0077593888450771436,0.01879018803978513,True,True
mass_topk,0.0625,renormalized,0,12,0.7677822187542915,1.0,0.0,0.5104292267933488,0.50930071529001,0.2604325938439409,0.23111025876945596,0.2604325938439409,0.2604325938439409,0.23111025876945596,0.23111025876945596,False,False
mass_topk,0.0625,renormalized,8,12,0.7677822187542915,0.6240334610144297,0.8897806654373804,0.5104292267933488,0.50930071529001,0.2604325938439409,0.23111025876945596,0.028707662184027028,0.06724754635513608,0.028787055999018357,0.06632374856800081,False,False
mass_topk,0.0625,renormalized,16,12,0.7677822187542915,0.7240888029336929,0.9637765139341354,0.5104292267933488,0.50930071529001,0.2604325938439409,0.23111025876945596,0.015513072785302241,0.047497260531984255,0.015537664504226075,0.04533777372786527,True,False
mass_topk,0.125,dense_probability,0,12,0.8203481112917265,1.0,0.0,0.6040032627061009,0.6028984881316622,0.3229964546242317,0.32498925875654383,0.3229964546242317,0.3229964546242317,0.32498925875654383,0.32498925875654383,False,False
mass_topk,0.125,dense_probability,8,12,0.8203481112917265,0.8276038219531378,0.9833892186482748,0.6040032627061009,0.6028984881316622,0.3229964546242317,0.32498925875654383,0.008239128971333354,0.019074719010039296,0.008298789244894186,0.019476136651523885,True,True
mass_topk,0.125,dense_probability,16,12,0.8203481112917265,0.8411333858966827,0.9948318203290304,0.6040032627061009,0.6028984881316622,0.3229964546242317,0.32498925875654383,0.0034864181591358094,0.012731409002412148,0.0035274083444251795,0.013070877333860519,True,True
mass_topk,0.125,renormalized,0,12,0.8203481112917265,1.0,0.0,0.6040032627061009,0.6028984881316622,0.1940489049640046,0.17233421061662887,0.1940489049640046,0.1940489049640046,0.17233421061662887,0.17233421061662887,False,False
mass_topk,0.125,renormalized,8,12,0.8203481112917265,0.6289625366528829,0.8986027787129084,0.6040032627061009,0.6028984881316622,0.1940489049640046,0.17233421061662887,0.012133604545753315,0.039035155880627156,0.012070229888904499,0.03827955653458584,True,False
mass_topk,0.125,renormalized,16,12,0.8203481112917265,0.7240080287059149,0.967727263768514,0.6040032627061009,0.6028984881316622,0.1940489049640046,0.17233421061662887,0.0062998391218145825,0.027622109975083707,0.006342667826021861,0.027237079514491162,True,False
mass_topk,0.25,dense_probability,0,12,0.8575961291790009,1.0,0.0,0.7060302446285883,0.7044173758476973,0.2524434263366978,0.25488284401239475,0.2524434263366978,0.2524434263366978,0.25488284401239475,0.25488284401239475,False,False
mass_topk,0.25,dense_probability,8,12,0.8575961291790009,0.812882790962855,0.9892364492019018,0.7060302446285883,0.7044173758476973,0.2524434263366978,0.25488284401239475,0.004875226310849442,0.013873265200699064,0.0048993370971127945,0.014556451162788978,True,True
mass_topk,0.25,dense_probability,16,12,0.8575961291790009,0.8280703375736872,0.9967010666926702,0.7060302446285883,0.7044173758476973,0.2524434263366978,0.25488284401239475,0.0018173512357042628,0.01006986731742779,0.0018271834444514375,0.0102873346980246,True,True
mass_topk,0.25,renormalized,0,12,0.8575961291790009,1.0,0.0,0.7060302446285883,0.7044173758476973,0.13743563373649803,0.12713925039469912,0.13743563373649803,0.13743563373649803,0.12713925039469912,0.12713925039469912,False,False
mass_topk,0.25,renormalized,8,12,0.8575961291790009,0.6487527191638947,0.906436895330747,0.7060302446285883,0.7044173758476973,0.13743563373649803,0.12713925039469912,0.0047865259716043,0.02375745960454864,0.004850024435507777,0.023762497076350197,True,False
mass_topk,0.25,renormalized,16,12,0.8575961291790009,0.7245204846064249,0.9700905779997507,0.7060302446285883,0.7044173758476973,0.13743563373649803,0.12713925039469912,0.0024091221129638163,0.01711049901640026,0.002411397801253359,0.016239978855219248,True,True
renorm_output_greedy,0.03125,dense_probability,0,12,0.24211903009563684,1.0,0.0,0.24181518484613207,0.276839762001354,0.6734565957799505,0.622102411398462,0.6734565957799505,0.6734565957799505,0.622102411398462,0.622102411398462,False,False
renorm_output_greedy,0.03125,dense_probability,8,12,0.24211903009563684,0.8172933657964071,0.9702671617269516,0.24181518484613207,0.276839762001354,0.6734565957799505,0.622102411398462,0.0980328651148172,0.1466579288445977,0.0827478451507731,0.12928785158215564,False,False
renorm_output_greedy,0.03125,dense_probability,16,12,0.24211903009563684,0.8351628830035528,0.9913905262947083,0.24181518484613207,0.276839762001354,0.6734565957799505,0.622102411398462,0.04701228645075716,0.09174940513685986,0.03634360429136689,0.0817619628906174,False,False
renorm_output_greedy,0.03125,renormalized,0,12,0.24211903009563684,1.0,0.0,0.24181518484613207,0.276839762001354,0.2704266721843339,0.32768307547413494,0.2704266721843339,0.2704266721843339,0.32768307547413494,0.32768307547413494,False,False
renorm_output_greedy,0.03125,renormalized,8,12,0.24211903009563684,0.4534204751253128,0.829381267229716,0.24181518484613207,0.276839762001354,0.2704266721843339,0.32768307547413494,0.14035183656245145,0.19190652032174152,0.11973523195911209,0.22202111518839168,False,False
renorm_output_greedy,0.03125,renormalized,16,12,0.24211903009563684,0.6319736838340759,0.947831466794014,0.24181518484613207,0.276839762001354,0.2704266721843339,0.32768307547413494,0.08133168437552671,0.1373717797571876,0.06086395499824599,0.14498218787154724,False,False
renorm_output_greedy,0.0625,dense_probability,0,12,0.25321807619184256,1.0,0.0,0.26783069596892045,0.31274082528916364,0.658744749735785,0.6002094584024545,0.658744749735785,0.658744749735785,0.6002094584024545,0.6002094584024545,False,False
renorm_output_greedy,0.0625,dense_probability,8,12,0.25321807619184256,0.8184791008631388,0.9736887762943903,0.26783069596892045,0.31274082528916364,0.658744749735785,0.6002094584024545,0.09649721153744321,0.14630850714534868,0.0794932941635991,0.1269157916661722,False,False
renorm_output_greedy,0.0625,dense_probability,16,12,0.25321807619184256,0.8429831713438034,0.9924425234397253,0.26783069596892045,0.31274082528916364,0.658744749735785,0.6002094584024545,0.04618316783164528,0.09213923990504963,0.03405144531301533,0.08076067930046292,False,False
renorm_output_greedy,0.0625,renormalized,0,12,0.25321807619184256,1.0,0.0,0.26783069596892045,0.31274082528916364,0.21538878101916872,0.2697545720426592,0.21538878101916872,0.21538878101916872,0.2697545720426592,0.2697545720426592,False,False
renorm_output_greedy,0.0625,renormalized,8,12,0.25321807619184256,0.44463013981779415,0.8168144226074219,0.26783069596892045,0.31274082528916364,0.21538878101916872,0.2697545720426592,0.11131377561687206,0.15984429051730548,0.09514209788024337,0.18249558644887462,False,False
renorm_output_greedy,0.0625,renormalized,16,12,0.25321807619184256,0.62813867131869,0.9436598569154739,0.26783069596892045,0.31274082528916364,0.21538878101916872,0.2697545720426592,0.0642730782663827,0.1127856763983136,0.04704846261811313,0.11887386110134324,False,False
renorm_output_greedy,0.125,dense_probability,0,12,0.3052313731362422,1.0,0.0,0.29637810290607075,0.3574919094656745,0.6451459870855152,0.5784108891010107,0.6451459870855152,0.6451459870855152,0.5784108891010107,0.5784108891010107,False,False
renorm_output_greedy,0.125,dense_probability,8,12,0.3052313731362422,0.8240216175715128,0.9748307218154272,0.29637810290607075,0.3574919094656745,0.6451459870855152,0.5784108891010107,0.0962222320796429,0.1463112695305693,0.07655388351450326,0.12477442125175779,False,False
renorm_output_greedy,0.125,dense_probability,16,12,0.3052313731362422,0.8311763803164164,0.9931470404068629,0.29637810290607075,0.3574919094656745,0.6451459870855152,0.5784108891010107,0.045995414673451286,0.09226582845391136,0.03302139252585484,0.0800119057796095,False,False
renorm_output_greedy,0.125,renormalized,0,12,0.3052313731362422,1.0,0.0,0.29637810290607075,0.3574919094656745,0.19207642667114116,0.2418481653399308,0.19207642667114116,0.19207642667114116,0.2418481653399308,0.2418481653399308,False,False
renorm_output_greedy,0.125,renormalized,8,12,0.3052313731362422,0.44823767493168515,0.8017653375864029,0.29637810290607075,0.3574919094656745,0.19207642667114116,0.2418481653399308,0.10059144710708032,0.1414930205901852,0.08466702320583162,0.15887556784768178,False,False
renorm_output_greedy,0.125,renormalized,16,12,0.3052313731362422,0.6162125716606776,0.9423015018304189,0.29637810290607075,0.3574919094656745,0.19207642667114116,0.2418481653399308,0.05726955049866055,0.10096464846064254,0.040215098025117156,0.10611967492765793,False,False
renorm_output_greedy,0.25,dense_probability,0,12,0.3926456185678641,1.0,0.0,0.34473966162401365,0.4100948447726675,0.6220448179720919,0.553094131314923,0.6220448179720919,0.6220448179720919,0.553094131314923,0.553094131314923,False,False
renorm_output_greedy,0.25,dense_probability,8,12,0.3926456185678641,0.8095922470092773,0.9786807497342428,0.34473966162401365,0.4100948447726675,0.6220448179720919,0.553094131314923,0.09602163520683821,0.14598647618200675,0.07632295930765064,0.12452744622357947,False,False
renorm_output_greedy,0.25,dense_probability,16,12,0.3926456185678641,0.8259915957848231,0.9946759988864263,0.34473966162401365,0.4100948447726675,0.6220448179720919,0.553094131314923,0.04595692108482784,0.09210267536500151,0.03293683772040305,0.07984668498214431,False,False
renorm_output_greedy,0.25,renormalized,0,12,0.3926456185678641,1.0,0.0,0.34473966162401365,0.4100948447726675,0.18635741097490224,0.22203268202202292,0.18635741097490224,0.18635741097490224,0.22203268202202292,0.22203268202202292,False,False
renorm_output_greedy,0.25,renormalized,8,12,0.3926456185678641,0.4454074626167615,0.8066416631142298,0.34473966162401365,0.4100948447726675,0.18635741097490224,0.22203268202202292,0.0958559740373302,0.1352783077808806,0.0785232031908796,0.14705091478674842,False,False
renorm_output_greedy,0.25,renormalized,16,12,0.3926456185678641,0.6167842944463094,0.9436430484056473,0.34473966162401365,0.4100948447726675,0.18635741097490224,0.22203268202202292,0.05339919234685106,0.09619451818710313,0.03796927543771047,0.09669758321542385,False,False
