protocol_id,candidate_protocol_id,prompt_id,split,seed,layer,current_start_frame,denoising_call_index,denoising_timestep,head_index,selector,selector_access,event_fraction,selected_tile_count,selection_signature,correction,rank,deployable,relative_av_l2,numerator_sq,denominator_sq,dense_reference_parity,dense_key_tokens,representative_tokens,arithmetic_reduction,selector_seconds_per_capture,measured_kernel_speedup
ar-video-residual-memory-longlive-v1,ar-video-residual-width-write-screen-v1,calib_fluid_s1,calibration,1,14,15,1,1000,0,no_event,none,0.0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,0,False,0.19863733649253845,1307.397705078125,33134.921875,0.0011600491125136614,18720,10920,1.7142857142857142,0.0,
ar-video-residual-memory-longlive-v1,ar-video-residual-width-write-screen-v1,calib_fluid_s1,calibration,1,14,15,1,1000,1,no_event,none,0.0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,0,False,0.15781700611114502,1355.503662109375,54424.33203125,0.0009859257843345404,18720,10920,1.7142857142857142,0.0,
ar-video-residual-memory-longlive-v1,ar-video-residual-width-write-screen-v1,calib_fluid_s1,calibration,1,14,15,1,1000,2,no_event,none,0.0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,0,False,0.17939122021198273,619.365478515625,19246.18359375,0.0009567022789269686,18720,10920,1.7142857142857142,0.0,
ar-video-residual-memory-longlive-v1,ar-video-residual-width-write-screen-v1,calib_fluid_s1,calibration,1,14,15,1,1000,3,no_event,none,0.0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,0,False,0.17669953405857086,1002.5029296875,32108.115234375,0.000990264699794352,18720,10920,1.7142857142857142,0.0,
ar-video-residual-memory-longlive-v1,ar-video-residual-width-write-screen-v1,calib_fluid_s1,calibration,1,14,15,1,1000,4,no_event,none,0.0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,0,False,0.21053342521190643,1237.53515625,27920.00390625,0.0012280609225854278,18720,10920,1.7142857142857142,0.0,
ar-video-residual-memory-longlive-v1,ar-video-residual-width-write-screen-v1,calib_fluid_s1,calibration,1,14,15,1,1000,5,no_event,none,0.0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,0,False,0.2160843461751938,1241.072021484375,26579.71484375,0.0008054310455918312,18720,10920,1.7142857142857142,0.0,
ar-video-residual-memory-longlive-v1,ar-video-residual-width-write-screen-v1,calib_fluid_s1,calibration,1,14,15,1,1000,6,no_event,none,0.0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,0,False,0.15432192385196686,254.49581909179688,10686.2509765625,0.0006582948262803257,18720,10920,1.7142857142857142,0.0,
ar-video-residual-memory-longlive-v1,ar-video-residual-width-write-screen-v1,calib_fluid_s1,calibration,1,14,15,1,1000,7,no_event,none,0.0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,0,False,0.13772089779376984,369.47265625,19479.71875,0.0007535068434663117,18720,10920,1.7142857142857142,0.0,
ar-video-residual-memory-longlive-v1,ar-video-residual-width-write-screen-v1,calib_fluid_s1,calibration,1,14,15,1,1000,8,no_event,none,0.0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,0,False,0.1869654506444931,1456.216552734375,41658.4609375,0.0008795754401944578,18720,10920,1.7142857142857142,0.0,
ar-video-residual-memory-longlive-v1,ar-video-residual-width-write-screen-v1,calib_fluid_s1,calibration,1,14,15,1,1000,9,no_event,none,0.0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,0,False,0.14439402520656586,554.0059204101562,26571.490234375,0.0007510303985327482,18720,10920,1.7142857142857142,0.0,
ar-video-residual-memory-longlive-v1,ar-video-residual-width-write-screen-v1,calib_fluid_s1,calibration,1,14,15,1,1000,10,no_event,none,0.0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,none,0,False,0.1664474606513977,789.9263916015625,28512.3046875,0.0008449701126664877,18720,10920,1.7142857142857142,0.0,
