category,layer,alignment,rank,count,energy_ratio_mean,energy_ratio_std,effective_rank_mean,effective_rank_std,stable_rank_mean,stable_rank_std
camera_motion,0,frame_spatial_centered,1,6,0.14582885355646588,0.04918798371760397,58.26602771837448,19.119621412676615,7.8662056123256,2.2467244688476327
camera_motion,0,frame_spatial_centered,16,6,0.6011692133334483,0.0934319601552494,58.26602771837448,19.119621412676615,7.8662056123256,2.2467244688476327
camera_motion,0,frame_spatial_centered,2,6,0.21891866212222325,0.06471237704321417,58.26602771837448,19.119621412676615,7.8662056123256,2.2467244688476327
camera_motion,0,frame_spatial_centered,32,6,0.7612130169102671,0.08246242952679361,58.26602771837448,19.119621412676615,7.8662056123256,2.2467244688476327
camera_motion,0,frame_spatial_centered,4,6,0.31939405985643465,0.08161321498688011,58.26602771837448,19.119621412676615,7.8662056123256,2.2467244688476327
camera_motion,0,frame_spatial_centered,64,6,0.8928146025975668,0.049924015997544376,58.26602771837448,19.119621412676615,7.8662056123256,2.2467244688476327
camera_motion,0,frame_spatial_centered,8,6,0.4469127977788072,0.086780235668064,58.26602771837448,19.119621412676615,7.8662056123256,2.2467244688476327
camera_motion,0,frame_spatial_raw,1,6,0.2736006640641893,0.11768850657863834,40.77048962369375,19.763822375304724,4.623327455666426,2.054266576957261
camera_motion,0,frame_spatial_raw,16,6,0.6791243146772579,0.10980705588153707,40.77048962369375,19.763822375304724,4.623327455666426,2.054266576957261
camera_motion,0,frame_spatial_raw,2,6,0.362460476892508,0.1303000477646263,40.77048962369375,19.763822375304724,4.623327455666426,2.054266576957261
camera_motion,0,frame_spatial_raw,32,6,0.8056177358542665,0.0841271994416187,40.77048962369375,19.763822375304724,4.623327455666426,2.054266576957261
camera_motion,0,frame_spatial_raw,4,6,0.4519443470723548,0.13486020373974836,40.77048962369375,19.763822375304724,4.623327455666426,2.054266576957261
camera_motion,0,frame_spatial_raw,64,6,0.9114262895152084,0.04720163274177996,40.77048962369375,19.763822375304724,4.623327455666426,2.054266576957261
camera_motion,0,frame_spatial_raw,8,6,0.557155100394435,0.12382871399066292,40.77048962369375,19.763822375304724,4.623327455666426,2.054266576957261
camera_motion,0,frame_spatial_token_normalized,1,6,0.21282805044248024,0.0840328331328796,47.07377845477462,20.92120936425945,6.056596596629266,2.4858016741536586
camera_motion,0,frame_spatial_token_normalized,16,6,0.6638517220854939,0.12144634182338115,47.07377845477462,20.92120936425945,6.056596596629266,2.4858016741536586
camera_motion,0,frame_spatial_token_normalized,2,6,0.2913342837568626,0.09965714240712159,47.07377845477462,20.92120936425945,6.056596596629266,2.4858016741536586
camera_motion,0,frame_spatial_token_normalized,32,6,0.7970235574921909,0.08979705551852513,47.07377845477462,20.92120936425945,6.056596596629266,2.4858016741536586
camera_motion,0,frame_spatial_token_normalized,4,6,0.38633168409418706,0.10744338830587649,47.07377845477462,20.92120936425945,6.056596596629266,2.4858016741536586
camera_motion,0,frame_spatial_token_normalized,64,6,0.9047094979013418,0.04866963923614039,47.07377845477462,20.92120936425945,6.056596596629266,2.4858016741536586
camera_motion,0,frame_spatial_token_normalized,8,6,0.5198358385632664,0.12461616060790778,47.07377845477462,20.92120936425945,6.056596596629266,2.4858016741536586
