category,layer,method,count,mean_error_mean,mean_error_std,stable_error_mean,stable_error_std,event_like_error_mean,event_like_error_std,mean_centered_error_mean,mean_centered_error_std,stable_centered_error_mean,stable_centered_error_std,event_like_centered_error_mean,event_like_centered_error_std
camera_motion,0,global_bccb_causal,6,0.5452937266108407,0.2364080265516941,0.4238892936078495,0.2713556905585692,0.7777126005136319,0.17552127826904437,0.6208440679632002,0.23033952508778288,0.4701884476059719,0.29351393011015015,0.9168329691788152,0.168574124947841
camera_motion,0,global_bccb_pair,6,0.49754636973460137,0.23722898788231414,0.3938604370006005,0.2658340248519352,0.6792182770899035,0.16963172495792123,0.5632026203055994,0.2377440811790567,0.4372626570169917,0.28850432963325134,0.7947066796285746,0.15986043798548139
camera_motion,0,hidden_shift_cyclic,6,0.6346759359685802,0.3074078419877531,0.4596517643475113,0.3400346109786925,0.9579627268579153,0.23037345497282977,0.7243287224525515,0.3106182854436442,0.5101884743775963,0.37232540812721876,1.137815058448501,0.2549577669461138
camera_motion,0,identity,6,0.6422660168394585,0.31130197705481744,0.4604005038247058,0.3412048964260814,0.9718958794985874,0.23643493113257266,0.733459176231669,0.314819463609363,0.5110068193612334,0.373641846846623,1.1548894857369267,0.2635955529418927
camera_motion,0,local_bccb_causal,6,0.5496254882471779,0.23638035601429805,0.423694925479664,0.2740824970601471,0.7957008451781759,0.16945890384462095,0.6222120471073224,0.2310688402129768,0.46780559764068913,0.29557155564504034,0.931037603244056,0.16890873731744357
camera_motion,0,local_bccb_pair,6,0.5235371419838083,0.23642493152825464,0.4012184868415871,0.2728480348066935,0.7492105205337806,0.16765437114361006,0.592213799502497,0.23577085959536068,0.444967709761698,0.2958609980270012,0.8747655938779961,0.18201118091946852
camera_motion,0,local_bttb_causal,6,0.5504420324008019,0.2360006436544094,0.4237676011181642,0.27424572749444487,0.7987213419615365,0.16822398631947724,0.6225384854558872,0.23080951245471354,0.4674828553030756,0.29554576970753343,0.9336050920704158,0.16968584395605385
camera_motion,0,local_bttb_pair,6,0.5245352287259156,0.23589566395365505,0.40133228356206785,0.2730291274527381,0.7524993613002738,0.16666059858908236,0.5929123098916099,0.23513018614769643,0.4449544969701565,0.29590894891385644,0.8774010765964811,0.18318901788416758
camera_motion,0,optical_flow_warp,6,0.6255448984527284,0.2214409120840352,0.5017372146733606,0.2374869801741046,0.8550834273121617,0.18086583241315446,0.7156960709856707,0.2194523907506103,0.5640571996199445,0.2510939010722528,1.0112660227035273,0.20796915898700985
camera_motion,0,pixel_shift_cyclic,6,0.6404075784309341,0.31325396239591186,0.4604005038247058,0.3412048964260814,0.9705934027815045,0.23619788881850398,0.730789955300704,0.317297967753182,0.5110068193612334,0.373641846846623,1.1523084731942699,0.25940050524914066
camera_motion,0,pixel_shift_zero,6,0.6378808608790693,0.31364947972525836,0.4604005038247058,0.3412048964260814,0.9619056936562544,0.2376730874610702,0.7277694442923295,0.3178775836568553,0.5110068193612334,0.373641846846623,1.1417361654269234,0.2611984998663814
camera_motion,15,global_bccb_causal,6,0.9531327667761693,0.26208031687982947,0.7632081011630842,0.38212440017310556,1.22601796786132,0.19239092340686825,0.9812454244724328,0.2697259006584499,0.7857067071407166,0.39369299841287386,1.2615128616755122,0.19916439450938356
camera_motion,15,global_bccb_pair,6,0.4582606503585927,0.1304598734647919,0.38063959698783995,0.19214457867233373,0.5827397527973944,0.08098320055638444,0.47062363559255943,0.13400336527825576,0.3915657907327214,0.1978657522832222,0.5965125687030991,0.08306624248397748
camera_motion,15,hidden_shift_cyclic,6,0.7692544680968013,0.2371494778562876,0.597319781276918,0.34599199961378707,1.0537559224009614,0.19250180572051212,0.7916617265971775,0.2443233769907617,0.6148800887875765,0.3566200011720203,1.0836926658466897,0.19844937391778064
camera_motion,15,identity,6,0.8201756399086316,0.26953300561591004,0.6293960376021185,0.3661913175859368,1.114528548739976,0.22776738014132494,0.8441683752221092,0.27772479850638454,0.6479055675646078,0.37742235975560856,1.1464087116414392,0.2346217909879282
camera_motion,15,local_bccb_causal,6,0.7473165579361623,0.20048112272406243,0.6126126133294737,0.2983457596507885,0.9703784861619319,0.16093902848919842,0.7661532681731792,0.20585580380266216,0.628337471124962,0.3057265189781728,0.9925324558392076,0.1647004021566194
camera_motion,15,local_bccb_pair,6,0.6340671450810099,0.17908812806827218,0.5025554394135915,0.2688378340301863,0.8360072421965156,0.1411507426739903,0.6495043588666832,0.1836216751623081,0.516053529269144,0.27597715961067293,0.8527307118019841,0.14384493045168034
camera_motion,15,local_bttb_causal,6,0.7477111504466256,0.2007652752497227,0.6127531122791634,0.2985648205261886,0.9710904686026728,0.16131848894771297,0.7662973912279306,0.20603454031992646,0.6282654924323058,0.30580098023254126,0.9928963601430608,0.16498576008147764
camera_motion,15,local_bttb_pair,6,0.6340318236231207,0.17912565042517686,0.5023152451650224,0.26883670790172143,0.8362296659674469,0.14127759757030686,0.6491937411410711,0.1834986584721352,0.5156571927797383,0.27583162771181824,0.8524821679916356,0.14380076079334606
camera_motion,15,optical_flow_warp,6,0.771177415606811,0.20061494868200674,0.6197635836832165,0.30471033043083373,1.0102947038824588,0.20517909464641249,0.7929909427610179,0.20690563015582883,0.6373310223822392,0.3144870386088397,1.0382499128741312,0.21095104761317401
camera_motion,15,pixel_shift_cyclic,6,0.8315810699842202,0.26857287778990396,0.6293960376021185,0.3661913175859368,1.1514356058555417,0.24679720720419474,0.8559151290190372,0.2766700004854877,0.6479055675646078,0.37742235975560856,1.18441097713127,0.25356905582234823
camera_motion,15,pixel_shift_zero,6,0.8296505363154577,0.2695427707139679,0.6293960376021185,0.3661913175859368,1.1443564562210022,0.2431032586163058,0.8539160740132461,0.2776774023596976,0.6479055675646078,0.37742235975560856,1.1770834824064094,0.2497991080638535
camera_motion,22,global_bccb_causal,6,0.7114416904744368,0.1766357146863291,0.6011224161539525,0.23814783209687568,0.9199569128652278,0.1206559397303617,0.8439125896434514,0.17725081309836013,0.7073830078391022,0.2613244931334095,1.0994582972732498,0.14287801361159116
camera_motion,22,global_bccb_pair,6,0.510020921559451,0.14464350379827506,0.43408755830908685,0.18676496849076504,0.6343824820911733,0.09287982637264892,0.6021657187477981,0.14916029646720186,0.5102513479115706,0.20686880616246509,0.7514864116663271,0.09197406857888873
camera_motion,22,hidden_shift_cyclic,6,0.7142378530381155,0.21250617939255945,0.5676752785820433,0.2733363778832731,0.9737197820721439,0.16601872165086276,0.8466447172019406,0.22418465779293922,0.6673616477584159,0.30604711233591536,1.1630188649291662,0.1946992518063948
camera_motion,22,identity,6,0.7240071111891448,0.22541627060200256,0.5698267404494004,0.2767105666135934,0.9900326686802736,0.17953452745583662,0.8578974024979232,0.2388934828351221,0.6697989865996931,0.30988223437173545,1.1820142567487695,0.2061073464277632
camera_motion,22,local_bccb_causal,6,0.6279445626126009,0.15960834602398175,0.5253994996416579,0.21470776799515862,0.8300998032109135,0.1065035929129629,0.7391622561654113,0.16057686695588655,0.6146403675473344,0.23362947793523134,0.9803641795650545,0.12161795513289873
camera_motion,22,local_bccb_pair,6,0.5956016286449267,0.15100317356737503,0.4927393050883302,0.20868368091998046,0.7740131698482093,0.10445236047387012,0.7022309055006146,0.15467898217651227,0.5794768316925749,0.23066970264569694,0.9120504246855899,0.12749218082433075
camera_motion,22,local_bttb_causal,6,0.6283991869046499,0.15973707778410012,0.5253478024043278,0.21478600162516745,0.8316812633707236,0.10699307808553399,0.7392118232381737,0.1605619212699599,0.6141550774694685,0.2334335795726038,0.9816886606591367,0.12218915325699559
camera_motion,22,local_bttb_pair,6,0.5960534656862422,0.15108089290457755,0.49281515632815404,0.2085831661332451,0.7751369686787358,0.10480345474402052,0.7022215925762,0.15465226086253872,0.5793981430348664,0.23044251759036855,0.9119537897929278,0.1273600732010585
camera_motion,22,optical_flow_warp,6,0.6981671962280013,0.14376528535639024,0.5905895967285305,0.1928125003106414,0.8888415592035378,0.1330699517446233,0.8271387773070208,0.14741715582105205,0.6959923237633415,0.20945064825400866,1.0587341244673636,0.16204571122874944
camera_motion,22,pixel_shift_cyclic,6,0.726037430391453,0.22412846232027386,0.5698267404494004,0.2767105666135934,0.9995641452481473,0.18358813596976958,0.8605005202023747,0.2377601345348136,0.6697989865996931,0.30988223437173545,1.1936565840416244,0.21160471039016354
camera_motion,22,pixel_shift_zero,6,0.7249144599626156,0.22436795591874398,0.5698267404494004,0.2767105666135934,0.9956287264416842,0.18476400785293268,0.859125498196906,0.23802654555671082,0.6697989865996931,0.30988223437173545,1.1889480826606578,0.21238658243245073
camera_motion,23,global_bccb_causal,6,0.6735146824627695,0.16306075438404916,0.5701438189774204,0.22357032373095842,0.8687001955583344,0.1118203845479589,0.8425334086404734,0.1766118646118901,0.7066206060580379,0.2607036481128073,1.0960026915693546,0.1418640944185992
camera_motion,23,global_bccb_pair,6,0.48826125655096825,0.13497100900608314,0.4169664284511634,0.17712868626303888,0.6051050730346191,0.08445682291573331,0.6078832769574171,0.14974683403582226,0.516117840801725,0.20820385378924725,0.7566541092486233,0.09204780348739901
camera_motion,23,hidden_shift_cyclic,6,0.6802823104303527,0.19853907188845893,0.5423108947254475,0.2589437388710362,0.9241719838375206,0.1549717122462792,0.850272199408951,0.22500774086059408,0.6713281930545502,0.3073105224862934,1.1650111335624922,0.19470915016595794
camera_motion,23,identity,6,0.689450620241716,0.21043551863209006,0.5443103465902169,0.2620735802611274,0.9396903207182735,0.1669869054301656,0.8615373779719588,0.23955148987438943,0.6737493236114087,0.311105284987749,1.184260458936005,0.20616262980321373
camera_motion,23,local_bccb_causal,6,0.5977973003189737,0.14837187900957777,0.5012396457508796,0.20271694636802948,0.7881611167835856,0.1002394695918666,0.7426022296560931,0.161072338573051,0.6177028326686975,0.2343959704189708,0.9838026011708881,0.12238976424281901
camera_motion,23,local_bccb_pair,6,0.5683523781020771,0.14093413200888807,0.4707179935758279,0.19743312957730128,0.7384505821149849,0.09820461402067195,0.7065968236954681,0.15551906441965974,0.5828223962103456,0.23164696504003224,0.9186139556568255,0.1278000575005575
