category,layer,method,count,mean_error_mean,mean_error_std,stable_error_mean,stable_error_std,event_like_error_mean,event_like_error_std,mean_centered_error_mean,mean_centered_error_std,stable_centered_error_mean,stable_centered_error_std,event_like_centered_error_mean,event_like_centered_error_std
unlabeled,0,global_bccb_causal,3,0.3358213933918311,0.21946454024297235,0.3206288227980282,0.21295245185898673,0.36838590576482483,0.24158188732340893,0.3660525156036663,0.23326576885521433,0.34931963416044326,0.2259935615712427,0.4016234802237996,0.2569350713615688
unlabeled,0,global_bccb_pair,3,0.3196801869729522,0.20742870771337052,0.3033842409537645,0.19834981822468686,0.35503782489801977,0.23253306066190277,0.3483419014051572,0.22035750411682453,0.3304705300979905,0.21049485774320362,0.3869268343420183,0.24711783326489084
unlabeled,0,hidden_shift_cyclic,3,0.3455372810757313,0.2312165633551829,0.324769344938221,0.21814340846792063,0.3914833467356731,0.2669500204339825,0.37641061165383966,0.24539578576670568,0.35369417787734747,0.23136180114994373,0.4264232066937957,0.28325338529668603
unlabeled,0,identity,3,0.3455372810757313,0.2312165633551829,0.324769344938221,0.21814340846792063,0.3914833467356731,0.2669500204339825,0.37641061165383966,0.24539578576670568,0.35369417787734747,0.23136180114994373,0.4264232066937957,0.28325338529668603
unlabeled,0,local_bccb_causal,3,0.3338270007313577,0.21942691564992117,0.31841516958637567,0.2129389690291796,0.3668454560411756,0.2420103233539474,0.3635884030182302,0.2328640355489062,0.34667817061991624,0.2257112556659712,0.399565178570158,0.2569234536026273
unlabeled,0,local_bccb_pair,3,0.32575990081050715,0.21186243812453256,0.30755988036938714,0.20121938634822245,0.36462879951142807,0.23990041586016442,0.3548255364024497,0.2249176009318374,0.33493335706645394,0.21345039260777052,0.39710122636783113,0.254645238182343
unlabeled,0,local_bttb_causal,3,0.33393433606325246,0.21953862071518263,0.31852109172252446,0.21305389466365698,0.36700067618335286,0.24216438385543343,0.3636612449722573,0.23294036687341785,0.34674799158387865,0.2257902928114851,0.399686113397639,0.2570418991798123
unlabeled,0,local_bttb_pair,3,0.32584850296346646,0.2119600889530927,0.3076507601112722,0.20132210453677954,0.3647542474847813,0.24003139919600025,0.3548741280151508,0.22497391460491062,0.3349841399938644,0.21350912640124636,0.3971777182779234,0.25472978826736864
unlabeled,0,pixel_shift_cyclic,3,0.3455372810757313,0.2312165633551829,0.324769344938221,0.21814340846792063,0.3914833467356731,0.2669500204339825,0.37641061165383966,0.24539578576670568,0.35369417787734747,0.23136180114994373,0.4264232066937957,0.28325338529668603
unlabeled,0,pixel_shift_zero,3,0.3455372810757313,0.2312165633551829,0.324769344938221,0.21814340846792063,0.3914833467356731,0.2669500204339825,0.37641061165383966,0.24539578576670568,0.35369417787734747,0.23136180114994373,0.4264232066937957,0.28325338529668603
