noise_mode,layer,flow_point,timestep,method,activation_relative_l2,activation_mean_relative_l2,activation_p95_relative_l2,rank8_energy,feature_coefficient_r2,previous_flow_coefficient_r2,flow_rank8_energy
aligned,0,0,98,raw_reuse,1.279313805385321,1.2842779159545898,1.500344043970108,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
aligned,0,0,98,shift_reuse,0.044573255768360534,0.04564860463142395,0.0563554972410202,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
aligned,0,0,98,shift_toeplitz_r2,0.02859550898171862,0.02925731986761093,0.03622820489108562,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
aligned,0,0,98,shift_circular_r2,0.028357726047778843,0.029011400416493416,0.035744578950107096,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
aligned,0,0,98,shift_rank8_feature,0.018291285451851807,0.01860051043331623,0.022860052529722452,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
aligned,0,0,98,shift_rank8_prev_flow,0.016626306511282374,0.016916239634156227,0.020708686392754316,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
aligned,0,0,98,shift_rank8_oracle,0.016625294802885413,0.01691512018442154,0.020703497901558877,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
aligned,0,0,98,flow_reuse,0.007770044675453213,0.007800016552209854,0.011420885706320404,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
aligned,0,0,98,flow_toeplitz_r2,0.007134258804214318,0.007165146991610527,0.010433033667504785,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
aligned,0,0,98,flow_rank8_oracle,0.004894899807421055,0.004971970338374376,0.006585686770267785,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
aligned,1,0,98,raw_reuse,0.9263106286784196,0.9245994687080383,1.0459595799446106,0.7307903683573322,0.7493854827831674,0.9997793552774931,0.5379268150220382
aligned,1,0,98,shift_reuse,0.07340652840142747,0.07423126697540283,0.09236733987927437,0.7307903683573322,0.7493854827831674,0.9997793552774931,0.5379268150220382
