layer,flow_point,timestep,method,velocity_relative_l2,velocity_mean_relative_l2,velocity_p95_relative_l2,activation_relative_l2,rank8_energy,feature_coefficient_r2,previous_flow_coefficient_r2,flow_rank8_energy
0,0,98,raw_reuse,1.3214754648541986,1.3246608972549438,1.62088583111763,1.279313805385321,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
0,0,98,shift_reuse,0.009926348854199515,0.00990300253033638,0.014566812571138144,0.044573255768360534,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
0,0,98,shift_toeplitz_r2,0.009716866701116773,0.009774736128747463,0.013370297756046057,0.02859550898171862,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
0,0,98,shift_circular_r2,0.009735298246521739,0.009789768606424332,0.013446977222338318,0.028357726047778843,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
0,0,98,shift_rank8_feature,0.007389072279167321,0.007315848022699356,0.010927655780687929,0.018291285451851807,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
0,0,98,shift_rank8_prev_flow,0.006591101493199016,0.006573708262294531,0.009952994529157877,0.016626306511282374,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
0,0,98,shift_rank8_oracle,0.006591842190131422,0.006574209779500961,0.009959301259368657,0.016625294802885413,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
0,0,98,flow_reuse,0.006616620649468062,0.0064697484485805035,0.01007460756227374,0.007770044675453213,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
0,0,98,flow_toeplitz_r2,0.005339857730654439,0.005228800233453512,0.008368861698545515,0.007134258804214318,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
0,0,98,flow_rank8_oracle,0.002283815094307039,0.002254141727462411,0.003217398887500167,0.004894899807421055,0.8608798634841834,0.8105497728436684,0.999890520356553,0.6031370267258581
1,0,98,raw_reuse,0.09470281893651036,0.09510529041290283,0.1202631752938032,0.9263106286784196,0.7307903683573322,0.7493854827831674,0.9997793552774931,0.5379268150220382
1,0,98,shift_reuse,0.002175727015866393,0.0021676637697964907,0.0030458631343208255,0.07340652840142747,0.7307903683573322,0.7493854827831674,0.9997793552774931,0.5379268150220382
1,0,98,shift_toeplitz_r2,0.0020928020582127904,0.0020829031709581614,0.0030424873926676805,0.053869167274802184,0.7307903683573322,0.7493854827831674,0.9997793552774931,0.5379268150220382
1,0,98,shift_circular_r2,0.0021336045742836943,0.002128091175109148,0.003099896048661321,0.053665668150387376,0.7307903683573322,0.7493854827831674,0.9997793552774931,0.5379268150220382
1,0,98,shift_rank8_feature,0.0021515045265098147,0.002168700797483325,0.0030840634601190684,0.041857706975169134,0.7307903683573322,0.7493854827831674,0.9997793552774931,0.5379268150220382
1,0,98,shift_rank8_prev_flow,0.0018673600331843114,0.001874804380349815,0.0027721777209080757,0.03809076465165422,0.7307903683573322,0.7493854827831674,0.9997793552774931,0.5379268150220382
1,0,98,shift_rank8_oracle,0.0018672199224874053,0.0018743345281109214,0.0027537871850654484,0.038087282087078456,0.7307903683573322,0.7493854827831674,0.9997793552774931,0.5379268150220382
1,0,98,flow_reuse,0.0010539982045720737,0.0010438739554956555,0.0016444795066490765,0.01669231232291068,0.7307903683573322,0.7493854827831674,0.9997793552774931,0.5379268150220382
1,0,98,flow_toeplitz_r2,0.0006023959893508067,0.0006064880872145295,0.0008988667570520192,0.013079402852638656,0.7307903683573322,0.7493854827831674,0.9997793552774931,0.5379268150220382
1,0,98,flow_rank8_oracle,0.0004932031274421381,0.0004956266493536532,0.0006815888569690287,0.011346760421723837,0.7307903683573322,0.7493854827831674,0.9997793552774931,0.5379268150220382
2,0,98,raw_reuse,0.044566857752638,0.041880618780851364,0.06806426495313643,0.8011374027337733,0.6958306101189787,0.6289452606140319,0.9995678325204324,0.5918984522045584
2,0,98,shift_reuse,0.001254755922863111,0.001249119290150702,0.00188672729418613,0.06508515495489876,0.6958306101189787,0.6289452606140319,0.9995678325204324,0.5918984522045584
2,0,98,shift_toeplitz_r2,0.0017560168690398058,0.0017702648183330894,0.002359473833348602,0.04946142240235002,0.6958306101189787,0.6289452606140319,0.9995678325204324,0.5918984522045584
2,0,98,shift_circular_r2,0.0017757855602656826,0.0017910933820530772,0.0023792270920239386,0.04930416097928399,0.6958306101189787,0.6289452606140319,0.9995678325204324,0.5918984522045584
2,0,98,shift_rank8_feature,0.001823331616478896,0.001814836054109037,0.002687099005561322,0.040101334497725544,0.6958306101189787,0.6289452606140319,0.9995678325204324,0.5918984522045584
