prompt_index,chunk_size,bitwise_equal,max_abs,relative_l2,baseline_median_seconds,candidate_median_seconds,speedup
0,4,False,0.111328125,0.002202356602735463,4.1123154296875,3.43319775390625,1.1978090761036293
1,4,False,0.1640625,0.002772145635753278,4.1212529296875,3.46698681640625,1.188713181770745
2,4,False,0.16015625,0.0041289430445265295,4.11670166015625,3.44332763671875,1.1955590912281522
3,4,False,0.1396484375,0.0024602669579530845,4.12415283203125,3.44322705078125,1.197758025017694
