chunk_size,bitwise_equal,max_abs,relative_l2,median_seconds,speedup,selected
1,True,0.0,0.0,0.887906494140625,1.0072191296624977,False
2,False,0.0859375,0.0018211315493846698,0.7925811767578125,1.1283593813170691,False
4,True,0.0,0.0,0.7535528564453124,1.186799835739065,True
8,True,0.0,0.0,0.7535781860351562,1.1867599445192512,False
