round,position,prompt_index,eager_seconds,graph_seconds,speedup,eager_peak_reserved_mib,graph_peak_reserved_mib,exact
0,0,0,4.19529296875,3.747866455078125,1.1193816586142336,32292.0,32292.0,True
0,1,1,4.1979267578125,3.72037939453125,1.1283598559822199,32292.0,32292.0,True
0,2,2,4.2332255859375,3.72126513671875,1.1375769880428823,32292.0,32292.0,True
0,3,3,4.20668017578125,3.722047607421875,1.130205902630854,32292.0,32292.0,True
1,0,3,4.23012060546875,3.72230078125,1.136426327172899,32292.0,32292.0,True
1,1,2,4.3946572265625,3.725511962890625,1.1796116266266623,32292.0,32292.0,True
1,2,1,4.36262353515625,3.7233671875,1.1716876997257606,32292.0,32292.0,True
1,3,0,4.39172998046875,3.723735595703125,1.1793882426927502,32292.0,32292.0,True
