prompt_index,seed,cpu_video_equal,network_calls_equal,eager_text_seconds,eager_denoiser_seconds,eager_vae_seconds,eager_transfer_seconds,eager_serialization_seconds,eager_request_seconds,graph_text_seconds,graph_denoiser_seconds,graph_vae_seconds,graph_transfer_seconds,graph_serialization_seconds,graph_request_seconds,graph_peak_reserved_mib,paired_speedup
0,2026082701,True,True,0.059469175059348345,3.192649973090738,4.204300083685666,0.1958955661393702,1.924581962171942,9.57700587483123,0.06954408902674913,3.199220370966941,3.753305105958134,0.23929929872974753,1.756267781369388,9.017864126246423,45870.0,1.0620037894513656
1,2026082701,True,True,0.12105166213586926,3.2259882083162665,4.437428378965706,0.3425423321314156,1.8826228901743889,10.009926716331393,0.09758114302530885,3.2456116629764438,3.7262082588858902,0.35450864396989346,1.8398091881535947,9.26444813190028,45870.0,1.0804665937806057
2,2026082701,True,True,0.07639095606282353,3.2444618702866137,4.563106807414442,0.3626523301936686,2.09419631306082,10.341052043717355,0.08040732983499765,3.2543228403665125,3.7275953353382647,0.35340010188519955,2.0497888228856027,9.465896632988006,45870.0,1.0924535144066005
3,2026082701,True,True,0.09416729910299182,3.2636857298202813,4.666721906047314,0.36310197226703167,1.9063359540887177,10.294319488108158,0.07619304489344358,3.24732570303604,3.7291682669892907,0.353010191116482,1.980939107015729,9.387025413103402,45870.0,1.0966540554730213
