batch_size,retention_rate,retained_crop_tokens,layout,component,execution,output_shape,peak_incremental_bytes,mean_ms,p50_ms,p95_ms,p99_ms,std_ms,minimum_ms,maximum_ms
4,0.125,128,arbitrary_token,gather_plus_q_proj,eager,4x128x2048,5767168,0.053659306317567816,0.05324800014495849,0.05633535981178284,0.05691494226455688,0.0010576642321052181,0.05273600220680237,0.05826560258865356
4,0.125,128,block_preblocked,gather_layout,eager,4x128x2048,2621440,0.036649813229839,0.034508800506591795,0.04896768018603325,0.06052557075023652,0.005677631630967655,0.03409920036792755,0.06297600269317627
4,0.125,128,block_preblocked,gather_plus_q_proj,eager,4x128x2048,5767168,0.07013376002510388,0.06594560146331788,0.07543296128511424,0.1603348432779312,0.017955431235190323,0.0652288019657135,0.16281599998474122
4,0.125,128,fixed_slots_preblocked,gather_layout,eager,4x128x2048,2621440,0.03474773339927196,0.034508800506591795,0.036264958977699276,0.03803955128788948,0.0007991501800798935,0.03399679958820343,0.03911679983139038
4,0.125,128,fixed_slots_preblocked,gather_plus_q_proj,eager,4x128x2048,5767168,0.06671786646048229,0.06609919965267182,0.06892032027244567,0.0710809611082077,0.003436302468935728,0.06543359756469727,0.10250240564346313
4,0.125,128,block_layout_included,gather_layout,eager,4x128x2048,19398656,0.061100372572739904,0.0609279990196228,0.06259199947118758,0.06377574682235718,0.0006326167414118795,0.0605184018611908,0.06389759778976441
4,0.125,128,block_layout_included,gather_plus_q_proj,eager,4x128x2048,19922944,0.09708629344900448,0.09635840058326721,0.0990259227156639,0.10929049766063693,0.004026651046774804,0.09574400186538697,0.13731839656829833
4,0.125,128,fixed_slots_layout_included,gather_layout,eager,4x128x2048,19398656,0.060955305794874806,0.0609279990196228,0.061450242698192596,0.062430207669734956,0.00031526758846997836,0.06062080264091492,0.06287360191345215
4,0.125,128,fixed_slots_layout_included,gather_plus_q_proj,eager,4x128x2048,19922944,0.09846442605058352,0.09605119824409485,0.10047487795352933,0.14880768287181856,0.009868926979706606,0.0954367995262146,0.15185920000076295
4,0.125,128,energy_selector,score_plus_topk,eager,4x8,67108864,0.14034175872802734,0.14028799533843994,0.14079999923706055,0.1410048007965088,0.00033101158179031474,0.13967360258102418,0.1423359990119934
4,0.125,128,risk_selector,score_plus_topk,eager,4x8,67112960,0.2347357811530431,0.23367679119110107,0.24176640510559083,0.25356596064567566,0.0049961778522668275,0.23296000957489013,0.2802687883377075
4,0.125,128,risk_fixed_selector,score_plus_topk,eager,4x8,67112960,0.30177450756231944,0.295577609539032,0.38079998970031737,0.44010698938369763,0.04722273675011872,0.24197120666503907,0.4487167835235596
4,0.125,128,risk_token_selector,score_plus_topk,eager,4x32,67166208,0.2777403748035431,0.2758656024932861,0.2808371126651764,0.2854389843940735,0.01254980878257849,0.27494399547576903,0.4129792213439941
4,0.125,128,arbitrary_token,compact_prefill_plus_logits,eager,4x151936,150569472,74.65804824829101,74.69158172607422,75.2943618774414,75.61577545166016,0.4332387706092594,73.91744232177734,75.69612884521484
4,0.125,128,block_layout_included,compact_prefill_plus_logits,eager,4x151936,150569472,74.76669311523438,74.63731002807617,75.38902931213379,75.42171455383301,0.3830929553640862,74.2113265991211,75.42988586425781
4,0.125,128,fixed_slots_layout_included,compact_prefill_plus_logits,eager,4x151936,150569472,74.90058174133301,74.9649887084961,75.78889884948731,75.79823997497559,0.5786357779821121,73.97376251220703,75.80057525634766
4,0.25,256,arbitrary_token,gather_layout,eager,4x256x2048,5242880,0.028751360066235066,0.02467840015888214,0.03985919937491417,0.04229632076621056,0.005661069726294765,0.024063999950885772,0.04321280121803284
4,0.25,256,arbitrary_token,gather_plus_q_proj,eager,4x256x2048,9437184,0.08481450681885085,0.08401920199394226,0.09671680271625518,0.10197094559669495,0.00513705146892476,0.07946239709854126,0.10209280252456665
4,0.25,256,block_preblocked,gather_layout,eager,4x256x2048,5242880,0.043315199936429655,0.04142079949378967,0.06103039979934692,0.07366450947523119,0.00950673371925019,0.03409920036792755,0.07925760149955749
4,0.25,256,block_preblocked,gather_plus_q_proj,eager,4x256x2048,9437184,0.09122645333409309,0.0835072010755539,0.11751424014568329,0.1399879678487778,0.01612263590319646,0.08048639893531799,0.20039680004119872
4,0.25,256,fixed_slots_preblocked,gather_layout,eager,4x256x2048,5242880,0.041819306612014766,0.03676159977912903,0.05869055986404419,0.060479489564895635,0.008840490232599262,0.034201601147651674,0.08294399976730346
4,0.25,256,fixed_slots_preblocked,gather_plus_q_proj,eager,4x256x2048,9437184,0.09983658666412036,0.09098240137100219,0.1430630439519882,0.1494958064556122,0.02094005213028001,0.08058879971504211,0.15912959575653077
4,0.25,256,block_layout_included,gather_layout,eager,4x256x2048,22020096,0.07238143970568975,0.06871039867401123,0.0900812792778015,0.10587852811813354,0.008612764013791057,0.06594560146331788,0.11089919805526734
4,0.25,256,block_layout_included,gather_plus_q_proj,eager,4x256x2048,22020096,0.1345339746276538,0.12779519557952881,0.16486912369728088,0.17347583997249602,0.012929246875231183,0.1252351999282837,0.17408000230789183
4,0.25,256,fixed_slots_layout_included,gather_layout,eager,4x256x2048,22020096,0.07415466715892155,0.07157760262489318,0.09375231832265854,0.11173478329181673,0.008336017674003628,0.0711679995059967,0.11632640361785888
4,0.25,256,fixed_slots_layout_included,gather_plus_q_proj,eager,4x256x2048,22020096,0.13591893504063293,0.1275904059410095,0.16782336175441742,0.17182719707489014,0.01835861540151775,0.12687360048294066,0.2668544054031372
4,0.25,256,energy_selector,score_plus_topk,eager,4x16,67108864,0.1418419201175372,0.14172159433364867,0.1426585614681244,0.14303334832191467,0.0006329854968534133,0.1410048007965088,0.146943998336792
4,0.25,256,risk_selector,score_plus_topk,eager,4x16,67112960,0.24064682324727377,0.2342911958694458,0.2673152077198028,0.31057920789718635,0.015370742978098371,0.2332672119140625,0.334335994720459
4,0.25,256,risk_fixed_selector,score_plus_topk,eager,4x16,67112960,0.2619187198082606,0.24842240810394287,0.3006259179115295,0.41356391024589556,0.031199484290210227,0.24217600822448732,0.4607999801635742
4,0.25,256,risk_token_selector,score_plus_topk,eager,4x64,67166208,0.2846412777900696,0.2785279989242554,0.3126476764678955,0.3396024429798126,0.013480503226203934,0.27699201107025145,0.3441663980484009
4,0.25,256,arbitrary_token,compact_prefill_plus_logits,eager,4x151936,193597952,90.29985275268555,90.27072143554688,91.5767261505127,91.72303565979004,0.693852084924311,89.23442840576172,91.75961303710938
4,0.25,256,block_layout_included,compact_prefill_plus_logits,eager,4x151936,193597952,90.32417297363281,90.1928939819336,90.99602127075195,91.23415908813476,0.4119331468730687,89.69420623779297,91.29369354248047
4,0.25,256,fixed_slots_layout_included,compact_prefill_plus_logits,eager,4x151936,193597952,90.43947486877441,90.30656051635742,91.0941665649414,91.12763458251953,0.3988954014973435,89.82937622070312,91.13600158691406
8,1.0,1024,full_uncompressed,full_q_proj,eager,8x1024x2048,34603008,0.32986964921156564,0.3284991979598999,0.3355699241161347,0.33747148275375366,0.004717799692707437,0.3131392002105713,0.33771519660949706
8,0.125,128,arbitrary_token,gather_layout,eager,8x128x2048,5242880,0.025168213186164697,0.02457599937915802,0.02754560112953186,0.03218431925773622,0.0016674848769358927,0.024063999950885772,0.037785598635673524
8,0.125,128,arbitrary_token,gather_plus_q_proj,eager,8x128x2048,9437184,0.08192682623863219,0.08120319843292237,0.085104638338089,0.089166849732399,0.0038898237733610334,0.07956479787826538,0.12011519670486451
8,0.125,128,block_preblocked,gather_layout,eager,8x128x2048,5242880,0.04055893351634343,0.03532800078392029,0.0600115180015564,0.06557183831930162,0.008423528851810457,0.03430399894714355,0.06727679967880248
8,0.125,128,block_preblocked,gather_plus_q_proj,eager,8x128x2048,9437184,0.09112064018845559,0.08627199828624725,0.11699199676513672,0.12112486839294434,0.012539615369178905,0.07536640167236328,0.1362944006919861
8,0.125,128,fixed_slots_preblocked,gather_layout,eager,8x128x2048,5242880,0.04085930672784646,0.0364544004201889,0.05582848161458969,0.06082559823989868,0.007490788959998341,0.03430399894714355,0.062054401636123656
8,0.125,128,fixed_slots_preblocked,gather_plus_q_proj,eager,8x128x2048,9437184,0.09022122676173845,0.08560639917850495,0.11919360160827637,0.12292914855480194,0.012511571347793276,0.07987200021743775,0.1299456000328064
8,0.125,128,block_layout_included,gather_layout,eager,8x128x2048,38797312,0.10472789168357852,0.10465279817581177,0.10548224389553071,0.10730598080158234,0.0005856737713000634,0.104038405418396,0.10792959928512573
8,0.125,128,block_layout_included,gather_plus_q_proj,eager,8x128x2048,38797312,0.16381013413270315,0.16302080154418946,0.1687603175640106,0.16936960220336914,0.0020963421267320265,0.16230399608612062,0.17704960107803344
8,0.125,128,fixed_slots_layout_included,gather_layout,eager,8x128x2048,38797312,0.10623999774456026,0.10455039739608765,0.10770943641662596,0.14116250014305123,0.010909245734728724,0.10414079427719117,0.21616640090942382
8,0.125,128,fixed_slots_layout_included,gather_plus_q_proj,eager,8x128x2048,38797312,0.1644492784142494,0.16281599998474122,0.16937472224235534,0.1803991084098816,0.00396416937493462,0.16209919452667237,0.19548159837722778
8,0.125,128,energy_selector,score_plus_topk,eager,8x8,134217728,0.24734720190366102,0.24652799367904663,0.2539673626422882,0.25793127298355106,0.0027264803899006546,0.24504320621490477,0.25866239070892333
8,0.125,128,risk_selector,score_plus_topk,eager,8x8,134225920,0.3801881629228591,0.37969920635223386,0.38155263662338257,0.3864401872158051,0.0027835852812788187,0.37867519855499265,0.4084735870361328
8,0.125,128,risk_fixed_selector,score_plus_topk,eager,8x8,134225920,0.38830506285031646,0.3876863956451416,0.39272960901260373,0.39575655341148375,0.0018983837267550693,0.38686718940734866,0.3964927911758423
8,0.125,128,risk_token_selector,score_plus_topk,eager,8x32,134324224,0.4769015427430471,0.4767744064331055,0.47831551551818846,0.4795197429656982,0.0007524828651910328,0.47523841857910154,0.47964158058166506
8,0.125,128,arbitrary_token,compact_prefill_plus_logits,eager,8x151936,301850112,139.4952705383301,139.41043090820312,140.58306121826172,140.64765472412108,0.5510101379729827,138.8072967529297,140.66380310058594
8,0.125,128,block_layout_included,compact_prefill_plus_logits,eager,8x151936,301850112,140.0294387817383,140.00794219970703,140.85426635742186,141.16556762695313,0.5972421683671918,138.94656372070312,141.24339294433594
8,0.125,128,fixed_slots_layout_included,compact_prefill_plus_logits,eager,8x151936,301850112,140.11110458374023,139.9884796142578,141.36662673950195,141.48102798461915,0.5668544915381432,139.28857421875,141.50962829589844
8,0.25,256,arbitrary_token,gather_layout,eager,8x256x2048,10485760,0.030237866491079325,0.02908160090446472,0.034519040435552595,0.036182016611099245,0.002204590560263442,0.027955201268196107,0.03891200125217438
8,0.25,256,arbitrary_token,gather_plus_q_proj,eager,8x256x2048,17825792,0.15235669205586116,0.15175679922103882,0.15597055554389955,0.15802777528762815,0.002048738327230908,0.1491968035697937,0.15943679809570313
8,0.25,256,block_preblocked,gather_layout,eager,8x256x2048,10485760,0.04267861326535542,0.03696639984846115,0.05905920207500457,0.07699148553609851,0.009902175092802858,0.03430399894714355,0.08939520120620728
8,0.25,256,block_preblocked,gather_plus_q_proj,eager,8x256x2048,17825792,0.1560337069630623,0.15544320344924928,0.16752639949321746,0.17288089144229887,0.005103139944549126,0.15073280334472655,0.1738752007484436
8,0.25,256,fixed_slots_preblocked,gather_layout,eager,8x256x2048,10485760,0.042164906735221545,0.03906559944152832,0.05779967874288559,0.06054297804832459,0.00846471654196756,0.03409920036792755,0.06359040141105651
8,0.25,256,fixed_slots_preblocked,gather_plus_q_proj,eager,8x256x2048,17825792,0.15689983944098157,0.15590399503707886,0.16868351697921752,0.17868492448329926,0.005793847788407106,0.15083520412445067,0.18165760040283202
8,0.25,256,block_layout_included,gather_layout,eager,8x256x2048,44040192,0.11745621522267659,0.11724799871444702,0.12022271752357483,0.12238336431980133,0.0013172713468040619,0.11601920127868652,0.12318719625473022
8,0.25,256,block_layout_included,gather_plus_q_proj,eager,8x256x2048,44040192,0.23298730850219723,0.23255040645599365,0.23584256768226625,0.23724133849143983,0.00140277486659547,0.23111679553985595,0.2372607946395874
8,0.25,256,fixed_slots_layout_included,gather_layout,eager,8x256x2048,44040192,0.11705855756998064,0.11694079637527466,0.11786240339279175,0.11876966238021851,0.00039475051589123053,0.11663360595703125,0.11919360160827637
8,0.25,256,fixed_slots_layout_included,gather_plus_q_proj,eager,8x256x2048,44040192,0.23199743707974746,0.2313215970993042,0.23698431253433228,0.23955762481689455,0.002024846465386916,0.23060479164123535,0.24289278984069823
8,0.25,256,energy_selector,score_plus_topk,eager,8x16,134217728,0.2488968537251154,0.24883201122283935,0.2503731191158295,0.2508605468273163,0.0008755954363175268,0.2470911979675293,0.2513920068740845
8,0.25,256,risk_selector,score_plus_topk,eager,8x16,134225920,0.38042026519775385,0.37867519855499265,0.39444479942321775,0.406704119682312,0.006469642461883662,0.3778559923171997,0.4286464214324951
8,0.25,256,risk_fixed_selector,score_plus_topk,eager,8x16,134225920,0.38913109680016833,0.38656001091003417,0.4069683170318603,0.41599895334243775,0.007357739087969203,0.3856384038925171,0.42792959213256837
8,0.25,256,risk_token_selector,score_plus_topk,eager,8x64,134324224,0.4816392517089844,0.4806143999099731,0.4852838397026062,0.4993310537338257,0.005054781949153219,0.47902722358703614,0.5288959980010987
8,0.25,256,arbitrary_token,compact_prefill_plus_logits,eager,8x151936,386929152,173.1601936340332,172.95206451416016,174.89423675537108,174.98995574951172,0.7852047669409525,172.2808380126953,175.01388549804688
8,0.25,256,block_layout_included,compact_prefill_plus_logits,eager,8x151936,386929152,173.58233566284179,173.5792694091797,174.4543815612793,174.47927963256836,0.6409178148672815,172.2040252685547,174.48550415039062
8,0.25,256,fixed_slots_layout_included,compact_prefill_plus_logits,eager,8x151936,386929152,173.76983032226562,173.90387725830078,174.31752090454103,174.51908279418944,0.4332708370287649,172.94744873046875,174.56947326660156
16,1.0,1024,full_uncompressed,full_q_proj,eager,16x1024x2048,68157440,0.6628744534651438,0.6626816034317016,0.6731878614425659,0.6747136116027832,0.005942733714610214,0.6429696083068848,0.6768640041351318
16,0.125,128,arbitrary_token,gather_layout,eager,16x128x2048,10485760,0.03108010664582252,0.030873599648475646,0.0326707212626934,0.03459686332941056,0.0020111884207363218,0.028774398565292358,0.04915199875831604
16,0.125,128,arbitrary_token,gather_plus_q_proj,eager,16x128x2048,17825792,0.15304703911145529,0.15252480506896973,0.15700992286205293,0.16279245007038118,0.0030222576144951522,0.14960639476776122,0.17326079607009887
16,0.125,128,block_preblocked,gather_layout,eager,16x128x2048,10485760,0.03806634691854317,0.03543039858341217,0.04656127944588661,0.07770214557647706,0.00788211201254374,0.03430399894714355,0.07956479787826538
16,0.125,128,block_preblocked,gather_plus_q_proj,eager,16x128x2048,17825792,0.1539891196290652,0.15329279899597167,0.16015872359275818,0.16097279787063598,0.0025156737030830496,0.15134719610214234,0.16168960332870483
16,0.125,128,fixed_slots_preblocked,gather_layout,eager,16x128x2048,10485760,0.035467093512415886,0.035020801424980166,0.037171199917793274,0.03826380842924118,0.0009333574001948677,0.034508800506591795,0.040140798687934874
16,0.125,128,fixed_slots_preblocked,gather_plus_q_proj,eager,16x128x2048,17825792,0.15455658624569577,0.1533951997756958,0.16371711432933808,0.1765683219432831,0.004854838533414203,0.15134719610214234,0.1807360053062439
16,0.125,128,block_layout_included,gather_layout,eager,16x128x2048,77594624,0.1931972250342369,0.1922047972679138,0.1995264047384262,0.2093885409832001,0.004152375934172223,0.19148800373077393,0.22446079254150392
16,0.125,128,block_layout_included,gather_plus_q_proj,eager,16x128x2048,77594624,0.3101798391342163,0.3096575975418091,0.3127398371696472,0.32111411046981814,0.004106107775650588,0.30658559799194335,0.3492863893508911
16,0.125,128,fixed_slots_layout_included,gather_layout,eager,16x128x2048,77594624,0.1929463462034861,0.19266560077667236,0.19456512331962586,0.1964328919649124,0.0011301942847787407,0.19148800373077393,0.19722239971160888
16,0.125,128,fixed_slots_layout_included,gather_plus_q_proj,eager,16x128x2048,77594624,0.31051263908545174,0.3101696014404297,0.3130419194698334,0.3168798768520355,0.0016849735958835185,0.30760960578918456,0.3191807985305786
16,0.125,128,energy_selector,score_plus_topk,eager,16x8,268435456,0.44629248102506,0.44472317695617675,0.4544563007354736,0.46094234561920167,0.005083399027420971,0.44267520904541013,0.4874239921569824
16,0.125,128,risk_selector,score_plus_topk,eager,16x8,268451840,0.6747579725583394,0.6744063854217529,0.6779955101013183,0.6785853419303893,0.0014686905886280813,0.6725632190704346,0.678707218170166
16,0.125,128,risk_fixed_selector,score_plus_topk,eager,16x8,268451840,0.6828313608964284,0.6822400093078613,0.6867968082427979,0.6941798567771912,0.00290642845061856,0.6799359798431397,0.7034880161285401
16,0.125,128,risk_token_selector,score_plus_topk,eager,16x32,268640256,0.8408115283648174,0.8402431964874267,0.8453120231628418,0.8469115142822266,0.002187820062078492,0.8378368377685547,0.8472576141357422
16,0.25,256,arbitrary_token,gather_layout,eager,16x256x2048,20971520,0.061423787226279565,0.06123520135879516,0.06318079829216003,0.0667310094833374,0.00164021202972405,0.060108798742294314,0.07536640167236328
16,0.25,256,arbitrary_token,gather_plus_q_proj,eager,16x256x2048,34603008,0.2465612802902857,0.2471935987472534,0.249466872215271,0.2526658532619476,0.003652959212704149,0.23500800132751465,0.26071040630340575
16,0.25,256,block_preblocked,gather_layout,eager,16x256x2048,20971520,0.06289151991407076,0.06256639957427979,0.06451200246810913,0.06500454425811768,0.001038966529488737,0.061337602138519284,0.06676480174064636
16,0.25,256,block_preblocked,gather_plus_q_proj,eager,16x256x2048,34603008,0.24758954564730323,0.24893438816070557,0.25017855763435365,0.2510069799423218,0.003941643762550612,0.23449599742889404,0.2535423994064331
16,0.25,256,fixed_slots_preblocked,gather_layout,eager,16x256x2048,20971520,0.06288298726081848,0.06277120113372803,0.0647219181060791,0.06529229044914245,0.0011551245083689038,0.06123520135879516,0.06553599834442139
16,0.25,256,fixed_slots_preblocked,gather_plus_q_proj,eager,16x256x2048,34603008,0.24782677173614504,0.2490367889404297,0.25077760219573975,0.2517432415485382,0.0037680768199525537,0.23490560054779053,0.2522111892700195
16,0.25,256,block_layout_included,gather_layout,eager,16x256x2048,88080384,0.21943040192127228,0.218777596950531,0.2263040065765381,0.2307031009197235,0.003276840882675469,0.21626880168914794,0.2323456048965454
16,0.25,256,block_layout_included,gather_plus_q_proj,eager,16x256x2048,88080384,0.40492458522319796,0.4052479982376099,0.40817664861679076,0.4128010292053223,0.0036662326808681086,0.3894272089004517,0.4200448036193848
16,0.25,256,fixed_slots_layout_included,gather_layout,eager,16x256x2048,88080384,0.2185344004631042,0.21811199188232422,0.2234419286251068,0.22562201738357546,0.002120593490430679,0.2160640001296997,0.22650880813598634
16,0.25,256,fixed_slots_layout_included,gather_plus_q_proj,eager,16x256x2048,88080384,0.4087355728944143,0.4073472023010254,0.4243046522140503,0.4278712282180786,0.006212732777474446,0.39720959663391114,0.4317183971405029
16,0.25,256,energy_selector,score_plus_topk,eager,16x16,268435456,0.4450056556860606,0.44456961154937746,0.4478105592727661,0.45052211380004886,0.001423012370272512,0.4427775859832764,0.45107197761535645
16,0.25,256,risk_selector,score_plus_topk,eager,16x16,268451840,0.6751206374168395,0.6747136116027832,0.6778931307792664,0.6792437982559204,0.0015166769294688005,0.6727680206298828,0.6799359798431397
16,0.25,256,risk_fixed_selector,score_plus_topk,eager,16x16,268451840,0.6854698677857718,0.6833151817321778,0.7050342440605164,0.71632386302948,0.007540312966298316,0.6809599876403809,0.7303167819976807
16,0.25,256,risk_token_selector,score_plus_topk,eager,16x64,268640256,0.8413687451680503,0.8407040119171143,0.8471398067474365,0.8524318675994873,0.002905494172645135,0.8378368377685547,0.8547327995300293
