retention_rate,datasets,lhs_method,rhs_method,samples,lhs_accuracy,rhs_accuracy,accuracy_delta,accuracy_delta_ci95_lower,accuracy_delta_ci95_upper,lhs_prediction_loss_events,rhs_prediction_loss_events,prediction_loss_event_reduction,lhs_boundary_mse,rhs_boundary_mse,rhs_minus_lhs_boundary_mse,boundary_delta_ci95_lower,boundary_delta_ci95_upper,relative_boundary_mse_reduction,budget_equal,candidate,accuracy_loss_vs_unstructured,accuracy_loss_within_0_5pp,mean_gather_p50_reduction,gather_reduction_at_least_30pct,mean_selector_gather_project_p50_reduction,total_reduction_at_least_10pct,all_micro_batches_faster,mean_full_decoder_prefill_p50_reduction,full_decoder_prefill_reduction_at_least_10pct,all_prefill_batches_faster,fixed_output_shape,diagnostic_pass,validated,pass,status
0.125,chartqa+gqa+textvqa,tile_risk_exception,risk_token_unstructured,600,0.6516666666666666,0.6511111111111111,0.0005555555555555558,-0.009444444444444443,0.01111111111111111,46,46,0.0,1.3270411727329094,1.2146410310516755,-0.11240014168123404,-0.12583459613410133,-0.09941256768008074,-0.09253774473921261,True,risk_block_dynamic,-0.0005555555555555558,True,-2.788334512829927,False,-0.10138689317123747,False,False,-0.026516451843104843,False,False,True,False,False,False,INCONCLUSIVE
0.25,chartqa+gqa+textvqa,tile_risk_exception,risk_token_unstructured,600,0.6655555555555556,0.6622222222222223,0.003333333333333334,-0.00888888888888889,0.015555555555555557,35,37,0.05405405405405406,0.8944320680697759,0.8418189121037721,-0.05261315596600374,-0.05941533750854433,-0.04588817273328702,-0.06249937511444048,True,risk_block_dynamic,-0.003333333333333334,True,-2.173966996803747,False,-0.06793240023217043,False,False,0.009063323567403877,False,False,True,False,False,False,INCONCLUSIVE
0.125,chartqa+gqa+textvqa,risk_block_fixed_slots,risk_token_unstructured,600,0.6494444444444445,0.6511111111111111,-0.0016666666666666668,-0.010555555555555556,0.006666666666666667,47,46,-0.021739130434782705,1.3282495250801245,1.2146410310516755,-0.11360849402844905,-0.1271112982351333,-0.100493603012835,-0.0935325673380909,True,risk_block_fixed_slots,0.0016666666666666668,True,-2.77919214731458,False,-0.1543270863780471,False,False,-0.02747276471097922,False,False,True,False,False,False,INCONCLUSIVE
0.25,chartqa+gqa+textvqa,risk_block_fixed_slots,risk_token_unstructured,600,0.6722222222222223,0.6622222222222223,0.01,-0.0027777777777777775,0.023333333333333334,32,37,0.1351351351351351,0.8946317725380262,0.8418189121037721,-0.05281286043425401,-0.059695287816226475,-0.045961970121289296,-0.06273660483852828,True,risk_block_fixed_slots,-0.01,True,-2.1928874174550383,False,-0.1325826041037968,False,False,-0.058022798736364546,False,False,True,False,False,False,INCONCLUSIVE
