split,sample_id,target,block,branch,target_step,method,error_sq,target_sq,block_output_sq,target_relative_l2,block_output_relative_l2
selection,p01_seed202608101,ffn,0,0,10,reuse,3.135168256807071,2635.174774814987,4502.2599432227,0.034492582710748856,0.026388526696834707
selection,p01_seed202608101,ffn,0,0,10,ar2,0.7175983561226789,2635.174774814987,4502.2599432227,0.016501978057156492,0.012624826971166535
selection,p01_seed202608101,ffn,0,0,10,diagonal,0.5310005998020662,2635.174774814987,4502.2599432227,0.014195241763955998,0.010860059955424639
selection,p01_seed202608101,ffn,0,0,10,target_visible_diagonal,0.31089332204213765,2635.174774814987,4502.2599432227,0.010861779558881512,0.008309796986450584
selection,p01_seed202608101,ffn,0,0,11,reuse,7.086027107075929,2399.832568059641,4544.675779064943,0.05433891134299484,0.03948661922646975
selection,p01_seed202608101,ffn,0,0,11,ar2,1.3413622781162924,2399.832568059641,4544.675779064943,0.023641910724701776,0.017179937976303215
selection,p01_seed202608101,ffn,0,0,11,diagonal,0.7692178259322417,2399.832568059641,4544.675779064943,0.017903345740120584,0.013009877795630828
selection,p01_seed202608101,ffn,0,0,11,target_visible_diagonal,0.17721515691558948,2399.832568059641,4544.675779064943,0.00859329973714505,0.006244518821470889
selection,p01_seed202608101,ffn,0,0,12,reuse,5.962009183273435,2191.4497134542385,4609.791328007181,0.05215915722805831,0.03596298128706738
selection,p01_seed202608101,ffn,0,0,12,ar2,0.7321246575877761,2191.4497134542385,4609.791328007181,0.018277919582245034,0.012602360061699765
selection,p01_seed202608101,ffn,0,0,12,diagonal,0.5109758996122382,2191.4497134542385,4609.791328007181,0.015269838848966311,0.010528332089048839
selection,p01_seed202608101,ffn,0,0,12,target_visible_diagonal,0.18304933003345553,2191.4497134542385,4609.791328007181,0.009139413295593216,0.0063014927155951896
selection,p01_seed202608101,ffn,0,0,13,reuse,7.56380866411665,1968.1629681201161,4568.209464775398,0.06199258399014286,0.0406908968932231
selection,p01_seed202608101,ffn,0,0,13,ar2,0.9514313334032645,1968.1629681201161,4568.209464775398,0.021986606150637904,0.014431641114520511
selection,p01_seed202608101,ffn,0,0,13,diagonal,0.5102826984440515,1968.1629681201161,4568.209464775398,0.01610181726634891,0.010568963963216998
selection,p01_seed202608101,ffn,0,0,13,target_visible_diagonal,0.10433773191406778,1968.1629681201161,4568.209464775398,0.007280985528565634,0.004779117312984116
selection,p01_seed202608101,ffn,0,0,14,reuse,11.168503478460508,1712.0733731175694,4554.3390506085125,0.08076743770880644,0.04952047622220965
selection,p01_seed202608101,ffn,0,0,14,ar2,0.7114166221746241,1712.0733731175694,4554.3390506085125,0.020384535402699407,0.012498253372226289
selection,p01_seed202608101,ffn,0,0,14,diagonal,0.7989416510197391,1712.0733731175694,4554.3390506085125,0.02160211853770101,0.013244783142092147
selection,p01_seed202608101,ffn,0,0,14,target_visible_diagonal,0.25638686137761657,1712.0733731175694,4554.3390506085125,0.012237330697883938,0.007503004441377779
selection,p01_seed202608101,ffn,0,0,15,reuse,14.274058818825202,1446.698316125216,4535.9340775764285,0.09933098749678176,0.05609709527342251
selection,p01_seed202608101,ffn,0,0,15,ar2,0.9170256808278142,1446.698316125216,4535.9340775764285,0.02517687136769407,0.01421861784919833
selection,p01_seed202608101,ffn,0,0,15,diagonal,1.2547166799843155,1446.698316125216,4535.9340775764285,0.029449901580816278,0.01663180822425119
selection,p01_seed202608101,ffn,0,0,15,target_visible_diagonal,0.29479964678776427,1446.698316125216,4535.9340775764285,0.0142749465714701,0.008061764591525068
selection,p01_seed202608101,ffn,0,0,16,reuse,24.930339397802168,1138.2057162098895,4504.571806900847,0.14799727339187851,0.07439390200362175
selection,p01_seed202608101,ffn,0,0,16,ar2,1.301891135370509,1138.2057162098895,4504.571806900847,0.03382026091591381,0.017000456283091762
selection,p01_seed202608101,ffn,0,0,16,diagonal,1.2980654839974792,1138.2057162098895,4504.571806900847,0.03377053336411969,0.01697545969680158
selection,p01_seed202608101,ffn,0,0,16,target_visible_diagonal,0.48364171398052075,1138.2057162098895,4504.571806900847,0.02061348846648839,0.010361797928993992
selection,p01_seed202608101,ffn,0,0,17,reuse,37.36735830143987,821.3678752132935,4388.554684014991,0.21329336292098802,0.0922752947299759
selection,p01_seed202608101,ffn,0,0,17,ar2,1.193123207047174,821.3678752132935,4388.554684014991,0.03811305749722794,0.016488528126025265
selection,p01_seed202608101,ffn,0,0,17,diagonal,2.6628893741100863,821.3678752132935,4388.554684014991,0.05693872078448182,0.02463291482671292
selection,p01_seed202608101,ffn,0,0,17,target_visible_diagonal,0.523095315037786,821.3678752132935,4388.554684014991,0.02523606043007008,0.01091766233190681
selection,p01_seed202608101,ffn,0,0,18,reuse,64.09646949624445,523.5261565917253,4298.597648526949,0.3499031578034053,0.12211068176534108
selection,p01_seed202608101,ffn,0,0,18,ar2,2.4652975909563777,523.5261565917253,4298.597648526949,0.06862233366751694,0.023948111817776976
selection,p01_seed202608101,ffn,0,0,18,diagonal,3.9417844058225238,523.5261565917253,4298.597648526949,0.08677152717054377,0.030281894016424327
selection,p01_seed202608101,ffn,0,0,18,target_visible_diagonal,0.8730536429858909,523.5261565917253,4298.597648526949,0.0408367594574534,0.014251384782410628
selection,p01_seed202608101,ffn,0,0,19,reuse,125.20198945713388,315.9627899303807,4163.328350135256,0.6294882745698748,0.1734144500689767
selection,p01_seed202608101,ffn,0,0,19,ar2,5.313407665641156,315.9627899303807,4163.328350135256,0.1296786853242019,0.035724506412022315
selection,p01_seed202608101,ffn,0,0,19,diagonal,10.441182127355047,315.9627899303807,4163.328350135256,0.1817845065591523,0.05007886804175323
selection,p01_seed202608101,ffn,0,0,19,target_visible_diagonal,1.9577218714455893,315.9627899303807,4163.328350135256,0.07871500482173863,0.02168478719109713
selection,p01_seed202608101,ffn,0,1,2,reuse,4.828177442706819,3805.1379676338724,3992.9359292742447,0.03562102459624576,0.034773262624783884
selection,p01_seed202608101,ffn,0,1,2,ar2,4.164036689577726,3805.1379676338724,3992.9359292742447,0.03308050034381922,0.03229320153626675
selection,p01_seed202608101,ffn,0,1,2,diagonal,5.993737611559598,3805.1379676338724,3992.9359292742447,0.03968840623893441,0.038743842686968386
selection,p01_seed202608101,ffn,0,1,2,target_visible_diagonal,1.4002029755770933,3805.1379676338724,3992.9359292742447,0.019182724698327405,0.01872618576682293
selection,p01_seed202608101,ffn,0,1,3,reuse,2.674074600813624,3721.945378673948,4090.4709405901376,0.02680413285147041,0.025568196987680498
selection,p01_seed202608101,ffn,0,1,3,ar2,2.393872666317314,3721.945378673948,4090.4709405901376,0.02536095043506677,0.024191559567017188
selection,p01_seed202608101,ffn,0,1,3,diagonal,3.150349626195015,3721.945378673948,4090.4709405901376,0.029093393404434103,0.027751899967316015
selection,p01_seed202608101,ffn,0,1,3,target_visible_diagonal,0.4955280679578963,3721.945378673948,4090.4709405901376,0.011538494087200698,0.011006455287978105
selection,p01_seed202608101,ffn,0,1,4,reuse,2.631519725995176,3629.5293658547794,4115.1910956805805,0.026926391603324076,0.02528764064979185
selection,p01_seed202608101,ffn,0,1,4,ar2,1.199750850667759,3629.5293658547794,4115.1910956805805,0.018181109229137297,0.017074599655762294
selection,p01_seed202608101,ffn,0,1,4,diagonal,1.5614738221929256,3629.5293658547794,4115.1910956805805,0.020741597226732553,0.019479255330579884
selection,p01_seed202608101,ffn,0,1,4,target_visible_diagonal,0.49993622090976836,3629.5293658547794,4115.1910956805805,0.011736325454545666,0.011022047997211687
selection,p01_seed202608101,ffn,0,1,5,reuse,2.691519221931731,3494.997421500101,4201.991764611565,0.02775078757546898,0.025308776139625712
selection,p01_seed202608101,ffn,0,1,5,ar2,0.9084931409515491,3494.997421500101,4201.991764611565,0.016122686024291476,0.014703923275999821
selection,p01_seed202608101,ffn,0,1,5,diagonal,0.8707360982668282,3494.997421500101,4201.991764611565,0.015784100769483396,0.014395132817537635
selection,p01_seed202608101,ffn,0,1,5,target_visible_diagonal,0.36078318814806587,3494.997421500101,4201.991764611565,0.010160140558694365,0.009266069377232145
selection,p01_seed202608101,ffn,0,1,6,reuse,4.64756411165672,3286.472731046227,4263.35974796013,0.03760518054935211,0.03301693117654418
selection,p01_seed202608101,ffn,0,1,6,ar2,1.258830850883613,3286.472731046227,4263.35974796013,0.019571254857073252,0.017183344560905894
selection,p01_seed202608101,ffn,0,1,6,diagonal,0.6840879533226263,3286.472731046227,4263.35974796013,0.014427495739953776,0.012667181141991491
selection,p01_seed202608101,ffn,0,1,6,target_visible_diagonal,0.2419087657000843,3286.472731046227,4263.35974796013,0.008579476444685014,0.0075326851026068925
selection,p01_seed202608101,ffn,0,1,7,reuse,3.1218089198586796,3132.5752270084054,4325.840331099811,0.03156838787419938,0.02686382909730512
selection,p01_seed202608101,ffn,0,1,7,ar2,0.979809949908365,3132.5752270084054,4325.840331099811,0.017685615062912937,0.015049971586262622
selection,p01_seed202608101,ffn,0,1,7,diagonal,0.968043190336409,3132.5752270084054,4325.840331099811,0.017579099025031023,0.014959329370094199
selection,p01_seed202608101,ffn,0,1,7,target_visible_diagonal,0.3648706095920169,3132.5752270084054,4325.840331099811,0.010792416234685473,0.00918404913266179
selection,p01_seed202608101,ffn,0,1,8,reuse,3.1630599803853556,2968.072388004599,4387.93872863533,0.03264498469738489,0.02684871076677519
selection,p01_seed202608101,ffn,0,1,8,ar2,0.8951481226631715,2968.072388004599,4387.93872863533,0.01736641632870009,0.014282925643461003
selection,p01_seed202608101,ffn,0,1,8,diagonal,0.5794382593518729,2968.072388004599,4387.93872863533,0.01397224973411566,0.011491409640711957
selection,p01_seed202608101,ffn,0,1,8,target_visible_diagonal,0.1912233460904192,2968.072388004599,4387.93872863533,0.008026629415412684,0.00660146278530094
selection,p01_seed202608101,ffn,0,1,9,reuse,4.027592291325764,2780.0942038561225,4451.884765738403,0.03806212176967028,0.030078127315733456
selection,p01_seed202608101,ffn,0,1,9,ar2,0.9511019226345157,2780.0942038561225,4451.884765738403,0.018496253698275823,0.014616438804106775
selection,p01_seed202608101,ffn,0,1,9,diagonal,0.8542010654092591,2780.0942038561225,4451.884765738403,0.017528723813305197,0.013851860117767935
selection,p01_seed202608101,ffn,0,1,9,target_visible_diagonal,0.1431945426745919,2780.0942038561225,4451.884765738403,0.007176843520435805,0.005671413024188714
selection,p01_seed202608101,ffn,0,1,10,reuse,3.1698552128645403,2626.729175561549,4502.729593391588,0.03473858015842002,0.02653272034208903
selection,p01_seed202608101,ffn,0,1,10,ar2,0.7041210634606762,2626.729175561549,4502.729593391588,0.01637253845557227,0.012505058702766367
selection,p01_seed202608101,ffn,0,1,10,diagonal,0.6447253743183086,2626.729175561549,4502.729593391588,0.015666779553800986,0.011966012389294671
selection,p01_seed202608101,ffn,0,1,10,target_visible_diagonal,0.3039625700158492,2626.729175561549,4502.729593391588,0.010757278315465064,0.008216221154826685
selection,p01_seed202608101,ffn,0,1,11,reuse,6.891701047634417,2393.575782685372,4528.315577288624,0.0536586354105884,0.039011699699705187
selection,p01_seed202608101,ffn,0,1,11,ar2,1.1284417656841752,2393.575782685372,4528.315577288624,0.02171280763877469,0.015785968553985907
selection,p01_seed202608101,ffn,0,1,11,diagonal,0.7376549320329948,2393.575782685372,4528.315577288624,0.01755508894284262,0.012763162029734543
selection,p01_seed202608101,ffn,0,1,11,target_visible_diagonal,0.13772432517455732,2393.575782685372,4528.315577288624,0.007585456732098443,0.005514891645182196
selection,p01_seed202608101,ffn,0,1,12,reuse,6.5796387660076405,2174.919487890179,4610.153161566239,0.05500212047707478,0.037778381533023986
selection,p01_seed202608101,ffn,0,1,12,ar2,0.7854431715972425,2174.919487890179,4610.153161566239,0.01900359612032473,0.013052680487697883
selection,p01_seed202608101,ffn,0,1,12,diagonal,0.4941436956663745,2174.919487890179,4610.153161566239,0.015073185266060201,0.01035306528111992
selection,p01_seed202608101,ffn,0,1,12,target_visible_diagonal,0.1444435927169958,2174.919487890179,4610.153161566239,0.008149435910028192,0.005597465996175451
selection,p01_seed202608101,ffn,0,1,13,reuse,7.060236332325773,1961.3463567039066,4566.538302649104,0.05999740584231258,0.039320231582522375
selection,p01_seed202608101,ffn,0,1,13,ar2,0.8647315828888397,1961.3463567039066,4566.538302649104,0.02099730293763404,0.013760908534713484
selection,p01_seed202608101,ffn,0,1,13,diagonal,0.5701692371222897,1961.3463567039066,4566.538302649104,0.01705001417217552,0.011173991547188355
selection,p01_seed202608101,ffn,0,1,13,target_visible_diagonal,0.13846976272226763,1961.3463567039066,4566.538302649104,0.008402341474696932,0.005506604960368425
selection,p01_seed202608101,ffn,0,1,14,reuse,10.754278466711892,1709.549997756536,4551.342403162154,0.07931397854371953,0.048609469814927864
selection,p01_seed202608101,ffn,0,1,14,ar2,0.7494848244747767,1709.549997756536,4551.342403162154,0.020938256631686802,0.012832511650568144
selection,p01_seed202608101,ffn,0,1,14,diagonal,0.6950809283246823,1709.549997756536,4551.342403162154,0.020164004368553475,0.012357992622460465
selection,p01_seed202608101,ffn,0,1,14,target_visible_diagonal,0.18764421549014232,1709.549997756536,4551.342403162154,0.010476752565676938,0.00642092852925063
selection,p01_seed202608101,ffn,0,1,15,reuse,14.412096817132412,1443.661204342982,4539.732514856863,0.09991505748518957,0.05634410090903482
selection,p01_seed202608101,ffn,0,1,15,ar2,0.9726821727252846,1443.661204342982,4539.732514856863,0.025956900671432134,0.014637615866194694
selection,p01_seed202608101,ffn,0,1,15,diagonal,1.214396073029536,1443.661204342982,4539.732514856863,0.02900330797332267,0.016355545923465435
selection,p01_seed202608101,ffn,0,1,15,target_visible_diagonal,0.3553860449232654,1443.661204342982,4539.732514856863,0.0156898048624591,0.008847795023733037
selection,p01_seed202608101,ffn,0,1,16,reuse,25.76959693660767,1129.8475242396316,4503.297202332469,0.15102327842726884,0.07564644234558227
selection,p01_seed202608101,ffn,0,1,16,ar2,1.3289309143018695,1129.8475242396316,4503.297202332469,0.03429582725547978,0.01717852602719861
selection,p01_seed202608101,ffn,0,1,16,diagonal,1.2685771651167086,1129.8475242396316,4503.297202332469,0.033508001458777935,0.016783909916826795
selection,p01_seed202608101,ffn,0,1,16,target_visible_diagonal,0.4474530377048759,1129.8475242396316,4503.297202332469,0.01990049189181365,0.009968009092504197
selection,p01_seed202608101,ffn,0,1,17,reuse,36.988693479151706,816.1743032611962,4392.004424661995,0.2128840074860899,0.09177050280815029
selection,p01_seed202608101,ffn,0,1,17,ar2,0.9788910290991357,816.1743032611962,4392.004424661995,0.034631851906441205,0.014929174343165133
selection,p01_seed202608101,ffn,0,1,17,diagonal,2.3207315422233186,816.1743032611962,4392.004424661995,0.05332378809802945,0.022986935013007838
selection,p01_seed202608101,ffn,0,1,17,target_visible_diagonal,0.3722812195984776,816.1743032611962,4392.004424661995,0.021357189711316473,0.009206703977068983
selection,p01_seed202608101,ffn,0,1,18,reuse,63.420699399828905,521.9141147708635,4306.956063512014,0.34859085732675316,0.12134734895083506
selection,p01_seed202608101,ffn,0,1,18,ar2,2.082453956101035,521.9141147708635,4306.956063512014,0.06316669913114799,0.02198884830291145
selection,p01_seed202608101,ffn,0,1,18,diagonal,4.0618368555937385,521.9141147708635,4306.956063512014,0.08821891596549332,0.03070973135045424
selection,p01_seed202608101,ffn,0,1,18,target_visible_diagonal,0.7443843235590795,521.9141147708635,4306.956063512014,0.0377658347210716,0.013146598162274079
selection,p01_seed202608101,ffn,0,1,19,reuse,127.36334525381488,317.82618102839956,4177.64339135302,0.6330345212016393,0.17460494775128352
selection,p01_seed202608101,ffn,0,1,19,ar2,5.064094733509036,317.82618102839956,4177.64339135302,0.12622810893417333,0.03481650941145797
selection,p01_seed202608101,ffn,0,1,19,diagonal,10.285502675722597,317.82618102839956,4177.64339135302,0.17989451671418355,0.0496188938195636
selection,p01_seed202608101,ffn,0,1,19,target_visible_diagonal,1.8253435321390832,317.82618102839956,4177.64339135302,0.0757839906833604,0.02090290385512334
selection,p01_seed202608101,ffn,1,0,2,reuse,11.370629578118972,186.0321414371948,4346.818769612233,0.24722834590864295,0.051145389343633066
selection,p01_seed202608101,ffn,1,0,2,ar2,10.378577659019633,186.0321414371948,4346.818769612233,0.23619729901020098,0.04886334038838433
selection,p01_seed202608101,ffn,1,0,2,diagonal,14.981500246388961,186.0321414371948,4346.818769612233,0.28378122573776743,0.05870727009650772
selection,p01_seed202608101,ffn,1,0,2,target_visible_diagonal,2.0274400843999496,186.0321414371948,4346.818769612233,0.10439507765398015,0.021596742366041786
selection,p01_seed202608101,ffn,1,0,3,reuse,4.370212824954326,197.5258926031085,4305.716279360873,0.14874393862503607,0.0318587395180638
selection,p01_seed202608101,ffn,1,0,3,ar2,7.271029004516162,197.5258926031085,4305.716279360873,0.19186065466360552,0.04109369885721298
selection,p01_seed202608101,ffn,1,0,3,diagonal,6.127095484280281,197.5258926031085,4305.716279360873,0.17612268906091538,0.03772286068178792
selection,p01_seed202608101,ffn,1,0,3,target_visible_diagonal,1.025899184291231,197.5258926031085,4305.716279360873,0.07206764419818294,0.015435817589705539
selection,p01_seed202608101,ffn,1,0,4,reuse,2.073236329672648,203.02203493990842,4251.295581653714,0.10105383902653442,0.02208328892400852
selection,p01_seed202608101,ffn,1,0,4,ar2,1.7886354768670167,203.02203493990842,4251.295581653714,0.09386189802345155,0.0205116345205197
selection,p01_seed202608101,ffn,1,0,4,diagonal,1.4965141718278587,203.02203493990842,4251.295581653714,0.0858556397520892,0.018762027416921165
selection,p01_seed202608101,ffn,1,0,4,target_visible_diagonal,0.2504625814112302,203.02203493990842,4251.295581653714,0.03512366593892789,0.007675572451988041
selection,p01_seed202608101,ffn,1,0,5,reuse,1.4093757138607872,206.61077941251938,4198.590121710935,0.08259179478005314,0.01832152636763758
selection,p01_seed202608101,ffn,1,0,5,ar2,0.5747741636108532,206.61077941251938,4198.590121710935,0.05274388685018471,0.011700296817992584
selection,p01_seed202608101,ffn,1,0,5,diagonal,0.6895081307156321,206.61077941251938,4198.590121710935,0.05776878159004397,0.012814980688419495
selection,p01_seed202608101,ffn,1,0,5,target_visible_diagonal,0.1646786273375892,206.61077941251938,4198.590121710935,0.02823203157989077,0.006262776010382429
selection,p01_seed202608101,ffn,1,0,6,reuse,1.7197228567600407,213.12377778267506,4124.056249458634,0.08982832029606136,0.020420526801550244
selection,p01_seed202608101,ffn,1,0,6,ar2,0.9022566909611986,213.12377778267506,4124.056249458634,0.06506524999987563,0.014791178072716167
selection,p01_seed202608101,ffn,1,0,6,diagonal,0.8947868616365686,213.12377778267506,4124.056249458634,0.06479535094432497,0.014729822356841482
selection,p01_seed202608101,ffn,1,0,6,target_visible_diagonal,0.4478506713556384,213.12377778267506,4124.056249458634,0.045840638896600346,0.01042087831658206
selection,p01_seed202608101,ffn,1,0,7,reuse,1.2181732761340678,214.15928399671913,4092.3930597458966,0.07541992233299749,0.01725304933549966
selection,p01_seed202608101,ffn,1,0,7,ar2,0.9327521702876435,214.15928399671913,4092.3930597458966,0.06599555432023013,0.015097132420572791
selection,p01_seed202608101,ffn,1,0,7,diagonal,0.4699536881507929,214.15928399671913,4092.3930597458966,0.04684455071829743,0.01071615190842613
selection,p01_seed202608101,ffn,1,0,7,target_visible_diagonal,0.14537002012790468,214.15928399671913,4092.3930597458966,0.026053673850682916,0.00596003425105867
selection,p01_seed202608101,ffn,1,0,8,reuse,0.9133571328682919,214.5024594971801,4076.1347146340995,0.06525355460186831,0.014969112349380437
selection,p01_seed202608101,ffn,1,0,8,ar2,0.1978942942075414,214.5024594971801,4076.1347146340995,0.03037389576229251,0.00696774698218676
selection,p01_seed202608101,ffn,1,0,8,diagonal,0.25844344096781835,214.5024594971801,4076.1347146340995,0.034710959531717704,0.00796266588318858
selection,p01_seed202608101,ffn,1,0,8,target_visible_diagonal,0.10117323654115642,214.5024594971801,4076.1347146340995,0.021717842715823745,0.004982055454033935
selection,p01_seed202608101,ffn,1,0,9,reuse,1.039493245910683,210.3172346339128,4040.5724149424495,0.07030292662266041,0.016039446919510314
selection,p01_seed202608101,ffn,1,0,9,ar2,0.2794354411726535,210.3172346339128,4040.5724149424495,0.03645048508571249,0.00831609221420722
selection,p01_seed202608101,ffn,1,0,9,diagonal,0.28420958910263006,210.3172346339128,4040.5724149424495,0.03676054419585034,0.00838683146899898
selection,p01_seed202608101,ffn,1,0,9,target_visible_diagonal,0.07412962899948959,210.3172346339128,4040.5724149424495,0.018774072121580873,0.004283260281231227
selection,p01_seed202608101,ffn,1,0,10,reuse,1.0720679238489932,208.56850933896186,3992.8036048764043,0.07169465553653487,0.016385970799900253
selection,p01_seed202608101,ffn,1,0,10,ar2,0.22854443043179154,208.56850933896186,3992.8036048764043,0.03310251205965367,0.007565651748426646
selection,p01_seed202608101,ffn,1,0,10,diagonal,0.2803545223558201,208.56850933896186,3992.8036048764043,0.0366631195041891,0.008379436390802582
selection,p01_seed202608101,ffn,1,0,10,target_visible_diagonal,0.08995471681427715,208.56850933896186,3992.8036048764043,0.020767661753417044,0.004746494651896116
selection,p01_seed202608101,ffn,1,0,11,reuse,0.9697973234607744,203.93704669268422,3917.127529426012,0.06895923384057069,0.015734633627846804
selection,p01_seed202608101,ffn,1,0,11,ar2,0.48724221076699115,203.93704669268422,3917.127529426012,0.04887923380780364,0.011152920256535272
selection,p01_seed202608101,ffn,1,0,11,diagonal,0.5197724252257567,203.93704669268422,3917.127529426012,0.050484557613975356,0.01151921176729321
selection,p01_seed202608101,ffn,1,0,11,target_visible_diagonal,0.1599925083108053,203.93704669268422,3917.127529426012,0.02800926810746174,0.006390958067688956
selection,p01_seed202608101,ffn,1,0,12,reuse,1.1425911524832557,197.87095974077678,3854.553233557963,0.0759896419666227,0.01721703667031017
selection,p01_seed202608101,ffn,1,0,12,ar2,0.49580068219632,197.87095974077678,3854.553233557963,0.05005673626380097,0.011341396558078948
selection,p01_seed202608101,ffn,1,0,12,diagonal,0.4086582323660386,197.87095974077678,3854.553233557963,0.04544531268813959,0.010296582465661354
selection,p01_seed202608101,ffn,1,0,12,target_visible_diagonal,0.1417656617618981,197.87095974077678,3854.553233557963,0.026766679244120913,0.006064548880107609
selection,p01_seed202608101,ffn,1,0,13,reuse,1.369847724681339,192.29807326739595,3735.3753571890993,0.08440121137746041,0.01915001073117435
selection,p01_seed202608101,ffn,1,0,13,ar2,0.350124316799857,192.29807326739595,3735.3753571890993,0.04267010099409871,0.009681530378549769
selection,p01_seed202608101,ffn,1,0,13,diagonal,0.46503254083666345,192.29807326739595,3735.3753571890993,0.049176113844323625,0.011157696583579353
selection,p01_seed202608101,ffn,1,0,13,target_visible_diagonal,0.09463442986165832,192.29807326739595,3735.3753571890993,0.02218386014241455,0.00503335382102773
selection,p01_seed202608101,ffn,1,0,14,reuse,1.8761544176029878,183.6816878830329,3634.661720156553,0.1010651347485577,0.022719684260401198
selection,p01_seed202608101,ffn,1,0,14,ar2,0.2616383823536237,183.6816878830329,3634.661720156553,0.03774138182085141,0.00848435299328809
selection,p01_seed202608101,ffn,1,0,14,diagonal,0.3974734652529671,183.6816878830329,3634.661720156553,0.04651801129202208,0.010457360311307572
