split,sample_id,target,block,branch,target_step,method,error_sq,target_sq,block_output_sq,target_relative_l2,block_output_relative_l2
selection,p01_seed202608101,whole_block,10,0,7,reuse,5.566184383966174,468.5371369715176,8005.706331676163,0.10899505241394455,0.026368107872375552
selection,p01_seed202608101,whole_block,10,0,7,ar2,3.251047860528846,468.5371369715176,8005.706331676163,0.08329897775977281,0.02015170764711972
selection,p01_seed202608101,whole_block,10,0,7,diagonal,7.246640700899096,468.5371369715176,8005.706331676163,0.12436447897549527,0.030086283042129174
selection,p01_seed202608101,whole_block,10,0,7,target_visible_diagonal,1.7621472047627045,468.5371369715176,8005.706331676163,0.061326627571164936,0.014836151691584433
selection,p01_seed202608101,whole_block,10,0,8,reuse,7.020827922890021,467.26538075856297,7732.1828911845805,0.12257795214972692,0.030133050917110688
selection,p01_seed202608101,whole_block,10,0,8,ar2,4.551972994219683,467.26538075856297,7732.1828911845805,0.09870020064487124,0.024263239182916733
selection,p01_seed202608101,whole_block,10,0,8,diagonal,7.775925526206023,467.26538075856297,7732.1828911845805,0.12900134647979453,0.0317120989026096
selection,p01_seed202608101,whole_block,10,0,8,target_visible_diagonal,2.3998978700827753,467.26538075856297,7732.1828911845805,0.07166623301105145,0.017617542229141765
selection,p01_seed202608101,whole_block,10,0,9,reuse,3.5318001177111,459.90281550482905,7602.715309889885,0.08763246421802097,0.021553296045545744
selection,p01_seed202608101,whole_block,10,0,9,ar2,2.7177488715169273,459.90281550482905,7602.715309889885,0.07687261022652507,0.018906898725157856
selection,p01_seed202608101,whole_block,10,0,9,diagonal,4.128422110843632,459.90281550482905,7602.715309889885,0.09474559195372412,0.02330277723685367
selection,p01_seed202608101,whole_block,10,0,9,target_visible_diagonal,1.1281852629744322,459.90281550482905,7602.715309889885,0.04952872828550203,0.012181642420107771
selection,p01_seed202608101,whole_block,10,0,10,reuse,3.1076244840805884,464.45547048836306,7404.128366374949,0.0817979135293898,0.020486949525514147
selection,p01_seed202608101,whole_block,10,0,10,ar2,1.872094858730667,464.45547048836306,7404.128366374949,0.06348803477947179,0.01590109219025245
selection,p01_seed202608101,whole_block,10,0,10,diagonal,2.9409645661666906,464.45547048836306,7404.128366374949,0.07957430510297872,0.0199300287969674
selection,p01_seed202608101,whole_block,10,0,10,target_visible_diagonal,0.8558745005999109,464.45547048836306,7404.128366374949,0.042927243558927325,0.010751475607568067
selection,p01_seed202608101,whole_block,10,0,11,reuse,3.3356416945025558,452.2008446788532,7188.269894452591,0.08588632345577447,0.021541577780846283
selection,p01_seed202608101,whole_block,10,0,11,ar2,1.7447076214441042,452.2008446788532,7188.269894452591,0.06211487913345195,0.015579343094015725
selection,p01_seed202608101,whole_block,10,0,11,diagonal,2.985012242997953,452.2008446788532,7188.269894452591,0.08124700745972001,0.02037796776288582
selection,p01_seed202608101,whole_block,10,0,11,target_visible_diagonal,0.9038938798612102,452.2008446788532,7188.269894452591,0.04470880256338842,0.01121363808760146
selection,p01_seed202608101,whole_block,10,0,12,reuse,3.9353203459759243,446.86424546223134,6978.237808456237,0.09384307754105899,0.02374745988388036
selection,p01_seed202608101,whole_block,10,0,12,ar2,2.036995052873501,446.86424546223134,6978.237808456237,0.06751607446542669,0.01708528014954854
selection,p01_seed202608101,whole_block,10,0,12,diagonal,3.0454881969358256,446.86424546223134,6978.237808456237,0.08255448200401296,0.02089082435267604
selection,p01_seed202608101,whole_block,10,0,12,target_visible_diagonal,0.9175562919826159,446.86424546223134,6978.237808456237,0.04531359880516054,0.011466832695773244
selection,p01_seed202608101,whole_block,10,0,13,reuse,4.880808113201056,442.4001694240724,6758.487528138212,0.10503601212307911,0.026873306694920225
selection,p01_seed202608101,whole_block,10,0,13,ar2,2.5343124517107958,442.4001694240724,6758.487528138212,0.07568719952934772,0.019364456863122555
selection,p01_seed202608101,whole_block,10,0,13,diagonal,4.209481476430765,442.4001694240724,6758.487528138212,0.09754536970491119,0.024956837029168562
selection,p01_seed202608101,whole_block,10,0,13,target_visible_diagonal,1.2771929732829088,442.4001694240724,6758.487528138212,0.05373046733199772,0.01374685975113198
selection,p01_seed202608101,whole_block,10,0,14,reuse,5.173719046753831,434.52129310258897,6550.921624983952,0.10911787226769264,0.028102840516336044
selection,p01_seed202608101,whole_block,10,0,14,ar2,2.44821383201053,434.52129310258897,6550.921624983952,0.07506182891805874,0.01933185245560609
selection,p01_seed202608101,whole_block,10,0,14,diagonal,4.6190045518354825,434.52129310258897,6550.921624983952,0.10310237356103287,0.026553574596223907
selection,p01_seed202608101,whole_block,10,0,14,target_visible_diagonal,1.1962952111225513,434.52129310258897,6550.921624983952,0.05247031246463866,0.013513504180310571
selection,p01_seed202608101,whole_block,10,0,15,reuse,6.534451304880349,427.07926329283873,6329.828841364244,0.12369448037360793,0.03212984123382552
selection,p01_seed202608101,whole_block,10,0,15,ar2,3.69977051487991,427.07926329283873,6329.828841364244,0.09307502274965818,0.024176387618499433
selection,p01_seed202608101,whole_block,10,0,15,diagonal,5.490083438317953,427.07926329283873,6329.828841364244,0.11337968080695318,0.02945055537212541
selection,p01_seed202608101,whole_block,10,0,15,target_visible_diagonal,1.7603943170103187,427.07926329283873,6329.828841364244,0.06420232215477696,0.016676656965172343
selection,p01_seed202608101,whole_block,10,0,16,reuse,7.385656668633601,416.75542504288023,6093.265385557723,0.13312325456083204,0.034815249404074655
selection,p01_seed202608101,whole_block,10,0,16,ar2,2.8052397488825687,416.75542504288023,6093.265385557723,0.08204353435132454,0.021456552574951385
selection,p01_seed202608101,whole_block,10,0,16,diagonal,5.461695097618287,416.75542504288023,6093.265385557723,0.11447827980418454,0.029939095734103093
selection,p01_seed202608101,whole_block,10,0,16,target_visible_diagonal,1.3226059553518223,416.75542504288023,6093.265385557723,0.056334521005130526,0.014732966117174253
selection,p01_seed202608101,whole_block,10,0,17,reuse,11.937631563123432,410.83252656007244,5724.0312142078765,0.17046164503372033,0.0456675895195817
selection,p01_seed202608101,whole_block,10,0,17,ar2,5.100643691092396,410.83252656007244,5724.0312142078765,0.11142434329118615,0.029851179547776007
selection,p01_seed202608101,whole_block,10,0,17,diagonal,9.58739443998336,410.83252656007244,5724.0312142078765,0.15276289759540485,0.04092600009714094
selection,p01_seed202608101,whole_block,10,0,17,target_visible_diagonal,2.4163878357354704,410.83252656007244,5724.0312142078765,0.07669214950272547,0.020546238434880956
selection,p01_seed202608101,whole_block,10,0,18,reuse,13.595036158658331,379.23184846733056,5394.855595531,0.18933799858436234,0.05019960169897957
selection,p01_seed202608101,whole_block,10,0,18,ar2,10.864536354037021,379.23184846733056,5394.855595531,0.16925955598916925,0.044876159872454614
selection,p01_seed202608101,whole_block,10,0,18,diagonal,19.938207607996205,379.23184846733056,5394.855595531,0.2292929255201061,0.06079293971397126
selection,p01_seed202608101,whole_block,10,0,18,target_visible_diagonal,4.378172463732828,379.23184846733056,5394.855595531,0.1074469349224959,0.028487643141966505
selection,p01_seed202608101,whole_block,10,0,19,reuse,45.95923013493302,320.025146270651,4849.4260604353185,0.3789608276511366,0.09735117587490699
selection,p01_seed202608101,whole_block,10,0,19,ar2,30.888992778994762,320.025146270651,4849.4260604353185,0.3106775139108003,0.07980988822663204
selection,p01_seed202608101,whole_block,10,0,19,diagonal,84.1603982813118,320.025146270651,4849.4260604353185,0.512816320980569,0.13173728842829222
selection,p01_seed202608101,whole_block,10,0,19,target_visible_diagonal,12.767147757822586,320.025146270651,4849.4260604353185,0.1997353293065866,0.05130997125026903
selection,p01_seed202608101,whole_block,10,1,2,reuse,76.84828834762811,379.7093864640083,9381.28546359795,0.4498745579064707,0.09050778233959098
selection,p01_seed202608101,whole_block,10,1,2,ar2,74.40167611444681,379.7093864640083,9381.28546359795,0.442655325152648,0.08905538469838525
selection,p01_seed202608101,whole_block,10,1,2,diagonal,191.34383155354064,379.7093864640083,9381.28546359795,0.7098744849121825,0.1428157343857141
selection,p01_seed202608101,whole_block,10,1,2,target_visible_diagonal,27.201511212989608,379.7093864640083,9381.28546359795,0.26765221985488236,0.0538474746606372
selection,p01_seed202608101,whole_block,10,1,3,reuse,27.715864201025397,392.7118606976328,9157.252351961331,0.2656606331446483,0.05501506382622001
selection,p01_seed202608101,whole_block,10,1,3,ar2,27.113194069846692,392.7118606976328,9157.252351961331,0.2627564177241678,0.05441363637785648
selection,p01_seed202608101,whole_block,10,1,3,diagonal,67.42810758615934,392.7118606976328,9157.252351961331,0.41436539272258344,0.08580999848629202
selection,p01_seed202608101,whole_block,10,1,3,target_visible_diagonal,10.626507250293027,392.7118606976328,9157.252351961331,0.16449710623013894,0.03406533625760085
selection,p01_seed202608101,whole_block,10,1,4,reuse,14.613360921783169,416.9918344938342,8760.90758031269,0.18720234298041402,0.04084138918835707
selection,p01_seed202608101,whole_block,10,1,4,ar2,19.00247631280675,416.9918344938342,8760.90758031269,0.21347219935940145,0.04657260713795679
selection,p01_seed202608101,whole_block,10,1,4,diagonal,67.95355025578604,416.9918344938342,8760.90758031269,0.40368471004766787,0.08807071583591683
selection,p01_seed202608101,whole_block,10,1,4,target_visible_diagonal,5.044111378255814,416.9918344938342,8760.90758031269,0.10998375890247916,0.02399483590974364
selection,p01_seed202608101,whole_block,10,1,5,reuse,7.123084186430788,422.2722500209493,8512.591108442866,0.12987865049714467,0.028926983779044853
selection,p01_seed202608101,whole_block,10,1,5,ar2,8.406921366901837,422.2722500209493,8512.591108442866,0.1410984430276933,0.03142589145396379
selection,p01_seed202608101,whole_block,10,1,5,diagonal,17.44054366129737,422.2722500209493,8512.591108442866,0.20322809124672583,0.04526360318988321
selection,p01_seed202608101,whole_block,10,1,5,target_visible_diagonal,2.559123299928415,422.2722500209493,8512.591108442866,0.07784833605290084,0.01733862760051855
selection,p01_seed202608101,whole_block,10,1,6,reuse,6.269101396683254,428.4937415420427,8272.684624223795,0.12095683253053396,0.027528301296443965
selection,p01_seed202608101,whole_block,10,1,6,ar2,8.432385279410505,428.4937415420427,8272.684624223795,0.14028233275493107,0.03192654967772001
selection,p01_seed202608101,whole_block,10,1,6,diagonal,21.292360354730864,428.4937415420427,8272.684624223795,0.2229151894070549,0.05073278101923022
selection,p01_seed202608101,whole_block,10,1,6,target_visible_diagonal,2.559013279192045,428.4937415420427,8272.684624223795,0.07727945100881028,0.01758786144517535
selection,p01_seed202608101,whole_block,10,1,7,reuse,7.175853098218795,426.18974668346345,8044.275623514201,0.12975833704949408,0.029867116668627017
selection,p01_seed202608101,whole_block,10,1,7,ar2,5.810756308306612,426.18974668346345,8044.275623514201,0.11676557776307056,0.026876509157165294
selection,p01_seed202608101,whole_block,10,1,7,diagonal,12.09002101128602,426.18974668346345,8044.275623514201,0.16842712258528086,0.03876770182787527
selection,p01_seed202608101,whole_block,10,1,7,target_visible_diagonal,2.1304188840686162,426.18974668346345,8044.275623514201,0.07070188665047407,0.016273802094706986
selection,p01_seed202608101,whole_block,10,1,8,reuse,9.173478415003046,420.3808721920941,7746.852707980666,0.14772212562899537,0.03441156088223877
selection,p01_seed202608101,whole_block,10,1,8,ar2,6.174109052442004,420.3808721920941,7746.852707980666,0.12118969000861872,0.028230885375322957
selection,p01_seed202608101,whole_block,10,1,8,diagonal,11.112706169992073,420.3808721920941,7746.852707980666,0.16258798255491147,0.037874531229399835
selection,p01_seed202608101,whole_block,10,1,8,target_visible_diagonal,2.6614988427841286,420.3808721920941,7746.852707980666,0.07956859095179557,0.018535337209595548
selection,p01_seed202608101,whole_block,10,1,9,reuse,4.060163693909999,416.14247336116387,7555.406895793625,0.0987758440951984,0.023181569832509238
selection,p01_seed202608101,whole_block,10,1,9,ar2,3.1026041919062486,416.14247336116387,7555.406895793625,0.08634598843851606,0.020264423747321812
selection,p01_seed202608101,whole_block,10,1,9,diagonal,4.970317444714592,416.14247336116387,7555.406895793625,0.10928763844149145,0.025648568691751725
selection,p01_seed202608101,whole_block,10,1,9,target_visible_diagonal,1.2319952535688505,416.14247336116387,7555.406895793625,0.054410597527958765,0.012769549860867703
selection,p01_seed202608101,whole_block,10,1,10,reuse,3.850135992503283,418.34957273699206,7349.162367130979,0.09593307600987591,0.02288859389197649
selection,p01_seed202608101,whole_block,10,1,10,ar2,2.023038013407907,418.34957273699206,7349.162367130979,0.0695396269880888,0.016591402545729248
selection,p01_seed202608101,whole_block,10,1,10,diagonal,3.531701668343631,418.34957273699206,7349.162367130979,0.09188028642254056,0.021921642149653538
selection,p01_seed202608101,whole_block,10,1,10,target_visible_diagonal,1.005751933621701,418.34957273699206,7349.162367130979,0.04903156701439997,0.011698401343498033
selection,p01_seed202608101,whole_block,10,1,11,reuse,3.601997566122236,418.1306288276828,7148.453366104703,0.09281447591381324,0.022447380246657395
selection,p01_seed202608101,whole_block,10,1,11,ar2,1.8403155963979096,418.1306288276828,7148.453366104703,0.06634224480976543,0.0160450143256156
selection,p01_seed202608101,whole_block,10,1,11,diagonal,3.0947125210697433,418.1306288276828,7148.453366104703,0.08603084037551036,0.02080674342913742
selection,p01_seed202608101,whole_block,10,1,11,target_visible_diagonal,0.8338666746479202,418.1306288276828,7148.453366104703,0.0446572852087968,0.010800460294535815
selection,p01_seed202608101,whole_block,10,1,12,reuse,3.2907157505542273,419.86422313848743,6973.966253974708,0.08853005827153834,0.021722272833663053
selection,p01_seed202608101,whole_block,10,1,12,ar2,1.581232566494657,419.86422313848743,6973.966253974708,0.06136820779766024,0.015057676218905986
selection,p01_seed202608101,whole_block,10,1,12,diagonal,3.070485335617508,419.86422313848743,6973.966253974708,0.08551633480433983,0.020982807338238825
selection,p01_seed202608101,whole_block,10,1,12,target_visible_diagonal,0.8485380131493716,419.86422313848743,6973.966253974708,0.04495533274513027,0.011030513503364238
selection,p01_seed202608101,whole_block,10,1,13,reuse,4.948372556653339,415.8815532401204,6727.385446574306,0.10908031066939981,0.027121146157300085
selection,p01_seed202608101,whole_block,10,1,13,ar2,2.892355713509632,415.8815532401204,6727.385446574306,0.08339519392892593,0.020734935842067394
selection,p01_seed202608101,whole_block,10,1,13,diagonal,4.345191212150029,415.8815532401204,6727.385446574306,0.10221617318492841,0.025414483654986775
selection,p01_seed202608101,whole_block,10,1,13,target_visible_diagonal,1.5414844843827635,415.8815532401204,6727.385446574306,0.06088141675338461,0.015137230467159313
selection,p01_seed202608101,whole_block,10,1,14,reuse,4.835558466686052,411.38906730951567,6552.283756579738,0.10841689028949379,0.027166079724375704
selection,p01_seed202608101,whole_block,10,1,14,ar2,2.0882743817375093,411.38906730951567,6552.283756579738,0.07124713535953862,0.01785243382412505
selection,p01_seed202608101,whole_block,10,1,14,diagonal,4.501556055161039,411.38906730951567,6552.283756579738,0.10460560562415819,0.02621108403325846
selection,p01_seed202608101,whole_block,10,1,14,target_visible_diagonal,0.9690893762574219,411.38906730951567,6552.283756579738,0.048535056915623855,0.012161455858734595
selection,p01_seed202608101,whole_block,10,1,15,reuse,7.046322496680659,406.53992173215374,6340.211835712427,0.13165266610545814,0.03333721944199051
selection,p01_seed202608101,whole_block,10,1,15,ar2,4.307419941564254,406.53992173215374,6340.211835712427,0.1029335633800088,0.026064939600969658
selection,p01_seed202608101,whole_block,10,1,15,diagonal,6.507976047857679,406.53992173215374,6340.211835712427,0.1265235513027288,0.03203841987506962
selection,p01_seed202608101,whole_block,10,1,15,target_visible_diagonal,2.0565973379335203,406.53992173215374,6340.211835712427,0.07112512375308455,0.018010374787974067
selection,p01_seed202608101,whole_block,10,1,16,reuse,6.636981083793216,401.42584882515075,6118.1508570828155,0.12858272422885753,0.03293632953883845
selection,p01_seed202608101,whole_block,10,1,16,ar2,2.4793697249250837,401.42584882515075,6118.1508570828155,0.07859012503468332,0.020130777848770477
selection,p01_seed202608101,whole_block,10,1,16,diagonal,6.446293107284188,401.42584882515075,6118.1508570828155,0.1267220987804484,0.03245973228765501
selection,p01_seed202608101,whole_block,10,1,16,target_visible_diagonal,1.234382902147564,401.42584882515075,6118.1508570828155,0.05545264697543623,0.014204137185125412
selection,p01_seed202608101,whole_block,10,1,17,reuse,11.474487624058384,398.6905934777169,5751.297760756599,0.16964796572456092,0.04466668527037659
selection,p01_seed202608101,whole_block,10,1,17,ar2,5.539988754836481,398.6905934777169,5751.297760756599,0.11787900109167157,0.03103641248664728
selection,p01_seed202608101,whole_block,10,1,17,diagonal,9.048536381752344,398.6905934777169,5751.297760756599,0.15065070689252227,0.03966488888792988
selection,p01_seed202608101,whole_block,10,1,17,target_visible_diagonal,3.0061963183076834,398.6905934777169,5751.297760756599,0.08683417344139088,0.022862606570344352
selection,p01_seed202608101,whole_block,10,1,18,reuse,11.676729340455495,373.9957816837996,5400.429464397152,0.17669621838195473,0.04649930457233475
selection,p01_seed202608101,whole_block,10,1,18,ar2,9.386030414350152,373.9957816837996,5400.429464397152,0.15841913100718996,0.0416895137329109
selection,p01_seed202608101,whole_block,10,1,18,diagonal,16.11613221752906,373.9957816837996,5400.429464397152,0.20758552127283236,0.05462812088941732
selection,p01_seed202608101,whole_block,10,1,18,target_visible_diagonal,4.184513749084608,373.9957816837996,5400.429464397152,0.10577648903288138,0.0278360975983088
selection,p01_seed202608101,whole_block,10,1,19,reuse,45.147256360185565,310.6961520680343,4827.451203353237,0.3811954815870271,0.09670673817721837
selection,p01_seed202608101,whole_block,10,1,19,ar2,29.02537563209799,310.6961520680343,4827.451203353237,0.3056475979955405,0.07754074657651021
selection,p01_seed202608101,whole_block,10,1,19,diagonal,45.545799922863864,310.6961520680343,4827.451203353237,0.3828743122516024,0.09713264626208612
selection,p01_seed202608101,whole_block,10,1,19,target_visible_diagonal,12.87108714538786,310.6961520680343,4827.451203353237,0.20353527020813916,0.051635533569025845
selection,p01_seed202608101,whole_block,11,0,2,reuse,78.9230434527999,585.1506623669411,11118.039592025627,0.3672552912764071,0.08425347147058757
selection,p01_seed202608101,whole_block,11,0,2,ar2,75.61191162913471,585.1506623669411,11118.039592025627,0.35946884691217657,0.08246715284242309
selection,p01_seed202608101,whole_block,11,0,2,diagonal,170.8213599549985,585.1506623669411,11118.039592025627,0.5403028234809217,0.1239529820398592
selection,p01_seed202608101,whole_block,11,0,2,target_visible_diagonal,29.42082455726385,585.1506623669411,11118.039592025627,0.22422992395153934,0.05144146306195559
selection,p01_seed202608101,whole_block,11,0,3,reuse,26.778905182597555,558.3513747624102,10742.234278591262,0.218999243112978,0.04992856669620972
selection,p01_seed202608101,whole_block,11,0,3,ar2,25.651152997007088,558.3513747624102,10742.234278591262,0.21433823524692852,0.04886592630164199
selection,p01_seed202608101,whole_block,11,0,3,diagonal,51.18109950531616,558.3513747624102,10742.234278591262,0.3027617527753528,0.06902517173864038
selection,p01_seed202608101,whole_block,11,0,3,target_visible_diagonal,9.461681345400038,558.3513747624102,10742.234278591262,0.13017583254554724,0.029678151600423593
selection,p01_seed202608101,whole_block,11,0,4,reuse,16.315719103383344,529.9244643323036,10220.387667562652,0.17546727240512425,0.039954842703693844
selection,p01_seed202608101,whole_block,11,0,4,ar2,23.15113398223841,529.9244643323036,10220.387667562652,0.20901581575584532,0.047594026661721626
selection,p01_seed202608101,whole_block,11,0,4,diagonal,55.56795462208316,529.9244643323036,10220.387667562652,0.3238211575561424,0.07373582114168596
selection,p01_seed202608101,whole_block,11,0,4,target_visible_diagonal,5.459931177718399,529.9244643323036,10220.387667562652,0.10150480459606377,0.023113190543825143
selection,p01_seed202608101,whole_block,11,0,5,reuse,10.900355738747749,509.78361803715234,9688.784165239093,0.14622694211943965,0.033541748260879634
selection,p01_seed202608101,whole_block,11,0,5,ar2,11.42977548079785,509.78361803715234,9688.784165239093,0.1497358913157918,0.034346636121477335
selection,p01_seed202608101,whole_block,11,0,5,diagonal,23.092757509863667,509.78361803715234,9688.784165239093,0.2128359371185389,0.048820616229992155
selection,p01_seed202608101,whole_block,11,0,5,target_visible_diagonal,3.259915401378179,509.78361803715234,9688.784165239093,0.07996689388528706,0.018342922207276287
selection,p01_seed202608101,whole_block,11,0,6,reuse,6.463178799574962,503.7310004409519,9363.456231062068,0.11327230700711677,0.02627271730972315
selection,p01_seed202608101,whole_block,11,0,6,ar2,4.925015517540787,503.7310004409519,9363.456231062068,0.09887909028993826,0.02293431162187701
selection,p01_seed202608101,whole_block,11,0,6,diagonal,8.357183349338866,503.7310004409519,9363.456231062068,0.1288043782898147,0.029875272328039788
selection,p01_seed202608101,whole_block,11,0,6,target_visible_diagonal,2.228383276743353,503.7310004409519,9363.456231062068,0.0665113259433385,0.015426835654494072
selection,p01_seed202608101,whole_block,11,0,7,reuse,6.823096768828691,509.6286105891486,8996.197704573875,0.11570812729215368,0.02753983093321519
selection,p01_seed202608101,whole_block,11,0,7,ar2,4.397595919342991,509.6286105891486,8996.197704573875,0.0928925232467137,0.022109461496294867
selection,p01_seed202608101,whole_block,11,0,7,diagonal,9.063987731867508,509.6286105891486,8996.197704573875,0.13336220081774852,0.03174169826574785
selection,p01_seed202608101,whole_block,11,0,7,target_visible_diagonal,1.8205603566247908,509.6286105891486,8996.197704573875,0.059768951892567125,0.01422568032771532
selection,p01_seed202608101,whole_block,11,0,8,reuse,7.386968447215622,512.6681445073482,8653.16582701054,0.120036951017704,0.02921767195905862
selection,p01_seed202608101,whole_block,11,0,8,ar2,5.168202980293185,512.6681445073482,8653.16582701054,0.10040413864774965,0.02443893452366282
selection,p01_seed202608101,whole_block,11,0,8,diagonal,9.191759279425657,512.6681445073482,8653.16582701054,0.13390017813224767,0.03259205975125541
selection,p01_seed202608101,whole_block,11,0,8,target_visible_diagonal,2.1941978114470997,512.6681445073482,8653.16582701054,0.06542138324433383,0.015923934243038902
selection,p01_seed202608101,whole_block,11,0,9,reuse,5.611842166079441,499.0354318086902,8347.470486941282,0.1060442275674709,0.025928373722576545
selection,p01_seed202608101,whole_block,11,0,9,ar2,3.3421793711505434,499.0354318086902,8347.470486941282,0.08183690308362107,0.020009555033067138
selection,p01_seed202608101,whole_block,11,0,9,diagonal,5.386161392990747,499.0354318086902,8347.470486941282,0.10389005839446155,0.025401667982333374
selection,p01_seed202608101,whole_block,11,0,9,target_visible_diagonal,1.593319787788465,499.0354318086902,8347.470486941282,0.05650485749151265,0.013815736092270641
selection,p01_seed202608101,whole_block,11,0,10,reuse,3.728384256217396,499.0412211021903,8058.39463514043,0.08643549484123894,0.021509784869408903
selection,p01_seed202608101,whole_block,11,0,10,ar2,2.0663399500116477,499.0412211021903,8058.39463514043,0.06434764780282826,0.01601314441056411
selection,p01_seed202608101,whole_block,11,0,10,diagonal,3.452336515539865,499.0412211021903,8058.39463514043,0.08317414609197883,0.020698186461722907
selection,p01_seed202608101,whole_block,11,0,10,target_visible_diagonal,0.8690489108842884,499.0412211021903,8058.39463514043,0.04173052992844883,0.01038479299385125
selection,p01_seed202608101,whole_block,11,0,11,reuse,4.100405952674919,497.7369061068748,7794.234051479027,0.09076397462004189,0.022936476698877165
selection,p01_seed202608101,whole_block,11,0,11,ar2,2.472792092339969,497.7369061068748,7794.234051479027,0.07048454160434264,0.017811770065235346
selection,p01_seed202608101,whole_block,11,0,11,diagonal,4.297737165406133,497.7369061068748,7794.234051479027,0.09292231138162775,0.023481898393417112
selection,p01_seed202608101,whole_block,11,0,11,target_visible_diagonal,1.3762000687155838,497.7369061068748,7794.234051479027,0.052582455823183855,0.013287830086849028
selection,p01_seed202608101,whole_block,11,0,12,reuse,3.8968200142262504,493.79821025725687,7555.1647468796,0.08883424544211355,0.022710840336495626
selection,p01_seed202608101,whole_block,11,0,12,ar2,1.983732742291843,493.79821025725687,7555.1647468796,0.06338212929464442,0.016203902126188236
selection,p01_seed202608101,whole_block,11,0,12,diagonal,3.579167424516224,493.79821025725687,7555.1647468796,0.08513659000139844,0.02176551950987616
selection,p01_seed202608101,whole_block,11,0,12,target_visible_diagonal,0.9432333093067873,493.79821025725687,7555.1647468796,0.04370537075658293,0.011173457850181118
selection,p01_seed202608101,whole_block,11,0,13,reuse,6.397685359639581,495.14730888872873,7295.614994538249,0.11366957265557405,0.029612868980196837
selection,p01_seed202608101,whole_block,11,0,13,ar2,4.178067584248203,495.14730888872873,7295.614994538249,0.09185874737718216,0.02393077573193554
selection,p01_seed202608101,whole_block,11,0,13,diagonal,7.6593414318652995,495.14730888872873,7295.614994538249,0.12437368536940561,0.03240147352878981
selection,p01_seed202608101,whole_block,11,0,13,target_visible_diagonal,2.4141037175968725,495.14730888872873,7295.614994538249,0.06982496889573037,0.018190599358729864
selection,p01_seed202608101,whole_block,11,0,14,reuse,6.943979388976004,488.739479621232,7018.894080579281,0.11919704816070166,0.0314535643458211
selection,p01_seed202608101,whole_block,11,0,14,ar2,2.739625819390593,488.739479621232,7018.894080579281,0.07486984158614579,0.019756557869758294
selection,p01_seed202608101,whole_block,11,0,14,diagonal,6.954857351577786,488.739479621232,7018.894080579281,0.11929037459194912,0.03147819120492293
selection,p01_seed202608101,whole_block,11,0,14,target_visible_diagonal,1.546440787165423,488.739479621232,7018.894080579281,0.05625070070844162,0.014843362830974973
selection,p01_seed202608101,whole_block,11,0,15,reuse,8.71882366790669,489.1788175245747,6804.845667940332,0.13350426058669632,0.03579478904290382
selection,p01_seed202608101,whole_block,11,0,15,ar2,4.777588091923397,489.1788175245747,6804.845667940332,0.09882584361520573,0.02649690885255387
selection,p01_seed202608101,whole_block,11,0,15,diagonal,7.799230630745497,489.1788175245747,6804.845667940332,0.12626763903635735,0.033854526307921656
selection,p01_seed202608101,whole_block,11,0,15,target_visible_diagonal,2.2732195261911303,489.1788175245747,6804.845667940332,0.06816899125223119,0.018277279319910533
selection,p01_seed202608101,whole_block,11,0,16,reuse,11.057372982206289,474.99046854727203,6495.886378947413,0.1525750539470315,0.041257866822025493
selection,p01_seed202608101,whole_block,11,0,16,ar2,4.4218098687317715,474.99046854727203,6495.886378947413,0.09648450761383941,0.026090405099266495
selection,p01_seed202608101,whole_block,11,0,16,diagonal,9.352107353240726,474.99046854727203,6495.886378947413,0.1403176473008009,0.03794333775642112
selection,p01_seed202608101,whole_block,11,0,16,target_visible_diagonal,2.6044057500672144,474.99046854727203,6495.886378947413,0.07404775147351936,0.02002327503567855
selection,p01_seed202608101,whole_block,11,0,17,reuse,16.679386226576753,449.30395540600875,5985.122703065688,0.19267257947762859,0.052790223830911316
selection,p01_seed202608101,whole_block,11,0,17,ar2,6.291196393789413,449.30395540600875,5985.122703065688,0.11833044574781756,0.03242127517041992
selection,p01_seed202608101,whole_block,11,0,17,diagonal,14.401574608692782,449.30395540600875,5985.122703065688,0.17903373350771457,0.049053326066324725
selection,p01_seed202608101,whole_block,11,0,17,target_visible_diagonal,2.6240747625060283,449.30395540600875,5985.122703065688,0.07642192645359551,0.020938789598460638
selection,p01_seed202608101,whole_block,11,0,18,reuse,15.846483764136792,408.33158950049256,5564.145522584688,0.1969971600660996,0.05336631496711907
selection,p01_seed202608101,whole_block,11,0,18,ar2,11.105216094844469,408.33158950049256,5564.145522584688,0.16491380695732,0.04467496973843691
selection,p01_seed202608101,whole_block,11,0,18,diagonal,20.840556277031684,408.33158950049256,5564.145522584688,0.2259166106548318,0.06120056246731897
selection,p01_seed202608101,whole_block,11,0,18,target_visible_diagonal,5.3922454474075785,408.33158950049256,5564.145522584688,0.11491542738321335,0.031130463455696276
selection,p01_seed202608101,whole_block,11,0,19,reuse,54.41970595813473,334.0468175671558,4988.100371874869,0.40362162458760004,0.10445049524238341
selection,p01_seed202608101,whole_block,11,0,19,ar2,36.418193667694084,334.0468175671558,4988.100371874869,0.33018362501022347,0.0854459747752147
selection,p01_seed202608101,whole_block,11,0,19,diagonal,55.36576460660859,334.0468175671558,4988.100371874869,0.40711488522801825,0.10535449240624999
selection,p01_seed202608101,whole_block,11,0,19,target_visible_diagonal,16.621990458075977,334.0468175671558,4988.100371874869,0.2230682935693695,0.057726326630790276
