flow_point,timestep,method,activation_relative_l2,velocity_relative_l2,velocity_p95_relative_l2
0,98,raw_reuse,0.28396836329295305,0.08803988066246123,0.1314099303795956
0,98,shift_reuse,0.33687391844215664,0.08623766066276868,0.13664007869083433
0,98,shift_local_r2,0.23454330261231365,0.0455762037578899,0.08094721731613388
0,98,shift_rank8_feature,0.21606118931794097,0.026193538579727435,0.04698080798261797
0,98,shift_rank8_noise,0.2079053477092721,0.017129239276561996,0.03276499607891309
0,98,shift_rank8_noisy_delta,0.20804015922995567,0.01718371114560544,0.03336368702293839
0,98,shift_rank8_state,0.11429552251283391,0.008071842976357275,0.014496983296703545
0,98,shift_rank8_state_noise,0.1142971174571802,0.008078453221015348,0.014533222845057026
0,98,shift_rank8_state_noisy_condition,0.11430552548037624,0.008080742127006586,0.014537360216490922
0,98,shift_rank8_oracle,0.1141948742914698,0.008092864793573263,0.014467161628999747
1,88,raw_reuse,0.27924063594776827,0.08731509257742003,0.1295385989767965
1,88,shift_reuse,0.3376233816762583,0.08577451872815126,0.1347878595057409
1,88,shift_local_r2,0.23351913048810802,0.045320210263639825,0.08129642562125808
1,88,shift_rank8_feature,0.213787173071385,0.026248107827446708,0.048474048398202275
1,88,shift_rank8_noise,0.20720330935134704,0.017670282112744646,0.03398226187564432
1,88,shift_rank8_noisy_delta,0.20706054644140218,0.01759498364934614,0.0333671789499931
1,88,shift_rank8_state,0.11838232773396401,0.00820267487184581,0.014893976639723402
1,88,shift_rank8_state_noise,0.11838323590992382,0.008210212856133733,0.014890568525879642
1,88,shift_rank8_state_noisy_condition,0.11839078438978645,0.00821117026837403,0.014906723753665573
1,88,shift_rank8_oracle,0.11822740657414745,0.008165746917566215,0.01479590426024515
2,77,raw_reuse,0.28964259387290553,0.0874517237161681,0.13048299992224202
2,77,shift_reuse,0.35201711920922685,0.0865969803519884,0.13632487781578673
2,77,shift_local_r2,0.25196094736421887,0.04688558746871127,0.08435015565482898
2,77,shift_rank8_feature,0.2398122369298136,0.026390319720117447,0.04529412469710223
2,77,shift_rank8_noise,0.22867551273441158,0.01873969660185055,0.03204024331062101
2,77,shift_rank8_noisy_delta,0.22926079508247083,0.018870251249073135,0.03410113499849103
2,77,shift_rank8_state,0.1433205836954029,0.009609690463238917,0.01755206459201872
2,77,shift_rank8_state_noise,0.14331840893347478,0.00961404240053467,0.017558578532771207
2,77,shift_rank8_state_noisy_condition,0.14332165579443024,0.00960651591925408,0.017558171527343798
2,77,shift_rank8_oracle,0.14324282038616684,0.009581900464655745,0.01753257662639953
3,66,raw_reuse,0.3034527469796013,0.0882424291573431,0.13211157805053517
3,66,shift_reuse,0.36676129382750955,0.08790619497192939,0.13783685303060336
3,66,shift_local_r2,0.27207852656742576,0.047532947980876115,0.08594139810302294
3,66,shift_rank8_feature,0.2635923576627962,0.029110670289804477,0.049649985047290096
3,66,shift_rank8_noise,0.2502152450115482,0.020902961188292178,0.03671452282578684
3,66,shift_rank8_noisy_delta,0.24942918745778503,0.020459458361934413,0.03513436860521324
3,66,shift_rank8_state,0.1621039909596854,0.01037543687758406,0.01863265984575264
3,66,shift_rank8_state_noise,0.16210364515662215,0.010377620017040495,0.018628354667453096
3,66,shift_rank8_state_noisy_condition,0.1621082060531821,0.010373034307486609,0.018651682394556703
3,66,shift_rank8_oracle,0.16205238784141252,0.010365631789686233,0.018621331284521148
4,55,raw_reuse,0.31285795998435045,0.0892762918492668,0.13355983156361617
4,55,shift_reuse,0.38118365672002197,0.08946520365263941,0.1397071443265304
4,55,shift_local_r2,0.28938806438174913,0.05204453258546086,0.09440073104342445
4,55,shift_rank8_feature,0.29303622130080853,0.03148610034574938,0.05340185436652973
4,55,shift_rank8_noise,0.2709934823605922,0.022852368819048993,0.039575873792637134
4,55,shift_rank8_noisy_delta,0.27188620088358806,0.022766863148442503,0.03956313284579664
4,55,shift_rank8_state,0.18118149264549188,0.012493182307470756,0.02309794700704515
4,55,shift_rank8_state_noise,0.1811782995844197,0.012493796373708259,0.023037804843625054
4,55,shift_rank8_state_noisy_condition,0.18118237472274085,0.012487796427843784,0.023027871490921822
4,55,shift_rank8_oracle,0.1811457654858591,0.0124519732084723,0.02301486208452843
5,44,raw_reuse,0.32056904720232526,0.09087667080186675,0.13644855464808642
5,44,shift_reuse,0.39578192392261524,0.09157216422583517,0.14377788046840578
5,44,shift_local_r2,0.30601073574060483,0.05211864900753957,0.09754535726970062
5,44,shift_rank8_feature,0.3152029274921581,0.03607354507753039,0.06092528055887668
5,44,shift_rank8_noise,0.2894079635534157,0.02658489785904824,0.04746025174390524
5,44,shift_rank8_noisy_delta,0.28791622227867786,0.02564104349341993,0.04418057969305664
5,44,shift_rank8_state,0.1960998759611119,0.013833380115085047,0.024811709811910988
5,44,shift_rank8_state_noise,0.19609620678216755,0.01384454710652653,0.02472952205571346
5,44,shift_rank8_state_noisy_condition,0.19610074202724873,0.013824549240793182,0.024781130102928726
5,44,shift_rank8_oracle,0.19606079477139654,0.013818151306948476,0.02483521462418139
6,33,raw_reuse,0.32973377776233703,0.09379629519065995,0.1436798356939107
6,33,shift_reuse,0.4124168029277422,0.0956307539329074,0.15676763297524302
6,33,shift_local_r2,0.32691358891933997,0.06353525949697163,0.11849241765448823
6,33,shift_rank8_feature,0.32753559931819465,0.04139551651874744,0.07341617306228726
6,33,shift_rank8_noise,0.3116599321685257,0.034141907718493764,0.06289780519437044
6,33,shift_rank8_noisy_delta,0.31229560763008124,0.03154261387598072,0.058804651943501075
6,33,shift_rank8_state,0.21401752089908369,0.017102089634849285,0.03015312222996726
6,33,shift_rank8_state_noise,0.2140117950914688,0.017039757581968958,0.030057383480016138
6,33,shift_rank8_state_noisy_condition,0.21402433034424123,0.017057514189908023,0.030071132013108577
6,33,shift_rank8_oracle,0.21395873690515624,0.016987376844678735,0.030065707443282002
7,22,raw_reuse,0.33577900377698633,0.1009722489304086,0.15824384805746378
7,22,shift_reuse,0.42166603338163905,0.104434701552933,0.17997780675068492
7,22,shift_local_r2,0.34702557839084736,0.06858275737997477,0.13196546885883437
7,22,shift_rank8_feature,0.3508659890236644,0.05015240222892495,0.0871314951451495
7,22,shift_rank8_noise,0.33391258893315723,0.045041461419295305,0.08021610336145385
7,22,shift_rank8_noisy_delta,0.3313199375827148,0.04378200436609472,0.08134658633498473
7,22,shift_rank8_state,0.22809005988994402,0.020799185680291942,0.037230672454461454
7,22,shift_rank8_state_noise,0.22808147510271992,0.02078729196623487,0.03725478542037308
7,22,shift_rank8_state_noisy_condition,0.22809277654065996,0.020759295901505364,0.037245845887809985
7,22,shift_rank8_oracle,0.22798322978102464,0.020799537363007388,0.03723932449938729
8,11,raw_reuse,0.33969256845427936,0.12498420155137951,0.2002007798058912
8,11,shift_reuse,0.42385533490610333,0.12547786997041635,0.22058977396227414
8,11,shift_local_r2,0.3714041025926189,0.09700114705653431,0.1877507796976715
8,11,shift_rank8_feature,0.3482308666395914,0.07085585683054224,0.12981641585938633
8,11,shift_rank8_noise,0.35911149071132975,0.08691236315042819,0.16422423559706656
8,11,shift_rank8_noisy_delta,0.35566103766007906,0.07032826626954589,0.13181326328776777
8,11,shift_rank8_state,0.24147890521015905,0.03328955306424325,0.06053859929088503
8,11,shift_rank8_state_noise,0.24155406725265396,0.033206597637301084,0.060447564837522796
8,11,shift_rank8_state_noisy_condition,0.24169777522869285,0.03312194826490827,0.060361275752075005
8,11,shift_rank8_oracle,0.24081537401730152,0.03291779688724563,0.06061401863116771
9,0,raw_reuse,0.3021669307234802,0.28135566752380603,0.5136763022281229
9,0,shift_reuse,0.38386804539934527,0.23144917613957966,0.3999147455208003
9,0,shift_local_r2,0.3074391768886269,0.17556531039009604,0.3017472296953201
9,0,shift_rank8_feature,0.23884893759448808,0.15058246564524205,0.2676868432667106
9,0,shift_rank8_noise,0.31738934393397344,0.22572854057895003,0.405825556628406
9,0,shift_rank8_noisy_delta,0.30476999748036826,0.1827622926201506,0.3068802948109805
9,0,shift_rank8_state,0.18114133501403074,0.09252336411912998,0.16924818307161327
9,0,shift_rank8_state_noise,0.18051924883568726,0.08606222228946889,0.15951467775739728
9,0,shift_rank8_state_noisy_condition,0.18078221987664833,0.0901377441610332,0.16590019399300215
9,0,shift_rank8_oracle,0.17768011517032836,0.08574088136536583,0.15789056085050104
