stage,step,sample_id,tile_index,post_rank_objective,learning_rate,loss,objective_loss,raw_output_loss,partition_loss,gradient_norm,kernel_scale_min,kernel_scale_max,best_full_training_objective
calibration_frozen_proxy_support,1,s00_p00_seed20260740,0,0,0.002,0.05566589534282684,0.055514998733997345,0.055514998733997345,0.15089629590511322,0.06180499121546745,0.9980019927024841,1.0020020008087158,0.028651710599660873
calibration_frozen_proxy_support,50,s00_p00_seed20260740,1,0,0.002,0.0192430317401886,0.019168315455317497,0.019168315455317497,0.07471679151058197,0.0013758946442976594,0.9633031487464905,1.1046539545059204,0.01547086238861084
calibration_frozen_proxy_support,100,s01_p01_seed20260740,0,0,0.002,0.01741601899266243,0.017368916422128677,0.017368916422128677,0.04710289090871811,0.0008553436491638422,0.9600666761398315,1.2552130222320557,0.013883581385016441
calibration_frozen_proxy_support,150,s01_p01_seed20260740,2,0,0.002,0.005419460590928793,0.0054113008081912994,0.0054113008081912994,0.00815995316952467,0.0008977848920039833,0.9596478939056396,1.3326159715652466,0.012891096994280815
calibration_frozen_proxy_support,200,s00_p00_seed20260740,1,0,0.002,0.016154006123542786,0.01609228365123272,0.01609228365123272,0.06172249838709831,0.0007163146510720253,0.9585791230201721,1.3779716491699219,0.012409646064043045
calibration_frozen_proxy_support,250,s01_p01_seed20260740,0,0,0.002,0.015488941222429276,0.01544598862528801,0.01544598862528801,0.04295273870229721,0.0005550605710595846,0.9572015404701233,1.4210726022720337,0.01203148066997528
calibration_frozen_proxy_support,300,s01_p01_seed20260740,2,0,0.002,0.0048338486813008785,0.0048269592225551605,0.0048269592225551605,0.006889333017170429,0.000472966639790684,0.9560944437980652,1.4619866609573364,0.0116517199203372
calibration_frozen_trajectory_support,1,s00_p00_seed20260740,0,16,0.0002,0.00041173180215992033,0.00036455513327382505,0.01082954928278923,0.047176655381917953,5.4306339734466746e-05,0.9559042453765869,1.4622782468795776,0.0004079200734850019
calibration_frozen_trajectory_support,50,s00_p00_seed20260740,1,16,0.0002,0.0004996961797587574,0.00044373967102728784,0.015143556520342827,0.055956482887268066,3.895689224009402e-05,0.9548746347427368,1.4712121486663818,0.00040058325976133347
calibration_frozen_trajectory_support,100,s01_p01_seed20260740,0,16,0.0002,0.0003924730117432773,0.0003541370097082108,0.01528502069413662,0.038336001336574554,4.019735206384212e-05,0.9558442234992981,1.4813653230667114,0.0003947389777749777
calibration_frozen_trajectory_support,150,s01_p01_seed20260740,2,16,0.0002,0.00012149354733992368,0.0001156657817773521,0.004872092045843601,0.005827767308801413,1.3003660569665954e-05,0.9568456411361694,1.492292881011963,0.0003894352703355253
transductive_capacity_proxy_support,1,s00_p00_seed20260740,0,0,0.002,0.05502978339791298,0.05487814545631409,0.05487814545631409,0.15163689851760864,0.061269864439964294,0.9980019927024841,1.0020020008087158,0.028265129774808884
transductive_capacity_proxy_support,50,s00_p00_seed20260740,1,0,0.002,0.01985725574195385,0.01978261023759842,0.01978261023759842,0.07464610785245895,0.001498636556789279,0.9627112150192261,1.0875747203826904,0.015196162275969982
transductive_capacity_proxy_support,100,s01_p01_seed20260740,0,0,0.002,0.018193934112787247,0.01814565435051918,0.01814565435051918,0.048279330134391785,0.0010659809922799468,0.9591037631034851,1.1856533288955688,0.013817782513797283
transductive_capacity_proxy_support,150,s01_p01_seed20260740,2,0,0.002,0.005517939571291208,0.005509616807103157,0.005509616807103157,0.008322793059051037,0.0010500152129679918,0.9583143591880798,1.319589376449585,0.012994575314223766
transductive_capacity_proxy_support,200,s02_p00_seed20260741,1,0,0.002,0.013614349998533726,0.013545267283916473,0.013545267283916473,0.06908288598060608,0.0014228054787963629,0.9582384824752808,1.3925379514694214,0.012461254373192787
transductive_capacity_proxy_support,250,s03_p01_seed20260741,0,0,0.002,0.010096266865730286,0.010051613673567772,0.010051613673567772,0.04465309903025627,0.0008490675245411694,0.9578072428703308,1.431787371635437,0.012084303423762321
transductive_capacity_proxy_support,300,s03_p01_seed20260741,2,0,0.002,0.009025541134178638,0.009018216282129288,0.009018216282129288,0.007324505131691694,0.0008193555404432118,0.9564520120620728,1.468144416809082,0.011714359745383263
transductive_capacity_trajectory_support,1,s00_p00_seed20260740,0,16,0.0002,0.00041682165465317667,0.00036735989851877093,0.01168147474527359,0.04946175217628479,5.742339271819219e-05,0.9562612175941467,1.4684340953826904,0.00041814110591076314
transductive_capacity_trajectory_support,50,s00_p00_seed20260740,1,16,0.0002,0.0005141307483427227,0.00045583510654978454,0.016189850866794586,0.05829562991857529,4.9026275519281626e-05,0.9583380222320557,1.4694651365280151,0.00041164454887621105
transductive_capacity_trajectory_support,100,s01_p01_seed20260740,0,16,0.0002,0.00039594946429133415,0.0003574883739929646,0.01634477823972702,0.038461100310087204,4.143443948123604e-05,0.9597359299659729,1.4716657400131226,0.00040710577741265297
transductive_capacity_trajectory_support,150,s01_p01_seed20260740,2,16,0.0002,0.00012361341214273125,0.00011743939103325829,0.005016634240746498,0.0061740269884467125,1.1424252079450525e-05,0.9609435796737671,1.4746159315109253,0.000403083860874176
