prompt_index,seed,method,reference_method,status,reference_video,candidate_video,reference_seconds,candidate_seconds,paired_speedup,cached_model_forward_fraction,hybrid_residual_calls,peak_allocated_mib,frames,height,width,pixel_mae,pixel_rmse,pixel_psnr_db,pixel_max_abs,exact_pixel_fraction,frame_psnr_mean_db,frame_psnr_p05_db,frame_ssim_mean,frame_ssim_p05,frame_ssim_min,temporal_delta_mae,reference_frame_delta_mae,candidate_frame_delta_mae
0,20260723,dense_cache007,dense,ok,p00_dense_seed20260723.mp4,p00_dense_cache007_seed20260723.mp4,5.947301015985431,5.967983476992231,0.9965344305850485,0.0,0,21579.857421875,17,480,832,0.0,0.0,inf,0.0,1.0,inf,nan,1.0,1.0,1.0,0.0,16.231849292200856,16.231849292200856
0,20260723,dense_cache008,dense,ok,p00_dense_seed20260723.mp4,p00_dense_cache008_seed20260723.mp4,5.947301015985431,5.722044768976048,1.0393663901811263,0.05,0,21579.857421875,17,480,832,3.220552197241076,5.237853455488489,33.74773673706285,210.0,0.15842190642282555,33.751473353687196,33.415649272524774,0.9680570954439053,0.9646394833534643,0.9643798956003713,3.6802271133814104,16.231849292200856,16.105081985343215
0,20260723,fp8,dense,ok,p00_dense_seed20260723.mp4,p00_fp8_seed20260723.mp4,5.947301015985431,5.769889735005563,1.0307477766695479,0.0,0,21534.244140625,17,480,832,16.46778212787519,28.003958784863897,19.186415012625684,255.0,0.054520124355832075,19.269330920070523,17.815692072287035,0.6768883808339677,0.604653712849608,0.5793471602843853,13.897735908703927,16.231849292200856,16.198065602881275
0,20260723,fp8_middle1,dense,ok,p00_dense_seed20260723.mp4,p00_fp8_middle1_seed20260723.mp4,5.947301015985431,6.019583510991652,0.9879921102723745,0.0,0,21533.244140625,17,480,832,3.4226248271744595,5.727601579040545,32.971347605791415,208.0,0.15658774627639518,32.98152549157428,32.52453065579275,0.9652432647293165,0.9622402699247139,0.961017351755689,3.9560975686097755,16.231849292200856,16.2357902852898
0,20260723,hybrid_middle1,dense,ok,p00_dense_seed20260723.mp4,p00_hybrid_middle1_seed20260723.mp4,5.947301015985431,6.06960605198401,0.9798495923868732,0.0,120,21535.119140625,17,480,832,3.5143151591566113,5.785227322091089,32.88439503682131,218.0,0.15206349767471092,32.89514957937328,32.381680802207406,0.9631069076985304,0.9605605607382525,0.9591683017461535,4.0505199464977295,16.231849292200856,16.2271972134582
0,20260723,hybrid_middle1_cache007,dense,ok,p00_dense_seed20260723.mp4,p00_hybrid_middle1_cache007_seed20260723.mp4,5.947301015985431,6.1556083499745,0.9661597486152719,0.0,120,21578.982421875,17,480,832,3.5143151591566113,5.785227322091089,32.88439503682131,218.0,0.15206349767471092,32.89514957937328,32.381680802207406,0.9631069076985304,0.9605605607382525,0.9591683017461535,4.0505199464977295,16.231849292200856,16.2271972134582
0,20260723,hybrid_middle1_cache008,dense,ok,p00_dense_seed20260723.mp4,p00_hybrid_middle1_cache008_seed20260723.mp4,5.947301015985431,5.8676291949814186,1.0135781962964114,0.05,120,21578.982421875,17,480,832,3.779609335721468,6.143387282618263,32.36264572161913,180.0,0.14264789349233284,32.370538573867954,31.93152696974759,0.960601372843441,0.9573292739532931,0.956390408010478,4.215749782986111,16.231849292200856,16.07850373096955
0,20260724,dense_cache007,dense,ok,p00_dense_seed20260724.mp4,p00_dense_cache007_seed20260724.mp4,6.0549505579983816,6.1664465580252,0.9819189221900068,0.0,0,21578.107421875,17,480,832,0.0,0.0,inf,0.0,1.0,inf,nan,1.0,1.0,1.0,0.0,13.198185325687767,13.198185325687767
0,20260724,dense_cache008,dense,ok,p00_dense_seed20260724.mp4,p00_dense_cache008_seed20260724.mp4,6.0549505579983816,5.9051434969878756,1.0253689112020596,0.05,0,21578.107421875,17,480,832,3.1961214904631725,5.187417632737873,33.831779330156316,197.0,0.1657458305838361,33.843123908038955,33.29361525885365,0.9630548374516595,0.9593935093352702,0.9581739160814582,3.5642693935296474,13.198185325687767,13.107641497228899
0,20260724,fp8,dense,ok,p00_dense_seed20260724.mp4,p00_fp8_seed20260724.mp4,6.0549505579983816,6.182030507014133,0.9794436554669915,0.0,0,21534.244140625,17,480,832,10.048823166085345,19.213824974059243,22.458527004033527,255.0,0.07208538563662645,22.559273769148966,21.52512541454463,0.8201592848106171,0.7836983432281992,0.7724849134962826,8.936977184328258,13.198185325687767,13.40326428535657
0,20260724,fp8_middle1,dense,ok,p00_dense_seed20260724.mp4,p00_fp8_middle1_seed20260724.mp4,6.0549505579983816,6.0801034399773926,0.9958630832144026,0.0,0,21533.244140625,17,480,832,3.571794331715058,5.994713124786062,32.57543551070212,207.0,0.16001327614379085,32.59777102768737,32.02633633261773,0.9561855379628642,0.9507796695888697,0.9453848481607942,3.9220409425914795,13.198185325687767,13.186653280665732
0,20260724,hybrid_middle1,dense,ok,p00_dense_seed20260724.mp4,p00_hybrid_middle1_seed20260724.mp4,6.0549505579983816,6.058709184988402,0.999379632381212,0.0,120,21535.119140625,17,480,832,4.15074732316805,7.611084772587922,30.501872425501958,219.0,0.15101318973102063,30.564693013006234,29.417247732967656,0.943463560277682,0.9290863160783971,0.9281272694972339,4.351523166232639,13.198185325687767,13.20400140224359
