left,right,matrix_cosine,overlap_r16,left_r16_capture_right,right_r16_capture_left,overlap_r32,left_r32_capture_right,right_r32_capture_left,overlap_r64,left_r64_capture_right,right_r64_capture_left,overlap_r96,left_r96_capture_right,right_r96_capture_left,overlap_r456,left_r456_capture_right,right_r456_capture_left
fold0,fold1,0.2301398068666458,0.1807233989238739,0.10289060324430466,0.230878546833992,0.21222738921642303,0.15091091394424438,0.283197283744812,0.25214844942092896,0.21252915263175964,0.33830368518829346,0.26856788992881775,0.2565069794654846,0.3726078271865845,0.3673839569091797,0.4746030569076538,0.5698267221450806
fold0,fold2,0.27444154024124146,0.15947069227695465,0.10599280893802643,0.2377181351184845,0.178720623254776,0.15852397680282593,0.2626390755176544,0.20694729685783386,0.2238626629114151,0.31305286288261414,0.22833751142024994,0.2692449688911438,0.3528245985507965,0.33177846670150757,0.48299309611320496,0.547244668006897
fold1,fold2,0.2657555341720581,0.18073929846286774,0.11449824273586273,0.09971190989017487,0.1834723949432373,0.16000992059707642,0.13363619148731232,0.19776037335395813,0.21553277969360352,0.17879259586334229,0.21298222243785858,0.2537282705307007,0.2163502275943756,0.3237425684928894,0.47496676445007324,0.4379853308200836
