method,pooled_feature_capture,reader_risk_capture,candidate_kl_mean
pooled3_pca_r456,0.9674744009971619,0.24780362844467163,0.0013843754228825371
risk_only_r456,0.2677570879459381,0.900365948677063,0.02047747140750289
cmrq_risk_atoms16_r456,0.9663853049278259,0.6786269545555115,0.00137041514487161
cmrq_risk_atoms32_r456,0.9652346968650818,0.7231175899505615,0.0009668990581606826
cmrq_risk_atoms64_r456,0.9627020955085754,0.7692589163780212,0.0014063543058000505
cmrq_risk_atoms96_r456,0.959805965423584,0.7973108291625977,0.0016362610622309148
