weight_file,layer_key,method,trainable_params,stored_params,estimated_bits_fp16,estimated_bits_int8,estimated_bits_int4_delta,bcm_direct_ops,bcm_fft_ops,lowrank_ops,total_ops,activation_memory,extra_latency_proxy,block_size,rank,num_bcm_basis,sparse_ratio,delta_mode,objective,relative_fro_error,spectral_error,activation_error
results/matrix_fit/subsets/bert_query_only/bert__encoder__layer__0__attention__self__query__weight.pt,bert.encoder.layer.0.attention.self.query.weight,lowrank_svd,6144,6144,98304,49152,24576,0,0,6144,6144,1536,0.010416666666666666,32,4,1,0.0,horizontal,0.0,0.9662427306175232,0.8568450808525085,0.9675723314285278
results/matrix_fit/subsets/bert_query_only/bert__encoder__layer__0__attention__self__query__weight.pt,bert.encoder.layer.0.attention.self.query.weight,lowrank_svd,12288,12288,196608,98304,49152,0,0,12288,12288,1536,0.020833333333333332,32,8,1,0.0,horizontal,0.0,0.9393500685691833,0.7651724815368652,0.9432228207588196
results/matrix_fit/subsets/bert_query_only/bert__encoder__layer__0__attention__self__query__weight.pt,bert.encoder.layer.0.attention.self.query.weight,bcm_only,18432,18432,294912,147456,73728,589824,737280,0,589824,1536,1.0,32,0,1,0.0,horizontal,0.0018530540401116014,0.9983231425285339,0.9731619358062744,0.9976597428321838
results/matrix_fit/subsets/bert_query_only/bert__encoder__layer__0__attention__self__query__weight.pt,bert.encoder.layer.0.attention.self.query.weight,bcm_plus_lowrank,24576,24576,393216,196608,98304,589824,737280,6144,595968,1536,1.0104166666666667,32,4,1,0.0,horizontal,0.0017306640511378646,0.9647914171218872,0.819194495677948,0.9657280445098877
results/matrix_fit/subsets/bert_query_only/bert__encoder__layer__0__attention__self__query__weight.pt,bert.encoder.layer.0.attention.self.query.weight,bcm_plus_lowrank,30720,30720,491520,245760,122880,589824,737280,12288,602112,1536,1.0208333333333333,32,8,1,0.0,horizontal,0.0016346104675903916,0.9376358985900879,0.7112372517585754,0.9398990869522095
