protocol_id,source_protocol_id,capture_path,prompt_id,split,seed,layer,current_start_frame,denoising_call_index,head_index,method,key_domain,shift_scope,detail_fraction,correction,rank,relative_av_l2,numerator_sq,denominator_sq,dense_reference_parity,cache_compression_ratio,dense_cache_bytes,compressed_cache_bytes,exact_bytes,coarse_bytes,detail_bytes,metadata_bytes,candidate_detail_blocks,retained_detail_blocks,retained_detail_tokens,shift_payload,oracle_access
ar-video-butterfly-lifting-memory-screen-v1,ar-video-residual-memory-longlive-v1,captures/20260805_calibration_remaining_v1/calib_fluid_s1__l14__f015__c01.pt,calib_fluid_s1,calibration,1,14,15,1,0,canonical_identity_d0p10,canonical_pre_rope,identity,0.1,none,0,0.1423868089914322,671.7774658203125,33134.921875,0.0011600491125136614,1.5929189861829653,115015680,72204350,57507840,9584640,5111808,62,125,13,832,"[{""frames"":[3,4,5,6,7,8],""shifts"":[[0,0]]},{""frames"":[3,4,5,6],""shifts"":[[0,0]]},{""frames"":[3,4],""shifts"":[[0,0]]},{""frames"":[5,6],""shifts"":[[0,0]]},{""frames"":[7,8],""shifts"":[[0,0]]}]",none_runtime_KV_only
ar-video-butterfly-lifting-memory-screen-v1,ar-video-residual-memory-longlive-v1,captures/20260805_calibration_remaining_v1/calib_fluid_s1__l14__f015__c01.pt,calib_fluid_s1,calibration,1,14,15,1,1,canonical_identity_d0p10,canonical_pre_rope,identity,0.1,none,0,0.12727193534374237,881.5733642578125,54424.33203125,0.0009859257843345404,1.5929189861829653,115015680,72204350,57507840,9584640,5111808,62,125,13,832,"[{""frames"":[3,4,5,6,7,8],""shifts"":[[0,0]]},{""frames"":[3,4,5,6],""shifts"":[[0,0]]},{""frames"":[3,4],""shifts"":[[0,0]]},{""frames"":[5,6],""shifts"":[[0,0]]},{""frames"":[7,8],""shifts"":[[0,0]]}]",none_runtime_KV_only
ar-video-butterfly-lifting-memory-screen-v1,ar-video-residual-memory-longlive-v1,captures/20260805_calibration_remaining_v1/calib_fluid_s1__l14__f015__c01.pt,calib_fluid_s1,calibration,1,14,15,1,2,canonical_identity_d0p10,canonical_pre_rope,identity,0.1,none,0,0.1522945761680603,446.3890075683594,19246.18359375,0.0009567022789269686,1.5929189861829653,115015680,72204350,57507840,9584640,5111808,62,125,13,832,"[{""frames"":[3,4,5,6,7,8],""shifts"":[[0,0]]},{""frames"":[3,4,5,6],""shifts"":[[0,0]]},{""frames"":[3,4],""shifts"":[[0,0]]},{""frames"":[5,6],""shifts"":[[0,0]]},{""frames"":[7,8],""shifts"":[[0,0]]}]",none_runtime_KV_only
ar-video-butterfly-lifting-memory-screen-v1,ar-video-residual-memory-longlive-v1,captures/20260805_calibration_remaining_v1/calib_fluid_s1__l14__f015__c01.pt,calib_fluid_s1,calibration,1,14,15,1,3,canonical_identity_d0p10,canonical_pre_rope,identity,0.1,none,0,0.12852711975574493,530.4010620117188,32108.115234375,0.000990264699794352,1.5929189861829653,115015680,72204350,57507840,9584640,5111808,62,125,13,832,"[{""frames"":[3,4,5,6,7,8],""shifts"":[[0,0]]},{""frames"":[3,4,5,6],""shifts"":[[0,0]]},{""frames"":[3,4],""shifts"":[[0,0]]},{""frames"":[5,6],""shifts"":[[0,0]]},{""frames"":[7,8],""shifts"":[[0,0]]}]",none_runtime_KV_only
ar-video-butterfly-lifting-memory-screen-v1,ar-video-residual-memory-longlive-v1,captures/20260805_calibration_remaining_v1/calib_fluid_s1__l14__f015__c01.pt,calib_fluid_s1,calibration,1,14,15,1,4,canonical_identity_d0p10,canonical_pre_rope,identity,0.1,none,0,0.1273108869791031,452.5292053222656,27920.00390625,0.0012280609225854278,1.5929189861829653,115015680,72204350,57507840,9584640,5111808,62,125,13,832,"[{""frames"":[3,4,5,6,7,8],""shifts"":[[0,0]]},{""frames"":[3,4,5,6],""shifts"":[[0,0]]},{""frames"":[3,4],""shifts"":[[0,0]]},{""frames"":[5,6],""shifts"":[[0,0]]},{""frames"":[7,8],""shifts"":[[0,0]]}]",none_runtime_KV_only
ar-video-butterfly-lifting-memory-screen-v1,ar-video-residual-memory-longlive-v1,captures/20260805_calibration_remaining_v1/calib_fluid_s1__l14__f015__c01.pt,calib_fluid_s1,calibration,1,14,15,1,5,canonical_identity_d0p10,canonical_pre_rope,identity,0.1,none,0,0.12570007145404816,419.9729919433594,26579.71484375,0.0008054310455918312,1.5929189861829653,115015680,72204350,57507840,9584640,5111808,62,125,13,832,"[{""frames"":[3,4,5,6,7,8],""shifts"":[[0,0]]},{""frames"":[3,4,5,6],""shifts"":[[0,0]]},{""frames"":[3,4],""shifts"":[[0,0]]},{""frames"":[5,6],""shifts"":[[0,0]]},{""frames"":[7,8],""shifts"":[[0,0]]}]",none_runtime_KV_only
ar-video-butterfly-lifting-memory-screen-v1,ar-video-residual-memory-longlive-v1,captures/20260805_calibration_remaining_v1/calib_fluid_s1__l14__f015__c01.pt,calib_fluid_s1,calibration,1,14,15,1,6,canonical_identity_d0p10,canonical_pre_rope,identity,0.1,none,0,0.12942683696746826,179.0086669921875,10686.2509765625,0.0006582947680726647,1.5929189861829653,115015680,72204350,57507840,9584640,5111808,62,125,13,832,"[{""frames"":[3,4,5,6,7,8],""shifts"":[[0,0]]},{""frames"":[3,4,5,6],""shifts"":[[0,0]]},{""frames"":[3,4],""shifts"":[[0,0]]},{""frames"":[5,6],""shifts"":[[0,0]]},{""frames"":[7,8],""shifts"":[[0,0]]}]",none_runtime_KV_only
ar-video-butterfly-lifting-memory-screen-v1,ar-video-residual-memory-longlive-v1,captures/20260805_calibration_remaining_v1/calib_fluid_s1__l14__f015__c01.pt,calib_fluid_s1,calibration,1,14,15,1,7,canonical_identity_d0p10,canonical_pre_rope,identity,0.1,none,0,0.11429408192634583,254.46624755859375,19479.71875,0.0007535068434663117,1.5929189861829653,115015680,72204350,57507840,9584640,5111808,62,125,13,832,"[{""frames"":[3,4,5,6,7,8],""shifts"":[[0,0]]},{""frames"":[3,4,5,6],""shifts"":[[0,0]]},{""frames"":[3,4],""shifts"":[[0,0]]},{""frames"":[5,6],""shifts"":[[0,0]]},{""frames"":[7,8],""shifts"":[[0,0]]}]",none_runtime_KV_only
ar-video-butterfly-lifting-memory-screen-v1,ar-video-residual-memory-longlive-v1,captures/20260805_calibration_remaining_v1/calib_fluid_s1__l14__f015__c01.pt,calib_fluid_s1,calibration,1,14,15,1,8,canonical_identity_d0p10,canonical_pre_rope,identity,0.1,none,0,0.11420754343271255,543.366455078125,41658.4609375,0.0008795754401944578,1.5929189861829653,115015680,72204350,57507840,9584640,5111808,62,125,13,832,"[{""frames"":[3,4,5,6,7,8],""shifts"":[[0,0]]},{""frames"":[3,4,5,6],""shifts"":[[0,0]]},{""frames"":[3,4],""shifts"":[[0,0]]},{""frames"":[5,6],""shifts"":[[0,0]]},{""frames"":[7,8],""shifts"":[[0,0]]}]",none_runtime_KV_only
ar-video-butterfly-lifting-memory-screen-v1,ar-video-residual-memory-longlive-v1,captures/20260805_calibration_remaining_v1/calib_fluid_s1__l14__f015__c01.pt,calib_fluid_s1,calibration,1,14,15,1,9,canonical_identity_d0p10,canonical_pre_rope,identity,0.1,none,0,0.11443042010068893,347.9356384277344,26571.490234375,0.0007510304567404091,1.5929189861829653,115015680,72204350,57507840,9584640,5111808,62,125,13,832,"[{""frames"":[3,4,5,6,7,8],""shifts"":[[0,0]]},{""frames"":[3,4,5,6],""shifts"":[[0,0]]},{""frames"":[3,4],""shifts"":[[0,0]]},{""frames"":[5,6],""shifts"":[[0,0]]},{""frames"":[7,8],""shifts"":[[0,0]]}]",none_runtime_KV_only
