split,sampling_step,branch,layer,prediction,rank,records,local_mass_mean,basis_energy_mean,aggregate_full_output_relative_l2,aggregate_local_output_relative_l2,record_error_p95,record_error_max
calibration,19,cond,0,ridge_linear,8,12,0.42589290886341286,0.7741309826572736,0.01346080909187491,0.016394003371229524,0.02042032766679861,0.02742626700147385
calibration,19,cond,0,ridge_nonnegative,16,12,0.42589290886341286,0.8563641955455145,0.008407643235242793,0.010239721149144305,0.01382580785162555,0.01685533702939094
calibration,19,cond,0,ridge_nonnegative,32,12,0.42589290886341286,0.9434309601783752,0.005139123698502524,0.006258970813966198,0.009078486387639952,0.009397359837273868
calibration,19,cond,0,ridge_nonnegative,64,12,0.42589290886341286,0.9999999602635702,0.004412007944680573,0.005373412001113975,0.007676205556436762,0.007879215023416798
calibration,19,cond,0,ridge_nonnegative,8,12,0.42589290886341286,0.7741309826572736,0.013474542195995939,0.016410729004415533,0.020430897769145383,0.0274497561178
calibration,19,cond,14,oracle_linear,16,12,0.4524277150630951,0.8744522929191589,0.0836550229579919,0.13083158343934723,0.12189251561256448,0.1557409581937051
calibration,19,cond,14,oracle_linear,32,12,0.4524277150630951,0.967385729153951,0.03429378573593389,0.05363348345759191,0.06804841371388004,0.07915223983243111
calibration,19,cond,14,oracle_linear,64,12,0.4524277150630951,1.0000000447034836,2.7096043209133845e-05,4.237663337648134e-05,4.330181426357508e-05,6.732796823282227e-05
calibration,19,cond,14,oracle_linear,8,12,0.4524277150630951,0.731898233294487,0.13042659041838295,0.20397959074855587,0.17127321064323864,0.20501361247291894
calibration,19,cond,14,oracle_nonnegative,16,12,0.4524277150630951,0.8744522929191589,0.0863213322736737,0.13500153591052044,0.12542226486840383,0.15946924509750232
calibration,19,cond,14,oracle_nonnegative,32,12,0.4524277150630951,0.967385729153951,0.03712234233081208,0.05805718122337404,0.07252698418975764,0.08671033614828934
calibration,19,cond,14,oracle_nonnegative,64,12,0.4524277150630951,1.0000000447034836,3.206201305948949e-05,5.014312098070258e-05,5.1648470384096865e-05,8.64092263676191e-05
calibration,19,cond,14,oracle_nonnegative,8,12,0.4524277150630951,0.731898233294487,0.132087494392145,0.2065771478245621,0.17248521667205635,0.20727265880413925
calibration,19,cond,14,ridge_linear,16,12,0.4524277150630951,0.8744522929191589,0.08499110834027726,0.1329211431572656,0.12289058462731747,0.15684168921545635
calibration,19,cond,14,ridge_linear,32,12,0.4524277150630951,0.967385729153951,0.03614486217925266,0.056528459199434486,0.06967776837865537,0.08146043140536909
calibration,19,cond,14,ridge_linear,64,12,0.4524277150630951,1.0000000447034836,0.008553174526305224,0.013376666781521645,0.010659115767843614,0.011316794004177646
calibration,19,cond,14,ridge_linear,8,12,0.4524277150630951,0.731898233294487,0.13142549061584524,0.20554181247668202,0.1717255509954989,0.20620599370228457
calibration,19,cond,14,ridge_nonnegative,16,12,0.4524277150630951,0.8744522929191589,0.08762400003648299,0.1370388324179796,0.12625570945378436,0.1603131229822771
calibration,19,cond,14,ridge_nonnegative,32,12,0.4524277150630951,0.967385729153951,0.03897442254406657,0.060953726802931735,0.07410721247218627,0.08882961589584207
calibration,19,cond,14,ridge_nonnegative,64,12,0.4524277150630951,1.0000000447034836,0.00881573948730219,0.013787303087487083,0.011134629465452121,0.011381787731465049
calibration,19,cond,14,ridge_nonnegative,8,12,0.4524277150630951,0.731898233294487,0.1330773434824927,0.20812521414834056,0.17347962538242434,0.20824018505578812
calibration,19,cond,29,oracle_linear,16,12,0.6172383402784666,0.9600207656621933,0.013149529668383566,0.013594502111127687,0.06450757885744271,0.07022003807301562
calibration,19,cond,29,oracle_linear,32,12,0.6172383402784666,0.9891538719336191,0.0056106532287255725,0.005800514473617012,0.02970451202407133,0.03152705379439572
calibration,19,cond,29,oracle_linear,64,12,0.6172383402784666,1.0,8.789841550741922e-06,9.087284681013837e-06,3.006707718420456e-05,3.573579324771755e-05
calibration,19,cond,29,oracle_linear,8,12,0.6172383402784666,0.9123148570458094,0.02247256188595761,0.023233020321300434,0.09519517973990069,0.1187172090507822
