split,head_role,prediction,rank,records,local_mass_mean,basis_energy_mean,aggregate_full_output_relative_l2,aggregate_local_output_relative_l2,record_error_p95,record_error_max
test,transitional,ridge_nonnegative,16,39,0.5071497284449064,0.8955392302610935,0.2781776525790229,0.43987889720034423,0.5168010693166877,0.5355684585471198
test,transitional,ridge_nonnegative,32,39,0.5071497284449064,0.9805646064953927,0.29223421765479374,0.4621063704953045,0.5456636494433899,0.5746481127350263
test,transitional,ridge_nonnegative,64,39,0.5071497284449064,1.0,0.29762681220007614,0.47063361385808167,0.5698329419719249,0.5857622936774948
test,transitional,ridge_nonnegative,8,39,0.5071497284449064,0.7693875432014465,0.26690284051368274,0.4220501756928389,0.4818923310731684,0.5199282741828086
validation,diffuse,oracle_linear,16,61,0.11650452644518408,0.8127943599810366,0.04522263147489568,0.19134670826787104,0.08744167809118827,0.12413611976675439
validation,diffuse,oracle_linear,32,61,0.11650452644518408,0.9585245359139364,0.020571703506739304,0.08704331484253296,0.042444300488722435,0.053748035030240796
validation,diffuse,oracle_linear,64,61,0.11650452644518408,0.999999966777739,9.279243302706042e-06,3.926247994160063e-05,1.6964941123694023e-05,2.054856581279936e-05
validation,diffuse,oracle_linear,8,61,0.11650452644518408,0.6585118926939417,0.07128513852718665,0.3016227972750412,0.14820801725345675,0.17667966385787873
validation,diffuse,oracle_nonnegative,16,61,0.11650452644518408,0.8127943599810366,0.04606185379239404,0.19489763891301473,0.08654431886173994,0.12685404557768998
validation,diffuse,oracle_nonnegative,32,61,0.11650452644518408,0.9585245359139364,0.02218605499242402,0.09387398419322293,0.04487421700780609,0.06121763088553755
validation,diffuse,oracle_nonnegative,64,61,0.11650452644518408,0.999999966777739,9.23738433461989e-06,3.908536561867095e-05,1.6943430995919516e-05,2.0456167405544785e-05
validation,diffuse,oracle_nonnegative,8,61,0.11650452644518408,0.6585118926939417,0.07084905130869931,0.2997776181898399,0.1430674291270446,0.17656832902498176
validation,diffuse,ridge_linear,16,61,0.11650452644518408,0.8127943599810366,0.04556399714884197,0.19279110006673233,0.0878156131473972,0.12578102569913394
validation,diffuse,ridge_linear,32,61,0.11650452644518408,0.9585245359139364,0.02111652981254353,0.0893485924611354,0.04342451100289136,0.05460107254965807
validation,diffuse,ridge_linear,64,61,0.11650452644518408,0.999999966777739,0.0035527933966946253,0.015032635197063427,0.006406759293142984,0.008478780152081523
validation,diffuse,ridge_linear,8,61,0.11650452644518408,0.6585118926939417,0.07148666835245687,0.3024755134356358,0.14865333815770865,0.17744413002251905
validation,diffuse,ridge_nonnegative,16,61,0.11650452644518408,0.8127943599810366,0.04630103375052427,0.19590966090685363,0.08684112567090378,0.12796057352249454
