split,sample_id,prompt_index,seed,sampling_step,branch,layer,head,head_role,radius,offsets,rank,prediction,basis_energy,local_mass_mean,residual_sq,dense_reference_sq,local_reference_sq,full_output_relative_l2,local_output_relative_l2,probability_relative_l2,basis_parameters_per_head_cell,gate_parameters_per_head_cell,stored_parameters_per_head_cell
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,2x4x4,405,64,oracle_nonnegative,0.9999999403953552,0.6740120649337769,9.892911378983626e-09,1018.2518310546875,501.31494140625,3.1169831853845037e-06,4.442288244608385e-06,8.080790024920331e-06,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,2x4x4,405,64,ridge_linear,0.9999999403953552,0.6740120649337769,0.0004776454879902303,1018.2518310546875,501.31494140625,0.0006848969622000717,0.0009761071982087239,0.001770428110002597,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,1,transitional,2x4x4,405,64,ridge_nonnegative,0.9999999403953552,0.6740120649337769,0.0004776454879902303,1018.2518310546875,501.31494140625,0.0006848969622000717,0.0009761071982087239,0.001770428110002597,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,8,oracle_linear,0.37776556611061096,0.01658632606267929,0.015652917325496674,360.88763427734375,0.14036497473716736,0.006585847120203865,0.3339398669459598,0.2563809792226871,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,8,oracle_nonnegative,0.37776556611061096,0.01658632606267929,0.0156538225710392,360.88763427734375,0.14036497473716736,0.006586037555073974,0.33394952307584336,0.25636818131515526,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,8,ridge_linear,0.37776556611061096,0.01658632606267929,0.015759332105517387,360.88763427734375,0.14036497473716736,0.006608195809484924,0.33507307246815277,0.25639487156040996,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,8,ridge_nonnegative,0.37776556611061096,0.01658632606267929,0.015760160982608795,360.88763427734375,0.14036497473716736,0.0066083695893781715,0.33508188409608297,0.25638349528494864,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,16,oracle_linear,0.655304491519928,0.01658632606267929,0.005506747867912054,360.88763427734375,0.14036497473716736,0.003906264038679136,0.19806978047372573,0.19082125666326913,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,16,oracle_nonnegative,0.655304491519928,0.01658632606267929,0.005506942979991436,360.88763427734375,0.14036497473716736,0.003906333240371905,0.19807328939272334,0.19081258630255693,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,16,ridge_linear,0.655304491519928,0.01658632606267929,0.0056432029232382774,360.88763427734375,0.14036497473716736,0.003954365723370051,0.20050880918064526,0.19086173340129012,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,16,ridge_nonnegative,0.655304491519928,0.01658632606267929,0.005643387790769339,360.88763427734375,0.14036497473716736,0.00395443049401991,0.2005120934205921,0.19085353904436814,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,32,oracle_linear,0.9999998211860657,0.01658632606267929,8.327414452447002e-11,360.88763427734375,0.14036497473716736,4.80362492118429e-07,2.4357107563543363e-05,1.6439614183149634e-05,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,32,oracle_nonnegative,0.9999998211860657,0.01658632606267929,8.327414452447002e-11,360.88763427734375,0.14036497473716736,4.80362492118429e-07,2.4357107563543363e-05,1.6439614183149634e-05,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,32,ridge_linear,0.9999998211860657,0.01658632606267929,3.798022589762695e-06,360.88763427734375,0.14036497473716736,0.000102587104256083,0.005201749041600469,0.004749886976301197,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,32,ridge_nonnegative,0.9999998211860657,0.01658632606267929,3.798022589762695e-06,360.88763427734375,0.14036497473716736,0.000102587104256083,0.005201749041600469,0.004749886976301197,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,64,oracle_linear,1.0,0.01658632606267929,8.31984620086601e-11,360.88763427734375,0.14036497473716736,4.801441572075294e-07,2.4346036743075664e-05,1.6435970406779504e-05,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,64,oracle_nonnegative,1.0,0.01658632606267929,8.31984620086601e-11,360.88763427734375,0.14036497473716736,4.801441572075294e-07,2.4346036743075664e-05,1.6435970406779504e-05,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,64,ridge_linear,1.0,0.01658632606267929,3.7980216802679934e-06,360.88763427734375,0.14036497473716736,0.0001025870919730553,0.005201748418781177,0.00474988315974686,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,2,diffuse,2x4x4,405,64,ridge_nonnegative,1.0,0.01658632606267929,3.7980216802679934e-06,360.88763427734375,0.14036497473716736,0.0001025870919730553,0.005201748418781177,0.00474988315974686,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,8,oracle_linear,0.35449060797691345,0.013387296348810196,0.025202281773090363,232.87384033203125,0.074851393699646,0.010403023482989214,0.5802564622891226,0.2723637530362286,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,8,oracle_nonnegative,0.35449060797691345,0.013387296348810196,0.02520306035876274,232.87384033203125,0.074851393699646,0.010403184174440699,0.5802654252846702,0.27236116863340054,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,8,ridge_linear,0.35449060797691345,0.013387296348810196,0.025390926748514175,232.87384033203125,0.074851393699646,0.010441885428217015,0.5824240912378058,0.2723751293118907,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,8,ridge_nonnegative,0.35449060797691345,0.013387296348810196,0.0253914687782526,232.87384033203125,0.074851393699646,0.01044199688106547,0.5824303078185588,0.2723734021225498,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,16,oracle_linear,0.6338363885879517,0.013387296348810196,0.008568941615521908,232.87384033203125,0.074851393699646,0.006066011639264401,0.33834802543316067,0.20513305354432573,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,16,oracle_nonnegative,0.6338363885879517,0.013387296348810196,0.008568941615521908,232.87384033203125,0.074851393699646,0.006066011639264401,0.33834802543316067,0.20513305354432573,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,16,ridge_linear,0.6338363885879517,0.013387296348810196,0.008775938302278519,232.87384033203125,0.074851393699646,0.006138841608597451,0.34241031178894216,0.20516127877746806,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,16,ridge_nonnegative,0.6338363885879517,0.013387296348810196,0.008775938302278519,232.87384033203125,0.074851393699646,0.006138841608597451,0.34241031178894216,0.20516127877746806,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,32,oracle_linear,0.9999996423721313,0.013387296348810196,1.3055220793312117e-10,232.87384033203125,0.074851393699646,7.487412462400414e-07,4.1763045851392866e-05,1.651345516995719e-05,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,32,oracle_nonnegative,0.9999996423721313,0.013387296348810196,1.3055220793312117e-10,232.87384033203125,0.074851393699646,7.487412462400414e-07,4.1763045851392866e-05,1.651345516995719e-05,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,32,ridge_linear,0.9999996423721313,0.013387296348810196,4.5242131818667985e-06,232.87384033203125,0.074851393699646,0.0001393834396895185,0.007774484191848588,0.004256347949793948,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,32,ridge_nonnegative,0.9999996423721313,0.013387296348810196,4.5242131818667985e-06,232.87384033203125,0.074851393699646,0.0001393834396895185,0.007774484191848588,0.004256347949793948,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,64,oracle_linear,0.9999998807907104,0.013387296348810196,1.3052149638870247e-10,232.87384033203125,0.074851393699646,7.486531728442689e-07,4.175813332215208e-05,1.6508930962582023e-05,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,64,oracle_nonnegative,0.9999998807907104,0.013387296348810196,1.3052149638870247e-10,232.87384033203125,0.074851393699646,7.486531728442689e-07,4.175813332215208e-05,1.6508930962582023e-05,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,64,ridge_linear,0.9999998807907104,0.013387296348810196,4.524222276813816e-06,232.87384033203125,0.074851393699646,0.00013938357978949954,0.007774492006299791,0.004256354442219169,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,3,diffuse,2x4x4,405,64,ridge_nonnegative,0.9999998807907104,0.013387296348810196,4.524222276813816e-06,232.87384033203125,0.074851393699646,0.00013938357978949954,0.007774492006299791,0.004256354442219169,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,8,oracle_linear,0.9374951124191284,0.8833450078964233,0.8442306518554688,984.7587890625,887.7297973632812,0.02927963276175254,0.03083828085054673,0.03500486599870396,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,8,oracle_nonnegative,0.9374951124191284,0.8833450078964233,0.844336986541748,984.7587890625,887.7297973632812,0.029281476655080404,0.030840222900188057,0.03500470387343716,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,8,ridge_linear,0.9374951124191284,0.8833450078964233,0.8430752754211426,984.7587890625,887.7297973632812,0.0292595905021132,0.03081717167760502,0.035021338773453176,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,8,ridge_nonnegative,0.9374951124191284,0.8833450078964233,0.8431706428527832,984.7587890625,887.7297973632812,0.02926124535617608,0.030818914624819317,0.03502118012408186,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,16,oracle_linear,0.9886764883995056,0.8833450078964233,0.1706361472606659,984.7587890625,887.7297973632812,0.01316347598827279,0.013864209732372575,0.01489915833329823,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,16,oracle_nonnegative,0.9886764883995056,0.8833450078964233,0.17062322795391083,984.7587890625,887.7297973632812,0.013162977658328974,0.013863684874738987,0.014898923928534672,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,16,ridge_linear,0.9886764883995056,0.8833450078964233,0.17182910442352295,984.7587890625,887.7297973632812,0.013209410311396356,0.013912589285787421,0.014941309878576212,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,16,ridge_nonnegative,0.9886764883995056,0.8833450078964233,0.17181290686130524,984.7587890625,887.7297973632812,0.013208787700667508,0.01391193353150686,0.014941076135111957,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,32,oracle_linear,1.0,0.8833450078964233,4.442011203309448e-09,984.7587890625,887.7297973632812,2.1238551405372247e-06,2.2369147127869937e-06,2.671848024702821e-06,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,32,oracle_nonnegative,1.0,0.8833450078964233,4.443806211895662e-09,984.7587890625,887.7297973632812,2.124284220178939e-06,2.2373666337043807e-06,2.671789812917293e-06,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,32,ridge_linear,1.0,0.8833450078964233,0.0007114376639947295,984.7587890625,887.7297973632812,0.0008499697973209354,0.0008952163962419993,0.001130462380837161,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,32,ridge_nonnegative,1.0,0.8833450078964233,0.0007114378386177123,984.7587890625,887.7297973632812,0.0008499699016338356,0.0008952165061078074,0.001130462380837161,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,64,oracle_linear,1.0,0.8833450078964233,4.307770584688342e-09,984.7587890625,887.7297973632812,2.0915167663190467e-06,2.2028548639321623e-06,2.646217092705885e-06,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,64,oracle_nonnegative,1.0,0.8833450078964233,4.307992185204057e-09,984.7587890625,887.7297973632812,2.0915705615739794e-06,2.202911522879819e-06,2.6461582053337416e-06,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,64,ridge_linear,1.0,0.8833450078964233,0.0007114079198800027,984.7587890625,887.7297973632812,0.0008499520291701212,0.000895197682235937,0.0011304559697918424,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,4,localized,2x4x4,405,64,ridge_nonnegative,1.0,0.8833450078964233,0.0007114073960110545,984.7587890625,887.7297973632812,0.0008499517162248017,0.0008951973526315417,0.0011304559697918424,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,8,oracle_linear,0.8376638889312744,0.8131253719329834,2.1918439865112305,796.208251953125,601.6663208007812,0.05246763419151123,0.06035690588773989,0.08343806935321527,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,8,oracle_nonnegative,0.8376638889312744,0.8131253719329834,2.190164566040039,796.208251953125,601.6663208007812,0.05244752963463679,0.06033377831841294,0.08343739468649156,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,8,ridge_linear,0.8376638889312744,0.8131253719329834,2.1952080726623535,796.208251953125,601.6663208007812,0.05250788294289934,0.06040320662412843,0.0834519724770164,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,8,ridge_nonnegative,0.8376638889312744,0.8131253719329834,2.1935551166534424,796.208251953125,601.6663208007812,0.05248811042877366,0.060380461025005515,0.08345131730651428,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,16,oracle_linear,0.9515362977981567,0.8131253719329834,0.5708621740341187,796.208251953125,601.6663208007812,0.026776406737594485,0.03080262882777953,0.045589486115386664,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,16,oracle_nonnegative,0.9515362977981567,0.8131253719329834,0.5708670616149902,796.208251953125,601.6663208007812,0.026776521363838096,0.030802760689745568,0.045589310479250036,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,16,ridge_linear,0.9515362977981567,0.8131253719329834,0.5734964609146118,796.208251953125,601.6663208007812,0.02683811651020797,0.03087361756198452,0.0456197847540431,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,16,ridge_nonnegative,0.9515362977981567,0.8131253719329834,0.5735001564025879,796.208251953125,601.6663208007812,0.02683820297959693,0.030873717033303404,0.045619619872120515,6885,2336,9221
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,32,oracle_linear,1.0000001192092896,0.8131253719329834,9.61087653905679e-09,796.208251953125,601.6663208007812,3.4743067653523087e-06,3.996719305011746e-06,6.05632066276199e-06,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,32,oracle_nonnegative,1.0000001192092896,0.8131253719329834,9.61087653905679e-09,796.208251953125,601.6663208007812,3.4743067653523087e-06,3.996719305011746e-06,6.05632066276199e-06,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,32,ridge_linear,1.0000001192092896,0.8131253719329834,0.0007373252883553505,796.208251953125,601.6663208007812,0.0009623127224406755,0.0011070104325825267,0.001725616080608021,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,32,ridge_nonnegative,1.0000001192092896,0.8131253719329834,0.000737324939109385,796.208251953125,601.6663208007812,0.00096231249453321,0.0011070101704058598,0.001725616080608021,13365,4416,17781
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,64,oracle_linear,1.0000001192092896,0.8131253719329834,9.616881513352382e-09,796.208251953125,601.6663208007812,3.4753919871258145e-06,3.997967705658357e-06,6.062746158773415e-06,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,64,oracle_nonnegative,1.0000001192092896,0.8131253719329834,9.616881513352382e-09,796.208251953125,601.6663208007812,3.4753919871258145e-06,3.997967705658357e-06,6.062746158773415e-06,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,64,ridge_linear,1.0000001192092896,0.8131253719329834,0.0007373314583674073,796.208251953125,601.6663208007812,0.0009623167487970019,0.0011070150643600711,0.0017256262419273855,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,5,localized,2x4x4,405,64,ridge_nonnegative,1.0000001192092896,0.8131253719329834,0.0007373312837444246,796.208251953125,601.6663208007812,0.0009623166348437525,0.0011070149332722938,0.0017256262419273855,26325,8576,34901
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,2x4x4,405,8,oracle_linear,0.7795332670211792,0.1848694384098053,0.785061776638031,756.926025390625,33.872459411621094,0.032205140448151814,0.15223992133595066,0.14657418133062394,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,2x4x4,405,8,oracle_nonnegative,0.7795332670211792,0.1848694384098053,0.7850816249847412,756.926025390625,33.872459411621094,0.03220554755926859,0.15224184582885864,0.1465737708995071,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,2x4x4,405,8,ridge_linear,0.7795332670211792,0.1848694384098053,0.7900907397270203,756.926025390625,33.872459411621094,0.03230812592375732,0.15272675357722496,0.1465963273209072,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,2x4x4,405,8,ridge_nonnegative,0.7795332670211792,0.1848694384098053,0.7901106476783752,756.926025390625,33.872459411621094,0.0323085329558331,0.15272867769649087,0.14659596370276315,3645,1296,4941
calibration,s00_p00_seed20260740,0,20260740,0,cond,0,6,transitional,2x4x4,405,16,oracle_linear,0.9092867970466614,0.1848694384098053,0.25606340169906616,756.926025390625,33.872459411621094,0.018392765609172773,0.08694615674783476,0.09402014390693818,6885,2336,9221
