layer,flow_point,timestep,method,velocity_relative_l2,velocity_mean_relative_l2,velocity_p95_relative_l2,activation_relative_l2,rank8_energy,feature_coefficient_r2,previous_flow_coefficient_r2,flow_rank8_energy
0,0,98,raw_reuse,0.6389470037631068,0.6248419880867004,0.9757352352142333,0.6202531210517045,0.9907628783031387,0.9216785237534232,0.9998692318926017,0.595869157933265
0,0,98,shift_reuse,0.012211429224007551,0.011984609067440033,0.01780695077031851,0.14937073683916421,0.9907628783031387,0.9216785237534232,0.9998692318926017,0.595869157933265
0,0,98,shift_toeplitz_r2,0.0166034447691007,0.016820652410387993,0.026923522446304558,0.07031803301789097,0.9907628783031387,0.9216785237534232,0.9998692318926017,0.595869157933265
0,0,98,shift_circular_r2,0.0166034447691007,0.016820652410387993,0.026923522446304558,0.07031803301789097,0.9907628783031387,0.9216785237534232,0.9998692318926017,0.595869157933265
0,0,98,shift_rank8_feature,0.008227009777598925,0.007666409481316805,0.012450627237558364,0.024728645488948854,0.9907628783031387,0.9216785237534232,0.9998692318926017,0.595869157933265
0,0,98,shift_rank8_prev_flow,0.00605410361719193,0.005831001792103052,0.010941174253821372,0.014379568602825177,0.9907628783031387,0.9216785237534232,0.9998692318926017,0.595869157933265
0,0,98,shift_rank8_oracle,0.006019043649434366,0.005782087799161673,0.010875083692371845,0.014356013433516076,0.9907628783031387,0.9216785237534232,0.9998692318926017,0.595869157933265
0,0,98,flow_reuse,0.007059348900442922,0.007070574443787336,0.011715972889214754,0.008769600360754146,0.9907628783031387,0.9216785237534232,0.9998692318926017,0.595869157933265
0,0,98,flow_toeplitz_r2,0.0052338099515205905,0.005198220256716013,0.007982291653752327,0.007588087099970769,0.9907628783031387,0.9216785237534232,0.9998692318926017,0.595869157933265
0,0,98,flow_rank8_oracle,0.0024357893513866843,0.0024556294083595276,0.003434146614745259,0.00557494773809951,0.9907628783031387,0.9216785237534232,0.9998692318926017,0.595869157933265
1,0,98,raw_reuse,0.04881753709083381,0.04812585934996605,0.07966831251978873,0.47600104771855994,0.969945905996884,0.9416807944591871,0.9998438675100533,0.37678115292442993
1,0,98,shift_reuse,0.0035820339769276474,0.003542749211192131,0.005294114630669355,0.24695085533414227,0.969945905996884,0.9416807944591871,0.9998438675100533,0.37678115292442993
1,0,98,shift_toeplitz_r2,0.008044015142658458,0.008202655240893364,0.01096771559678018,0.13302483660289718,0.969945905996884,0.9416807944591871,0.9998438675100533,0.37678115292442993
1,0,98,shift_circular_r2,0.008044015142658458,0.008202655240893364,0.01096771559678018,0.13302483660289718,0.969945905996884,0.9416807944591871,0.9998438675100533,0.37678115292442993
1,0,98,shift_rank8_feature,0.0032438714267693175,0.003168960101902485,0.00664155101403594,0.058310617708353066,0.969945905996884,0.9416807944591871,0.9998438675100533,0.37678115292442993
1,0,98,shift_rank8_prev_flow,0.0019356834620539456,0.001904244883917272,0.0032096535549499088,0.042860665554042714,0.969945905996884,0.9416807944591871,0.9998438675100533,0.37678115292442993
1,0,98,shift_rank8_oracle,0.0019448061945162227,0.0019080257043242455,0.003403701435308903,0.042811688315335314,0.969945905996884,0.9416807944591871,0.9998438675100533,0.37678115292442993
1,0,98,flow_reuse,0.0005866549478039961,0.0005838120705448091,0.0010071030730614437,0.012139117000122934,0.969945905996884,0.9416807944591871,0.9998438675100533,0.37678115292442993
1,0,98,flow_toeplitz_r2,0.0005052633346003847,0.000517597480211407,0.0008284064795589074,0.010588812016616647,0.969945905996884,0.9416807944591871,0.9998438675100533,0.37678115292442993
1,0,98,flow_rank8_oracle,0.0004208043931724047,0.00043248457950539887,0.000687354349065572,0.009583130153755823,0.969945905996884,0.9416807944591871,0.9998438675100533,0.37678115292442993
2,0,98,raw_reuse,0.02502544710517538,0.02236230857670307,0.049601785466074945,0.3421686523737255,0.9453820570920259,0.9068653095598378,0.9997806278885598,0.6989718744105082
2,0,98,shift_reuse,0.0026563965502554993,0.002589439507573843,0.004066558380145579,0.1881053281569449,0.9453820570920259,0.9068653095598378,0.9997806278885598,0.6989718744105082
2,0,98,shift_toeplitz_r2,0.0057786741378936645,0.005739318206906319,0.008055124431848526,0.09836325544497034,0.9453820570920259,0.9068653095598378,0.9997806278885598,0.6989718744105082
2,0,98,shift_circular_r2,0.0057786741378936645,0.005739318206906319,0.008055124431848526,0.09836325544497034,0.9453820570920259,0.9068653095598378,0.9997806278885598,0.6989718744105082
2,0,98,shift_rank8_feature,0.002472723674662012,0.0023550221230834723,0.004219708452001214,0.0546509665620759,0.9453820570920259,0.9068653095598378,0.9997806278885598,0.6989718744105082
2,0,98,shift_rank8_prev_flow,0.0016821081581142535,0.0015842053107917309,0.0024369412567466497,0.043989352849477824,0.9453820570920259,0.9068653095598378,0.9997806278885598,0.6989718744105082
2,0,98,shift_rank8_oracle,0.001681499044940283,0.001580478623509407,0.002431677479762584,0.04396112186469731,0.9453820570920259,0.9068653095598378,0.9997806278885598,0.6989718744105082
2,0,98,flow_reuse,0.0005490458169743564,0.0005524376756511629,0.0006688561523333191,0.022702465843390352,0.9453820570920259,0.9068653095598378,0.9997806278885598,0.6989718744105082
2,0,98,flow_toeplitz_r2,0.0003901289288744574,0.0004029621777590364,0.0006016791419824585,0.014965387284373046,0.9453820570920259,0.9068653095598378,0.9997806278885598,0.6989718744105082
2,0,98,flow_rank8_oracle,0.0005245339577117003,0.0005426183342933655,0.0008464910555630922,0.012455941736789364,0.9453820570920259,0.9068653095598378,0.9997806278885598,0.6989718744105082
3,0,98,raw_reuse,0.01119790400493278,0.009173719212412834,0.020134366024285553,0.27072410698878685,0.9397361429522069,0.900086457015154,0.999209843292268,0.8004833898704851
3,0,98,shift_reuse,0.0025760443513264996,0.002531646750867367,0.003839845408219844,0.15257616262214638,0.9397361429522069,0.900086457015154,0.999209843292268,0.8004833898704851
3,0,98,shift_toeplitz_r2,0.003916269993175054,0.0037983309011906385,0.005723187420517206,0.07544424695764203,0.9397361429522069,0.900086457015154,0.999209843292268,0.8004833898704851
3,0,98,shift_circular_r2,0.003916269993175054,0.0037983309011906385,0.005723187420517206,0.07544424695764203,0.9397361429522069,0.900086457015154,0.999209843292268,0.8004833898704851
3,0,98,shift_rank8_feature,0.002244077671512495,0.002152258763089776,0.003263781312853098,0.04390872797059411,0.9397361429522069,0.900086457015154,0.999209843292268,0.8004833898704851
3,0,98,shift_rank8_prev_flow,0.0015944953627368675,0.0015250715659931302,0.0024277446558699013,0.03751085651412167,0.9397361429522069,0.900086457015154,0.999209843292268,0.8004833898704851
3,0,98,shift_rank8_oracle,0.0016116134911470443,0.0015394223155453801,0.002403625031001866,0.037455461288334185,0.9397361429522069,0.900086457015154,0.999209843292268,0.8004833898704851
3,0,98,flow_reuse,0.0004950544628082128,0.0005067855236120522,0.0007345246413024141,0.0351311412898384,0.9397361429522069,0.900086457015154,0.999209843292268,0.8004833898704851
3,0,98,flow_toeplitz_r2,0.000521266811504965,0.0005420380621217191,0.0008531340426998213,0.019082517625124702,0.9397361429522069,0.900086457015154,0.999209843292268,0.8004833898704851
3,0,98,flow_rank8_oracle,0.0005508136300559768,0.0005744464579038322,0.0008427246561041102,0.015692126028510042,0.9397361429522069,0.900086457015154,0.999209843292268,0.8004833898704851
4,0,98,raw_reuse,0.009618360194381441,0.008140831254422665,0.016859889961779114,0.31778257501851476,0.9669609428470096,0.8977269662723195,0.9987036651531831,0.9073266453926432
4,0,98,shift_reuse,0.0036563611458140773,0.003547699423506856,0.005563866416923701,0.2620525881036417,0.9669609428470096,0.8977269662723195,0.9987036651531831,0.9073266453926432
4,0,98,shift_toeplitz_r2,0.0029041068414652335,0.0028516624588519335,0.004391561029478908,0.09598911837887639,0.9669609428470096,0.8977269662723195,0.9987036651531831,0.9073266453926432
4,0,98,shift_circular_r2,0.0029041068414652335,0.0028516624588519335,0.004391561029478908,0.09598911837887639,0.9669609428470096,0.8977269662723195,0.9987036651531831,0.9073266453926432
4,0,98,shift_rank8_feature,0.0016036651111949957,0.00154569570440799,0.0022864956757985056,0.05604792098435953,0.9669609428470096,0.8977269662723195,0.9987036651531831,0.9073266453926432
4,0,98,shift_rank8_prev_flow,0.001275686761068639,0.0012159434845671058,0.0018753230338916182,0.04774833023130344,0.9669609428470096,0.8977269662723195,0.9987036651531831,0.9073266453926432
4,0,98,shift_rank8_oracle,0.0012752970170832306,0.0012065566843375564,0.001895513676572591,0.047632379326811344,0.9669609428470096,0.8977269662723195,0.9987036651531831,0.9073266453926432
4,0,98,flow_reuse,0.0007386562658755563,0.0007374202250503004,0.0009410252067027613,0.08561929556232642,0.9669609428470096,0.8977269662723195,0.9987036651531831,0.9073266453926432
