sample_id,task,variant,euclidean_candidate_kl,candidate_kl,candidate_kl_reduction,support_overlap_with_euclidean
action_localization_0004,action_localization,position_s4,0.0003271601162850857,0.0002378053031861782,0.2731225740885974,0.25
action_localization_0004,action_localization,channel_s4,0.0003271601162850857,0.0002300790511071682,0.29673869260188646,0.96875
action_localization_0004,action_localization,separable_s4,0.0003271601162850857,0.0003503989428281784,-0.0710319668759456,0.25
action_localization_0004,action_localization,static_fisher_s4,0.0003271601162850857,0.0002378053031861782,0.2731225740885974,0.25
action_localization_0004,action_localization,mixed_static_s4,0.0003271601162850857,0.0003271601162850857,0.0,0.375
action_localization_0005,action_localization,position_s4,0.00035028066486120224,0.00022685108706355095,0.3523733685002566,0.40625
action_localization_0005,action_localization,channel_s4,0.00035028066486120224,0.00035028066486120224,0.0,1.0
action_localization_0005,action_localization,separable_s4,0.00035028066486120224,0.00022685108706355095,0.3523733685002566,0.40625
action_localization_0005,action_localization,static_fisher_s4,0.00035028066486120224,0.00022685108706355095,0.3523733685002566,0.40625
action_localization_0005,action_localization,mixed_static_s4,0.00035028066486120224,0.00022685108706355095,0.3523733685002566,0.40625
action_localization_0008,action_localization,position_s4,0.0007412247359752655,0.0007670009508728981,-0.0347751682405979,0.28125
action_localization_0008,action_localization,channel_s4,0.0007412247359752655,0.0007412247359752655,0.0,1.0
action_localization_0008,action_localization,separable_s4,0.0007412247359752655,0.0007670009508728981,-0.0347751682405979,0.28125
action_localization_0008,action_localization,static_fisher_s4,0.0007412247359752655,0.0007670009508728981,-0.0347751682405979,0.28125
action_localization_0008,action_localization,mixed_static_s4,0.0007412247359752655,0.0005553755909204483,0.2507325188092737,0.3125
action_localization_0012,action_localization,position_s4,3.0501512810587883e-05,0.00012206891551613808,-3.0020610215033248,0.1875
action_localization_0012,action_localization,channel_s4,3.0501512810587883e-05,3.0501512810587883e-05,0.0,1.0
action_localization_0012,action_localization,separable_s4,3.0501512810587883e-05,0.00012206891551613808,-3.0020610215033248,0.1875
action_localization_0012,action_localization,static_fisher_s4,3.0501512810587883e-05,0.00012206891551613808,-3.0020610215033248,0.15625
action_localization_0012,action_localization,mixed_static_s4,3.0501512810587883e-05,0.00012206891551613808,-3.0020610215033248,0.21875
action_localization_0014,action_localization,position_s4,5.2051618695259094e-05,9.278964716941118e-05,-0.7826467167650744,0.375
action_localization_0014,action_localization,channel_s4,5.2051618695259094e-05,0.0001089954748749733,-1.0939881910896405,0.96875
action_localization_0014,action_localization,separable_s4,5.2051618695259094e-05,9.278964716941118e-05,-0.7826467167650744,0.375
action_localization_0014,action_localization,static_fisher_s4,5.2051618695259094e-05,9.278964716941118e-05,-0.7826467167650744,0.375
action_localization_0014,action_localization,mixed_static_s4,5.2051618695259094e-05,0.00014061573892831802,-1.7014671676507427,0.59375
action_localization_0016,action_localization,position_s4,5.0067734264303e-05,0.00020165462046861649,-3.0276362298341715,0.375
action_localization_0016,action_localization,channel_s4,5.0067734264303e-05,5.0067734264303e-05,0.0,0.96875
action_localization_0016,action_localization,separable_s4,5.0067734264303e-05,0.00020165462046861649,-3.0276362298341715,0.375
action_localization_0016,action_localization,static_fisher_s4,5.0067734264303e-05,0.00019707158207893372,-2.9360994655482275,0.375
action_localization_0016,action_localization,mixed_static_s4,5.0067734264303e-05,0.00019707158207893372,-2.9360994655482275,0.375
action_localization_0022,action_localization,position_s4,0.00027084071189165115,6.863102316856384e-05,0.7466000488286286,0.375
action_localization_0022,action_localization,channel_s4,0.00027084071189165115,0.00029938481748104095,-0.10539074938190529,0.96875
action_localization_0022,action_localization,separable_s4,0.00027084071189165115,6.863102316856384e-05,0.7466000488286286,0.375
action_localization_0022,action_localization,static_fisher_s4,0.00027084071189165115,6.863102316856384e-05,0.7466000488286286,0.375
action_localization_0022,action_localization,mixed_static_s4,0.00027084071189165115,0.0001204158179461956,0.5553998617668399,0.4375
action_localization_0025,action_localization,position_s4,0.0006298455409705639,0.0006523993797600269,-0.035808523395606695,0.4375
action_localization_0025,action_localization,channel_s4,0.0006298455409705639,0.0003867750056087971,0.3859208640061276,0.96875
action_localization_0025,action_localization,separable_s4,0.0006298455409705639,0.0006523993797600269,-0.035808523395606695,0.4375
