noise_mode,layer,flow_point,timestep,method,activation_relative_l2,activation_mean_relative_l2,activation_p95_relative_l2,rank8_energy,feature_coefficient_r2,previous_flow_coefficient_r2,flow_rank8_energy
aligned,0,0,98,raw_reuse,1.282938715223887,1.2884012460708618,1.505500280857086,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
aligned,0,0,98,shift_reuse,0.04449553130095286,0.04557235166430473,0.056546900793910025,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
aligned,0,0,98,shift_toeplitz_r2,0.0291086662292663,0.029790354892611504,0.03696561306715011,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
aligned,0,0,98,shift_circular_r2,0.028737983237104907,0.029409175738692284,0.03638548050075769,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
aligned,0,0,98,shift_rank8_feature,0.018808885846987214,0.019185421988368034,0.02373342756181955,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
aligned,0,0,98,shift_rank8_prev_flow,0.016983504064698438,0.01730828545987606,0.021516379993408916,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
aligned,0,0,98,shift_rank8_oracle,0.016982569163354527,0.017307279631495476,0.021514895744621752,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
aligned,0,0,98,flow_reuse,0.00786114490378161,0.007853477261960506,0.011563163762912153,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
aligned,0,0,98,flow_toeplitz_r2,0.006966120875677326,0.006972939241677523,0.010471258917823432,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
aligned,0,0,98,flow_rank8_oracle,0.004825451701203777,0.004882464185357094,0.006573114683851599,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
aligned,1,0,98,raw_reuse,0.9202103085749275,0.9197246432304382,1.0312297344207764,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
aligned,1,0,98,shift_reuse,0.07769371492607847,0.07814199477434158,0.10356113128364086,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
aligned,1,0,98,shift_toeplitz_r2,0.057782496885316725,0.05800757184624672,0.07858215607702732,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
aligned,1,0,98,shift_circular_r2,0.05762305426781707,0.05785128474235535,0.07871059551835059,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
aligned,1,0,98,shift_rank8_feature,0.04660888758855498,0.04694705083966255,0.06299091037362814,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
aligned,1,0,98,shift_rank8_prev_flow,0.04186194883067113,0.04221336171030998,0.052799484506249425,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
aligned,1,0,98,shift_rank8_oracle,0.041858000146827105,0.042209457606077194,0.052790088951587676,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
aligned,1,0,98,flow_reuse,0.011632162691172373,0.011626176536083221,0.014871743274852633,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
aligned,1,0,98,flow_toeplitz_r2,0.009210967678551712,0.009185242466628551,0.012187579786404966,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
aligned,1,0,98,flow_rank8_oracle,0.008418750499320875,0.008341222070157528,0.011496228212490677,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
aligned,2,0,98,raw_reuse,0.7898713929223523,0.7853692173957825,0.9639379143714905,0.6179290696848347,0.658660840407609,0.999113677271235,0.5247777353059098
aligned,2,0,98,shift_reuse,0.05369073115059412,0.05422229692339897,0.06399945877492427,0.6179290696848347,0.658660840407609,0.999113677271235,0.5247777353059098
aligned,2,0,98,shift_toeplitz_r2,0.04446821358410997,0.044797632843256,0.056990869343280785,0.6179290696848347,0.658660840407609,0.999113677271235,0.5247777353059098
aligned,2,0,98,shift_circular_r2,0.04438369234685963,0.044715654104948044,0.056760275363922114,0.6179290696848347,0.658660840407609,0.999113677271235,0.5247777353059098
aligned,2,0,98,shift_rank8_feature,0.03652147821548179,0.036646705120801926,0.04623021334409714,0.6179290696848347,0.658660840407609,0.999113677271235,0.5247777353059098
aligned,2,0,98,shift_rank8_prev_flow,0.033196343282425225,0.0333368219435215,0.04384274389594793,0.6179290696848347,0.658660840407609,0.999113677271235,0.5247777353059098
aligned,2,0,98,shift_rank8_oracle,0.033187253758404645,0.03332767263054848,0.043826789222657675,0.6179290696848347,0.658660840407609,0.999113677271235,0.5247777353059098
aligned,2,0,98,flow_reuse,0.025823778306138,0.026110902428627014,0.031199431978166103,0.6179290696848347,0.658660840407609,0.999113677271235,0.5247777353059098
aligned,2,0,98,flow_toeplitz_r2,0.02015115785695972,0.020359031856060028,0.025187846366316078,0.6179290696848347,0.658660840407609,0.999113677271235,0.5247777353059098
aligned,2,0,98,flow_rank8_oracle,0.017801975784271243,0.017937609925866127,0.021543108951300384,0.6179290696848347,0.658660840407609,0.999113677271235,0.5247777353059098
aligned,3,0,98,raw_reuse,0.6239930333433727,0.6195449233055115,0.7651154458522796,0.7234216857767715,0.7398437559740771,0.9985536912921735,0.8145272057708779
aligned,3,0,98,shift_reuse,0.05250920358072915,0.05238134786486626,0.06349867470562458,0.7234216857767715,0.7398437559740771,0.9985536912921735,0.8145272057708779
aligned,3,0,98,shift_toeplitz_r2,0.03958058962760558,0.03941601142287254,0.048670076020061966,0.7234216857767715,0.7398437559740771,0.9985536912921735,0.8145272057708779
aligned,3,0,98,shift_circular_r2,0.039507084796757484,0.03933938965201378,0.04849725048989057,0.7234216857767715,0.7398437559740771,0.9985536912921735,0.8145272057708779
aligned,3,0,98,shift_rank8_feature,0.030030590040322252,0.029884018003940582,0.038038978911936284,0.7234216857767715,0.7398437559740771,0.9985536912921735,0.8145272057708779
aligned,3,0,98,shift_rank8_prev_flow,0.02762897652467824,0.02751937508583069,0.034408853948116304,0.7234216857767715,0.7398437559740771,0.9985536912921735,0.8145272057708779
aligned,3,0,98,shift_rank8_oracle,0.02761496479527177,0.027505606412887573,0.03437955770641565,0.7234216857767715,0.7398437559740771,0.9985536912921735,0.8145272057708779
aligned,3,0,98,flow_reuse,0.05858815317564775,0.059088245034217834,0.07102857269346714,0.7234216857767715,0.7398437559740771,0.9985536912921735,0.8145272057708779
aligned,3,0,98,flow_toeplitz_r2,0.03204466006595194,0.03220018371939659,0.03861624915152788,0.7234216857767715,0.7398437559740771,0.9985536912921735,0.8145272057708779
aligned,3,0,98,flow_rank8_oracle,0.025231897732947445,0.025100350379943848,0.0317679475992918,0.7234216857767715,0.7398437559740771,0.9985536912921735,0.8145272057708779
aligned,4,0,98,raw_reuse,0.5075527885810577,0.5011761784553528,0.6407263100147247,0.810056293779022,0.866583124215765,0.9972070499022598,0.8495317264209333
aligned,4,0,98,shift_reuse,0.06527933025026553,0.06506683677434921,0.07904760092496872,0.810056293779022,0.866583124215765,0.9972070499022598,0.8495317264209333
aligned,4,0,98,shift_toeplitz_r2,0.045125514757789316,0.0445631742477417,0.05721101015806198,0.810056293779022,0.866583124215765,0.9972070499022598,0.8495317264209333
aligned,4,0,98,shift_circular_r2,0.04509847646166797,0.04451724514365196,0.05721070282161236,0.810056293779022,0.866583124215765,0.9972070499022598,0.8495317264209333
aligned,4,0,98,shift_rank8_feature,0.030441656845590533,0.03016042709350586,0.03598052933812142,0.810056293779022,0.866583124215765,0.9972070499022598,0.8495317264209333
aligned,4,0,98,shift_rank8_prev_flow,0.02849349805612362,0.02822321653366089,0.03332883771508932,0.810056293779022,0.866583124215765,0.9972070499022598,0.8495317264209333
aligned,4,0,98,shift_rank8_oracle,0.028450384746159563,0.028178745880723,0.03327136412262917,0.810056293779022,0.866583124215765,0.9972070499022598,0.8495317264209333
aligned,4,0,98,flow_reuse,0.09492524040939716,0.09514147788286209,0.12079123556613922,0.810056293779022,0.866583124215765,0.9972070499022598,0.8495317264209333
aligned,4,0,98,flow_toeplitz_r2,0.046573955024712926,0.04658570885658264,0.05973343141376972,0.810056293779022,0.866583124215765,0.9972070499022598,0.8495317264209333
aligned,4,0,98,flow_rank8_oracle,0.03682172877767606,0.03675399348139763,0.04346512947231531,0.810056293779022,0.866583124215765,0.9972070499022598,0.8495317264209333
aligned,5,0,98,raw_reuse,0.41155321040794746,0.4068762958049774,0.5003858789801597,0.8783185959050274,0.8324512363496983,0.9957498035576042,0.8358192197079036
aligned,5,0,98,shift_reuse,0.07445660614149113,0.07390820235013962,0.08997161313891411,0.8783185959050274,0.8324512363496983,0.9957498035576042,0.8358192197079036
aligned,5,0,98,shift_toeplitz_r2,0.048306264789635366,0.04743483290076256,0.0648142658174038,0.8783185959050274,0.8324512363496983,0.9957498035576042,0.8358192197079036
aligned,5,0,98,shift_circular_r2,0.048260841755667444,0.047379422932863235,0.06508414410054683,0.8783185959050274,0.8324512363496983,0.9957498035576042,0.8358192197079036
aligned,5,0,98,shift_rank8_feature,0.029067932664365307,0.028647996485233307,0.03707465808838606,0.8783185959050274,0.8324512363496983,0.9957498035576042,0.8358192197079036
aligned,5,0,98,shift_rank8_prev_flow,0.02605566055854671,0.025679199025034904,0.0323786037042737,0.8783185959050274,0.8324512363496983,0.9957498035576042,0.8358192197079036
aligned,5,0,98,shift_rank8_oracle,0.025972594952916296,0.025598829612135887,0.03235119841992855,0.8783185959050274,0.8324512363496983,0.9957498035576042,0.8358192197079036
aligned,5,0,98,flow_reuse,0.054555134402369865,0.05442327633500099,0.06534613333642483,0.8783185959050274,0.8324512363496983,0.9957498035576042,0.8358192197079036
aligned,5,0,98,flow_toeplitz_r2,0.030959552735780285,0.03072206862270832,0.03923382796347141,0.8783185959050274,0.8324512363496983,0.9957498035576042,0.8358192197079036
aligned,5,0,98,flow_rank8_oracle,0.022105319059962502,0.022062741219997406,0.025316839665174486,0.8783185959050274,0.8324512363496983,0.9957498035576042,0.8358192197079036
aligned,6,0,98,raw_reuse,0.20035432963227323,0.19759820401668549,0.25758480280637736,0.9268065022317714,0.7923372436488191,0.9866506955501027,0.828935624420041
aligned,6,0,98,shift_reuse,0.046333702933001104,0.04573730751872063,0.05951314996927976,0.9268065022317714,0.7923372436488191,0.9866506955501027,0.828935624420041
aligned,6,0,98,shift_toeplitz_r2,0.030001399289153453,0.02895583212375641,0.043266906030476095,0.9268065022317714,0.7923372436488191,0.9866506955501027,0.828935624420041
aligned,6,0,98,shift_circular_r2,0.02998130420584164,0.02893889881670475,0.04335681032389402,0.9268065022317714,0.7923372436488191,0.9866506955501027,0.828935624420041
aligned,6,0,98,shift_rank8_feature,0.015537977315187477,0.014912091195583344,0.02164005395025015,0.9268065022317714,0.7923372436488191,0.9866506955501027,0.828935624420041
aligned,6,0,98,shift_rank8_prev_flow,0.012749570909974608,0.012246561236679554,0.016989284940063954,0.9268065022317714,0.7923372436488191,0.9866506955501027,0.828935624420041
aligned,6,0,98,shift_rank8_oracle,0.012535258479274546,0.012080964632332325,0.016853868216276168,0.9268065022317714,0.7923372436488191,0.9866506955501027,0.828935624420041
aligned,6,0,98,flow_reuse,0.02087752327718452,0.020694615319371223,0.02375402757897973,0.9268065022317714,0.7923372436488191,0.9866506955501027,0.828935624420041
aligned,6,0,98,flow_toeplitz_r2,0.01300747679876055,0.012870334088802338,0.016397399455308912,0.9268065022317714,0.7923372436488191,0.9866506955501027,0.828935624420041
aligned,6,0,98,flow_rank8_oracle,0.008634928877378965,0.008555468171834946,0.010571432579308749,0.9268065022317714,0.7923372436488191,0.9866506955501027,0.828935624420041
aligned,7,0,98,raw_reuse,0.3670831861780544,0.36269649863243103,0.43648190796375275,0.8416548025376387,0.8130360284888116,0.9865898253247408,0.7000863540394375
aligned,7,0,98,shift_reuse,0.02671420307708689,0.026372717693448067,0.03439030610024929,0.8416548025376387,0.8130360284888116,0.9865898253247408,0.7000863540394375
aligned,7,0,98,shift_toeplitz_r2,0.02157783217851473,0.02092854119837284,0.03163517490029335,0.8416548025376387,0.8130360284888116,0.9865898253247408,0.7000863540394375
aligned,7,0,98,shift_circular_r2,0.021661447909834416,0.021007714793086052,0.03179887756705284,0.8416548025376387,0.8130360284888116,0.9865898253247408,0.7000863540394375
aligned,7,0,98,shift_rank8_feature,0.012837160772046639,0.01257135346531868,0.01666152449324727,0.8416548025376387,0.8130360284888116,0.9865898253247408,0.7000863540394375
aligned,7,0,98,shift_rank8_prev_flow,0.01080358782086856,0.010605555027723312,0.013575799064710736,0.8416548025376387,0.8130360284888116,0.9865898253247408,0.7000863540394375
aligned,7,0,98,shift_rank8_oracle,0.01063028007153146,0.010446076281368732,0.013480923511087893,0.8416548025376387,0.8130360284888116,0.9865898253247408,0.7000863540394375
aligned,7,0,98,flow_reuse,0.00863488340396785,0.008618018589913845,0.010922017646953464,0.8416548025376387,0.8130360284888116,0.9865898253247408,0.7000863540394375
aligned,7,0,98,flow_toeplitz_r2,0.00706578769417488,0.0069949328899383545,0.009464263822883366,0.8416548025376387,0.8130360284888116,0.9865898253247408,0.7000863540394375
aligned,7,0,98,flow_rank8_oracle,0.00472883968413469,0.004670184571295977,0.0064920692704617975,0.8416548025376387,0.8130360284888116,0.9865898253247408,0.7000863540394375
aligned,0,1,88,raw_reuse,1.2816399081418777,1.2869157791137695,1.5199686110019683,0.8548204160226276,0.785133511122984,0.9999150266567064,0.657264200610963
aligned,0,1,88,shift_reuse,0.044756208696436955,0.04583847522735596,0.0563012907281518,0.8548204160226276,0.785133511122984,0.9999150266567064,0.657264200610963
aligned,0,1,88,shift_toeplitz_r2,0.029160259078009183,0.029850900173187256,0.03694050274789333,0.8548204160226276,0.785133511122984,0.9999150266567064,0.657264200610963
aligned,0,1,88,shift_circular_r2,0.028791419513833853,0.029471123591065407,0.03645132686942816,0.8548204160226276,0.785133511122984,0.9999150266567064,0.657264200610963
aligned,0,1,88,shift_rank8_feature,0.018896887754590384,0.01925595849752426,0.024218393489718434,0.8548204160226276,0.785133511122984,0.9999150266567064,0.657264200610963
aligned,0,1,88,shift_rank8_prev_flow,0.01705397479417161,0.01736033707857132,0.021646269224584104,0.8548204160226276,0.785133511122984,0.9999150266567064,0.657264200610963
aligned,0,1,88,shift_rank8_oracle,0.017053205444799876,0.017359508201479912,0.021645027212798595,0.8548204160226276,0.785133511122984,0.9999150266567064,0.657264200610963
aligned,0,1,88,flow_reuse,0.007486044378453449,0.00737614743411541,0.011279570031911134,0.8548204160226276,0.785133511122984,0.9999150266567064,0.657264200610963
aligned,0,1,88,flow_toeplitz_r2,0.006666523556192897,0.006626833695918322,0.009922551969066261,0.8548204160226276,0.785133511122984,0.9999150266567064,0.657264200610963
aligned,0,1,88,flow_rank8_oracle,0.004382603005069242,0.004374538082629442,0.006271498464047909,0.8548204160226276,0.785133511122984,0.9999150266567064,0.657264200610963
aligned,1,1,88,raw_reuse,0.9202906663307713,0.919525146484375,1.0330097496509552,0.7093851359957223,0.7158865605098417,0.9997642717357029,0.3733767832650131
aligned,1,1,88,shift_reuse,0.07686890923797861,0.07737570255994797,0.09880170449614524,0.7093851359957223,0.7158865605098417,0.9997642717357029,0.3733767832650131
aligned,1,1,88,shift_toeplitz_r2,0.05651487836835799,0.05676345154643059,0.0746498942375183,0.7093851359957223,0.7158865605098417,0.9997642717357029,0.3733767832650131
aligned,1,1,88,shift_circular_r2,0.056387447939146615,0.05664053559303284,0.07451909333467482,0.7093851359957223,0.7158865605098417,0.9997642717357029,0.3733767832650131
aligned,1,1,88,shift_rank8_feature,0.04618397590554412,0.04652099311351776,0.06148180086165666,0.7093851359957223,0.7158865605098417,0.9997642717357029,0.3733767832650131
aligned,1,1,88,shift_rank8_prev_flow,0.04144319794498947,0.041799500584602356,0.05202096290886402,0.7093851359957223,0.7158865605098417,0.9997642717357029,0.3733767832650131
aligned,1,1,88,shift_rank8_oracle,0.04143903469608938,0.041795361787080765,0.0520121768116951,0.7093851359957223,0.7158865605098417,0.9997642717357029,0.3733767832650131
aligned,1,1,88,flow_reuse,0.008485934914928748,0.008384938351809978,0.012390944641083479,0.7093851359957223,0.7158865605098417,0.9997642717357029,0.3733767832650131
aligned,1,1,88,flow_toeplitz_r2,0.007479500950205444,0.007371868938207626,0.010952967731282114,0.7093851359957223,0.7158865605098417,0.9997642717357029,0.3733767832650131
aligned,1,1,88,flow_rank8_oracle,0.006717426718722594,0.0065829940140247345,0.010232395539060234,0.7093851359957223,0.7158865605098417,0.9997642717357029,0.3733767832650131
aligned,2,1,88,raw_reuse,0.7711725514294795,0.766887366771698,0.9648196280002594,0.6165529381395755,0.6624000102757188,0.9992975275276759,0.3660060777093074
aligned,2,1,88,shift_reuse,0.05264402631064293,0.05305947735905647,0.06590707898139954,0.6165529381395755,0.6624000102757188,0.9992975275276759,0.3660060777093074
aligned,2,1,88,shift_toeplitz_r2,0.04300463045854439,0.04322105646133423,0.05659406036138534,0.6165529381395755,0.6624000102757188,0.9992975275276759,0.3660060777093074
aligned,2,1,88,shift_circular_r2,0.04291968091185687,0.04313911870121956,0.05655746422708034,0.6165529381395755,0.6624000102757188,0.9992975275276759,0.3660060777093074
aligned,2,1,88,shift_rank8_feature,0.035744681931737125,0.03579031303524971,0.0458685927093029,0.6165529381395755,0.6624000102757188,0.9992975275276759,0.3660060777093074
aligned,2,1,88,shift_rank8_prev_flow,0.0326056767908933,0.03264756128191948,0.04417027216404676,0.6165529381395755,0.6624000102757188,0.9992975275276759,0.3660060777093074
aligned,2,1,88,shift_rank8_oracle,0.03259881435282269,0.03264040872454643,0.04416546691209078,0.6165529381395755,0.6624000102757188,0.9992975275276759,0.3660060777093074
aligned,2,1,88,flow_reuse,0.011600159835870453,0.01146714761853218,0.016066093556582926,0.6165529381395755,0.6624000102757188,0.9992975275276759,0.3660060777093074
aligned,2,1,88,flow_toeplitz_r2,0.012115827917715353,0.011975453235208988,0.016950347460806366,0.6165529381395755,0.6624000102757188,0.9992975275276759,0.3660060777093074
aligned,2,1,88,flow_rank8_oracle,0.009236481194299113,0.009006165899336338,0.012910038186237215,0.6165529381395755,0.6624000102757188,0.9992975275276759,0.3660060777093074
aligned,3,1,88,raw_reuse,0.6416439770073668,0.6391353011131287,0.7873198717832566,0.7143942923980173,0.6983947725282099,0.9980794106280612,0.33277047316875685
aligned,3,1,88,shift_reuse,0.05416336198549854,0.0540560781955719,0.06506798677146435,0.7143942923980173,0.6983947725282099,0.9980794106280612,0.33277047316875685
aligned,3,1,88,shift_toeplitz_r2,0.03984026608232594,0.03956522420048714,0.050049445033073424,0.7143942923980173,0.6983947725282099,0.9980794106280612,0.33277047316875685
aligned,3,1,88,shift_circular_r2,0.03977331833554701,0.039493415504693985,0.049966839142143726,0.7143942923980173,0.6983947725282099,0.9980794106280612,0.33277047316875685
aligned,3,1,88,shift_rank8_feature,0.03161375304771926,0.031378861516714096,0.04235817603766917,0.7143942923980173,0.6983947725282099,0.9980794106280612,0.33277047316875685
aligned,3,1,88,shift_rank8_prev_flow,0.028963798894993974,0.028806619346141815,0.039838672615587704,0.7143942923980173,0.6983947725282099,0.9980794106280612,0.33277047316875685
aligned,3,1,88,shift_rank8_oracle,0.02894603312781348,0.02878897450864315,0.03977300785481929,0.7143942923980173,0.6983947725282099,0.9980794106280612,0.33277047316875685
aligned,3,1,88,flow_reuse,0.019472277307143588,0.018961908295750618,0.03180338582023978,0.7143942923980173,0.6983947725282099,0.9980794106280612,0.33277047316875685
aligned,3,1,88,flow_toeplitz_r2,0.025023049426434765,0.02467223070561886,0.04021836332976818,0.7143942923980173,0.6983947725282099,0.9980794106280612,0.33277047316875685
aligned,3,1,88,flow_rank8_oracle,0.015905758133615378,0.015429503284394741,0.027296532317996024,0.7143942923980173,0.6983947725282099,0.9980794106280612,0.33277047316875685
aligned,4,1,88,raw_reuse,0.4967396684730825,0.4922196865081787,0.6143669694662094,0.7646475478774108,0.7932503623052343,0.9962891246943204,0.5673512705248667
aligned,4,1,88,shift_reuse,0.07052775976973262,0.07048025727272034,0.08359219245612622,0.7646475478774108,0.7932503623052343,0.9962891246943204,0.5673512705248667
aligned,4,1,88,shift_toeplitz_r2,0.0499776963110006,0.04952002689242363,0.06453720405697823,0.7646475478774108,0.7932503623052343,0.9962891246943204,0.5673512705248667
aligned,4,1,88,shift_circular_r2,0.04993338867060351,0.049458522349596024,0.064575569704175,0.7646475478774108,0.7932503623052343,0.9962891246943204,0.5673512705248667
aligned,4,1,88,shift_rank8_feature,0.03676321286165462,0.03639274835586548,0.04958253093063831,0.7646475478774108,0.7932503623052343,0.9962891246943204,0.5673512705248667
aligned,4,1,88,shift_rank8_prev_flow,0.034262638543001024,0.033920012414455414,0.04654262978583574,0.7646475478774108,0.7932503623052343,0.9962891246943204,0.5673512705248667
aligned,4,1,88,shift_rank8_oracle,0.03421522915367785,0.033874064683914185,0.04646429289132357,0.7646475478774108,0.7932503623052343,0.9962891246943204,0.5673512705248667
aligned,4,1,88,flow_reuse,0.03658390019422976,0.034250229597091675,0.05873209927231073,0.7646475478774108,0.7932503623052343,0.9962891246943204,0.5673512705248667
aligned,4,1,88,flow_toeplitz_r2,0.0451101664143159,0.04371750354766846,0.06694019138813018,0.7646475478774108,0.7932503623052343,0.9962891246943204,0.5673512705248667
aligned,4,1,88,flow_rank8_oracle,0.02406343775049486,0.02299795299768448,0.038705109432339665,0.7646475478774108,0.7932503623052343,0.9962891246943204,0.5673512705248667
aligned,5,1,88,raw_reuse,0.4252128256112208,0.4221382141113281,0.5493330091238021,0.8345402740539125,0.7421995263168972,0.9697711191300605,0.6125030519072512
aligned,5,1,88,shift_reuse,0.08477442148015417,0.08424192667007446,0.10471121147274971,0.8345402740539125,0.7421995263168972,0.9697711191300605,0.6125030519072512
aligned,5,1,88,shift_toeplitz_r2,0.05763663592026095,0.056733787059783936,0.07400065176188945,0.8345402740539125,0.7421995263168972,0.9697711191300605,0.6125030519072512
aligned,5,1,88,shift_circular_r2,0.05754574326888405,0.05664248391985893,0.07426824122667312,0.8345402740539125,0.7421995263168972,0.9697711191300605,0.6125030519072512
aligned,5,1,88,shift_rank8_feature,0.03892987221285237,0.03808186948299408,0.050254246965050695,0.8345402740539125,0.7421995263168972,0.9697711191300605,0.6125030519072512
aligned,5,1,88,shift_rank8_prev_flow,0.03503405764687947,0.03430229425430298,0.04291757885366678,0.8345402740539125,0.7421995263168972,0.9697711191300605,0.6125030519072512
aligned,5,1,88,shift_rank8_oracle,0.03448347187098274,0.03390490636229515,0.04284359645098448,0.8345402740539125,0.7421995263168972,0.9697711191300605,0.6125030519072512
aligned,5,1,88,flow_reuse,0.03671440043741356,0.03368186950683594,0.05639675371348857,0.8345402740539125,0.7421995263168972,0.9697711191300605,0.6125030519072512
aligned,5,1,88,flow_toeplitz_r2,0.039426294416960814,0.036811333149671555,0.06020366866141557,0.8345402740539125,0.7421995263168972,0.9697711191300605,0.6125030519072512
aligned,5,1,88,flow_rank8_oracle,0.02285443996225229,0.021261120215058327,0.030972131900489325,0.8345402740539125,0.7421995263168972,0.9697711191300605,0.6125030519072512
aligned,6,1,88,raw_reuse,0.19845086367326478,0.196369931101799,0.2598588168621063,0.9017152743456325,0.679615591216939,0.9723568820698362,0.6140275115259393
aligned,6,1,88,shift_reuse,0.05359955029198804,0.05294486880302429,0.06574578657746315,0.9017152743456325,0.679615591216939,0.9723568820698362,0.6140275115259393
aligned,6,1,88,shift_toeplitz_r2,0.03506125858898209,0.034091949462890625,0.051971239224076274,0.9017152743456325,0.679615591216939,0.9723568820698362,0.6140275115259393
aligned,6,1,88,shift_circular_r2,0.034998656744133466,0.03404393419623375,0.0516348460689187,0.9017152743456325,0.679615591216939,0.9723568820698362,0.6140275115259393
aligned,6,1,88,shift_rank8_feature,0.02108078677612617,0.020078426226973534,0.03242827150970697,0.9017152743456325,0.679615591216939,0.9723568820698362,0.6140275115259393
aligned,6,1,88,shift_rank8_prev_flow,0.01721464603029214,0.016334345564246178,0.026410816051065916,0.9017152743456325,0.679615591216939,0.9723568820698362,0.6140275115259393
aligned,6,1,88,shift_rank8_oracle,0.0168036687636274,0.01602908968925476,0.02628951724618673,0.9017152743456325,0.679615591216939,0.9723568820698362,0.6140275115259393
aligned,6,1,88,flow_reuse,0.012702118997060523,0.01185437012463808,0.02194571308791637,0.9017152743456325,0.679615591216939,0.9723568820698362,0.6140275115259393
aligned,6,1,88,flow_toeplitz_r2,0.01372586911474053,0.01295256894081831,0.022967002727091308,0.9017152743456325,0.679615591216939,0.9723568820698362,0.6140275115259393
aligned,6,1,88,flow_rank8_oracle,0.00789140582212836,0.00728693837299943,0.012369974935427307,0.9017152743456325,0.679615591216939,0.9723568820698362,0.6140275115259393
