layer,flow_point,timestep,method,velocity_relative_l2,velocity_mean_relative_l2,velocity_p95_relative_l2,activation_relative_l2,rank8_energy,feature_coefficient_r2,previous_flow_coefficient_r2,flow_rank8_energy
0,0,98,raw_reuse,1.3230328621771967,1.3264979124069214,1.6230562031269073,1.282938715223887,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
0,0,98,shift_reuse,0.00937432966927072,0.0093797966837883,0.013689012639224528,0.04449553130095286,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
0,0,98,shift_toeplitz_r2,0.008913980723288948,0.008946376852691174,0.0122740073595196,0.0291086662292663,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
0,0,98,shift_circular_r2,0.008984172627425504,0.009029020555317402,0.012377504911273717,0.028737983237104907,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
0,0,98,shift_rank8_feature,0.007120524500960838,0.007068615406751633,0.011067089065909386,0.018808885846987214,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
0,0,98,shift_rank8_prev_flow,0.006568664950765326,0.0065581961534917355,0.009735982678830623,0.016983504064698438,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
0,0,98,shift_rank8_oracle,0.006569231139203316,0.006558794993907213,0.009738999418914316,0.016982569163354527,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
0,0,98,flow_reuse,0.006703444630426909,0.0065303402952849865,0.010318049835041164,0.00786114490378161,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
0,0,98,flow_toeplitz_r2,0.005127545746934185,0.005007987841963768,0.007807930302806199,0.006966120875677326,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
0,0,98,flow_rank8_oracle,0.0019979407476386282,0.0019550698343664408,0.0028238657279871402,0.004825451701203777,0.8543287019188672,0.7875383463157013,0.9998967809042288,0.6232057441281799
1,0,98,raw_reuse,0.08800701378774539,0.08862695097923279,0.11025586724281311,0.9202103085749275,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
1,0,98,shift_reuse,0.001964149075441962,0.001974375918507576,0.002834005793556571,0.07769371492607847,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
1,0,98,shift_toeplitz_r2,0.002017672301010124,0.0020200307480990887,0.002794040192384273,0.057782496885316725,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
1,0,98,shift_circular_r2,0.002045473517624924,0.0020508868619799614,0.002837272360920906,0.05762305426781707,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
1,0,98,shift_rank8_feature,0.00219495545111123,0.0022204008419066668,0.003537755878642201,0.04660888758855498,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
1,0,98,shift_rank8_prev_flow,0.0018997895943714486,0.001905116718262434,0.0030527691822499034,0.04186194883067113,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
1,0,98,shift_rank8_oracle,0.0019005675918576264,0.001905629993416369,0.0030450875638052817,0.041858000146827105,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
1,0,98,flow_reuse,0.0005975452725184374,0.0005791328730992973,0.000981939656776376,0.011632162691172373,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
1,0,98,flow_toeplitz_r2,0.0003887080314752993,0.0003890280204359442,0.0005512591334991156,0.009210967678551712,0.7097413474268475,0.7275701214475743,0.9997856817646121,0.4761893282725983
