method,bucket,sample_count,denoiser_output_relative_l2,defect_residual_relative_l2
w4_plain,0,640,0.013415957981896383,0.9999999999993692
w4_plain,1,640,0.012960834038409837,0.9999999999993329
w4_plain,2,640,0.012637705211586964,0.999999999999297
w4_plain,3,640,0.01410234159459876,0.9999999999993692
w4_plain,4,640,0.016166836905933575,0.9999999999994489
w4_plain,5,640,0.015737066038167605,0.9999999999994266
w4_plain,6,640,0.016043333866878492,0.9999999999994384
w4_plain,7,640,0.018735147304429448,0.999999999999515
w4_plain,8,640,0.023099777343090974,0.9999999999995989
w4_plain,9,640,0.040265760589739505,0.9999999999997528
bucket_mean,0,640,0.010711568392411651,0.7984200170968144
bucket_mean,1,640,0.008956860351493175,0.6910712940959868
bucket_mean,2,640,0.009392492733575704,0.7432119704755211
bucket_mean,3,640,0.010496398850689065,0.7443019941944025
bucket_mean,4,640,0.012399858759068462,0.7669934960815132
bucket_mean,5,640,0.011736027398839806,0.7457569469863929
bucket_mean,6,640,0.013781550791462446,0.8590205161536999
bucket_mean,7,640,0.017268969428703266,0.9217418549259062
bucket_mean,8,640,0.021884181650771807,0.947376302625206
bucket_mean,9,640,0.037682785123221485,0.935851814824888
channel_affine,0,640,0.007670165962501574,0.5717195874381037
channel_affine,1,640,0.006944641699984459,0.5358175005867032
channel_affine,2,640,0.007918532051328904,0.6265798987036965
channel_affine,3,640,0.008587071591797748,0.6089110474448587
channel_affine,4,640,0.010184486907707615,0.6299616286698654
channel_affine,5,640,0.011357106265380055,0.7216787575160957
channel_affine,6,640,0.013063650723375292,0.8142728208341969
channel_affine,7,640,0.01644235204661769,0.877620644206109
channel_affine,8,640,0.022376906238464746,0.9687065769553225
channel_affine,9,640,0.03926131443586882,0.9750545838655699
circulant_r2,0,640,0.006382005721024688,0.47570249703835055
circulant_r2,1,640,0.005025172030833666,0.38771976406854225
circulant_r2,2,640,0.006247519449935495,0.49435552937277116
circulant_r2,3,640,0.007335159966448279,0.5201377691418325
circulant_r2,4,640,0.008538932287648642,0.5281758167863971
circulant_r2,5,640,0.010317220217525982,0.6556000507453761
circulant_r2,6,640,0.01216729418375358,0.7584018561669504
circulant_r2,7,640,0.01516280759397495,0.8093241727745977
circulant_r2,8,640,0.021632939824000504,0.9364999282325174
circulant_r2,9,640,0.03740934369804609,0.9290608981460409
toeplitz_r2,0,640,0.006380355208130833,0.47557954614471193
toeplitz_r2,1,640,0.005039012670502126,0.38878768569719296
toeplitz_r2,2,640,0.006199390551628699,0.49054721386062977
toeplitz_r2,3,640,0.007283450276980618,0.5164709866172584
toeplitz_r2,4,640,0.0084858300448879,0.5248911765645846
toeplitz_r2,5,640,0.010261565302054245,0.6520634327364873
toeplitz_r2,6,640,0.012161063713625027,0.7580135035851089
toeplitz_r2,7,640,0.015191374718888177,0.8108489028136748
toeplitz_r2,8,640,0.021660153878158027,0.9376780371706821
toeplitz_r2,9,640,0.037054420022586236,0.9202463701137502
reduced_rank_r4,0,640,0.009139756513432273,0.6812600729489298
reduced_rank_r4,1,640,0.00750305518541821,0.5789022279356547
reduced_rank_r4,2,640,0.0077957213657745515,0.6168620572910585
reduced_rank_r4,3,640,0.009061333011146679,0.6425409489525795
reduced_rank_r4,4,640,0.010824861627353173,0.6695719532719017
reduced_rank_r4,5,640,0.010798865056660155,0.6862057406674873
reduced_rank_r4,6,640,0.01318540154072019,0.8218616934684682
reduced_rank_r4,7,640,0.01653986279808914,0.8828253404856171
reduced_rank_r4,8,640,0.022360546880908688,0.9679983728322666
reduced_rank_r4,9,640,0.03832656610546459,0.9518401128928746
toeplitz_r2_rank4,0,640,0.005763901253162964,0.4296302404149736
toeplitz_r2_rank4,1,640,0.004802963235501177,0.37057516678820523
toeplitz_r2_rank4,2,640,0.005626146053737194,0.44518731522356364
toeplitz_r2_rank4,3,640,0.006783777299407237,0.4810390709867051
toeplitz_r2_rank4,4,640,0.008136431486635964,0.5032791221915052
toeplitz_r2_rank4,5,640,0.010022802821085282,0.6368913824905458
toeplitz_r2_rank4,6,640,0.012131700394908178,0.7561832531545887
toeplitz_r2_rank4,7,640,0.015361941367960633,0.8199531181349643
toeplitz_r2_rank4,8,640,0.02221741244249155,0.961801921445567
toeplitz_r2_rank4,9,640,0.03808476818045792,0.9458350624116421
dense_ridge_ceiling,0,640,0.005830594685848832,0.4346014044824477
dense_ridge_ceiling,1,640,0.00498541201319944,0.38465213841549145
dense_ridge_ceiling,2,640,0.005745589574995805,0.4546386348854125
dense_ridge_ceiling,3,640,0.007016889266911119,0.49756912709029844
dense_ridge_ceiling,4,640,0.008277488583615116,0.5120042115704487
dense_ridge_ceiling,5,640,0.010264376069446881,0.652241972478258
dense_ridge_ceiling,6,640,0.012452039125273325,0.7761503455945401
dense_ridge_ceiling,7,640,0.01569717864199258,0.8378465558300559
dense_ridge_ceiling,8,640,0.02288325773363315,0.9906267663860508
dense_ridge_ceiling,9,640,0.038790013315143965,0.9633498224548332
