sample_id,sample_index,seed,model,input_trajectory,basis_scope,block,rank,method,target_stage,horizon,relative_l2,output_relative_l2,error_sq,target_sq,output_target_sq,state_bytes_bf16,basis_bytes_bf16,estimated_macs
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,ar1,1,1,0.8022152987257769,0.2562404848170326,396320.4990902566,615835.4090826658,6036025.160782742,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,drift,1,1,0.764152700092657,0.24408267787588037,359604.3695530614,615835.4090826658,6036025.160782742,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,capacity,2,0,0.49782467244965395,0.16481005143192307,145346.03471439332,586476.1488164123,5351010.438264555,499200,98304,383385600
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,reuse,2,1,0.6444888881078514,0.2133647701181383,243602.2091546427,586476.1488164123,5351010.438264555,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,ar1,2,1,0.6346607556389716,0.21011106433110813,236229.2350196421,586476.1488164123,5351010.438264555,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,drift,2,1,0.6158053696395938,0.20386879208486763,222401.28779045874,586476.1488164123,5351010.438264555,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,reuse,2,2,0.8649287836548054,0.28634369730543113,438743.86305262876,586476.1488164123,5351010.438264555,499200,98304,1152652800
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,ar1,2,2,0.8438479128400859,0.2793646550934263,417617.5255185664,586476.1488164123,5351010.438264555,499200,98304,1152652800
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,drift,2,2,0.8075681410728689,0.2673538581566831,382479.98146389885,586476.1488164123,5351010.438264555,499200,98304,1152652800
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,ar2_drift,2,1,0.6156159813885559,0.2038060931285452,222264.51173731228,586476.1488164123,5351010.438264555,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,capacity,3,0,0.514430809799474,0.17379113571539095,150110.82907801925,567228.5496035079,4970004.488818283,499200,98304,383385600
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,reuse,3,1,0.6357560581255817,0.21477867436177403,229265.7055028309,567228.5496035079,4970004.488818283,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,ar1,3,1,0.6281278050425603,0.2122016071613482,223796.92687618197,567228.5496035079,4970004.488818283,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,drift,3,1,0.5907295753751562,0.19956729233448806,197940.88650013684,567228.5496035079,4970004.488818283,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,reuse,3,2,0.7064236604400616,0.23865244442096695,283066.55212426744,567228.5496035079,4970004.488818283,499200,98304,1152652800
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,ar1,3,2,0.684174567463296,0.23113599116153513,265516.756468758,567228.5496035079,4970004.488818283,499200,98304,1152652800
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,drift,3,2,0.658424133463267,0.22243667322648825,245906.24787053693,567228.5496035079,4970004.488818283,499200,98304,1152652800
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,reuse,3,3,0.8978405256587549,0.3033191668795304,457252.9224551478,567228.5496035079,4970004.488818283,499200,98304,1537286400
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,ar1,3,3,0.8600566382039836,0.29055456455124673,419577.49521319114,567228.5496035079,4970004.488818283,499200,98304,1537286400
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,drift,3,3,0.8269240904469367,0.27936133313090056,387872.8399296528,567228.5496035079,4970004.488818283,499200,98304,1537286400
sel00_potter,4,2026082805,teacher,native4,model_specific,20,32,ar2_drift,3,1,0.5904925913311301,0.1994872315656282,197782.10175508316,567228.5496035079,4970004.488818283,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,capacity,1,0,0.4613045976986402,0.14734811708325699,131050.96475929406,615835.4090826658,6036025.160782742,998400,196608,766771200
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,reuse,1,1,0.7939290561280589,0.2535937254945373,388175.4357395022,615835.4090826658,6036025.160782742,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,ar1,1,1,0.7975650816744418,0.2547551306064719,391739.09871769755,615835.4090826658,6036025.160782742,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,drift,1,1,0.7555038279727713,0.24132008884443182,351510.2507972596,615835.4090826658,6036025.160782742,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,capacity,2,0,0.4558140767388072,0.15090200544111174,121850.08067620161,586476.1488164123,5351010.438264555,998400,196608,766771200
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,reuse,2,1,0.637924515262081,0.21119156600391442,238665.11234259245,586476.1488164123,5351010.438264555,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,ar1,2,1,0.6243959267558927,0.20671278564026802,228649.61645192886,586476.1488164123,5351010.438264555,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,drift,2,1,0.599399337674711,0.19843740404493568,210708.89621897534,586476.1488164123,5351010.438264555,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,reuse,2,2,0.872349307462832,0.2888003391276108,446304.42820516595,586476.1488164123,5351010.438264555,998400,196608,2305305600
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,ar1,2,2,0.842160040924617,0.2788058674868778,415948.5519426959,586476.1488164123,5351010.438264555,998400,196608,2305305600
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,drift,2,2,0.8016557633714081,0.265396503837003,376900.04825822683,586476.1488164123,5351010.438264555,998400,196608,2305305600
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,ar2_drift,2,1,0.5992951278160178,0.19840290428403307,210635.63609288717,586476.1488164123,5351010.438264555,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,capacity,3,0,0.47466078421407404,0.16035555257718234,127798.21453943645,567228.5496035079,4970004.488818283,998400,196608,766771200
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,reuse,3,1,0.6206789608643642,0.20968515001135696,218520.47217611125,567228.5496035079,4970004.488818283,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,ar1,3,1,0.6105048326374676,0.2062480049846903,211415.24156044668,567228.5496035079,4970004.488818283,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,drift,3,1,0.5677612696417372,0.19180786606601632,182847.74484423077,567228.5496035079,4970004.488818283,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,reuse,3,2,0.7102775694879666,0.23995441782073346,286163.5279372146,567228.5496035079,4970004.488818283,998400,196608,2305305600
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,ar1,3,2,0.6792974547700971,0.22948834693452355,261744.79625551117,567228.5496035079,4970004.488818283,998400,196608,2305305600
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,drift,3,2,0.6475535559716079,0.21876424542440145,237853.45635320107,567228.5496035079,4970004.488818283,998400,196608,2305305600
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,reuse,3,3,0.912069763169836,0.30812625716321457,471861.1242328993,567228.5496035079,4970004.488818283,998400,196608,3074572800
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,ar1,3,3,0.8598586481855848,0.2904876772079882,419384.33911053085,567228.5496035079,4970004.488818283,998400,196608,3074572800
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,drift,3,3,0.8227343795841713,0.2779459151674179,383952.38761738106,567228.5496035079,4970004.488818283,998400,196608,3074572800
sel00_potter,4,2026082805,teacher,native4,model_specific,20,64,ar2_drift,3,1,0.567522157018015,0.19172708619504247,182693.76464248932,567228.5496035079,4970004.488818283,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,shared,20,16,capacity,1,0,0.5422255062015446,0.1731955583618693,181060.84460987197,615835.4090826658,6036025.160782742,249600,49152,191692800
sel00_potter,4,2026082805,teacher,native4,shared,20,16,reuse,1,1,0.7994248461460135,0.25534916932724666,393568.14535813546,615835.4090826658,6036025.160782742,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,shared,20,16,ar1,1,1,0.8153228041227718,0.2604272331164015,409377.37333019514,615835.4090826658,6036025.160782742,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,shared,20,16,drift,1,1,0.7805689791213873,0.2493263017557728,375221.0823391172,615835.4090826658,6036025.160782742,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,shared,20,16,capacity,2,0,0.5401931553667071,0.17883657971605157,171138.8103725387,586476.1488164123,5351010.438264555,249600,49152,191692800
sel00_potter,4,2026082805,teacher,native4,shared,20,16,reuse,2,1,0.6593649395481667,0.2182896421437011,254977.61584466742,586476.1488164123,5351010.438264555,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,shared,20,16,ar1,2,1,0.6523759453176695,0.21597586269014837,249600.94943853177,586476.1488164123,5351010.438264555,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,shared,20,16,drift,2,1,0.6427820531903827,0.2127997046119439,242313.62781135124,586476.1488164123,5351010.438264555,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,shared,20,16,reuse,2,2,0.8588019435974381,0.2843153429854231,432550.0752681241,586476.1488164123,5351010.438264555,249600,49152,576326400
sel00_potter,4,2026082805,teacher,native4,shared,20,16,ar1,2,2,0.8493364176461483,0.2811816818689784,423067.67789004254,586476.1488164123,5351010.438264555,249600,49152,576326400
sel00_potter,4,2026082805,teacher,native4,shared,20,16,drift,2,2,0.8214682133287674,0.27195562209122126,395759.98494355014,586476.1488164123,5351010.438264555,249600,49152,576326400
sel00_potter,4,2026082805,teacher,native4,shared,20,16,ar2_drift,2,1,0.6427489154691872,0.21278873402362872,242288.64418145688,586476.1488164123,5351010.438264555,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,shared,20,16,capacity,3,0,0.5547892059201526,0.18742548918694604,174587.8782495393,567228.5496035079,4970004.488818283,249600,49152,191692800
sel00_potter,4,2026082805,teacher,native4,shared,20,16,reuse,3,1,0.6559277649447058,0.22159332031733026,244045.11047515256,567228.5496035079,4970004.488818283,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,shared,20,16,ar1,3,1,0.6511125936918704,0.2199666018845432,240475.18773767256,567228.5496035079,4970004.488818283,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,shared,20,16,drift,3,1,0.6206677453334271,0.20968136104727844,218512.57501468735,567228.5496035079,4970004.488818283,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,shared,20,16,reuse,3,2,0.7088457517624528,0.23947070412413063,285010.9615412758,567228.5496035079,4970004.488818283,249600,49152,576326400
sel00_potter,4,2026082805,teacher,native4,shared,20,16,ar1,3,2,0.692744111005014,0.23403105630208956,272209.80636492325,567228.5496035079,4970004.488818283,249600,49152,576326400
sel00_potter,4,2026082805,teacher,native4,shared,20,16,drift,3,2,0.6804851249464495,0.22988957980174637,262660.8551706149,567228.5496035079,4970004.488818283,249600,49152,576326400
sel00_potter,4,2026082805,teacher,native4,shared,20,16,reuse,3,3,0.8836356873035071,0.2985203194089165,442898.8740852708,567228.5496035079,4970004.488818283,249600,49152,768643200
sel00_potter,4,2026082805,teacher,native4,shared,20,16,ar1,3,3,0.8652496063181997,0.2923089148139288,424659.5568929338,567228.5496035079,4970004.488818283,249600,49152,768643200
sel00_potter,4,2026082805,teacher,native4,shared,20,16,drift,3,3,0.8403119853683061,0.2838841910525131,400533.82438472816,567228.5496035079,4970004.488818283,249600,49152,768643200
sel00_potter,4,2026082805,teacher,native4,shared,20,16,ar2_drift,3,1,0.6204170801837287,0.20959667836455317,218336.11207705885,567228.5496035079,4970004.488818283,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,shared,20,32,capacity,1,0,0.5150450403811897,0.16451367988058976,163363.5172086783,615835.4090826658,6036025.160782742,499200,98304,383385600
sel00_potter,4,2026082805,teacher,native4,shared,20,32,reuse,1,1,0.7993253606490383,0.2553173920574568,393470.1952220664,615835.4090826658,6036025.160782742,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,shared,20,32,ar1,1,1,0.8113262968163234,0.25915068432531535,405373.87967133184,615835.4090826658,6036025.160782742,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,shared,20,32,drift,1,1,0.7720522090379653,0.2466059082420644,367077.69508240453,615835.4090826658,6036025.160782742,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,shared,20,32,capacity,2,0,0.5134395883139786,0.16997953223334872,154606.96600832196,586476.1488164123,5351010.438264555,499200,98304,383385600
sel00_potter,4,2026082805,teacher,native4,shared,20,32,reuse,2,1,0.6546520578635721,0.21672939349429504,251345.6824558716,586476.1488164123,5351010.438264555,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,shared,20,32,ar1,2,1,0.6440335387132406,0.2132140219505635,243258.10723134488,586476.1488164123,5351010.438264555,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,shared,20,32,drift,2,1,0.6299451110063555,0.20854990097893472,232731.82446430804,586476.1488164123,5351010.438264555,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,shared,20,32,reuse,2,2,0.8654424191782414,0.2865137417040308,439265.1113936747,586476.1488164123,5351010.438264555,499200,98304,1152652800
sel00_potter,4,2026082805,teacher,native4,shared,20,32,ar1,2,2,0.8476665011107596,0.2806288385783272,421405.69055868284,586476.1488164123,5351010.438264555,499200,98304,1152652800
sel00_potter,4,2026082805,teacher,native4,shared,20,32,drift,2,2,0.8172267380946775,0.27055143746526084,391683.69182391814,586476.1488164123,5351010.438264555,499200,98304,1152652800
sel00_potter,4,2026082805,teacher,native4,shared,20,32,ar2_drift,2,1,0.6298801189630179,0.20852838468495027,232683.80460895877,586476.1488164123,5351010.438264555,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,shared,20,32,capacity,3,0,0.5292988577755944,0.178814036549515,158913.20807318162,567228.5496035079,4970004.488818283,499200,98304,383385600
sel00_potter,4,2026082805,teacher,native4,shared,20,32,reuse,3,1,0.6462059557106148,0.21830898307349436,236864.5100219458,567228.5496035079,4970004.488818283,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,shared,20,32,ar1,3,1,0.6399957525529656,0.21621097836764894,232333.73005810735,567228.5496035079,4970004.488818283,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,shared,20,32,drift,3,1,0.6045166988614199,0.20422502239902304,207288.2502951944,567228.5496035079,4970004.488818283,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,shared,20,32,reuse,3,2,0.7117710532703466,0.2404589642782318,287368.2116495251,567228.5496035079,4970004.488818283,499200,98304,1152652800
sel00_potter,4,2026082805,teacher,native4,shared,20,32,ar1,3,2,0.6887303728992578,0.23267508754871064,269064.59395230806,567228.5496035079,4970004.488818283,499200,98304,1152652800
sel00_potter,4,2026082805,teacher,native4,shared,20,32,drift,3,2,0.6712518723467019,0.22677029257188017,255581.3158343146,567228.5496035079,4970004.488818283,499200,98304,1152652800
sel00_potter,4,2026082805,teacher,native4,shared,20,32,reuse,3,3,0.8959265076144491,0.3026725505350908,455305.45527532615,567228.5496035079,4970004.488818283,499200,98304,1537286400
sel00_potter,4,2026082805,teacher,native4,shared,20,32,ar1,3,3,0.8651532003943999,0.29227634581792833,424564.9312130428,567228.5496035079,4970004.488818283,499200,98304,1537286400
sel00_potter,4,2026082805,teacher,native4,shared,20,32,drift,3,3,0.8380248036077101,0.2831115081023678,398356.42610771407,567228.5496035079,4970004.488818283,499200,98304,1537286400
sel00_potter,4,2026082805,teacher,native4,shared,20,32,ar2_drift,3,1,0.6043187464835731,0.20415814777194355,207152.5171257153,567228.5496035079,4970004.488818283,499200,98304,768019200
sel00_potter,4,2026082805,teacher,native4,shared,20,64,capacity,1,0,0.4768533338840478,0.15231463380859173,140034.26067348407,615835.4090826658,6036025.160782742,998400,196608,766771200
sel00_potter,4,2026082805,teacher,native4,shared,20,64,reuse,1,1,0.7960967973808548,0.2542861369587123,390298.07544891763,615835.4090826658,6036025.160782742,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,shared,20,64,ar1,1,1,0.8047600866062853,0.25705333104583644,398838.90348494786,615835.4090826658,6036025.160782742,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,shared,20,64,drift,1,1,0.7617309695389058,0.24330913813888574,357328.68583424145,615835.4090826658,6036025.160782742,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,shared,20,64,capacity,2,0,0.4741232725641848,0.15696345573205286,131835.66112856672,586476.1488164123,5351010.438264555,998400,196608,766771200
sel00_potter,4,2026082805,teacher,native4,shared,20,64,reuse,2,1,0.6506882752593057,0.2154171419105004,248311.20483250087,586476.1488164123,5351010.438264555,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,shared,20,64,ar1,2,1,0.6347881551778805,0.21015324127757531,236324.08416852087,586476.1488164123,5351010.438264555,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,shared,20,64,drift,2,1,0.6136969650556087,0.2031707827511478,220880.9724973489,586476.1488164123,5351010.438264555,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,shared,20,64,reuse,2,2,0.8719765749164567,0.28867694212955486,445923.1207505865,586476.1488164123,5351010.438264555,998400,196608,2305305600
sel00_potter,4,2026082805,teacher,native4,shared,20,64,ar1,2,2,0.8453414152882643,0.27985909466004477,419097.0924714387,586476.1488164123,5351010.438264555,998400,196608,2305305600
sel00_potter,4,2026082805,teacher,native4,shared,20,64,drift,2,2,0.8111451958617893,0.26853807946262176,385875.81108144554,586476.1488164123,5351010.438264555,998400,196608,2305305600
sel00_potter,4,2026082805,teacher,native4,shared,20,64,ar2_drift,2,1,0.6137431192980753,0.2031860625946262,220914.19729034379,586476.1488164123,5351010.438264555,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,shared,20,64,capacity,3,0,0.48925692184904224,0.16528659342527635,135778.82272465923,567228.5496035079,4970004.488818283,998400,196608,766771200
sel00_potter,4,2026082805,teacher,native4,shared,20,64,reuse,3,1,0.631352507863534,0.21329101462864222,226100.69710900457,567228.5496035079,4970004.488818283,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,shared,20,64,ar1,3,1,0.6228620465656124,0.21042266599243098,220060.35962045196,567228.5496035079,4970004.488818283,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,shared,20,64,drift,3,1,0.580844816180906,0.19622790539669646,191371.96539988555,567228.5496035079,4970004.488818283,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,shared,20,64,reuse,3,2,0.7156356169398594,0.2417645371490147,290497.2167435392,567228.5496035079,4970004.488818283,998400,196608,2305305600
sel00_potter,4,2026082805,teacher,native4,shared,20,64,ar1,3,2,0.6836135691692191,0.23094646804432523,265081.5067945071,567228.5496035079,4970004.488818283,998400,196608,2305305600
sel00_potter,4,2026082805,teacher,native4,shared,20,64,drift,3,2,0.6580125895981497,0.2222976405823445,245598.93963265786,567228.5496035079,4970004.488818283,998400,196608,2305305600
sel00_potter,4,2026082805,teacher,native4,shared,20,64,reuse,3,3,0.9081568397836564,0.3068043468376714,467821.0915028558,567228.5496035079,4970004.488818283,998400,196608,3074572800
sel00_potter,4,2026082805,teacher,native4,shared,20,64,ar1,3,3,0.8642970881081724,0.2919871237812829,423725.09055755736,567228.5496035079,4970004.488818283,998400,196608,3074572800
sel00_potter,4,2026082805,teacher,native4,shared,20,64,drift,3,3,0.8319653190811234,0.28106442095738154,392616.4819828125,567228.5496035079,4970004.488818283,998400,196608,3074572800
sel00_potter,4,2026082805,teacher,native4,shared,20,64,ar2_drift,3,1,0.5808036162883304,0.1962139867588823,191344.81796026314,567228.5496035079,4970004.488818283,998400,196608,1536038400
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,capacity,1,0,0.18991238536061528,0.12232199749574119,155672.48891398963,4316237.082887729,10404057.41539594,249600,49152,191692800
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,reuse,1,1,1.2911646286622758,0.83163526261816,7195625.162627822,4316237.082887729,10404057.41539594,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,ar1,1,1,0.9398092198275035,0.6053282981829949,3812279.1529222056,4316237.082887729,10404057.41539594,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,drift,1,1,0.8186499643303062,0.5272899853084964,2892689.2798974514,4316237.082887729,10404057.41539594,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,capacity,2,0,0.18940639420263283,0.13774924684319798,144585.26821743976,4030275.8509606114,7619835.2067894265,249600,49152,191692800
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,reuse,2,1,0.9698848454416835,0.7053664030016483,3791186.238619712,4030275.8509606114,7619835.2067894265,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,ar1,2,1,0.875337958718779,0.636605459147155,3088064.025724194,4030275.8509606114,7619835.2067894265,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,drift,2,1,0.656754431380695,0.47763661129010576,1738364.305843991,4030275.8509606114,7619835.2067894265,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,reuse,2,2,1.4878699940408053,1.0820805281813737,8922051.857270837,4030275.8509606114,7619835.2067894265,249600,49152,576326400
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,ar1,2,2,0.9844618016225077,0.7159677596434239,3906002.451687909,4030275.8509606114,7619835.2067894265,249600,49152,576326400
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,drift,2,2,0.8301131765155715,0.6037149133270663,2777214.2654290833,4030275.8509606114,7619835.2067894265,249600,49152,576326400
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,ar2_drift,2,1,0.6622499185676607,0.48163330434911156,1767578.0485333176,4030275.8509606114,7619835.2067894265,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,capacity,3,0,0.20929091533875327,0.15867516640068105,149210.61240022816,3406425.993257711,5926274.83053312,249600,49152,191692800
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,reuse,3,1,1.0036969736509087,0.760958898058908,3431659.485255592,3406425.993257711,5926274.83053312,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,ar1,3,1,0.8491542301380831,0.6437913874518447,2456247.4276847113,3406425.993257711,5926274.83053312,249600,49152,384009600
sel00_potter,4,2026082805,teacher,native4,model_specific,21,16,drift,3,1,0.5290404740852752,0.4010952177370142,953403.5305102242,3406425.993257711,5926274.83053312,249600,49152,384009600
